,x,y,z,d,xv,yv,zv,scale_xy_dist,t1,snr,acf_fwhm,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,NULL,theta all,theta F,tgt_theta p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur.1,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
0,4.44,5.5,0.0,0.13,80.0,157.0,9.0,4.81,,27.03,0.64,0.50119388,0.93134654,0.07299539,0.81259292,0.57953221,1.93283927,0.16477515,3.91,0.20183946,0.00077017,0.90794194,1.42240798,0.64018089,-0.37038198,0.4449175,0.49844435,0.80004919,0.50462484,1.44923651,0.22895324,2.53864241,0.27677602,0.12117781,1.29530072,1.84213328,-0.93109649,1.45471418,0.89516234,0.09585816,0.04012298,0.8412837,-1.18515718,1.21648598,-1.1377908,-2.18420672,0.82853609,2.25415444,-0.33767477,0.34119651,-0.77279824,2.55822897,0.11005783,-0.02912213,0.36218372,1.03661311,-0.17198604,1.51841009,-0.00572773,-0.34097734,1.41626859,-0.32654098,0.47035345,0.4929939,0.10081231,-0.35980293,-0.46061525,21.82048035,4.62e-06,0.98564023,1.03902245,0.0533822,0.0084904,,
1,4.37,5.64,0.0,0.2,80.0,158.0,9.0,4.84,,26.69,0.57,0.66907734,1.59228611,0.35023218,0.56170118,0.79332417,3.63793373,0.05677961,3.91,0.73257852,0.42871764,0.82642335,0.90239304,1.6727947,1.55634749,0.35198501,0.81264973,0.60443586,0.87560415,4.35689211,0.03712804,1.09291232,0.32442921,2.83680964,0.07383995,1.9269675,2.03070116,3.55467439,1.79989481,0.98804969,4.28908253,0.03863058,1.19359362,-0.06550709,0.91799384,0.30327109,-0.69662821,0.67456144,0.00924308,0.84284949,-0.21890235,0.20337848,0.65211166,0.2715902,1.17155242,0.92036611,1.65049243,0.0694152,-0.42977324,1.52589512,0.16757999,0.08731452,0.03378415,0.8542064,0.04240487,-0.39871243,-0.44111729,22.4402504,3.42e-06,2.22001219,3.1100893,0.89007711,2.32506967,,
2,4.32,5.9,0.0,0.21,80.0,159.0,9.0,4.93,,27.85,0.57,-1.68363857,-1.19121683,-0.41468689,-0.90938663,-1.04973221,5.71810484,0.0169854,4.12,-0.84366703,-1.25313294,-0.21396601,-1.80884266,-1.1267035,-0.56118953,-0.97692817,-1.22352886,-0.75597185,-0.97279632,4.83018017,0.02820869,-1.78339314,-1.81755698,0.08515429,-1.3175391,-0.71981829,-0.52084774,-1.91077769,-1.50268555,-0.28023085,0.30744672,0.57938326,1.21680951,-0.4616653,-0.8816843,-2.56896758,-1.59971416,-0.52252966,0.23698807,1.1050142,0.43515551,0.72758871,0.39388342,-2.92330933,-1.80634189,-0.20936598,-1.80091274,-1.67427611,-2.42224264,-1.24447191,-1.80311286,-0.79720789,2.52788711,0.1121865,0.04549941,-0.36800075,-0.41350016,21.05179596,6.71e-06,0.52933174,1.53649163,1.00715983,2.79017997,,
3,4.4,6.34,0.0,0.2,80.0,160.0,9.0,5.18,,24.98,0.6,-0.88468629,-1.08363628,-0.46062857,-0.51070219,-0.73491335,2.62789464,0.1053341,4.26,-0.50877905,0.46681154,-1.42409003,-0.53193629,-1.12223971,-1.12141836,-0.84623075,-0.97707653,-0.43129504,-0.72108424,2.50680161,0.11369179,0.04051391,-0.89412439,-0.79411817,-1.06041598,-2.26348996,-1.46437788,-1.87690055,-0.34594417,-0.58113933,1.2401545,0.26572626,-1.12748802,-0.01761253,0.24411443,-0.70491058,-0.50121647,-0.84249109,-0.66234416,0.15614189,0.04265787,0.0064971,0.9357736,-0.60730082,-2.79210091,1.64975679,-1.06750238,-1.8852874,-1.37121272,-0.58508217,-1.44929409,-0.3621116,0.49241081,0.48302775,0.03261576,-0.26658317,-0.29919893,10.67908764,0.00121621,2.23541546,2.51364231,0.27822679,0.21711875,,
4,4.45,6.48,0.0,0.1,80.0,161.0,9.0,5.27,,21.65,0.6,0.37380314,0.16341029,0.77854842,0.60344732,0.47980228,0.93976861,0.33258514,4.65,0.91957039,-0.30689681,-0.51546955,-1.21663392,1.14168,2.3279984,0.90859151,0.31612784,0.65575027,0.46960971,0.90413761,0.34191884,0.79036319,2.07934618,1.29739141,-0.8867715,-1.40736151,-1.46490252,0.59879088,0.83245271,-0.44972372,0.62654859,0.42882405,2.00614929,1.46473885,0.83301097,2.03257895,-0.57191986,-0.92500645,-0.41530806,2.24855995,0.16172533,0.07893432,0.77880871,0.78399253,3.47958469,0.66505849,0.35143679,-1.45845318,1.76131213,-1.73472023,-0.06319667,-0.22373444,0.15819108,0.69091783,-0.07020666,-0.17915124,-0.10894458,1.2386961,0.26666034,-0.60913217,0.87444347,1.48357558,4.31440306,,
5,5.49,4.22,0.0,0.11,81.0,155.0,12.0,4.84,,26.57,0.75,1.54964733,1.97975206,1.42017353,1.16041315,1.52749646,15.2536602,0.00010068,3.67,2.08400083,1.3580389,1.48143697,1.22498858,1.74272299,1.2976265,2.20213795,1.94812036,1.16451216,1.60989797,16.73012161,4.678e-05,1.17627025,2.02823257,2.22175694,3.58375525,1.73673105,1.44530511,2.85544777,0.80556428,0.83970773,3.49206734,0.06197471,1.29269505,0.490527,0.82951874,1.17722583,1.63882482,1.95409214,0.98333716,3.21412587,0.22841291,0.25121328,0.61633954,1.41244698,2.70434117,0.90931499,1.20623994,1.19416749,0.51201415,2.64361763,1.8322475,0.34862846,0.60963631,0.43512157,-0.00677553,-0.60268271,-0.59590715,43.11355209,0.0,1.18252659,0.08445971,-1.09806693,2.97804403,,
6,6.61,4.19,0.0,0.14,81.0,155.0,14.0,5.5,,23.8,0.72,0.37676024,-0.02052905,-0.09012054,-0.41621771,-0.03752677,0.00649685,0.93577469,4.37,0.28511906,-0.79573321,1.09388292,0.03959069,0.82338834,0.21119027,-0.10637072,-0.98308897,-0.42569542,0.0157934,0.00118423,0.97255544,-0.52465153,-0.76718765,1.21733797,0.21458593,0.65565324,0.38271606,-1.73003364,0.25450423,0.40344959,0.56795776,0.45126051,-3.19152546,0.71030331,-0.8405084,-0.88288707,-0.47075871,0.57150722,1.81310558,1.60905981,0.33840472,0.39349067,0.53062274,1.0745486,0.12110574,0.37000436,-1.3141458,0.44152912,1.76166201,-0.38956177,0.83793592,0.81020355,2.3248148,0.12766209,-0.33703762,-0.65752006,-0.3204824,13.40077305,0.00029968,-1.77585769,-2.24429059,-0.4684329,0.51995528,,
7,6.62,4.22,0.0,0.12,81.0,155.0,15.0,5.51,,21.5,0.73,0.18504535,-0.41040546,-0.44579232,-0.57789153,-0.31226099,0.40220162,0.52610775,4.62,-0.58534002,-1.40292978,-0.03427288,0.55047947,-0.14719361,0.34277996,-0.42415541,-0.3483043,-0.59281844,-0.29323483,0.35097831,0.55370218,-0.90850383,0.46387196,0.09499192,-1.73593664,-0.66641474,-1.24001849,0.33706519,0.94102871,0.15410332,0.07401156,0.78564287,0.61038226,-1.28700709,-0.43296415,-0.03563504,-1.08769202,-0.57115519,0.22127472,-0.85081673,0.14402837,0.06272952,0.80228749,0.59038585,0.22478649,-1.04786444,-2.20421529,0.59564149,0.81330609,0.83155429,1.44545186,0.74402052,1.75600004,0.18544657,-0.52550441,-0.71339774,-0.18789333,3.94493985,0.04797028,-4.15027857,-4.85613298,-0.70585459,0.80221277,,
8,4.21,4.83,0.0,0.19,81.0,156.0,9.0,4.39,,23.2,0.81,0.84030586,0.21218896,0.29759818,0.91818875,0.56707042,1.47741318,0.22448294,4.38,0.91530299,-0.09978055,1.68384373,-0.20335808,0.00125615,0.2943339,0.80224514,0.04145397,0.90719903,0.4820171,1.05931866,0.30363511,1.70322931,-0.53119749,1.07564831,-0.24773096,0.18856344,-0.28964457,-0.39347494,0.34593219,-0.73289585,1.86251283,0.17266199,3.04468536,-0.12287161,0.55515063,0.42487866,-0.30454192,-0.52518356,-0.53494823,-0.15744545,-0.64264399,1.40133011,0.23680058,0.42776391,-0.34743109,1.08142996,-0.38348335,-0.39669132,0.39997411,1.94610751,2.73293424,-0.10972947,0.04261008,0.83650596,0.12643588,-0.54201049,-0.66844636,34.52757263,1e-08,0.61247092,-0.92308569,-1.53555667,6.10197878,,
9,4.49,4.8,0.0,0.14,81.0,156.0,10.0,4.53,,23.79,0.79,0.40657854,0.77047211,0.82043082,0.2216095,0.55477273,1.37900901,0.24056555,4.44,0.22122356,1.39672542,-0.15905268,-0.61259151,1.81530857,1.12919927,0.92815256,0.83503437,0.22869839,0.6418795,1.83785963,0.17552728,3.02033734,0.12343788,1.52001595,1.54350817,-0.99527162,0.82375973,1.47420919,-1.2820338,0.52725238,0.94816035,0.33043878,2.26795387,-0.43859553,-0.02851804,1.21129,1.16137671,1.26031137,1.20487392,-0.38154987,0.60765505,1.21752882,0.27012886,-0.18038203,-0.24112482,1.7739327,0.89526868,0.30119583,-0.18573993,0.08702705,0.39749363,0.18319654,0.11515407,0.73442679,0.06710096,-0.59257656,-0.65967751,37.93429184,0.0,-0.97739154,-0.89322209,0.08416948,0.02004646,,
