,x,y,z,d,xv,yv,zv,scale_xy_dist,t1,snr,acf_fwhm,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,NULL,theta all,theta F,tgt_theta p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur.1,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
0,-4.9,-4.12,0.0,0.17,75.0,148.0,3.0,4.47,162.0,25.82,0.78,-0.95584053,-0.0986001,-0.28826442,-0.80040675,-0.53577793,2.68105412,0.10188425,3.37,-0.74168783,0.69929165,-0.5992201,-1.13121033,-1.32961929,0.71449268,-0.91232133,-0.17582792,-0.78464144,-0.47294256,2.08144259,0.14943519,-0.60157144,1.17489564,0.18489994,0.25308985,-0.82549709,-0.11802768,0.20132725,-0.85705763,0.69989908,2.81156182,0.09392329,-0.2810033,0.44187984,-2.29935932,-0.6859265,-1.12399685,0.38001552,1.95842791,-0.63233882,0.53403282,1.62405086,0.20284621,-1.22101152,0.45333818,0.47652453,-2.21490932,-2.12484908,-1.0510149,-0.27523229,-1.86224568,-0.15055269,0.13071486,0.71777412,-0.52953029,-1.08146429,-0.55193406,29.2775135,1.3e-07,2.57095575,1.92627466,-0.64468122,1.38741863,,
1,-0.17,-5.07,0.0,0.13,75.0,148.0,9.0,3.5,103.0,20.79,0.84,0.76172572,0.99023372,1.38701689,0.72472996,0.96592659,4.50806046,0.03399705,4.69,-0.10827413,2.18109822,1.09289181,0.48402995,1.52603972,1.13610733,0.72978055,2.1172204,0.86555761,1.11271417,5.93937349,0.01499245,-0.62928891,1.91093349,0.86302024,3.49367785,1.69903815,-0.13434945,1.99846542,-0.7345131,0.29847434,0.26619542,0.60601805,2.01137972,-0.57438505,1.16960144,1.55221999,2.73967671,3.54918456,-0.40575054,1.28974068,0.59374869,1.03290224,0.30974231,1.57920384,1.76365566,-0.62909824,1.25882947,2.07505465,1.3693049,0.29157454,-1.31737721,0.00202823,0.0,1.0,-1.59857142,-1.91424,-0.31566861,7.43600368,0.00678957,-1.34724319,-0.38478646,0.9624567,1.53704941,,
2,-5.29,-4.21,0.0,0.29,75.0,149.0,2.0,4.7,155.0,26.19,0.74,-0.37320417,0.22312066,0.17421691,0.04686831,0.01775043,0.00254753,0.95975619,3.63,0.79062289,-0.39474332,0.64153463,-0.25808001,-0.38457543,0.12466403,-0.88227743,0.75306588,0.11756452,0.0563631,0.02544954,0.87328659,-1.2433095,1.26263368,0.05777931,1.6561687,-1.31898904,1.58317006,0.99767935,-0.73374146,0.15498362,0.12050752,0.72856323,-0.84701139,0.7222563,1.15310955,-1.18986952,0.62147307,0.59949958,0.76066381,-0.29422379,0.14319243,0.10017252,0.75169373,1.02876914,0.33847833,-2.48855925,0.12625358,0.11488876,-0.05205529,-0.07793289,-1.70171034,-0.4362337,0.94920105,0.33017609,0.4594892,-0.34174937,-0.80123854,45.98387909,0.0,1.7264787,1.38800728,-0.33847144,0.30643013,,
3,-4.81,-4.53,0.0,0.27,75.0,149.0,3.0,4.42,160.0,23.92,0.77,-0.43824318,0.15207264,-0.42141181,-0.71184117,-0.35485587,0.95641857,0.32834329,3.74,0.37091783,0.06540482,-0.37260193,-0.11814599,-0.75842863,-0.43386325,0.23659153,-0.7459498,-0.68681657,-0.27116102,0.55099225,0.45809957,0.49949485,-0.21578503,-0.81977922,0.3143132,-0.42800784,1.08569574,1.30291617,-0.55069244,0.84359837,3.32373643,0.06860738,-0.17829971,0.78437036,0.27923644,-1.69901335,-0.34333721,-0.36032304,-1.49971318,-0.24542467,0.29109657,0.38867697,0.53314853,0.44757313,-0.40007907,-1.93112302,-0.65899813,0.39056945,0.30965486,-0.99793202,-0.51423633,0.26370239,0.32384464,0.56944367,-0.34136292,-0.98828691,-0.64692402,41.54981995,0.0,2.92381239,1.44831097,-1.4755013,5.58673239,,
4,-0.34,-5.54,0.0,0.13,75.0,149.0,9.0,3.83,134.0,19.2,0.84,1.98059011,1.63728547,1.71678007,1.44211745,1.69419324,9.33626461,0.00231025,5.72,1.87484884,2.17558813,0.12935278,1.90549278,2.36797476,1.94736719,1.6457057,2.50899458,1.48596132,1.78058279,10.19902515,0.00145229,2.43859386,1.25481761,2.20668507,2.77179694,1.62970829,0.54821867,0.69490558,1.67463648,0.21802665,0.09486814,0.75814619,2.11374784,2.8048327,0.5566538,2.4436183,1.83120871,3.92990255,-1.41358995,1.65360796,0.20004526,0.07874938,0.77906183,2.77478099,1.62616789,2.92288804,1.83032751,2.67826462,0.66887033,1.12061357,2.31001139,0.54513979,0.5908457,0.44228743,-1.5416131,-2.09234142,-0.55072826,22.2088089,3.83e-06,-1.29539692,0.31437334,1.6097703,4.03952837,,
5,0.05,-5.7,0.0,0.13,75.0,149.0,10.0,4.03,124.0,14.9,0.79,-0.68481505,-0.45631623,-0.27351418,-0.86578327,-0.57010716,0.73734474,0.39073239,6.85,0.89888233,-1.47851896,0.18906215,0.49936941,-0.76611167,-1.2823503,-0.74153221,-0.70922947,-0.76003134,-0.46070105,0.47637856,0.49023911,-1.6327343,-1.14090347,-0.23201886,0.48490673,0.74960691,1.63084948,-1.47150469,-1.91173208,0.40992036,0.23428981,0.62847504,-2.73600864,0.10204554,-0.94634688,0.8167873,-3.72437954,1.34459114,2.88074517,-0.38125408,0.60546815,0.50474197,0.47760204,0.18728955,-1.2987895,-1.20519292,0.0196216,0.72926491,-0.47603223,-1.0284878,-2.1290555,0.15245128,0.03215304,0.85773124,-1.51268327,-2.11477947,-0.60209632,28.14037514,2.3e-07,-12.99078751,-12.5333271,0.45746088,0.1433477,,
6,-5.55,-4.65,0.0,0.3,75.0,150.0,2.0,4.82,157.0,22.83,0.7,0.3877264,-0.36701053,0.24297149,-0.11708845,0.03664972,0.00758246,0.93062866,4.35,0.10557898,0.35195971,0.73265964,0.65980345,0.35235867,0.05886672,-0.9520036,-0.78744078,-0.11230484,0.04545205,0.01151448,0.91456968,-0.67524987,0.71972424,-0.11522102,-1.27115202,-0.41049597,-1.36210239,0.69461203,-0.6242764,-0.24595724,0.20894934,0.6476989,0.03884115,1.5438379,-2.08900714,-0.35940492,0.58071548,1.14108491,-0.47625703,1.49384236,0.34896234,0.41526398,0.51946864,0.91983539,-1.02022779,-0.64608085,-0.79686689,0.31330356,2.63631272,1.61477697,0.05694681,0.49347839,0.84363395,0.35859767,0.63329327,-0.3558656,-0.98915887,56.92934418,0.0,-4.3109374,-6.05550766,-1.74457026,7.77425575,,
7,-5.04,-4.92,0.0,0.25,75.0,150.0,3.0,4.55,159.0,25.85,0.67,1.21153069,0.57230234,0.99544317,0.73740578,0.87917048,5.03304482,0.02510108,4.04,1.34440875,0.68375379,0.48661131,1.24023545,0.89905089,0.43426344,0.40892053,1.69216931,0.70705092,0.87650758,4.93927145,0.02649244,-0.68487072,1.94644725,1.67568934,-0.7449497,1.32315087,-0.13537492,0.81174648,0.25332075,-0.15339686,0.09444124,0.758674,0.18923321,0.6505127,0.42331967,1.39107847,0.76622164,0.54476386,0.07830937,3.38001871,0.25425243,0.25477669,0.61385115,1.68119764,1.56518221,0.08638615,1.97224343,1.83162475,0.91068166,0.48646775,1.31371164,0.47049245,0.88193983,0.34791476,-0.30439952,-1.0512774,-0.74687785,54.2347374,0.0,0.21593343,0.35418311,0.13824968,0.05834882,,
8,-3.47,-5.44,0.0,0.09,75.0,150.0,5.0,4.01,161.0,22.33,0.79,-0.34001586,-0.01703355,0.05212885,-0.68228042,-0.24680024,0.28253713,0.59516908,4.79,0.0973379,0.10534371,-1.1517005,-0.51490897,0.36305955,0.14865963,0.14988612,0.28032199,-0.64754069,-0.12981908,0.07712675,0.78129118,1.39347589,-0.51896,0.49561965,-0.00177825,-2.00505733,0.01428542,-0.5753625,1.01501584,0.64801186,1.19860232,0.27388466,0.69371539,1.90177643,-0.95822173,-0.49355388,0.3534191,-0.82389867,-0.08531125,-0.03142728,0.75718653,1.60367906,0.2056997,-1.31343579,-0.30316657,0.60069513,-0.97890252,1.82742798,1.04570591,-2.44976807,-1.10746491,0.3040058,0.2643052,0.60729986,-0.82551581,-1.51591885,-0.69040298,49.90913391,0.0,0.41960365,-0.77302271,-1.19262636,3.42507243,,
9,-5.46,-5.12,0.0,0.18,75.0,151.0,3.0,4.78,151.0,21.8,0.67,0.08206453,-0.57746583,0.20942731,-0.26562139,-0.13789883,0.1099202,0.74030914,4.29,0.10458058,-1.03926265,-0.30266744,0.19113426,-0.39764419,0.34593993,0.24454053,-0.05458211,-0.28208262,-0.13209486,0.09930528,0.75273546,0.16967657,-0.39853469,-0.38263127,-1.96471524,0.4175128,-1.47358596,0.17678145,-1.57868207,-0.30015138,0.32022092,0.57161142,-0.85689503,-1.2959342,0.42776296,0.68104571,-0.35524797,-0.29945728,1.74414027,1.21426439,0.49531123,0.85624057,0.35503293,-0.46630913,-1.44643855,0.13822502,-0.05494194,0.60796231,1.5065738,-0.71917361,1.02987266,0.33981502,0.4094806,0.52239086,-0.49684161,-1.38469875,-0.88785708,68.34844971,0.0,-1.84278667,-1.69831347,0.14447312,0.0541035,,
