,x,y,z,d,xv,yv,zv,scale_xy_dist,t1,snr,acf_fwhm,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,NULL,theta all,theta F,tgt_theta p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur.1,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
0,-3.67,-3.24,0.0,0.3,72.0,144.0,1.0,11.57,64.0,17.63,0.65,1.20392299,1.23599565,0.91797125,0.51393896,0.9679572,2.54640532,0.11088452,6.34,1.06153095,2.02668643,0.58117181,0.40699619,1.38088119,1.19895196,1.42753053,0.73799747,0.51494336,1.03637254,2.85096097,0.09165567,1.20054066,1.17214525,1.17097437,2.83674312,0.52204221,2.3564384,0.21605979,0.4988707,0.74970502,0.88025635,0.34837638,1.06003881,0.00386567,1.9828434,-0.89004844,1.4212302,-1.7445507,1.10627532,4.36294317,0.4252578,0.28650066,0.59260042,4.07429981,1.69099915,1.46794438,-0.45009422,-0.20110269,2.94040966,0.39889917,-0.07795898,0.72793007,0.83150172,0.36207623,0.38223112,-0.11438634,-0.49661744,14.17126656,0.00020309,3.66792345,3.23246026,-0.43546307,0.16959697,,
1,-3.44,-3.21,0.0,0.25,72.0,144.0,2.0,11.22,65.0,20.07,0.63,-0.07835435,-0.24398279,-0.44389737,0.04195473,-0.18106996,0.13608654,0.71228673,5.13,-0.10573865,-0.90386045,1.14547384,-0.9028787,-1.07241535,-0.05183118,-1.0183332,0.92519134,0.11285556,-0.2077406,0.17629103,0.67467753,1.00623751,0.46325937,-0.90075171,0.49408334,-1.41467512,-1.07032311,1.40179062,-1.93343377,-0.28141809,0.19031051,0.66276011,-1.21179724,1.1260401,-1.6345464,-1.47734988,-0.42155597,0.45392019,0.6754936,-1.20264232,-0.48410699,0.56471938,0.45255611,-0.0105829,0.82565063,-0.20448767,-1.61782598,1.59053516,-2.40340233,1.17219079,-0.17342608,-0.16046941,0.06172583,0.80384385,0.88949525,0.45705095,-0.4324443,12.92916489,0.0003818,1.61883414,1.68464494,0.06581082,0.00552784,,
2,-3.85,-2.72,0.0,0.32,72.0,145.0,1.0,11.97,60.0,17.15,0.63,-0.32216933,-0.98490173,-0.17764838,-0.95933551,-0.61101371,1.30368233,0.25383496,5.59,-0.63855946,-1.10216904,-1.26975989,0.32956252,-1.82756627,0.07130471,-0.509363,0.91762352,-0.93773103,-0.55129904,1.04220581,0.30757536,0.38836026,0.01972127,-0.17676821,-0.56273532,-2.1376102,-1.48135328,-1.13218832,-2.78356671,-0.03064325,0.00188972,0.96533552,-1.86381567,-1.13975477,0.50564051,-0.14024685,3.3193028,-1.0455215,1.02919292,-2.97172785,0.74294782,1.12841928,0.28839001,-0.37748995,1.39579833,2.15182495,-2.27058911,-0.41926441,-1.64263833,-1.43179333,0.10055272,0.65825146,0.87398946,0.3500972,-0.22578764,-0.70698404,-0.4811964,14.43827057,0.00017745,2.70933008,3.64143085,0.93210077,0.89613926,,
3,-3.54,-2.65,0.0,0.31,72.0,145.0,2.0,11.51,64.0,18.23,0.63,-0.34660441,-0.33583838,0.4571726,0.15422933,-0.01776021,0.00132557,0.97096451,5.15,0.3997699,1.58651948,-0.29781741,-0.54132932,-1.31554198,0.41363209,-1.85260928,0.53066307,0.02288195,-0.11697529,0.05554009,0.81374123,0.43756232,-1.38694322,0.97785544,-1.39727783,-0.73675758,-0.59542024,-0.42070964,0.29772004,-0.50758868,0.61109799,0.43457474,-3.46849871,0.63386369,2.93344021,2.22761178,1.18416905,-0.89882666,0.57407498,0.29672676,0.39495581,0.37659773,0.5395806,-2.34467745,-0.2751967,0.85297924,-4.42206001,1.34421515,0.15439375,1.42186821,0.66221321,-0.44593978,0.47685796,0.49002222,0.44841045,0.01738783,-0.43102264,14.41946983,0.00017914,-0.12328532,1.14684868,1.27013397,2.28743672,,
4,-4.03,-2.08,0.0,0.33,72.0,146.0,1.0,12.44,59.0,18.69,0.62,-0.37442142,-1.09459901,-0.495855,-0.66111541,-0.65649772,1.65342915,0.19881222,5.33,-2.38892531,-0.60181904,-0.66420174,0.99089748,0.20922354,-2.7517345,0.18860561,-0.11837781,-0.66789073,-0.64426875,1.58009577,0.20906352,1.30415261,-4.43888855,-0.63394558,-2.56009197,-0.38635466,0.62577766,0.90839499,-3.60341477,-0.4072071,0.37317312,0.54142978,0.17580551,-2.25638771,1.51416147,-0.36053306,0.54276806,1.06646931,-2.20239234,-2.67199969,0.15507683,0.0538743,0.81650518,-2.44415212,0.17588948,1.25539947,1.17207766,0.68693578,-0.95831692,-0.60058403,-2.17940569,0.21818931,0.10544451,0.74546475,-1.26393163,-1.70131242,-0.43738079,11.41222095,0.00083238,-5.60289574,-5.57614136,0.02675437,0.00078154,,
5,-3.63,-1.98,0.0,0.33,72.0,146.0,2.0,11.88,66.0,19.13,0.62,0.19821028,0.29927337,-0.16082452,-0.16011506,0.04413602,0.0083693,0.92712779,5.04,0.02680879,-0.00575195,1.54149687,0.12650341,0.94644511,-1.06393075,0.02362737,-0.82200211,-0.12722076,0.07170334,0.02170229,0.88291386,0.58361483,0.55737674,-0.43635276,2.55395961,-3.43561912,1.08078086,0.23444937,1.01939166,0.48022488,0.57613224,0.44802574,-0.78582186,-0.63878614,3.47769117,-0.52781415,-1.34488785,-3.64999247,1.05955148,1.55174351,0.10405417,0.02731604,0.86876314,3.02601099,0.41248834,2.31125069,-2.03050303,1.84876132,-0.86845803,-1.30972159,-2.13679957,0.32551998,0.26542062,0.60654343,-0.16380331,-0.5387212,-0.37491786,11.95354176,0.00062956,-4.25787783,-2.94351125,1.31436634,2.52085495,,
6,-4.01,-1.47,0.0,0.35,72.0,147.0,1.0,12.67,62.0,19.02,0.64,-1.73665452,-2.17802143,-1.60838914,-1.63975167,-1.79070413,8.87056255,0.00297313,6.28,-0.65100557,-2.01258302,-2.25856161,-0.43280795,-2.64835382,-2.50639486,-3.02400637,-1.30084121,-1.63242054,-1.82783425,9.07343388,0.00266392,-1.0975517,-2.47377944,-0.70765221,-0.46534529,-1.26254141,-2.80367637,-5.71132612,-2.50019908,-0.54143369,0.47015032,0.49308983,-2.18053174,-0.02037001,1.79502666,-4.8929224,-0.86382627,-2.16526055,-0.88514209,-3.62761784,0.13180131,0.02813031,0.86683949,-2.40512228,-0.97477436,-2.4576745,-0.73037469,-0.18363811,-3.26867104,-2.49002361,-1.6465683,-0.1447127,0.03327641,0.8552945,-1.93776429,-2.33068967,-0.39292532,7.15005302,0.00793347,-7.1802392,-8.80448437,-1.62424481,3.480515,,
7,-3.66,-1.38,0.0,0.36,72.0,147.0,2.0,12.19,66.0,18.7,0.62,0.88946968,0.39839801,0.52047575,0.71706963,0.63135326,1.53849947,0.21515346,5.32,-1.27967691,2.4369216,1.84464467,0.48424152,1.29412067,0.48342696,0.67811102,-1.1466496,0.82251143,0.6235593,1.4934473,0.22199301,1.56857991,1.18957627,-1.65600359,1.4103694,0.78168237,-1.94837296,3.33730364,-1.29327583,-0.31787339,0.22750895,0.63348975,2.92368793,0.01399859,-3.09512138,1.24778235,1.5570569,-2.98182082,0.33145627,4.29212618,-0.30559906,0.21418163,0.64361829,3.0825212,-0.10569577,2.00905323,-0.98597544,-1.02000105,0.82413751,1.74341571,1.59815109,0.22904804,0.116909,0.73248907,-0.57051587,-0.86233085,-0.29181495,6.67540741,0.01027862,-3.53071833,-3.59900165,-0.06828348,0.00507935,,
8,-3.36,-1.39,0.0,0.23,72.0,147.0,3.0,11.75,66.0,19.91,0.6,-0.35196686,0.35292643,0.77640283,0.69375569,0.36777952,0.65009505,0.42028438,4.77,-0.88900155,1.88145673,-0.11871159,1.55492902,0.45300415,-0.45590666,0.55603105,-1.06266487,0.67672056,0.28814012,0.39362401,0.53055509,2.18547702,0.57506037,1.5034529,0.03070822,0.99205488,-2.28250098,1.06705296,-1.07464218,-0.36900201,0.3800512,0.53772752,2.32552552,-1.32784986,2.90121174,2.34117961,-1.02843559,1.15912485,-0.12837654,0.38502526,0.09652716,0.02617304,0.87151376,0.19120947,-1.70004129,1.29523408,-0.82877964,-0.97443658,2.15341473,-1.19496131,-1.59003234,-1.008762,2.82899141,0.09291401,0.26692793,0.03304217,-0.23388575,5.378016,0.02110678,0.43206453,0.35035518,-0.08170934,0.01055378,,
9,-4.09,-1.01,0.0,0.32,72.0,148.0,1.0,13.01,63.0,18.48,0.66,0.75482142,0.18949388,0.76990116,0.45119637,0.54135323,1.16518152,0.28067279,5.24,0.30120808,1.09739542,0.96601135,-0.2926932,1.47555566,0.71795923,-0.83967268,1.46665061,0.49910942,0.59845912,1.39839029,0.23729649,-0.03345276,-1.15021253,0.39627436,2.81648159,-0.38524148,0.6170516,-0.36905199,-0.19618365,-0.22150098,0.11275069,0.73711014,2.47740436,2.73779964,-0.29224557,0.12908362,-0.83271438,1.53978896,3.19338727,-2.41523457,0.30850819,0.22207953,0.63757109,-1.70624065,2.75220013,2.16740203,0.76209706,0.45306048,0.72629303,1.68536341,-0.27004164,0.27803305,0.17758796,0.67355227,-1.4207561,-1.77907169,-0.35831565,5.11058283,0.02454269,-6.4609642,-7.23785496,-0.7768907,0.7675876,,
