,x,y,z,d,xv,yv,zv,scale_xy_dist,t1,snr,acf_fwhm,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,NULL,theta all,theta F,tgt_theta p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur.1,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
0,10.38,-0.02,1.0,0.1,113.0,144.0,10.0,10.53,67.0,24.62,0.78,2.62917066,2.29421663,2.25689626,2.05982757,2.31002784,35.93288422,0.0,3.89,2.75244379,3.26331615,1.26696181,1.78206897,2.61357522,2.27400017,3.21103716,1.94785583,2.12888288,2.35765576,36.98130417,0.0,0.46412033,2.09804845,0.72314203,3.17931867,2.11703324,2.76544619,2.63430309,4.25413847,0.18511985,0.14884257,0.69973232,0.551265,2.31174469,0.76847214,2.79727125,2.4770956,2.77589822,2.46503234,3.67788529,0.1926562,0.15077657,0.69788341,4.43391132,1.41528952,2.43607092,1.97236001,5.03982878,1.20190942,2.83198214,1.69417357,0.62339354,1.60374606,0.20569093,1.78944683,-0.65802252,-2.44746947,390.90979004,0.0,3.37246847,-1.14527273,-4.5177412,60.45189667,,
1,10.25,-1.13,4.0,0.26,114.0,143.0,9.0,10.52,94.0,21.49,0.79,5.65314102,5.48095083,4.47771502,5.53656054,5.28709173,127.16970062,0.0,4.73,6.31157351,4.79909468,4.36375093,6.50504827,4.73643351,5.6264863,5.03976488,4.0569129,5.56173706,5.21708918,121.97869873,0.0,5.02316332,4.3373332,5.31190872,4.05380487,6.23830175,5.87553978,6.38412142,6.71402693,-0.08022251,0.01872117,0.89119855,4.88870573,4.18508291,2.9066143,3.65740108,6.32038927,4.08110571,7.53840399,2.62913585,-1.09683728,3.31778789,0.06885582,3.64445829,3.87128496,5.98947001,7.55847549,7.29311085,4.49534941,5.23800707,7.75837755,0.16718768,0.07786174,0.78027847,2.17939568,-1.10888839,-3.2882843,354.48373413,0.0,5.233109,-0.1979692,-5.43107796,65.49391174,,
2,10.18,-0.54,9.0,0.36,114.0,144.0,9.0,10.24,105.0,23.41,0.8,4.92022705,4.66923094,4.57497501,3.37970853,4.38603544,112.88596344,0.0,4.16,4.18399239,5.81864119,3.73014235,5.04234457,3.76866817,5.50639629,5.33158922,4.71834612,3.38267326,4.60458994,123.0483017,0.0,6.54832602,3.76281071,5.75439692,4.72663069,2.46201801,4.20234728,5.06374788,5.23052311,1.36051893,6.99540901,0.00830998,3.68009949,6.09762287,3.29638791,2.74008107,4.3999157,4.06524706,5.28810358,7.07052994,1.18916476,5.03292608,0.02510506,5.67316151,4.28272676,6.01483107,3.89459133,4.57912445,4.29617167,6.00555515,4.57449818,1.5451802,8.49479866,0.00364722,2.38511801,-1.11733484,-3.50245285,435.5736084,0.0,-0.15959916,-4.78338099,-4.62378168,37.88068771,,
3,9.85,-0.42,1.0,0.18,114.0,144.0,10.0,9.56,79.0,24.6,0.76,3.76025772,3.73452663,3.38080549,3.43373799,3.57733178,80.23952484,0.0,4.03,2.7071104,3.67890739,4.34772873,3.10120773,2.35646272,4.27492905,3.45962477,5.11488771,3.44793773,3.60625648,81.10813904,0.0,4.23599863,3.59466124,2.22433972,3.96112514,1.7196511,5.31254625,3.59404945,5.26827192,0.32007623,0.41464016,0.5197828,2.25815511,6.32701826,1.96531713,4.42454338,1.70947552,2.69573283,2.36469054,5.38040209,-0.05140734,0.01016603,0.91970977,3.94752812,2.7525816,2.966609,4.55560446,4.74368811,3.38046265,3.47832465,4.46563339,0.35760111,0.48573604,0.48601009,1.93131208,-0.67838675,-2.60969877,411.09866333,0.0,11.29579258,6.68763781,-4.60815477,70.73088074,,
4,10.34,0.05,0.0,0.47,114.0,145.0,9.0,10.42,98.0,28.7,0.77,2.04242682,1.6136719,1.79292428,1.48650348,1.73388159,17.44213867,3.239e-05,4.19,2.18925619,1.91255021,1.92460668,1.48989952,1.77635694,1.93328547,1.11126876,2.3941648,1.51066816,1.80286825,18.48348808,1.895e-05,2.34529948,1.06763077,0.07492922,2.43489599,1.33014262,2.13715076,2.60927534,0.91362965,0.14218089,0.07513385,0.78406452,1.42746472,3.5437398,1.01495111,0.01765467,1.59247708,2.1881454,1.69218183,2.9345088,0.29640287,0.30715489,0.57956485,2.66106391,2.38475776,2.0750947,3.14906645,1.50433338,1.07539654,1.50868571,1.77902329,0.57282555,1.1525991,0.28328481,2.37151003,-0.96992695,-3.34143686,486.26785278,0.0,3.00426817,-0.33488736,-3.33915567,37.68724442,,
5,10.11,0.26,2.0,0.29,114.0,145.0,10.0,9.91,89.0,25.78,0.76,2.49949384,2.29828048,1.85819542,2.50399566,2.28999138,32.8050766,1e-08,4.03,3.07651877,2.46844053,0.65127838,2.47894979,2.12835312,2.54640961,2.43644881,1.84482515,2.4455421,2.22852111,30.66329384,4e-08,2.56942654,3.7249279,2.21411943,3.02374339,-0.29130834,3.51260591,0.04734954,3.49460173,-0.17956442,0.13090238,0.71758061,1.63831198,1.94834971,2.31888843,1.65347743,1.87546349,1.32298636,1.93495905,2.12325597,-0.64763641,1.5699743,0.21052637,2.98196244,1.81350112,1.91535854,3.21028566,0.65058821,2.7219789,3.27960563,3.54349661,-0.00685138,0.00017117,0.98956432,2.15137053,-0.55672634,-2.70809698,459.71582031,0.0,-0.90688097,-3.38671494,-2.47983408,14.51694965,,
6,9.73,0.47,2.0,0.15,114.0,145.0,11.0,9.1,78.0,23.64,0.72,3.38629055,3.45899248,2.79002738,3.12522507,3.19013381,67.83533478,0.0,3.91,3.15040445,3.35722995,4.82374811,1.79300213,2.96903253,2.72247815,3.42758894,3.56701326,3.16425633,3.21619773,68.33916473,0.0,4.22489977,2.43540931,1.26816189,4.23565912,4.73059702,2.06120563,3.69047213,5.11863327,0.23628813,0.2408796,0.62368758,2.34684539,5.06332302,2.13123798,3.25378633,1.4678582,1.00911689,3.22776651,4.06241322,-0.33450845,0.45252576,0.50130541,1.65334463,1.80241573,5.81286383,2.70123553,4.31229687,2.62485147,3.96118903,4.58698368,0.27316824,0.30511945,0.58082365,1.80230045,-0.32034522,-2.12264562,369.28955078,0.0,1.89994657,0.25750199,-1.64244461,5.2477169,,
7,9.45,0.75,1.0,0.06,114.0,145.0,12.0,8.49,71.0,24.3,0.71,3.61524391,3.94882011,3.65278578,3.33268189,3.63738298,75.28276062,0.0,4.23,3.36040092,4.38167524,4.56415606,2.94425488,3.8475337,3.90336108,3.57155848,3.44263124,3.30318356,3.6983819,76.47452545,0.0,5.68383074,3.12858629,3.76521444,4.76239014,3.25848722,3.58905458,2.0221808,5.52869511,0.57911634,1.2290591,0.26787733,3.96959972,6.29696417,4.72986555,2.13227654,2.86020422,2.88676238,3.99462914,2.64387798,0.30450365,0.31923467,0.5722045,3.24676061,2.34003258,5.5369525,3.31427145,4.96674585,2.439291,4.1039257,3.07843781,0.31265551,0.33839381,0.56089909,1.42914605,-0.31721881,-1.74636483,268.72125244,0.0,1.96337688,-0.41574535,-2.37912226,11.6392231,,
8,10.51,0.61,0.0,0.57,114.0,146.0,9.0,10.64,109.0,21.88,0.76,3.73090339,3.62747765,3.18879414,3.38849115,3.48391652,75.07083893,0.0,4.06,3.88607693,4.36581373,3.65120268,5.25596142,2.92449188,1.44362187,2.29337978,3.5790565,3.34829021,3.41301632,72.51033783,0.0,3.73084211,2.46162558,6.1429081,4.4324193,2.5263238,3.15403485,2.45008135,4.32410955,0.26550615,0.28107706,0.59612297,0.04215432,4.25809193,4.45554399,3.77352118,4.0561161,1.95753694,2.85826254,3.55016851,-0.24013506,0.2166229,0.64173443,1.00502491,4.20210648,5.89723921,3.58454823,4.64650679,1.93512905,4.0789094,4.89412642,0.35427147,0.47717863,0.48987581,2.36431885,-0.84926754,-3.21358633,502.31985474,0.0,2.10497499,-3.64532375,-5.7502985,95.52476501,,
9,10.31,0.79,8.0,0.38,114.0,146.0,10.0,10.18,95.0,27.04,0.73,3.95594072,4.40228987,4.20922565,5.35081387,4.47956753,113.92515564,0.0,4.23,6.2982316,3.14313126,4.25669956,3.51874542,3.79265285,3.85636997,3.77112675,5.16362286,5.34065008,4.34467649,106.7147522,0.0,5.14560986,2.29583168,2.80250192,3.7026608,3.46295834,4.96884918,7.96077347,5.22428799,-0.90179294,3.00100303,0.08354524,2.9975028,3.99853158,3.49185324,4.12614489,4.72633505,5.63820791,3.96100998,4.47659349,-1.14932108,4.50381517,0.03408366,3.01273155,4.36085224,5.49933672,3.83904219,0.93836164,4.54200554,7.01227808,2.56851149,-1.43321896,7.18826389,0.0074684,2.30906916,-0.49789131,-2.80696034,483.78570557,0.0,4.04730463,-0.52907234,-4.57637691,53.88671112,,
