,x,y,z,d,xv,yv,zv,scale_xy_dist,t1,snr,acf_fwhm,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,NULL,theta all,theta F,tgt_theta p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur.1,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
0,-8.53,-5.4,0.0,0.11,67.0,191.0,4.0,4.57,143.0,20.54,0.77,0.84466553,0.15383439,0.30106297,0.73819375,0.50943917,1.13800097,0.28634502,4.7,0.37777257,1.31763637,0.40617719,0.73317683,1.19604731,-0.39319125,0.64472598,-0.99001873,0.73323971,0.44683784,0.86008662,0.35395025,0.06184732,0.82035536,1.06983411,-0.50563878,0.57000828,1.09187829,-0.48233864,-1.21485209,-0.60169786,1.10867655,0.2926384,0.84792477,1.08770239,2.03699088,-0.07446186,0.35990894,-0.95663548,-1.22730625,0.90745091,-0.45024651,0.63170332,0.42693035,0.43113425,2.08190584,0.39411575,2.76539469,1.4981581,1.18867958,-1.46634221,-0.89382035,0.06484734,0.0130915,0.90893064,-0.50092536,-1.19420183,-0.69327652,27.55248833,3e-07,-1.15784991,-1.03351188,0.124338,0.02145296,,
1,-8.34,-5.21,0.0,0.14,67.0,191.0,5.0,4.44,146.0,19.73,0.77,2.38007665,0.83935916,1.67310321,2.44479108,1.83433247,13.02008152,0.00032418,5.0,1.80200422,2.39105415,1.51378071,2.14278221,0.86529636,2.0248189,1.6862973,0.04429755,2.3634367,1.64654827,10.23573589,0.00142314,0.50817424,0.86189431,0.99183244,1.66697729,2.4354012,0.11076087,0.85073876,-0.45031804,-1.65181899,7.37212706,0.00674479,0.36341047,0.22601259,4.50481462,1.75134504,2.15016627,1.58556342,2.77886724,-0.19688819,-0.75540644,1.5766151,0.20955865,1.92801094,4.01679754,1.7840569,1.90618968,2.17513609,3.63640618,2.64658785,1.06716454,-0.06901228,0.01298607,0.90929649,-0.32490733,-1.04478824,-0.71988094,35.50839233,1e-08,1.10520625,0.62217218,-0.48303401,0.45489296,,
2,-6.89,-4.31,0.0,0.1,67.0,191.0,10.0,3.56,157.0,16.67,0.79,-2.36043692,-1.9031558,-2.49375963,-2.33249497,-2.27246189,13.06408119,0.00031675,6.19,-1.6879741,-0.71975899,-2.84861922,-3.29365158,-0.83105648,-3.89294124,-1.9871968,-3.38640571,-2.41475201,-2.33792162,13.63582802,0.00023457,-2.1190033,-3.81996346,-1.33599877,0.30068323,-3.73878002,-0.09372021,-1.74791849,-3.33237171,0.48219678,0.41222593,0.52099725,-3.00205326,-2.48625469,-2.14351654,0.14752346,-3.55843115,-1.34346855,-4.43608713,-3.38577724,-0.13775182,0.03411476,0.85350247,-0.50121742,-4.89057112,-1.50242829,-2.45836926,-1.23134255,-1.02107346,-4.08047295,-2.91495442,-0.04373645,0.00346341,0.95308338,0.51794463,-0.3488709,-0.86681551,46.86960983,0.0,1.02946341,-0.23337218,-1.26283562,1.95196187,,
3,-8.33,-5.2,0.0,0.13,67.0,192.0,5.0,4.44,145.0,23.38,0.79,-0.16173014,-0.38240665,-1.19658959,-0.37836301,-0.52977234,1.28165591,0.25787585,4.61,-0.68623638,-0.86503768,-0.35467991,-0.29390261,-0.64822155,-0.42161238,-0.68199617,-0.40568078,-0.34332329,-0.52177668,1.20692337,0.27222094,-1.89999354,0.82262975,-1.2024734,-0.96407551,0.9897837,-0.51463735,1.50629723,-1.55517352,-0.0434193,0.00608758,0.9378263,0.57248187,-1.46782112,-1.0602721,-2.0597508,-1.17029512,-2.00486875,-0.93737769,-0.94084018,-0.84259987,2.29748702,0.1299172,0.02327837,-1.81616032,-0.31883559,1.93760419,-2.04152727,1.12449157,-1.79207969,0.66791505,0.18292217,0.10825726,0.74220976,-0.29494137,-1.0392592,-0.74431783,37.77155685,0.0,-2.91049719,-4.15955925,-1.24906218,3.08675623,,
4,-7.09,-4.5,0.0,0.11,67.0,192.0,10.0,3.69,159.0,17.82,0.8,-2.31012368,-0.42186025,-1.62654114,-1.92039979,-1.56973124,6.70574427,0.0097567,5.97,-2.11048579,-0.82462788,-1.3714422,-1.22770321,-0.86670935,-1.15497518,-1.83668458,-1.56818295,-1.86264431,-1.42340362,5.34283829,0.02102101,1.26350033,-0.29380912,-1.06411576,0.70467454,-1.01886463,-0.8439312,0.72611612,-2.585289,1.51180637,4.349823,0.03728001,-3.05052876,0.30397555,-1.20727456,-3.38710928,-1.28842723,0.22830498,-1.76352024,-3.11372232,0.35014144,0.23715684,0.62637987,-2.50109124,-2.76728463,-1.26465428,-1.4495213,-4.88121605,-4.42684078,-1.80082119,-0.38625279,-0.39718112,0.30292436,0.58218468,0.37297538,-0.51361793,-0.88659334,45.81552887,0.0,2.85676599,2.30019665,-0.55656946,0.31854615,,
5,-5.48,-3.35,0.0,0.14,68.0,189.0,10.0,2.68,156.0,17.13,0.66,-1.85008943,-0.71929795,-0.98454326,-1.25443745,-1.20209205,4.05100727,0.04442558,5.88,-1.86384404,-0.42746526,-0.83776164,-1.3586967,-0.98428774,-1.29869008,-1.0343951,-1.19949901,-1.20276999,-1.13302243,3.5020802,0.06159928,-2.24592638,-2.40585327,-0.89828819,-0.5415985,-0.98964268,3.06204844,-1.09516108,-1.42951059,0.57350147,0.64786822,0.42107791,-1.1672312,1.26169038,-1.25046384,0.9444558,-2.39184666,-1.79029799,-0.9269886,-2.90496588,0.318535,0.2023668,0.65292013,-0.97561085,-1.62860358,-1.66692269,-3.22588968,2.07257557,-4.61949396,-2.08621716,-1.65858161,-0.56466687,0.63364339,0.42622153,0.56934428,-0.21209922,-0.78144354,45.93958282,0.0,-3.67871833,-5.12863874,-1.44992054,2.15770698,,
6,-5.67,-3.7,0.0,0.18,68.0,189.0,11.0,2.83,154.0,17.24,0.63,1.66639614,1.03388929,0.27998129,2.39659905,1.34421647,3.91530204,0.04813567,6.69,1.70056844,1.59427643,-0.93989015,1.72756088,0.32268378,0.61986434,1.75782871,0.88398939,2.35714912,1.11266744,2.62410522,0.10558405,-2.10711527,2.47507548,-0.43884045,-0.95439279,1.90679312,2.57249022,2.00205278,2.58614469,-1.37449825,2.87438989,0.09032779,-0.88323039,-0.03343123,4.71315765,1.37118709,0.32288057,0.88005418,-0.91604972,-3.19070959,-2.06412935,6.60777664,0.01030523,-0.26758057,3.18173862,0.72475332,2.21663976,3.35552931,-1.47738862,4.21536064,1.80941916,-0.69744998,0.74507767,0.38825771,0.34529999,-0.46109691,-0.8063969,45.18586731,0.0,0.63411766,0.01447679,-0.61964089,0.44060233,,
7,-8.66,-5.53,0.0,0.22,68.0,190.0,4.0,4.66,128.0,16.51,0.72,0.70247149,1.35473084,0.81432891,1.37942588,1.06273925,3.24476933,0.07196744,5.81,0.9964233,0.18175711,1.47059548,1.20386648,-0.28823301,0.53644401,1.55884087,1.1822145,1.25561655,0.89882535,2.2693224,0.13229036,1.39606583,2.7577188,0.5959717,3.28226447,0.05753401,1.07756221,0.48599949,1.28935969,-0.01108743,0.00022411,0.98805911,-3.46850204,-2.21690035,3.01143432,3.06610394,0.74854165,1.34789622,1.1917932,1.74659431,-0.58034086,0.69674844,0.40408895,3.05962443,1.52612746,-0.44954547,-1.30153084,-1.41804147,1.27442193,3.11585188,0.85084063,-0.67943537,0.93865848,0.33287046,-0.07193965,-0.99212813,-0.92018849,59.31880951,0.0,1.11961377,-0.9760623,-2.09567595,5.08616638,,
8,-8.16,-5.03,0.0,0.19,68.0,190.0,5.0,4.33,134.0,20.86,0.73,-0.38069436,0.05015627,-0.70060557,-0.35575616,-0.34672496,0.49996305,0.47968903,4.83,-1.58912122,-0.16784641,-0.87134725,0.23989797,-1.20169902,0.60737926,1.14406538,0.24368784,-0.21279949,-0.20066391,0.16504174,0.68464808,0.85667956,-0.59773636,-1.42383575,0.82700759,0.51118255,0.88298202,0.87213922,-1.53569329,0.41677749,0.50545776,0.47728686,0.28657371,-2.91771078,-2.34925866,1.29252589,-0.45771894,0.3915337,-1.55096221,-0.24653688,-0.36647359,0.39836553,0.52808688,2.07501173,-0.16686025,-1.25922954,-0.61655265,0.13442759,-1.11767232,-0.47307169,-0.94938999,-0.04829646,0.00682458,0.93417828,-0.06320432,-0.93824995,-0.87504566,62.51699448,0.0,-0.98533517,-2.28473592,-1.29940081,2.39261508,,
9,-6.0,-3.57,0.0,0.17,68.0,190.0,9.0,2.99,151.0,16.04,0.69,-0.05916288,-0.23097914,-0.10148435,-0.2046358,-0.14906554,0.06090367,0.8051264,5.94,0.67345947,1.107476,-0.97454697,0.22064415,-1.04507565,1.37130296,-1.44006729,-0.93659145,-0.2539432,-0.14178498,0.05453166,0.81540789,-1.30294693,-1.45029008,-1.52543211,0.09430435,-1.80126023,-0.30247557,3.13789678,0.69391924,0.02616039,0.00129117,0.97134351,1.55437911,-1.74128532,-1.91097784,-2.29175615,-0.98270965,1.53306746,1.31302512,1.71216714,0.0476973,0.00441558,0.94703373,1.83091199,-0.37338051,0.78403986,-1.00022113,-2.17776489,1.89293098,-0.03872408,-1.4155252,0.11356283,0.02492091,0.87459794,0.61916274,-0.28385842,-0.90302116,69.80117798,0.0,6.98558426,6.46436691,-0.52121747,0.33706406,,
