,x,y,z,d,xv,yv,zv,scale_xy_dist,t1,snr,acf_fwhm,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,NULL,theta all,theta F,tgt_theta p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur.1,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
0,5.28,4.77,0.0,0.21,60.0,155.0,1.0,4.46,128.0,22.1,0.68,1.11753941,0.85251606,1.55327666,-0.13946716,0.84596628,4.4203701,0.03577443,4.22,1.07878125,1.46242154,0.28549355,0.68148428,1.66255295,0.11095538,2.57704282,1.44202185,-0.13760711,1.01710927,6.26860428,0.01245689,0.29748687,0.46502966,0.91987437,0.67743737,0.69424677,0.50412661,0.26161024,3.10726166,0.99170965,3.77152276,0.05242901,1.21061587,3.64539909,2.33199358,3.28985667,-1.0631181,2.14722633,-0.61315978,0.91995955,1.69525337,10.88997364,0.00100302,0.74854082,-0.06457645,1.76850438,3.62578893,1.54100239,1.52312517,0.55116588,-0.58346087,1.22437787,5.66150236,0.01753893,0.31325763,-0.277684,-0.59094161,22.47795677,3.34e-06,-5.7017765,-4.20774984,1.49402654,5.03807402,,
1,5.1,4.57,0.0,0.18,60.0,155.0,2.0,4.3,130.0,26.29,0.68,0.51923287,-0.2491657,0.83029783,0.84029454,0.48516488,1.53192401,0.21612908,4.11,0.01200837,0.07107672,0.83583713,0.01925053,0.90348375,-0.96360207,1.66539025,0.38231337,0.84128523,0.41814181,1.11360681,0.29156839,1.5226984,-0.29775602,-0.09046217,-1.19818985,-1.27899349,1.05667472,-0.9961949,-1.06451094,-1.0702883,4.63756371,0.03153176,-0.02378377,-1.07299984,3.64919901,0.50633556,-0.05996343,1.5211302,0.92034012,1.04853272,-0.04166442,0.00687915,0.93391629,1.14517391,1.3114301,1.78228617,-0.04135373,-1.2223798,-2.47260022,1.49537694,2.20614457,-0.24862222,0.24764666,0.61885281,0.32944468,-0.3632997,-0.69274437,34.99848938,1e-08,-1.28060627,-2.45389462,-1.17328835,3.51343226,,
2,5.17,5.24,0.0,0.2,60.0,156.0,1.0,4.58,131.0,22.67,0.7,0.11285844,0.42105356,0.21292917,0.0282723,0.19377837,0.20223746,0.65302324,4.52,0.96704113,1.12383151,0.2391801,-0.80923337,0.31736326,0.20435031,0.18699259,-0.09587127,0.01962068,0.23901352,0.30032012,0.58381095,2.63155913,0.62155277,-0.74629778,0.38296169,-0.53884798,-0.36010516,0.51023918,0.44455856,0.41666406,0.58100468,0.44610899,-0.74489629,-0.30586126,2.10779643,-0.41056499,0.3428193,0.68103826,-0.22497644,0.12561373,0.1817217,0.10758207,0.74298654,0.51084316,0.05691641,2.52760339,0.2453599,-0.00442956,-2.74067569,0.33918813,0.05157217,0.12401638,0.05068409,0.82192583,0.07088406,-0.51813024,-0.58901429,21.62125969,5.06e-06,-2.46252513,-3.2066021,-0.74407697,1.2126044,,
3,5.16,5.02,0.0,0.17,60.0,156.0,2.0,4.5,132.0,21.5,0.68,0.54773754,-0.35332859,0.57938147,-0.17884241,0.148737,0.10429282,0.74680857,4.83,-0.34266958,1.91562176,0.36087826,-1.21154487,0.03727004,0.51848733,0.48835933,-0.11828631,-0.26027086,0.1540508,0.10955027,0.74072995,0.82563961,0.48793939,-2.54166961,1.287395,0.58963192,-0.70664734,-1.05259597,-1.9273684,-0.13822502,0.05623124,0.81260635,2.09076381,0.18466912,1.17240429,1.40964854,-1.95716739,1.6551652,0.41536149,-0.63563573,0.73330855,1.54065609,0.21482819,2.94771528,0.92259789,1.59141898,-1.38737297,-2.15593266,0.06749187,0.47604498,1.39492524,0.78080434,1.76187563,0.18471132,0.04107669,-0.6555773,-0.69665402,34.87679672,1e-08,-4.07965708,-5.71623564,-1.63657832,6.68906641,,
4,4.49,5.35,0.0,0.16,60.0,157.0,2.0,4.33,133.0,20.06,0.69,-0.46070141,-0.90960962,-0.4802824,-0.53065276,-0.59531152,1.76538765,0.18427231,4.7,-0.3552404,0.19143933,-1.22693014,-0.21909185,-1.41592813,-1.81222188,0.91177523,-0.10119281,-0.3901642,-0.49034861,1.17574668,0.27849956,-2.19804692,-0.74857199,-1.70414603,-0.76690978,0.51376879,-1.90344214,-1.22819376,0.87246674,-0.39257294,0.47682178,0.49003502,-0.93189436,-1.97090518,1.5398246,1.00585425,1.21814573,-1.39224339,-0.82401586,-2.1087029,0.03765476,0.00430545,0.9476975,-1.289832,-1.40575123,-0.88847727,-0.2810837,0.81377989,-2.1134789,1.36988056,0.66608161,0.0882965,0.02367311,0.87775243,-0.33576351,-1.06576467,-0.73000121,40.44547272,0.0,0.66467315,-0.98083729,-1.64551044,6.71485662,,
5,3.85,5.92,0.0,0.19,60.0,158.0,1.0,4.3,121.0,27.66,0.75,0.74906617,0.58948237,1.41392505,1.58061171,1.08327138,5.82483053,0.01598943,4.71,1.04785585,-0.8114695,1.2148273,0.19961624,-0.34506601,1.21603382,2.74177885,1.44745469,1.47594976,0.90875489,4.04639769,0.04454859,-0.7760126,2.34850359,-0.67031407,-0.21048442,2.15997839,1.03546834,-0.46806404,1.19363165,-1.0051744,3.12206316,0.07756167,3.89644742,3.83988214,-1.29864585,1.46589148,1.99532104,0.20477848,0.08096807,1.34222817,-0.13002339,0.05145543,0.82059885,0.03914952,1.63564098,-0.43847233,-1.8791914,-0.11052196,2.82238603,1.68941116,2.14936948,-0.83194488,2.10445642,0.14720236,-0.78241605,-1.4989661,-0.71654999,35.89448166,1e-08,2.4009192,2.44079542,0.03987629,0.00449645,,
6,4.04,5.73,0.0,0.17,60.0,158.0,2.0,4.3,122.0,22.24,0.69,1.36724901,0.72718149,0.33774042,1.07611585,0.87707168,3.55984235,0.05949745,4.87,1.32743514,0.04868675,1.85224032,0.69479525,-0.79817027,2.0937593,0.62883437,0.23017013,1.03157628,0.78913534,2.82761121,0.0929858,-0.05819908,1.70348978,-0.02602327,2.08744621,2.26606083,2.69454432,-1.03524935,-1.65897882,-0.32355753,0.30306196,0.58209929,0.37769103,2.93470931,3.49093032,2.31345177,-1.23369157,-1.01968038,-2.14650536,-2.13260698,-0.73188603,1.5347501,0.21570855,1.95105934,1.57364166,0.32910982,1.4832648,-0.40620905,0.93588644,3.83066559,1.61598408,0.31252959,0.2752288,0.59996866,-0.63240296,-1.39456022,-0.7621572,46.16657257,0.0,9.25078678,8.74952984,-0.50125653,0.61796451,,
7,6.78,4.04,0.0,0.1,60.0,158.0,6.0,4.91,136.0,14.34,0.78,0.92158943,1.50218463,0.40156844,-0.69438094,0.53274041,0.71499747,0.39800222,6.6,1.33676052,1.84725702,1.67297947,-0.63104737,1.16087437,1.27729392,0.35405391,0.86749107,-0.67354244,0.80054539,1.57102764,0.2103672,2.79723549,0.72862524,1.23153734,1.35404086,3.04673672,0.91423684,0.65958256,0.95778716,2.19879556,7.53611231,0.00616218,1.51261759,-2.51997924,0.82653505,0.21418509,-1.47984052,-1.4245131,2.3922801,4.15384436,1.02805936,1.62619853,0.20254306,0.99744523,0.76132959,1.76456499,1.09016061,1.7779299,1.4118408,1.58805859,-1.80846,1.57497108,3.79149461,0.05180955,-0.50683451,-0.76384521,-0.25701073,3.94416118,0.04797889,-0.43397012,1.7463969,2.18036699,3.95174861,,
8,3.61,6.27,0.0,0.19,60.0,159.0,1.0,4.36,113.0,23.05,0.75,1.75864828,1.01252615,1.76087308,0.77703857,1.32727146,7.1060071,0.00781275,5.22,1.478459,2.5350976,1.59078193,1.39682567,-0.20069005,3.01497579,2.60641098,-0.0436976,0.81486261,1.46442592,8.52149582,0.00359287,2.74140835,-0.32444343,-0.0500616,-1.52239168,3.01554298,-0.15903032,3.66415429,0.0860156,0.18783271,0.08913196,0.76534924,4.55408335,1.41766489,2.43621111,0.35530177,1.78237259,0.35236329,0.95234174,2.60582542,0.97885662,2.34663439,0.1258885,1.74005091,-1.4723469,2.11570597,0.24720936,2.11394334,3.98480463,3.17107606,2.31646442,0.97162801,2.33029628,0.12721233,-1.00249994,-1.77601528,-0.77351534,40.13889694,0.0,-0.74978793,-0.6607672,0.08902068,0.01860584,,
9,3.99,6.02,0.0,0.16,60.0,159.0,2.0,4.4,114.0,23.16,0.72,1.6334331,0.87652677,1.34412479,1.02371347,1.21944952,8.11028481,0.0044962,4.49,0.99995941,1.87894952,1.44857717,1.51448381,0.81954509,2.68069291,0.13435678,0.7548871,1.06090558,1.2534517,8.38519764,0.00386987,0.9751485,0.96405089,2.19502664,2.02060556,1.09107101,0.93207639,0.08215325,-1.14033675,-0.13996552,0.06640738,0.79669741,0.96268594,0.14917441,1.60886395,2.30453587,0.79326159,0.94412029,1.80149221,2.28417468,0.29383966,0.28454804,0.59386108,1.26006651,-0.32082161,4.23641777,0.30982247,2.48361087,3.04560637,0.04890975,1.62806249,0.59876835,1.19924176,0.2737523,-0.70289487,-1.46789718,-0.76500231,46.69184875,0.0,-6.01023245,-7.40156651,-1.39133406,4.55038786,,
