,x,y,z,d,xv,yv,zv,scale_xy_dist,t1,snr,acf_fwhm,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,NULL,theta all,theta F,tgt_theta p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur.1,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity,V23_superficial_deveined,V23_superficial_deveined F,V23_superficial_deveined_iso0,V23_superficial_deveined_iso0 F,V23_superficial_deveined_iso90,V23_superficial_deveined_iso90 F,V23_superficial_deveined_orth,V23_superficial_deveined_orth F,V23_superficial_deveined_sur,V23_superficial_deveined_sur F,V23_superficial_deveined_task,V23_superficial_deveined_task F,task_unwarp_gPPI_V23_tgt_filled_deveined_L2 p-val,V23_middle_deveined,V23_middle_deveined F,V23_middle_deveined_iso0,V23_middle_deveined_iso0 F,V23_middle_deveined_iso90,V23_middle_deveined_iso90 F,V23_middle_deveined_orth,V23_middle_deveined_orth F,V23_middle_deveined_sur,V23_middle_deveined_sur F,V23_middle_deveined_task,V23_middle_deveined_task F,task_unwarp_gPPI_V23_tgt_filled_deveined_L1 p-val,V23_deep_deveined,V23_deep_deveined F,V23_deep_deveined_iso0,V23_deep_deveined_iso0 F,V23_deep_deveined_iso90,V23_deep_deveined_iso90 F,V23_deep_deveined_orth,V23_deep_deveined_orth F,V23_deep_deveined_sur,V23_deep_deveined_sur F,V23_deep_deveined_task,V23_deep_deveined_task F,task_unwarp_gPPI_V23_tgt_filled_deveined_L0 p-val,V1_tgt_superficial_deveined,V1_tgt_superficial_deveined F,V1_tgt_superficial_deveined_iso0,V1_tgt_superficial_deveined_iso0 F,V1_tgt_superficial_deveined_iso90,V1_tgt_superficial_deveined_iso90 F,V1_tgt_superficial_deveined_orth,V1_tgt_superficial_deveined_orth F,V1_tgt_superficial_deveined_sur,V1_tgt_superficial_deveined_sur F,V1_tgt_superficial_deveined_task,V1_tgt_superficial_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_tgt_L2 p-val,V1_tgt_middle_deveined,V1_tgt_middle_deveined F,V1_tgt_middle_deveined_iso0,V1_tgt_middle_deveined_iso0 F,V1_tgt_middle_deveined_iso90,V1_tgt_middle_deveined_iso90 F,V1_tgt_middle_deveined_orth,V1_tgt_middle_deveined_orth F,V1_tgt_middle_deveined_sur,V1_tgt_middle_deveined_sur F,V1_tgt_middle_deveined_task,V1_tgt_middle_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_tgt_L1 p-val,V1_tgt_deep_deveined,V1_tgt_deep_deveined F,V1_tgt_deep_deveined_iso0,V1_tgt_deep_deveined_iso0 F,V1_tgt_deep_deveined_iso90,V1_tgt_deep_deveined_iso90 F,V1_tgt_deep_deveined_orth,V1_tgt_deep_deveined_orth F,V1_tgt_deep_deveined_sur,V1_tgt_deep_deveined_sur F,V1_tgt_deep_deveined_task,V1_tgt_deep_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_tgt_L0 p-val,V1_sur_superficial_deveined,V1_sur_superficial_deveined F,V1_sur_superficial_deveined_iso0,V1_sur_superficial_deveined_iso0 F,V1_sur_superficial_deveined_iso90,V1_sur_superficial_deveined_iso90 F,V1_sur_superficial_deveined_orth,V1_sur_superficial_deveined_orth F,V1_sur_superficial_deveined_sur,V1_sur_superficial_deveined_sur F,V1_sur_superficial_deveined_task,V1_sur_superficial_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_sur_L2 p-val,V1_sur_middle_deveined,V1_sur_middle_deveined F,V1_sur_middle_deveined_iso0,V1_sur_middle_deveined_iso0 F,V1_sur_middle_deveined_iso90,V1_sur_middle_deveined_iso90 F,V1_sur_middle_deveined_orth,V1_sur_middle_deveined_orth F,V1_sur_middle_deveined_sur,V1_sur_middle_deveined_sur F,V1_sur_middle_deveined_task,V1_sur_middle_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_sur_L1 p-val,V1_sur_deep_deveined,V1_sur_deep_deveined F,V1_sur_deep_deveined_iso0,V1_sur_deep_deveined_iso0 F,V1_sur_deep_deveined_iso90,V1_sur_deep_deveined_iso90 F,V1_sur_deep_deveined_orth,V1_sur_deep_deveined_orth F,V1_sur_deep_deveined_sur,V1_sur_deep_deveined_sur F,V1_sur_deep_deveined_task,V1_sur_deep_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_sur_L0 p-val
966,-0.7,-0.33,0.0,0.0,113.0,160.0,6.0,1.39,95.0,11.98,0.79,-0.45684025,0.60702825,2.40978956,2.97436953,1.38358676,2.34149408,0.12630088,9.74,-2.60507798,0.28015509,1.52417815,7.62726641,1.26745379,-5.24996948,1.4163152,3.10186315,3.0917809,1.16039014,1.67780316,0.19553228,-0.39658934,-5.49519014,-1.63798618,4.22223568,0.34020481,5.58629942,0.4898223,0.68561894,-2.41436195,4.13173342,0.04236537,7.2018218,5.51253891,-3.44940162,-9.47540283,2.11032295,12.17911339,-0.02842443,3.97743011,-0.48612189,0.17674579,0.67428048,-2.07225847,8.91316605,-3.70794845,-10.735466,0.73608822,6.16481543,0.22528626,-2.26979709,-3.46450949,8.94189548,0.00285929,0.16833305,0.04500708,-0.12332598,0.3006418,0.58390364,-1.25670099,-0.58726913,0.66943192,0.25651222,0.59,1.45,0.01751534,15.84696388,-0.05342544,0.04283226,-0.14999816,0.34985062,-0.19332893,0.56021357,-0.23346744,0.8560794,-1.29002976,1.26662254,0.26068639,0.02634561,23.36831856,-0.03377362,0.0140905,-0.23552766,0.69931227,-0.30902117,1.1557467,-0.32178131,1.32540286,-1.72684395,2.35132146,0.12551085,0.0408548,26.1925602,-0.07175183,0.05089297,-0.27725586,0.76396632,-0.36238784,1.25745654,-0.37088063,1.38513827,-1.76948047,2.5451386,0.11096785,0.00601709,2.08293414,-0.17194249,0.34716895,0.01656898,0.00326616,0.03105234,0.01091376,-0.04822822,0.02772253,0.52715462,0.22504641,0.63533078,0.02250087,20.67354012,-0.16103986,0.28240255,-0.22086045,0.528256,-0.29102629,0.87985814,-0.15262751,0.25933602,-1.32179785,1.45067358,0.22872083,0.02202788,13.13223934,-0.20531707,0.40294811,-0.14534935,0.2034888,-0.18185,0.31035063,-0.12051953,0.14232127,-0.65199637,0.36088032,0.54816148,0.00601709,2.08293414,-0.17194249,0.34716895,0.01656898,0.00326616,0.03105234,0.01091376,-0.04822822,0.02772253,0.52715462,0.22504641,0.63533078,0.02250087,20.67354012,-0.16103986,0.28240255,-0.22086045,0.528256,-0.29102629,0.87985814,-0.15262751,0.25933602,-1.32179785,1.45067358,0.22872083,0.02202788,13.13223934,-0.20531707,0.40294811,-0.14534935,0.2034888,-0.18185,0.31035063,-0.12051953,0.14232127,-0.65199637,0.36088032,0.54816148
967,-0.59,-0.83,0.0,0.0,113.0,160.0,7.0,1.67,104.0,9.25,0.83,-0.08248411,1.17651057,3.32610917,3.76642084,2.0466392,4.3495183,0.03728525,10.57,5.61687374,2.94692206,2.80618167,-2.32070518,-2.29826999,-0.00631126,2.96649575,2.49120593,3.88393784,1.78558278,3.25882816,0.07135738,1.20768523,-6.1335454,-3.03158498,6.04947948,4.97410154,-2.65283966,1.77036595,5.276618,-2.5821085,4.04613829,0.04455601,8.88815975,3.3917892,1.31851125,-2.7136333,1.83512938,11.20631886,-2.57061028,4.7145443,-0.40189961,0.09956273,0.75242468,5.61281586,11.4043541,-5.40489197,-10.69948483,-0.37532938,0.08690038,0.59146196,-1.19375634,-3.80538893,9.14295864,0.00256421,0.70682979,0.43477169,-0.27205813,1.36135817,0.2442641,-1.65383518,-3.39588523,-1.74205005,1.20048058,0.59,1.45,0.01359334,8.05584812,0.00394724,0.00020463,-0.26423711,0.91632247,-0.2758109,0.96243191,0.28175053,1.0522635,-0.12409205,0.00989033,0.9208019,0.02150711,13.11174107,0.03343681,0.01158917,-0.3636955,1.40386689,-0.40148449,1.64250779,0.2562131,0.707488,-0.59223503,0.23288062,0.62950759,0.03907562,20.26537323,0.02471183,0.00511272,-0.48087028,1.94359386,-0.54869282,2.43814588,0.23825511,0.48342845,-1.07132089,0.78908622,0.37460214,0.00544532,1.45059001,-0.07901835,0.06232104,-0.15633585,0.24637134,-0.13283394,0.17023128,0.49737552,2.51106381,1.16584146,0.93596727,0.33356412,0.01974153,13.44420242,-0.06195616,0.03533687,-0.36768121,1.23672163,-0.41537744,1.51427042,0.43852979,1.80869865,-0.43777958,0.13448593,0.7139074,0.01431166,4.67613602,-0.0937198,0.07083715,-0.25297612,0.51999366,-0.25473607,0.51367134,0.5258323,2.28527999,0.62245876,0.2774342,0.59851123,0.00544532,1.45059001,-0.07901835,0.06232104,-0.15633585,0.24637134,-0.13283394,0.17023128,0.49737552,2.51106381,1.16584146,0.93596727,0.33356412,0.01974153,13.44420242,-0.06195616,0.03533687,-0.36768121,1.23672163,-0.41537744,1.51427042,0.43852979,1.80869865,-0.43777958,0.13448593,0.7139074,0.01431166,4.67613602,-0.0937198,0.07083715,-0.25297612,0.51999366,-0.25473607,0.51367134,0.5258323,2.28527999,0.62245876,0.2774342,0.59851123
968,-0.45,-1.4,19.0,0.0,113.0,160.0,8.0,2.09,98.0,7.7,0.8,2.93116379,2.23891878,4.71457529,2.83697629,3.18040848,10.20006847,0.00145048,10.72,4.19992876,2.22495985,0.82646334,3.42461944,0.6873275,7.34407759,2.39701486,5.52492571,2.96417451,3.28487754,10.65924072,0.00113449,5.67779016,-5.74535942,1.85333383,5.94959688,5.32450438,1.60676944,1.44775808,0.53474867,-0.59638816,0.20802,0.64842855,8.83263683,5.32513189,1.0823462,-1.42541933,1.01770258,7.6938715,4.27623224,10.12796497,1.91336071,2.17553878,0.14055347,6.36036921,7.12777042,-0.51104313,-2.00221658,2.74448776,3.55346489,1.08580744,5.24023914,0.06579705,0.00257534,0.95953722,1.57961535,1.11443281,-0.46518254,4.06353235,0.04474401,8.20597363,7.2553792,-0.95059431,0.25345993,0.5,1.37,0.02149313,19.82531929,0.17965004,0.40225926,-0.13230208,0.22614074,0.00772163,0.00073858,0.14432694,0.27179861,-0.43775296,0.12119479,0.72781961,0.02740673,20.86973763,0.20793153,0.44019708,-0.16954887,0.29904366,-0.02035326,0.00410017,0.14093629,0.20984812,-0.38819334,0.09806804,0.75422946,0.03799394,18.59430885,0.18307993,0.2721076,-0.16755927,0.22905853,0.01137661,0.00100582,0.18859909,0.29403445,-0.07741045,0.00402328,0.94943804,0.01999104,19.37030983,0.05180442,0.02657669,-0.14200336,0.20140564,0.00455428,0.00020134,0.33291388,1.11461008,-0.03341011,0.00073824,0.97832939,0.02846535,27.57971764,0.07538319,0.05158934,-0.21209888,0.40607989,-0.08175857,0.05788568,0.29836318,0.82610655,-0.56471574,0.22071032,0.63860738,0.02433898,13.26700878,0.04587603,0.01667221,-0.09218728,0.06775585,0.12551163,0.122374,0.40058312,1.30109906,0.61204541,0.26315412,0.60808111,0.01999104,19.37030983,0.05180442,0.02657669,-0.14200336,0.20140564,0.00455428,0.00020134,0.33291388,1.11461008,-0.03341011,0.00073824,0.97832939,0.02846535,27.57971764,0.07538319,0.05158934,-0.21209888,0.40607989,-0.08175857,0.05788568,0.29836318,0.82610655,-0.56471574,0.22071032,0.63860738,0.02433898,13.26700878,0.04587603,0.01667221,-0.09218728,0.06775585,0.12551163,0.122374,0.40058312,1.30109906,0.61204541,0.26315412,0.60808111
969,-0.55,-2.04,18.0,0.91,113.0,160.0,9.0,2.64,116.0,5.51,0.75,8.43035126,7.41422987,9.04396915,9.56463623,8.61329651,34.71858215,1e-08,15.74,16.22580528,11.24415493,8.56194687,5.85963535,4.04777384,5.50540924,5.71721458,9.88185787,9.70359612,8.51896095,33.64309692,1e-08,4.2066083,-3.1547339,12.72157574,5.05644083,11.01590347,17.07190132,1.14268446,10.70124435,-2.18406534,1.30363977,0.25383867,9.08440495,4.13286018,6.30794096,2.9847436,13.09071732,14.97318172,5.652565,15.13330746,-0.57113731,0.08944733,0.76494669,-0.43092939,13.55061245,5.39330053,9.44967842,5.08534908,16.49069977,11.82150459,5.38080883,-1.21077585,0.40344533,0.52546905,2.33904815,1.66962481,-0.66942334,8.6706419,0.0034965,5.9750762,1.80497241,-4.17010355,2.44113135,0.0,0.0,0.04062938,33.50889969,-0.15474446,0.14113663,0.38883179,0.92386693,-0.37848675,0.84383446,-0.02323845,0.00330293,2.01834416,1.21846271,0.26994296,0.05675059,42.67542648,-0.12328611,0.07379254,0.34002775,0.57360721,-0.5645479,1.51816452,-0.1303179,0.08552498,1.51898301,0.71606332,0.39765203,0.09715664,59.09218597,-0.17859767,0.12579115,0.25679544,0.26142401,-0.81096131,2.51210785,-0.24822137,0.24747616,0.71801937,0.16717839,0.68272418,0.02076633,9.65374947,-0.44908875,0.92147112,0.76262099,2.68264413,-0.03455664,0.00526945,0.45797673,0.97422761,5.25354099,8.69706631,0.00326558,0.0461553,34.03335571,-0.45911825,0.8979494,0.43578884,0.80452555,-0.48308566,0.94847459,0.27949753,0.3402662,2.72068167,2.40448856,0.12132177,0.07158984,55.92689896,-0.53906733,1.12000668,0.33161458,0.42710248,-0.67701739,1.73414516,0.25106102,0.24896981,1.59939075,0.87552106,0.3496699,0.02076633,9.65374947,-0.44908875,0.92147112,0.76262099,2.68264413,-0.03455664,0.00526945,0.45797673,0.97422761,5.25354099,8.69706631,0.00326558,0.0461553,34.03335571,-0.45911825,0.8979494,0.43578884,0.80452555,-0.48308566,0.94847459,0.27949753,0.3402662,2.72068167,2.40448856,0.12132177,0.07158984,55.92689896,-0.53906733,1.12000668,0.33161458,0.42710248,-0.67701739,1.73414516,0.25106102,0.24896981,1.59939075,0.87552106,0.3496699
970,-0.44,-2.52,0.0,0.0,113.0,160.0,10.0,3.06,126.0,7.94,0.69,11.16089725,8.95722866,9.18986607,10.19219303,9.87504673,77.80296326,0.0,12.05,6.81423759,15.3686161,11.6064806,6.68681765,11.32577229,11.0704565,13.66875172,1.73543012,10.05541134,9.80484867,77.53517151,0.0,-0.45966175,11.36992168,15.24279404,3.62483549,8.99494076,16.66691399,7.94017553,8.57355499,-1.26094341,0.74469888,0.38837875,2.36734748,5.04685307,13.27119064,9.81638718,13.94961548,8.50994301,12.96400166,7.15524387,-1.02491021,0.49265245,0.48291932,4.57332516,3.01191568,16.55025864,26.95547867,11.5306778,8.17582226,14.01853657,3.53979993,1.05829179,0.54684299,0.45979417,2.63814139,1.8316704,-0.80647099,12.43273258,0.00049041,3.48488069,-1.21341455,-4.69829512,5.75578308,2.33,5.78,0.02940891,29.80282974,0.09953377,0.09919792,-0.02356466,0.00582249,0.18542317,0.3438502,0.03636887,0.01390927,4.9709096,12.5460577,0.0004164,0.03840073,32.97050476,0.14375246,0.16930142,-0.05578081,0.02607134,0.16099863,0.20835434,-0.00533707,0.00021636,4.92027426,12.67716026,0.00038856,0.05489387,31.25241852,0.09510164,0.05906503,-0.03845879,0.00971819,0.20870686,0.27567279,0.00973393,0.00064788,5.22761297,14.68160057,0.00013567,0.0092028,3.20869207,-0.09650467,0.07197576,0.29767793,0.69174373,0.64823753,3.1392343,0.41199872,1.33427954,8.17555809,35.64678192,0.0,0.01916635,9.7535429,-0.08910831,0.05619203,0.17314005,0.21114263,0.50927597,1.75198734,0.34212524,0.84731674,7.20717764,28.04288864,1.5e-07,0.05017745,46.38185501,-0.1019195,0.06758149,-0.1153333,0.08721962,0.14096098,0.12693471,0.255007,0.43368447,4.80537271,13.34218788,0.00027373,0.0092028,3.20869207,-0.09650467,0.07197576,0.29767793,0.69174373,0.64823753,3.1392343,0.41199872,1.33427954,8.17555809,35.64678192,0.0,0.01916635,9.7535429,-0.08910831,0.05619203,0.17314005,0.21114263,0.50927597,1.75198734,0.34212524,0.84731674,7.20717764,28.04288864,1.5e-07,0.05017745,46.38185501,-0.1019195,0.06758149,-0.1153333,0.08721962,0.14096098,0.12693471,0.255007,0.43368447,4.80537271,13.34218788,0.00027373
971,0.04,-3.27,16.0,0.8,113.0,160.0,11.0,3.77,139.0,13.32,0.69,5.30394793,1.27259517,4.26258659,2.65134025,3.37261748,31.70425797,2e-08,6.45,3.19100237,4.68776608,-0.14680214,4.0877018,6.17953157,3.03596354,5.09654331,3.21564651,2.66055799,3.55287814,34.06913757,1e-08,0.78482115,3.59851861,3.65331769,-3.92732882,2.79537368,-2.43717074,4.96695089,0.78172427,-1.37518144,3.09695315,0.07876249,1.05251133,6.85433674,6.51653671,7.35775852,1.63972259,0.8704623,8.4210434,1.6778264,1.64230716,4.48195362,0.0345153,7.42433786,-0.44808668,5.48467112,8.76225853,4.6345129,0.552571,4.79857826,10.70440578,2.64303923,11.80263901,0.00061721,2.58980894,1.7081809,-0.88162804,14.62998962,0.0001603,1.10897779,-0.33272916,-1.44170702,1.69706428,2.33,5.78,0.02578486,85.49095154,0.17726581,1.17335916,-0.01095403,0.00462705,0.04621073,0.07966571,0.07054883,0.19453721,-0.96960074,1.78121245,0.1823213,0.02887087,68.13183594,0.18673863,1.04447663,0.01639196,0.00820632,0.08836612,0.22938147,0.09427544,0.2761476,-0.43107396,0.35573903,0.55102479,0.03575069,47.53930283,0.14343327,0.48222312,0.08288701,0.16187052,0.19093922,0.82745653,0.16564542,0.65483987,0.23262867,0.10426708,0.74683913,0.02902559,127.39289093,0.02416196,0.01811088,-0.08720473,0.23701179,-0.09781016,0.28527257,0.27688828,2.40539742,-1.22815847,3.21065116,0.07347954,0.0291259,85.79937744,0.04058415,0.0444597,-0.01502801,0.00603525,0.02620073,0.01770341,0.24949583,1.71652675,-0.49939731,0.512896,0.47406444,0.0317216,66.71087646,0.0253039,0.0150033,0.05478443,0.07077213,0.14469019,0.48119128,0.32388583,2.51779008,0.04766425,0.00473788,0.94513765,0.02902559,127.39289093,0.02416196,0.01811088,-0.08720473,0.23701179,-0.09781016,0.28527257,0.27688828,2.40539742,-1.22815847,3.21065116,0.07347954,0.0291259,85.79937744,0.04058415,0.0444597,-0.01502801,0.00603525,0.02620073,0.01770341,0.24949583,1.71652675,-0.49939731,0.512896,0.47406444,0.0317216,66.71087646,0.0253039,0.0150033,0.05478443,0.07077213,0.14469019,0.48119128,0.32388583,2.51779008,0.04766425,0.00473788,0.94513765
972,-0.09,-3.82,13.0,0.69,113.0,160.0,12.0,4.27,154.0,13.9,0.68,2.57300115,0.58338636,3.01873899,2.25740385,2.1081326,10.91113186,0.00099149,6.87,-0.50774014,6.92054701,-1.28281713,0.14697932,4.90057993,2.75401568,1.68961847,2.1619215,2.34142804,2.12282324,11.23696518,0.00083358,5.93662071,-3.51734376,-3.34439707,4.02896118,0.5195601,-4.74022055,5.24513388,-0.47432148,-1.69373608,4.22123671,0.04019559,5.74670649,10.34151077,-0.33888343,2.34185576,-0.56218493,4.45016575,1.17045271,1.48601902,0.80827641,0.96140873,0.32708315,7.73238277,8.60181522,0.59566623,-1.56990814,-0.09389371,-1.09006703,1.0548929,5.32589817,0.34321678,0.17454275,0.67620058,2.49785829,1.50319481,-0.9946636,18.1001606,2.834e-05,1.04211426,2.51431584,1.47220159,1.8167696,2.39,5.71,0.01751753,32.84745789,0.1134767,0.40025708,0.19603126,1.23828495,0.18564504,1.07056212,-0.14500132,0.68428892,-0.87472141,1.20680022,0.27224597,0.0182921,22.92495728,0.10118467,0.25699434,0.25272378,1.63843226,0.25466251,1.59724355,-0.1288479,0.43244001,-0.34614956,0.19226924,0.66113463,0.02336828,17.28378868,0.07278001,0.10561399,0.31566033,1.99727428,0.3421984,2.26147413,-0.10444828,0.22160815,0.01619336,0.00041191,0.98381185,0.02335683,68.4019928,0.0175391,0.00789938,0.11798167,0.3596386,0.02228539,0.0123265,-0.06549798,0.11163293,-1.58616447,4.44049072,0.03535857,0.0263735,60.24709702,0.02835826,0.01852071,0.15491956,0.55122805,0.07103814,0.11121041,-0.08714825,0.17934939,-1.36675763,3.2899673,0.0700208,0.01384965,10.53812218,0.00251406,0.0001636,0.38684517,2.92616081,0.42514807,3.44304276,0.02122141,0.00899778,0.54190773,0.5060026,0.47704961,0.02335683,68.4019928,0.0175391,0.00789938,0.11798167,0.3596386,0.02228539,0.0123265,-0.06549798,0.11163293,-1.58616447,4.44049072,0.03535857,0.0263735,60.24709702,0.02835826,0.01852071,0.15491956,0.55122805,0.07103814,0.11121041,-0.08714825,0.17934939,-1.36675763,3.2899673,0.0700208,0.01384965,10.53812218,0.00251406,0.0001636,0.38684517,2.92616081,0.42514807,3.44304276,0.02122141,0.00899778,0.54190773,0.5060026,0.47704961
973,-0.14,-4.46,12.0,0.67,113.0,160.0,13.0,4.86,158.0,9.68,0.65,1.12129045,1.12829685,2.52485108,2.62922454,1.85091567,4.97718096,0.02591607,8.93,-1.44264805,-3.91137481,4.8888073,5.12014961,1.32503724,3.23521852,0.14853382,3.39331508,2.75777745,1.7221446,4.35549498,0.03715666,3.16755629,-7.39156485,-6.54769182,8.52242374,3.01016665,1.54161763,-0.00373804,4.93825245,-1.51631105,1.99991703,0.15763718,7.59392405,6.41789198,-2.34077382,-7.29702234,-1.64515972,7.80409336,-0.10191615,8.84728146,-0.04277446,0.001585,0.96825136,3.83216572,11.02102661,-2.84773302,-5.70883846,1.90421987,6.05555105,-0.00811131,-4.68673325,-1.4984026,1.9911598,0.15854879,2.48457956,1.29343593,-1.19114351,25.33679581,8.5e-07,6.55922031,7.25812054,0.6989004,0.24586791,2.45,5.61,0.01142566,7.95556355,0.20150574,0.71861315,-0.02551415,0.01191809,-0.02011302,0.00715085,0.1404679,0.36555165,-0.16150431,0.02335946,0.87855858,0.01905929,14.4130106,0.24616884,0.881154,-0.09921805,0.14628308,-0.11852613,0.20041934,0.09177443,0.12708582,-0.66745788,0.4139888,0.52010763,0.0310162,17.80187607,0.25753382,0.77344179,-0.13900158,0.2263779,-0.1565121,0.27656636,0.08460551,0.08496396,-0.81346303,0.63424343,0.42600265,0.00230789,0.36376151,0.1475891,0.30360749,0.12397622,0.21630852,0.16311893,0.35837033,0.31016228,1.36339629,1.27134252,1.55407321,0.21284339,0.01606297,12.42957211,0.17500815,0.39343369,-0.07082189,0.06410305,-0.10065012,0.1241817,0.24956004,0.8180086,-0.34991792,0.11996566,0.72914868,0.01554272,7.73359013,0.15843889,0.28378835,-0.02372365,0.00638691,-0.00675292,0.00047663,0.28702888,0.95479482,0.14991041,0.02259249,0.88055365,0.00230789,0.36376151,0.1475891,0.30360749,0.12397622,0.21630852,0.16311893,0.35837033,0.31016228,1.36339629,1.27134252,1.55407321,0.21284339,0.01606297,12.42957211,0.17500815,0.39343369,-0.07082189,0.06410305,-0.10065012,0.1241817,0.24956004,0.8180086,-0.34991792,0.11996566,0.72914868,0.01554272,7.73359013,0.15843889,0.28378835,-0.02372365,0.00638691,-0.00675292,0.00047663,0.28702888,0.95479482,0.14991041,0.02259249,0.88055365
974,-0.31,-5.02,0.0,0.7,113.0,160.0,14.0,5.37,170.0,10.43,0.6,2.08831,1.62844539,2.44687343,3.04674077,2.30259228,6.71451521,0.00970948,9.57,-0.6307798,0.10829672,2.453228,1.13458347,-0.09042325,1.56738949,7.72672176,3.64115691,3.06081748,2.10577989,5.6025157,0.018135,-1.72236121,-5.14032459,-0.38737321,6.38429165,0.39137542,9.38269424,-2.16181135,5.58836031,-1.46421826,1.60379684,0.20567804,4.82708836,-1.66611004,-1.75889635,-7.56965017,4.56000566,7.18241692,4.71719885,7.60767937,-0.58109933,0.2569446,0.61234533,-1.9430573,5.58650923,-0.30831274,4.54464722,5.71387815,7.70586681,2.3634696,-6.84760761,-0.94348228,0.67418325,0.41180401,2.47898054,1.07185698,-1.40712345,34.49851608,1e-08,8.7618084,6.05425215,-2.70755577,2.40857625,2.51,5.52,0.00618522,2.02062774,0.14985156,0.3444975,0.16774587,0.44737574,0.16113159,0.39796111,0.15305513,0.3762286,1.07349062,0.89681727,0.34387813,0.01597025,8.77450657,0.21881333,0.60365462,0.07899468,0.08039851,0.03284182,0.01331652,0.06870439,0.06175537,0.11767187,0.01115259,0.91591748,0.03460606,19.36212349,0.26219428,0.70041376,-0.00963185,0.00092581,-0.09773158,0.09417965,-0.01119004,0.00126246,-0.68209541,0.38959572,0.53266232,-0.00688198,2.82815981,0.11502439,0.16123587,0.38467076,1.82064235,0.49125391,2.84163761,0.29820696,1.10177839,3.05673146,7.85408878,0.00517406,0.00604051,1.51515627,0.13988416,0.21672226,0.19975996,0.43947378,0.21283987,0.47862253,0.24967313,0.70575142,1.29892993,1.42455244,0.23295445,0.01867428,9.75752068,0.13580793,0.18221615,0.08825226,0.07756892,0.05328724,0.02749489,0.20483665,0.42500436,0.27831775,0.06798737,0.79434672,-0.00688198,2.82815981,0.11502439,0.16123587,0.38467076,1.82064235,0.49125391,2.84163761,0.29820696,1.10177839,3.05673146,7.85408878,0.00517406,0.00604051,1.51515627,0.13988416,0.21672226,0.19975996,0.43947378,0.21283987,0.47862253,0.24967313,0.70575142,1.29892993,1.42455244,0.23295445,0.01867428,9.75752068,0.13580793,0.18221615,0.08825226,0.07756892,0.05328724,0.02749489,0.20483665,0.42500436,0.27831775,0.06798737,0.79434672
975,-0.29,-5.58,11.0,0.0,113.0,160.0,15.0,5.9,180.0,13.55,0.51,4.45949221,3.0127275,4.15345621,3.63039708,3.81401825,29.9017601,6e-08,7.51,4.87952614,5.21730614,5.42805815,2.11941695,2.83662724,3.45159626,2.73315907,4.15324163,3.66224909,3.82741117,29.38495255,8e-08,-0.44066551,1.53849709,0.6376158,6.50517702,2.59294248,4.50177383,2.4317944,5.66389656,-0.62769192,0.46890604,0.49365878,7.6167922,1.17768645,0.99420488,2.52953506,5.00112009,5.27392912,3.97438502,6.31523085,0.50373584,0.30571514,0.58045229,1.68640792,5.46577358,4.50123358,5.39749622,5.0334053,6.59836006,4.02646399,2.9499867,0.81482798,0.79482579,0.37287183,2.39744329,0.81327516,-1.5841682,40.16656494,0.0,4.55272102,2.19262981,-2.36009121,3.8675313,2.51,5.52,0.01546002,21.03623772,0.16853029,0.72595257,-0.06938794,0.12757872,0.22099933,1.24742115,0.07261036,0.14107329,1.14725506,1.7069248,0.19170205,0.02061657,24.27674103,0.20114107,0.8468703,-0.1018254,0.22176975,0.21507759,0.94981015,0.05186896,0.05844773,1.07293713,1.53995264,0.21493217,0.03148661,26.3739624,0.19730885,0.6526776,-0.12033374,0.24400973,0.23723933,0.91365165,0.05215902,0.04646156,1.07797301,1.60129654,0.20603082,0.00870387,7.42764282,0.08403373,0.14125717,0.02282135,0.01052132,0.37557474,2.72698975,0.25167507,1.28848803,2.26792455,7.09869909,0.00784511,0.01827066,23.15801048,0.0989059,0.18097101,-0.10064896,0.18642153,0.2298986,0.93286657,0.1828991,0.63274312,1.33234835,2.5040648,0.11388677,0.03071746,44.70389175,0.08979793,0.13494179,-0.2001527,0.67555541,0.14685358,0.35424864,0.17047484,0.49850163,0.66106999,0.64938533,0.42053482,0.00870387,7.42764282,0.08403373,0.14125717,0.02282135,0.01052132,0.37557474,2.72698975,0.25167507,1.28848803,2.26792455,7.09869909,0.00784511,0.01827066,23.15801048,0.0989059,0.18097101,-0.10064896,0.18642153,0.2298986,0.93286657,0.1828991,0.63274312,1.33234835,2.5040648,0.11388677,0.03071746,44.70389175,0.08979793,0.13494179,-0.2001527,0.67555541,0.14685358,0.35424864,0.17047484,0.49850163,0.66106999,0.64938533,0.42053482
