,x,y,z,d,xv,yv,zv,scale_xy_dist,t1,snr,acf_fwhm,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,NULL,theta all,theta F,tgt_theta p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur.1,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
0,1.73,5.14,19.0,0.87,110.0,162.0,12.0,3.16,166.0,4.32,0.65,13.77920723,5.1750493,3.1362679,11.29094696,8.34536743,12.58978367,0.00040778,23.58,-0.0486568,13.63121414,7.79924297,0.87856555,8.69818211,8.00247574,7.02939034,10.85894394,11.01799297,7.53327608,9.96254826,0.00165065,13.87418175,13.21550465,11.70496368,-3.53889108,4.62131643,9.0110302,-5.98448324,3.22129536,-5.67711067,3.22166705,0.07300541,11.60337257,-18.92730522,1.45330667,3.76706696,6.97553396,6.76552486,1.43327653,11.00803471,-8.54452133,8.33094215,0.00399086,-1.24137759,5.13517237,28.25862503,31.02468109,13.85445213,18.60681534,9.60142803,4.74576283,2.91590643,0.93598378,0.33357305,0.70906121,-1.98340452,-2.69246578,71.0646286,0.0,12.8488636,25.62266159,12.77379799,11.0109787,,
1,3.51,5.3,19.0,0.89,110.0,163.0,9.0,3.48,157.0,8.97,0.76,20.96390533,15.00592995,19.75901985,20.19151115,18.98009109,307.28546143,0.0,10.86,20.53362846,21.60028267,19.71759224,16.72674561,21.20366478,18.61586952,16.53165436,13.92255974,19.94615746,18.73659515,290.85037231,0.0,18.09634781,22.95384789,12.45655632,8.21864986,15.32322216,19.16668892,11.29416847,15.43249321,-4.90604925,11.44443417,0.00074805,13.18611717,18.39928436,16.91623878,18.27358627,24.24501991,15.24856377,30.96330643,21.96977806,-0.36614424,0.07330738,0.78664289,13.51434517,22.14920616,21.21854401,25.8407917,19.4475174,25.07271385,21.06583214,19.61738968,0.98987985,0.50284636,0.47843597,-0.17135827,-1.42346227,-1.25210392,14.66185951,0.00015922,0.37454122,-5.3240118,-5.69855309,12.52366161,,
2,3.25,5.63,0.0,0.86,110.0,163.0,10.0,3.66,168.0,7.4,0.76,15.13778973,15.54907608,17.31864929,15.69414902,15.92491627,171.42823792,0.0,12.19,19.97412872,9.91901588,18.26865196,14.54069233,17.0268631,20.11152077,14.85412788,13.31301594,15.60526562,15.94107437,171.48330688,0.0,16.48551178,21.24422646,13.80704308,15.93287754,10.85391235,14.54074287,10.04203987,22.28645706,-0.12963514,0.00632306,0.93663857,7.95690298,21.49187088,14.9596262,20.188797,17.25860405,11.21028614,25.31958008,21.22961044,1.78047764,1.36379457,0.24319055,7.8899045,18.39956284,15.63863945,13.97485924,13.69837475,13.81034184,17.35691071,19.18321991,-0.58315104,0.13786009,0.71050519,0.30293673,-1.01598895,-1.31892574,17.14188004,4.613e-05,-15.68595791,-18.5030632,-2.81710553,1.61631358,,
3,1.97,5.67,0.0,0.83,110.0,163.0,12.0,3.59,180.0,5.49,0.72,22.19971275,20.58690834,22.92160988,18.79422951,21.12561417,100.56548309,0.0,21.12,20.37268257,20.68668747,17.75142479,21.09895515,27.20248985,21.05435944,31.98093414,15.7384243,18.60466957,21.58846092,104.23882294,0.0,12.98017597,16.74542046,27.75089264,23.90939713,6.31722021,16.92694092,26.08450699,31.22998238,1.29554582,0.20997342,0.64689898,26.2959671,19.14541435,18.78780174,14.02002144,28.04916763,23.23638916,16.90098381,35.80167389,4.15202284,2.44109511,0.11854561,8.60496712,28.36509132,17.67674828,24.78447533,14.9589262,36.87591934,18.84786797,27.86248589,3.78035617,1.94875896,0.16306528,0.20925206,-2.3403995,-2.54965138,68.48885345,0.0,-2.70064092,-10.04059219,-7.33995152,6.07262325,,
4,3.32,6.07,0.0,0.8,110.0,164.0,10.0,4.01,168.0,8.8,0.74,12.90162373,8.06354523,7.72054338,9.88054371,9.64156437,63.96963501,0.0,12.09,10.00311375,7.67884254,6.97259426,9.63401413,7.64228249,12.60236263,10.11432171,11.14915657,9.7416563,9.49475574,60.01027679,0.0,4.73797464,2.44825768,11.12518883,6.96374416,-1.86206257,6.67087603,17.29960632,15.02028465,-2.16268945,1.81067324,0.17876676,7.06494761,0.28861663,6.12348795,8.46177387,9.50659466,11.61891842,7.23958731,11.00057983,-2.25848341,2.19599366,0.13872037,12.57030106,17.02384758,14.69590569,14.92963982,13.11532116,18.61400604,9.32627678,4.65134144,3.20951581,4.27189875,0.03903342,-0.13376947,-2.02700591,-1.8932364,37.36582947,0.0,-1.19868517,-1.03707671,0.16160837,0.01059385,,
5,3.08,6.18,15.0,0.83,110.0,164.0,11.0,4.06,170.0,8.15,0.73,14.07073116,8.98687077,10.09452915,13.48648739,11.65965462,65.87108612,0.0,14.4,14.45628738,8.59353256,9.13516903,11.2639122,11.04320049,11.93629074,13.57988453,8.36446762,13.38450813,11.29505539,60.183918,0.0,12.89755249,14.68363667,9.82389259,-5.34034729,11.11649227,8.17681885,10.54528236,13.2395153,-4.35951853,5.14775181,0.02351279,17.63905716,5.01526737,-1.99524498,14.19836235,15.76455688,9.8281002,11.69401836,9.22947311,-3.49155068,3.74537373,0.05326721,11.31232452,5.49550867,17.33932877,23.04237747,15.48881912,16.76697922,11.92453861,11.2736454,0.79327178,0.18347786,0.6685039,-0.14025673,-2.17903018,-2.03877354,44.95569992,0.0,10.44639874,11.24238968,0.79599071,0.25438082,,
6,2.35,6.24,13.0,0.83,110.0,164.0,12.0,4.05,169.0,7.49,0.73,18.45527458,13.29122353,11.24538231,14.50145912,14.37333488,79.6966095,0.0,16.14,22.04104233,16.73163033,16.2584095,13.15988731,6.20967293,12.85716343,10.83106232,15.08521748,14.38634109,14.15920734,76.29243469,0.0,12.29562283,15.70414829,18.31600952,-0.32045621,15.9648962,6.51411963,15.2191267,25.72362328,-1.26450729,0.3458558,0.55661619,17.37066078,2.87257099,7.03687811,7.81938982,23.87893295,13.50627422,10.2388382,6.67447853,-3.36543655,2.76575422,0.09664984,11.62580872,12.42931271,21.48800278,13.44290543,24.92384148,28.86394882,23.24705696,10.59243488,4.06548738,3.86587906,0.04958472,-0.33219734,-2.72492695,-2.39272976,61.00461197,0.0,2.42636108,1.89689648,-0.52946448,0.09282678,,
7,3.41,6.42,0.0,0.8,110.0,165.0,10.0,4.29,120.0,7.34,0.73,10.41224766,7.01400709,11.4184227,6.32448578,8.79229069,31.34396172,3e-08,15.75,13.63572598,8.58259201,8.37817669,8.67277718,10.3281641,7.48266077,10.09737587,10.4037199,6.24368477,9.30456161,34.17887497,1e-08,4.61336327,6.40914726,4.62755442,4.87400198,4.10577822,0.4700886,15.04223633,13.68519497,0.30017489,0.02014287,0.88717058,7.12661266,14.81225872,14.26537132,11.3425703,17.40028381,7.78156233,10.78147507,7.53296661,5.2134943,6.87794161,0.00887427,11.62668514,10.28452396,5.59378386,9.89808273,6.459548,14.49619961,13.84759712,11.67093563,4.16192484,4.18903494,0.0409766,-0.46767062,-2.89853454,-2.43086386,62.81306458,0.0,1.47386551,-3.07477045,-4.54863596,3.51765394,,
8,3.29,6.51,0.0,0.83,110.0,165.0,11.0,4.34,117.0,7.08,0.74,8.34918976,9.44131756,8.78146744,7.03360415,8.40139484,20.99389458,5.25e-06,18.38,8.67252922,13.48655128,11.31050396,5.80463934,8.61319828,4.35816765,9.35765553,9.79880619,7.12258673,8.71623516,22.19267654,2.85e-06,11.02374649,6.82748747,6.65898943,12.16216278,-7.40892029,11.55931187,14.22886181,18.18348694,2.1721611,0.77984518,0.37742457,0.17524172,14.90996933,13.4361496,2.00993705,11.1352005,7.25652933,16.33191109,5.59492588,1.92202163,0.68941367,0.40658432,15.13012314,6.79577398,-4.00630093,11.27182579,6.44834852,10.69986439,3.64230919,17.89946747,1.41112638,0.35723269,0.55019768,-0.6118077,-2.94797397,-2.33616614,54.93418121,0.0,-2.60477448,-6.77508879,-4.17031431,3.6054678,,
9,3.42,6.93,14.0,0.88,110.0,166.0,10.0,4.69,142.0,5.21,0.72,1.79493344,3.96034312,2.22801614,1.76448929,2.43694544,1.04228044,0.30756422,23.93,-0.6609928,2.18642521,0.21716109,3.5042994,5.50588036,15.31977081,-3.52487803,-1.1867379,1.84487641,2.57584429,1.15758204,0.28225558,-1.66916156,1.78947985,-4.35819626,8.87062836,1.50166166,-8.81323051,14.58317757,14.37191677,1.49088562,0.21593207,0.64226963,-1.36351788,1.61486971,11.28891087,-8.76100445,-2.41677237,-1.71895647,2.20164895,16.33423996,0.51049173,0.02872419,0.86545556,-0.11044595,-2.62005043,-8.93468571,-16.8187294,11.91307831,12.65557194,0.10783809,15.20207405,-0.17535605,0.0032665,0.95443577,-0.66881824,-3.51155734,-2.84273911,66.00424194,0.0,-1.93335223,-8.51251411,-6.57916212,6.05144835,,
10,1.73,2.94,0.0,0.88,111.0,159.0,10.0,1.34,151.0,5.89,0.71,-16.7175293,-10.09174061,-8.11396599,-13.08784676,-12.00277042,25.5435524,5.2e-07,23.81,-16.72438049,-4.82891703,-14.24966621,-17.01817131,-19.42750549,-2.06343937,-18.25322151,0.72931403,-13.19412994,-11.65834332,24.18149948,1.04e-06,-24.89882278,-10.48935318,-22.82487297,17.73163223,-4.14662886,-1.91515756,-22.5495472,-13.31330585,3.2393043,1.06022227,0.30344144,-17.55421257,8.35727692,-5.47680998,-2.31707358,-25.99002457,-21.67730141,-9.73458958,10.21160698,5.27779007,3.17479563,0.07512005,-3.42824864,0.51056963,-31.26433372,-16.5600071,-20.8119278,-25.17758179,-21.67775726,-12.04478836,-3.68674111,1.46271336,0.22681684,1.81526852,2.27519321,0.45992488,3.5235846,0.06155621,-26.6755085,-8.17323017,18.50227928,65.84380341,,
11,1.28,3.1,18.0,0.87,111.0,159.0,11.0,1.5,145.0,7.04,0.71,8.92790413,8.14655876,12.91173267,11.2796936,10.31647205,46.95162582,0.0,15.1,15.02803135,3.64391208,9.52495861,3.97340918,0.40205836,21.73965263,11.52655411,14.79153347,11.06179333,10.17780113,47.51633453,0.0,11.38700962,15.62793064,-4.36915016,13.06653023,10.93499851,6.8824501,2.65928173,8.37618923,-3.05856609,2.29950738,0.12976657,-4.70885468,29.87043571,9.36354065,23.92746544,10.31634903,0.71544307,23.09727669,12.70798588,2.03139687,1.21258998,0.27111453,7.68565559,21.99526405,-5.36841631,7.37867165,5.70962286,2.6828661,14.55535984,17.28055,-2.3683517,1.51975,0.2179796,0.66342705,1.12299716,0.45957005,3.9462533,0.04796465,-19.78436089,-13.13458252,6.64977789,11.56836414,,
12,0.83,3.2,0.0,0.88,111.0,159.0,12.0,1.7,152.0,7.9,0.68,10.83294678,6.8967433,13.67890453,8.01811028,9.8566761,53.83528137,0.0,13.47,6.43826294,8.13570118,9.39626026,15.02105713,20.10386086,3.98096442,10.86919689,10.80294132,7.77154779,10.26969719,58.65278244,0.0,12.31978512,14.03284168,3.40678549,7.7688489,7.46467018,1.76657772,2.64185095,4.71931982,-1.21665585,0.45332921,0.50093124,-1.25864172,22.53321075,10.39047337,15.69602108,10.40532303,7.74498558,17.87083435,26.65096664,5.96318817,12.8372612,0.00035803,3.36204386,25.86218262,6.06530094,8.86084175,7.98447371,10.40651989,9.77490139,14.70888424,2.8714776,2.78723359,0.09536627,-0.47179234,-0.69556814,-0.2237758,0.82664734,0.36403704,-5.01110029,-4.10281038,0.90828973,0.37354982,,
