,x,y,z,d,xv,yv,zv,scale_xy_dist,t1,snr,acf_fwhm,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,NULL,theta all,theta F,tgt_theta p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur.1,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
0,8.29,6.11,0.0,0.78,116.0,149.0,14.0,4.57,,20.44,0.51,2.49870992,2.55574989,1.83915329,1.44029725,2.0834775,16.35682297,5.674e-05,4.84,2.57851768,4.39516306,1.61193025,2.28839135,1.59549224,1.67634463,2.27988434,1.81542957,1.43094873,2.18360329,17.90270042,2.552e-05,2.78293824,1.49730372,2.4246366,3.16119885,3.22532463,2.20082927,1.38448083,3.62382698,1.11237288,3.51768899,0.06102715,0.11123266,2.77010894,0.21754101,1.21285391,2.08346629,0.72323042,3.173069,4.16652393,0.37521636,0.39254719,0.5311158,4.16829014,0.14476852,2.14278388,1.30801857,2.24901986,3.91113734,0.34754711,4.87252665,1.10243487,3.55090404,0.05982171,0.9298951,-1.3723253,-2.30222034,221.25657654,0.0,-2.85461783,-3.98486876,-1.13025093,2.42291808,,
1,8.68,5.36,0.0,0.67,116.0,150.0,13.0,4.67,,24.09,0.6,2.98529983,2.71894217,2.42217541,2.66701221,2.69835734,43.50883865,0.0,3.84,2.45578694,2.01660585,3.3221519,2.62934089,3.4214499,2.56080914,2.93616605,1.98405707,2.63281441,2.65946913,41.87682343,0.0,2.89711142,2.78042865,3.68375254,1.50793409,3.8957572,2.42216754,3.18401718,1.60973871,0.03700771,0.00616909,0.93741243,2.67096376,1.4327383,2.10261989,2.22278833,1.74655771,3.52359462,2.55955052,3.38056517,-0.25365493,0.28261778,0.59511628,2.34814978,4.07776308,4.09498978,2.60571098,4.80735779,3.33857131,2.04969501,1.37822282,0.32650968,0.49185348,0.48327544,1.08045745,-1.27143216,-2.35188961,207.10076904,0.0,0.95079339,-1.59649825,-2.54729176,16.81857109,,
2,8.34,5.45,15.0,0.82,116.0,150.0,14.0,4.51,,18.16,0.56,3.44462276,4.88855934,3.82474756,2.88147497,3.75985122,38.85856628,0.0,5.66,3.93773055,2.7323966,3.82096648,4.76145935,6.05475664,3.25551367,4.65932035,3.95710754,3.04017591,4.02035618,44.01262665,0.0,5.05066681,5.66709471,6.88507891,4.14745378,3.76736808,4.00443792,4.69163036,5.42128038,1.99668741,8.27058697,0.00412036,2.25060868,7.45337486,2.67217946,3.13309193,1.98176944,3.81135821,4.98997355,3.6414907,0.97255796,1.92423785,0.16571939,2.05158091,0.17282403,4.12368107,4.52318907,5.31485558,-0.78624296,1.89817357,8.34183407,0.50636882,0.55433565,0.45673783,0.64928252,-1.62702596,-2.27630854,191.3910675,0.0,-1.85025442,-3.45797348,-1.60771906,3.03839302,,
3,9.33,4.53,10.0,0.61,116.0,151.0,12.0,4.92,,25.24,0.65,2.35726905,2.02892113,1.85333371,1.00663757,1.81154037,18.14075661,2.257e-05,3.99,2.34617949,0.73438787,2.33657265,2.84399652,1.79819202,1.52478027,1.9777329,2.78226709,0.98014742,1.92299247,20.32684517,7.35e-06,3.2978518,0.94541037,0.73347729,0.25781494,1.86978507,4.4332428,2.86332464,1.79059637,0.98443466,4.08705282,0.04349616,0.85422784,1.50309289,1.93857789,1.28047979,1.81317151,2.38025784,1.83840609,3.54439211,0.8259092,2.77403092,0.09613818,3.14156604,3.5417583,2.15835714,0.80187088,2.02427363,1.4233824,2.61067986,2.99973226,1.31174064,7.29893303,0.00702391,1.12638652,-1.30615544,-2.43254209,204.70269775,0.0,0.54390007,-2.75851512,-3.30241537,24.10063362,,
4,8.76,4.67,13.0,0.76,116.0,151.0,13.0,4.64,,19.88,0.61,6.19709682,5.20916939,5.28178024,4.62574196,5.32844687,112.33046722,0.0,4.72,6.03169394,4.64736414,6.59388065,5.00961208,5.47511387,6.21195507,5.75346041,4.16197681,4.57897091,5.37950706,113.63199615,0.0,4.64199305,7.10985565,6.84215784,2.20669031,3.78047609,4.71279955,8.49775219,5.18141079,0.54796463,0.91286957,0.33960009,7.62243271,4.29919767,5.37048435,5.30741453,5.56773376,4.11123896,3.71203828,6.46451855,0.59956044,1.05032682,0.30569577,6.59758091,8.77163601,4.8699646,5.63540125,8.33057022,5.95581293,7.1093111,3.90314269,1.55737281,7.43182087,0.00652737,0.82979918,-1.58325291,-2.41305208,197.14492798,0.0,2.40965295,-2.2058723,-4.61552525,31.94834709,,
5,8.4,4.82,0.0,0.86,116.0,151.0,14.0,4.48,,14.57,0.56,-2.11290479,-1.10378885,-1.39835274,-1.51513636,-1.53254569,4.11988497,0.04266142,7.09,0.24684151,-0.54617107,-1.28691649,-1.28818035,-2.40599775,-3.40657449,-2.10240459,-0.7661463,-1.46088827,-1.44482458,3.63512158,0.05687683,-2.52928805,-1.2415297,1.27514148,1.89554703,-1.03849792,-1.34787977,-2.85284138,-3.43854761,0.46731424,0.29046717,0.59004906,-4.78292036,-0.63164997,-2.91730046,-2.72398114,0.55091864,-2.0037055,2.89234018,-2.61009336,0.15416013,0.03092115,0.86045434,-0.90710986,-8.86674118,-1.66298461,0.98442656,-1.78991544,-0.97672158,-4.53897285,-0.46286988,-0.47602549,0.30983901,0.57791162,0.44409207,-1.78050256,-2.22459459,158.46699524,0.0,1.81719518,-1.01566803,-2.83286333,5.75566721,,
6,9.52,3.98,0.0,0.68,116.0,152.0,12.0,4.99,,27.99,0.64,2.58100653,3.55525899,2.57253194,1.87534475,2.64603567,51.37854385,0.0,3.47,3.33399105,2.64788532,2.59507275,3.0555768,3.49380589,2.60324812,2.85347962,2.88380837,1.9184953,2.81777525,57.17425156,0.0,3.57057452,3.96981454,3.65224457,4.94648695,2.82134056,2.5763433,3.65710592,3.19173932,1.69600439,15.95413685,6.997e-05,1.21279526,3.33240008,2.21543193,0.90931666,2.64552975,3.22002244,2.5958879,4.34885216,0.65945202,2.36538005,0.12439058,3.00922132,2.72632623,4.30274296,3.09992266,2.32034612,2.02076507,2.13074565,1.11231589,0.7162258,2.9006083,0.08887705,0.81214947,-1.72530508,-2.53745461,223.44363403,0.0,-1.63265264,-4.71408987,-3.08143711,21.96091843,,
7,8.95,4.25,15.0,0.85,116.0,152.0,13.0,4.71,,14.12,0.62,6.39270544,6.39170408,6.72163343,5.79435682,6.32509995,80.87782288,0.0,6.6,8.9894371,7.32883453,6.41248751,5.18623447,4.32764912,7.22926283,5.89240408,6.55146885,5.87460518,6.41495466,83.37020111,0.0,6.92028093,5.55865622,7.57871437,4.64860439,6.5720396,5.62266064,7.9708643,7.20658159,0.54555851,0.45396504,0.50062382,10.38918972,6.69317579,8.58428574,3.36506939,4.55888462,6.82397699,5.8508563,7.73923349,0.83523655,1.04595852,0.30670312,10.10486794,10.50757122,4.10147572,5.16923857,8.38810158,3.36471963,8.04576492,3.39201379,0.54888839,0.476156,0.49033918,0.66444796,-1.80092335,-2.46537137,196.28947449,0.0,0.38401929,-2.69853187,-3.08255124,10.93538666,,
8,9.72,3.28,15.0,0.75,116.0,153.0,12.0,5.08,,21.78,0.62,3.092026,3.44360542,2.34391546,2.42901802,2.82714128,40.22921753,0.0,4.19,3.87965727,3.26360631,2.89178848,2.69899154,1.8912127,2.70199013,2.46807289,3.77760649,2.37940907,2.88070917,41.31357956,0.0,2.8714962,5.26266098,4.71750736,4.31985712,2.72349763,2.62304115,2.30946517,2.48117566,1.05446804,4.24552011,0.03962903,0.0955707,2.61958766,1.43640101,3.45657492,1.35559928,2.19764066,3.67078519,4.36398983,-0.0550333,0.0112215,0.91565926,2.87294722,1.77833676,1.25783443,4.37152243,4.30719614,3.45169067,2.6170826,4.2463007,0.68722808,1.83156514,0.17626849,0.77199262,-1.87804914,-2.65004182,248.8518219,0.0,8.92545986,4.68142176,-4.24403811,24.44964027,,
9,9.87,2.7,0.0,0.8,116.0,154.0,12.0,5.17,,17.59,0.62,0.72688341,2.98808384,1.29064143,1.49853146,1.62603509,7.79760933,0.00533702,5.47,1.77122188,2.1375773,2.05577683,1.40529191,2.97758389,0.46879977,2.35624027,0.7844432,1.56363785,1.72278357,8.5807085,0.00347944,3.14817786,3.50932598,6.72442579,4.75859022,-0.55063158,3.98567343,1.03340471,1.23699641,1.51958621,5.22637224,0.02246886,-0.79930407,1.86758971,0.22354823,2.10770512,2.69640923,0.21018919,2.49349737,1.17443955,-0.18027136,0.07057674,0.7905572,3.22488546,-3.37035465,-0.04324527,1.77418005,1.58739698,1.69809699,-2.67583895,2.98046947,-0.68132043,1.07041907,0.30111718,0.96040559,-1.73704338,-2.69744897,254.21107483,0.0,5.22220945,-1.20143592,-6.4236455,41.72195816,,
