label,tgtOri,surOri,tgtPh,surPh,tgtC,surC,onset,deltaOri,RT,response,correct
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,0.30,6.00,1.07,[],0
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,1.80,8.00,1.06,[],0
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,3.30,12.00,0.76,b,1
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,5.10,12.00,0.76,b,1
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,6.30,12.00,1.07,[],0
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,7.51,16.00,1.07,[],0
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,9.31,16.00,0.77,r,1
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,10.51,16.00,0.77,b,1
iso_22,22.50,22.50,0.00,0.00,0.4000,0.40,12.31,16.00,0.79,r,0
iso_22,22.50,22.50,0.00,0.00,0.4000,0.40,13.51,16.00,1.07,[],0
iso_22,22.50,22.50,0.00,0.00,0.4000,0.40,15.31,16.00,1.07,[],0
iso_22,22.50,22.50,0.00,0.00,0.4000,0.40,16.51,16.00,0.81,b,1
iso_22,22.50,22.50,0.00,0.00,0.4000,0.40,17.71,16.00,0.81,b,1
iso_22,22.50,22.50,0.00,0.00,0.4000,0.40,19.51,16.00,1.06,[],0
iso_22,22.50,22.50,0.00,0.00,0.4000,0.40,20.71,16.00,0.90,r,1
iso_22,22.50,22.50,0.00,0.00,0.4000,0.40,22.51,16.00,0.83,b,1
iso90_22,22.50,22.50,0.25,0.00,0.4000,0.40,24.31,16.00,0.77,b,1
iso90_22,22.50,22.50,0.25,0.00,0.4000,0.40,25.51,12.00,0.94,b,1
iso90_22,22.50,22.50,0.25,0.00,0.4000,0.40,26.71,12.00,0.97,b,1
iso90_22,22.50,22.50,0.25,0.00,0.4000,0.40,27.91,12.00,0.83,b,0
iso90_22,22.50,22.50,0.25,0.00,0.4000,0.40,29.71,16.00,0.83,b,1
iso90_22,22.50,22.50,0.25,0.00,0.4000,0.40,31.51,16.00,1.06,[],0
iso90_22,22.50,22.50,0.25,0.00,0.4000,0.40,32.71,16.00,0.76,b,1
iso90_22,22.50,22.50,0.25,0.00,0.4000,0.40,34.51,16.00,0.86,r,1
surround_112,22.50,112.50,0.00,0.00,0.0000,0.40,35.71,16.00,0.89,b,1
surround_112,22.50,112.50,0.00,0.00,0.0000,0.40,37.51,12.00,0.80,r,1
surround_112,22.50,112.50,0.00,0.00,0.0000,0.40,39.31,12.00,0.84,r,1
surround_112,22.50,112.50,0.00,0.00,0.0000,0.40,40.81,12.00,0.85,b,1
surround_112,22.50,112.50,0.00,0.00,0.0000,0.40,42.01,8.00,0.77,b,1
surround_112,22.50,112.50,0.00,0.00,0.0000,0.40,43.21,8.00,0.76,b,0
surround_112,22.50,112.50,0.00,0.00,0.0000,0.40,45.01,12.00,0.82,r,1
surround_112,22.50,112.50,0.00,0.00,0.0000,0.40,46.51,12.00,0.79,r,1
orth_157,157.50,247.50,0.00,0.00,0.4000,0.40,48.01,12.00,0.86,b,0
orth_157,157.50,247.50,0.00,0.00,0.4000,0.40,49.51,16.00,1.06,[],0
orth_157,157.50,247.50,0.00,0.00,0.4000,0.40,51.01,16.00,0.78,r,1
orth_157,157.50,247.50,0.00,0.00,0.4000,0.40,52.51,16.00,0.76,r,1
orth_157,157.50,247.50,0.00,0.00,0.4000,0.40,54.01,16.00,0.79,b,1
orth_157,157.50,247.50,0.00,0.00,0.4000,0.40,55.51,12.00,1.06,[],0
orth_157,157.50,247.50,0.00,0.00,0.4000,0.40,57.31,16.00,1.06,[],0
orth_157,157.50,247.50,0.00,0.00,0.4000,0.40,58.51,16.00,0.79,r,1
rest_45,45.00,135.00,0.00,0.00,0.0000,0.40,60.01,16.00,1.06,[],0
rest_45,45.00,135.00,0.00,0.00,0.0000,0.40,61.51,16.00,0.84,b,1
rest_45,45.00,135.00,0.00,0.00,0.0000,0.40,63.31,16.00,1.06,[],0
rest_45,45.00,135.00,0.00,0.00,0.0000,0.40,64.51,16.00,0.78,b,0
rest_45,45.00,135.00,0.00,0.00,0.0000,0.40,66.01,16.00,1.06,[],0
rest_45,45.00,135.00,0.00,0.00,0.0000,0.40,67.81,16.00,0.81,r,1
rest_45,45.00,135.00,0.00,0.00,0.0000,0.40,69.01,16.00,0.91,b,0
rest_45,45.00,135.00,0.00,0.00,0.0000,0.40,70.51,16.00,1.06,[],0
iso_157,157.50,157.50,0.00,0.00,0.4000,0.40,72.01,16.00,0.95,r,0
iso_157,157.50,157.50,0.00,0.00,0.4000,0.40,73.21,16.00,0.97,r,1
iso_157,157.50,157.50,0.00,0.00,0.4000,0.40,75.01,16.00,0.86,r,1
iso_157,157.50,157.50,0.00,0.00,0.4000,0.40,76.21,16.00,0.88,r,1
iso_157,157.50,157.50,0.00,0.00,0.4000,0.40,77.41,12.00,0.77,r,0
iso_157,157.50,157.50,0.00,0.00,0.4000,0.40,79.21,16.00,0.94,b,1
iso_157,157.50,157.50,0.00,0.00,0.4000,0.40,80.71,16.00,1.06,[],0
iso_157,157.50,157.50,0.00,0.00,0.4000,0.40,82.51,16.00,1.06,[],0
surround_157,67.50,157.50,0.00,0.00,0.0000,0.40,84.01,16.00,0.76,r,1
surround_157,67.50,157.50,0.00,0.00,0.0000,0.40,85.21,16.00,0.76,r,0
surround_157,67.50,157.50,0.00,0.00,0.0000,0.40,86.71,16.00,0.76,b,1
surround_157,67.50,157.50,0.00,0.00,0.0000,0.40,87.91,16.00,0.88,b,1
surround_157,67.50,157.50,0.00,0.00,0.0000,0.40,89.41,16.00,0.94,r,1
surround_157,67.50,157.50,0.00,0.00,0.0000,0.40,91.21,12.00,0.87,b,1
surround_157,67.50,157.50,0.00,0.00,0.0000,0.40,92.71,12.00,0.86,r,1
surround_157,67.50,157.50,0.00,0.00,0.0000,0.40,94.51,12.00,0.83,r,1
iso90_157,157.50,157.50,0.25,0.00,0.4000,0.40,96.01,8.00,1.06,[],0
iso90_157,157.50,157.50,0.25,0.00,0.4000,0.40,97.51,12.00,0.85,r,1
iso90_157,157.50,157.50,0.25,0.00,0.4000,0.40,99.31,12.00,1.06,[],0
iso90_157,157.50,157.50,0.25,0.00,0.4000,0.40,100.51,16.00,1.06,[],0
iso90_157,157.50,157.50,0.25,0.00,0.4000,0.40,102.31,16.00,0.77,r,0
iso90_157,157.50,157.50,0.25,0.00,0.4000,0.40,103.51,16.00,0.76,b,1
iso90_157,157.50,157.50,0.25,0.00,0.4000,0.40,105.31,16.00,0.76,b,1
iso90_157,157.50,157.50,0.25,0.00,0.4000,0.40,106.51,16.00,0.86,r,1
orth_135,135.00,225.00,0.00,0.00,0.4000,0.40,107.71,12.00,1.06,b,1
orth_135,135.00,225.00,0.00,0.00,0.4000,0.40,108.91,12.00,0.98,r,1
orth_135,135.00,225.00,0.00,0.00,0.4000,0.40,110.11,12.00,0.93,r,1
orth_135,135.00,225.00,0.00,0.00,0.4000,0.40,111.61,8.00,0.78,r,0
