depth bin,avg,stdev,norm_depths,p-value,corrected p-value,df,N
0,0.27233588430766015,0.3679226287975359,0.0,0.03466796875,0.052458110608552634,11,12
1,0.36312289005633386,0.24271549576460189,0.16666666666666666,0.00048828125,0.0019362877155172415,11,12
2,0.5586195389415591,0.37380844858249457,0.3333333333333333,0.00048828125,0.0019362877155172415,11,12
3,0.4556235517099185,0.2894705273651742,0.5,0.0009765625,0.0023894614361702126,11,12
4,0.3608497598853992,0.5297749461760857,0.6666666666666666,0.04296875,0.061767578125,11,12
5,0.514116218422522,0.5585971867831941,0.8333333333333333,0.00830078125,0.014247609608208957,11,12
6,0.5835843525438049,0.3336665026897569,1.0,0.0009765625,0.0023894614361702126,11,12
