depth bin,avg,stdev,norm_depths,p-value,corrected p-value,df,N
0,0.02189662739384916,0.2955691192086085,0.0,0.81298828125,0.8273774543694691,11,12
1,0.11579075905329782,0.2557065125896931,0.16666666666666666,0.1611328125,0.193023681640625,11,12
2,0.02465602431653252,0.33860282848468326,0.3333333333333333,0.8056640625,0.8273774543694691,11,12
3,0.21189992946433822,0.24753108555878758,0.5,0.00439453125,0.008713294719827586,11,12
4,0.2646324385506084,0.46446980662911885,0.6666666666666666,0.056640625,0.07486979166666667,11,12
5,0.7133389106398708,0.7932737547755305,0.8333333333333333,0.0009765625,0.0023894614361702126,11,12
6,0.12162534994221745,0.5463190225206767,1.0,0.5146484375,0.5690824068509616,11,12
