x,y,z,d,xv,yv,zv,t1,snr,acf_fwhm,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,tgt_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity,V23_superficial_deveined,V23_superficial_deveined F,V23_superficial_deveined_iso0,V23_superficial_deveined_iso0 F,V23_superficial_deveined_iso90,V23_superficial_deveined_iso90 F,V23_superficial_deveined_orth,V23_superficial_deveined_orth F,V23_superficial_deveined_sur,V23_superficial_deveined_sur F,V23_superficial_deveined_task,V23_superficial_deveined_task F,task_unwarp_gPPI_V23_tgt_filled_deveined_L2 p-val,V23_middle_deveined,V23_middle_deveined F,V23_middle_deveined_iso0,V23_middle_deveined_iso0 F,V23_middle_deveined_iso90,V23_middle_deveined_iso90 F,V23_middle_deveined_orth,V23_middle_deveined_orth F,V23_middle_deveined_sur,V23_middle_deveined_sur F,V23_middle_deveined_task,V23_middle_deveined_task F,task_unwarp_gPPI_V23_tgt_filled_deveined_L1 p-val,V23_deep_deveined,V23_deep_deveined F,V23_deep_deveined_iso0,V23_deep_deveined_iso0 F,V23_deep_deveined_iso90,V23_deep_deveined_iso90 F,V23_deep_deveined_orth,V23_deep_deveined_orth F,V23_deep_deveined_sur,V23_deep_deveined_sur F,V23_deep_deveined_task,V23_deep_deveined_task F,task_unwarp_gPPI_V23_tgt_filled_deveined_L0 p-val,V1_tgt_superficial_deveined,V1_tgt_superficial_deveined F,V1_tgt_superficial_deveined_iso0,V1_tgt_superficial_deveined_iso0 F,V1_tgt_superficial_deveined_iso90,V1_tgt_superficial_deveined_iso90 F,V1_tgt_superficial_deveined_orth,V1_tgt_superficial_deveined_orth F,V1_tgt_superficial_deveined_sur,V1_tgt_superficial_deveined_sur F,V1_tgt_superficial_deveined_task,V1_tgt_superficial_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_tgt_L2 p-val,V1_tgt_middle_deveined,V1_tgt_middle_deveined F,V1_tgt_middle_deveined_iso0,V1_tgt_middle_deveined_iso0 F,V1_tgt_middle_deveined_iso90,V1_tgt_middle_deveined_iso90 F,V1_tgt_middle_deveined_orth,V1_tgt_middle_deveined_orth F,V1_tgt_middle_deveined_sur,V1_tgt_middle_deveined_sur F,V1_tgt_middle_deveined_task,V1_tgt_middle_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_tgt_L1 p-val,V1_tgt_deep_deveined,V1_tgt_deep_deveined F,V1_tgt_deep_deveined_iso0,V1_tgt_deep_deveined_iso0 F,V1_tgt_deep_deveined_iso90,V1_tgt_deep_deveined_iso90 F,V1_tgt_deep_deveined_orth,V1_tgt_deep_deveined_orth F,V1_tgt_deep_deveined_sur,V1_tgt_deep_deveined_sur F,V1_tgt_deep_deveined_task,V1_tgt_deep_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_tgt_L0 p-val,V1_sur_superficial_deveined,V1_sur_superficial_deveined F,V1_sur_superficial_deveined_iso0,V1_sur_superficial_deveined_iso0 F,V1_sur_superficial_deveined_iso90,V1_sur_superficial_deveined_iso90 F,V1_sur_superficial_deveined_orth,V1_sur_superficial_deveined_orth F,V1_sur_superficial_deveined_sur,V1_sur_superficial_deveined_sur F,V1_sur_superficial_deveined_task,V1_sur_superficial_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_sur_L2 p-val,V1_sur_middle_deveined,V1_sur_middle_deveined F,V1_sur_middle_deveined_iso0,V1_sur_middle_deveined_iso0 F,V1_sur_middle_deveined_iso90,V1_sur_middle_deveined_iso90 F,V1_sur_middle_deveined_orth,V1_sur_middle_deveined_orth F,V1_sur_middle_deveined_sur,V1_sur_middle_deveined_sur F,V1_sur_middle_deveined_task,V1_sur_middle_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_sur_L1 p-val,V1_sur_deep_deveined,V1_sur_deep_deveined F,V1_sur_deep_deveined_iso0,V1_sur_deep_deveined_iso0 F,V1_sur_deep_deveined_iso90,V1_sur_deep_deveined_iso90 F,V1_sur_deep_deveined_orth,V1_sur_deep_deveined_orth F,V1_sur_deep_deveined_sur,V1_sur_deep_deveined_sur F,V1_sur_deep_deveined_task,V1_sur_deep_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_sur_L0 p-val
0.00,0.00,21.00,0.00,54.00,96.00,11.00,52.00,5.01,0.37,8.26414299,6.60344696,1.46755278,3.52532220,4.96511602,3.22478366,0.07286486,27.59,0.03383610,1.61174417,-0.40652624,-2.01827049,13.58341599,0.00027276,3.53452396,8.36316490,4.82864046,1.99265397,6.28,0.00,-0.03638524,11.55701542,-29.22624969,3.13527727,49.79184341,9.02944660,43.09117126,8.45175838,6.12250090,0.15266412,13.11031532,11.90811157,0.00058489,-0.03754324,5.44743061,-22.27967262,0.68815613,62.77993011,5.02447414,80.94187927,9.01954746,-0.37207311,0.00015316,11.70103931,7.92497635,0.00498214,-0.00947748,0.08846109,-14.12256241,0.08612125,33.53168488,0.34659839,68.00193787,1.50172508,-54.66198349,1.55961728,5.74711275,1.68015683,0.19523590,0.00439414,0.05907137,-19.64188385,0.71568984,3.71658683,0.01769104,41.09736252,3.30344081,-65.71982574,4.93412924,3.88191319,0.79670417,0.37231919,0.03736737,2.14440346,9.79711246,0.08306806,7.89013004,0.04100154,66.36629486,3.49456358,-100.93672180,4.86077452,0.13873956,0.00114104,0.97306059,0.14604487,30.98147964,43.04872513,1.98013139,12.77969265,0.15293284,19.81869888,0.39381576,-45.85810852,2.74557948,-5.98676157,3.06171370,0.08049789,0.00439414,0.05907137,-19.64188385,0.71568984,3.71658683,0.01769104,41.09736252,3.30344081,-65.71982574,4.93412924,3.88191319,0.79670417,0.37231919,0.03736737,2.14440346,9.79711246,0.08306806,7.89013004,0.04100154,66.36629486,3.49456358,-100.93672180,4.86077452,0.13873956,0.00114104,0.97306059,0.14604487,30.98147964,43.04872513,1.98013139,12.77969265,0.15293284,19.81869888,0.39381576,-45.85810852,2.74557948,-5.98676157,3.06171370,0.08049789,
0.00,0.00,21.00,0.00,54.00,96.00,12.00,28.00,3.32,0.51,0.83755845,4.78317308,-0.53000313,-1.07205522,1.00466835,0.09671958,0.75587398,32.23,0.62066301,0.82690084,-0.85796911,-1.68487000,8.20385647,0.00448864,-17.42868614,-12.06020451,5.36848116,1.63057435,6.28,0.00,0.07064970,32.48332977,-0.20343380,0.00005783,23.98796844,1.56229067,-29.98767281,3.05136800,19.15108299,1.11346829,-16.48310661,14.03268433,0.00019109,0.07876745,17.76212311,-3.05549407,0.00958683,34.73338699,1.13924420,-35.35048676,1.27436745,26.01167107,0.82520467,-14.82904816,9.42850399,0.00220054,-0.04858477,1.70780253,31.71192741,0.31911379,124.53704834,3.51430178,15.43721008,0.05686572,85.14037323,2.78109455,5.67021894,1.20216918,0.27318185,0.07196332,11.75681210,48.96532059,3.30138183,-40.21493530,1.53612137,-53.91159058,4.21929026,5.70276737,0.02755754,-11.40982533,5.10879564,0.02404308,0.02908858,0.94628805,48.10929489,1.45809901,47.73190689,1.09281254,-37.06468582,0.79372525,13.99699688,0.06808266,-2.26394081,0.21283449,0.64466624,-0.04137124,1.75341809,40.88673019,1.25977850,-7.60918999,0.03820191,-14.67950916,0.15236537,-4.05944967,0.01514808,4.56161261,1.25358665,0.26316726,0.07196332,11.75681210,48.96532059,3.30138183,-40.21493530,1.53612137,-53.91159058,4.21929026,5.70276737,0.02755754,-11.40982533,5.10879564,0.02404308,0.02908858,0.94628805,48.10929489,1.45809901,47.73190689,1.09281254,-37.06468582,0.79372525,13.99699688,0.06808266,-2.26394081,0.21283449,0.64466624,-0.04137124,1.75341809,40.88673019,1.25977850,-7.60918999,0.03820191,-14.67950916,0.15236537,-4.05944967,0.01514808,4.56161261,1.25358665,0.26316726,
0.00,0.00,20.00,0.00,55.00,95.00,12.00,100.00,3.20,0.51,2.98363423,6.39030409,3.69138479,-1.72709799,2.83455634,0.90277749,0.34229172,29.77,0.15288620,1.40462101,0.06707221,-1.33754885,8.65088177,0.00353537,-34.67403793,-44.16059875,-9.48656178,3.68061113,6.28,0.00,-0.00367085,0.09857678,27.07380486,2.25523663,4.34356594,0.05761150,-9.99433041,0.38110721,-31.41225815,3.36832213,4.75437260,1.31270993,0.25220915,-0.01905226,1.19444537,33.30816650,1.30965829,29.32232857,0.93317878,-37.21132278,1.62302172,-43.94885635,2.70753551,7.72606277,2.94174314,0.08666175,0.02547791,0.54978740,67.72337341,1.70398378,-28.56535721,0.21640776,-57.19915771,0.91427732,-74.93125916,2.52181292,0.90700591,0.03598136,0.84959676,0.00801399,0.16709682,-16.24211884,0.41628876,-1.86306798,0.00374628,1.53778410,0.00387546,-4.23105049,0.01737497,1.23164642,0.06820805,0.79402369,0.03893953,1.99024355,40.17050171,1.19309282,9.19628716,0.04759108,-14.69015408,0.14634909,-85.27985382,2.96547079,-1.48261690,0.10707994,0.74356949,0.02514533,0.76167303,8.76412773,0.06806108,44.40281296,1.53049672,-41.36814117,1.42271709,-43.98142624,2.09435701,1.38029456,0.13495205,0.71343820,0.00801399,0.16709682,-16.24211884,0.41628876,-1.86306798,0.00374628,1.53778410,0.00387546,-4.23105049,0.01737497,1.23164642,0.06820805,0.79402369,0.03893953,1.99024355,40.17050171,1.19309282,9.19628716,0.04759108,-14.69015408,0.14634909,-85.27985382,2.96547079,-1.48261690,0.10707994,0.74356949,0.02514533,0.76167303,8.76412773,0.06806108,44.40281296,1.53049672,-41.36814117,1.42271709,-43.98142624,2.09435701,1.38029456,0.13495205,0.71343820,
0.00,0.00,21.00,0.00,55.00,95.00,14.00,96.00,4.76,0.00,-0.72962588,4.73067713,-0.36477405,4.40823746,2.01112866,0.59690219,0.43996415,25.98,0.60078501,-1.60849106,-3.05769277,-1.44920158,7.78187370,0.00563052,-3.41642451,-9.92034245,-6.50391817,3.77575731,6.28,0.00,0.00320434,0.09818726,12.00595760,0.57935578,-4.90204859,0.09589396,-1.18798530,0.00704978,-13.06041908,0.76061147,1.58273101,0.19008917,0.66294697,0.00836005,0.30004939,36.27869415,2.02660918,-1.98964822,0.00561317,-6.55132818,0.06565707,2.92319894,0.01564884,0.42387235,0.01156653,0.91437837,0.03106541,1.08293641,96.15402985,4.55091476,83.39830017,2.44441605,44.60357666,0.73650002,61.60730743,2.25854850,-1.84576499,0.19757029,0.65679609,-0.01560111,0.83715081,42.60397339,3.78660274,14.64481544,0.30864868,-23.52116585,1.21683562,22.45675659,0.64786339,5.35259008,1.70341623,0.19217539,-0.01357540,0.31687003,35.29573059,1.20650756,18.65057755,0.25649357,-8.00889587,0.05697019,69.59041595,2.58648038,3.64263153,0.84671831,0.35772894,-0.00309820,0.01515114,-42.24201584,2.07034373,2.52003527,0.00646903,22.80387878,0.56612492,19.97716904,0.56578439,1.80531859,0.30234185,0.58255442,-0.01560111,0.83715081,42.60397339,3.78660274,14.64481544,0.30864868,-23.52116585,1.21683562,22.45675659,0.64786339,5.35259008,1.70341623,0.19217539,-0.01357540,0.31687003,35.29573059,1.20650756,18.65057755,0.25649357,-8.00889587,0.05697019,69.59041595,2.58648038,3.64263153,0.84671831,0.35772894,-0.00309820,0.01515114,-42.24201584,2.07034373,2.52003527,0.00646903,22.80387878,0.56612492,19.97716904,0.56578439,1.80531859,0.30234185,0.58255442,
0.00,0.00,18.00,0.86,55.00,96.00,11.00,63.00,2.90,0.54,21.08915901,12.99775028,21.33942223,11.03385830,16.61504745,16.07432175,0.00006592,41.36,0.00001675,2.75433445,1.17036605,-1.58396852,11.59982300,0.00075375,49.06569672,59.15663147,10.09093475,2.45695424,3.53,2.26,-0.03039503,3.55131721,19.91133499,0.64081252,-59.24236298,5.62856102,-23.44558334,1.10174656,-55.13895798,5.45196152,25.87618828,20.42695808,0.00000702,0.01544515,0.41005558,3.29490662,0.00667643,-127.88343048,9.27356434,-11.61413097,0.08256976,-108.05332184,8.55039787,15.27917862,6.01056051,0.01440962,0.13160297,7.65176487,-61.84486389,0.74123216,-168.55061340,3.93083405,12.43825722,0.02256219,-101.50251007,2.41374731,2.72280502,0.16931802,0.68081659,-0.03465742,1.63327408,63.35251236,3.31009054,-17.61010361,0.17646435,-14.72817993,0.18861568,-65.92001343,2.20688438,24.15104675,13.70940304,0.00022637,0.08499228,4.92068577,-42.36759949,0.68878394,-76.29737091,1.70073700,-68.97062683,1.67408180,-81.46057892,1.40429056,6.80294228,1.17012966,0.27966435,0.19745097,24.85705757,-51.91836929,1.26417828,-66.18020630,1.79954958,-11.46830940,0.05787240,-16.40450859,0.15421171,0.80522525,0.02429127,0.87618103,-0.03465742,1.63327408,63.35251236,3.31009054,-17.61010361,0.17646435,-14.72817993,0.18861568,-65.92001343,2.20688438,24.15104675,13.70940304,0.00022637,0.08499228,4.92068577,-42.36759949,0.68878394,-76.29737091,1.70073700,-68.97062683,1.67408180,-81.46057892,1.40429056,6.80294228,1.17012966,0.27966435,0.19745097,24.85705757,-51.91836929,1.26417828,-66.18020630,1.79954958,-11.46830940,0.05787240,-16.40450859,0.15421171,0.80522525,0.02429127,0.87618103,
0.00,0.00,18.00,0.86,55.00,96.00,12.00,106.00,3.78,0.53,15.42775536,15.03844166,4.71852398,1.83576024,9.25512028,7.15848398,0.00759577,34.52,0.00234572,2.93663263,1.52941084,-1.40722167,7.57155085,0.00630704,3.62126279,-3.61684585,-7.23810863,3.83042789,3.51,2.22,0.00833089,0.37943229,58.89949036,7.97497702,19.62799835,0.87876713,-13.73240089,0.53761816,11.07857418,0.31306806,7.33556986,2.33489323,0.12685502,0.01456435,0.51915157,71.82958221,4.52970171,51.18476868,2.11491466,1.19882929,0.00126078,24.71490860,0.63688928,6.09547853,1.36183929,0.24352807,-0.02871906,0.52386308,157.69964600,6.92857170,147.46044922,4.32542610,-18.94346809,0.07519939,83.84095764,2.36751437,12.23719215,4.91523457,0.02687007,0.00133145,0.00348361,15.17542076,0.27230203,43.33915710,1.53172314,10.31952858,0.13276418,83.92449188,5.12738705,8.39610004,2.37504649,0.12363943,0.00703747,0.04845995,31.57816887,0.54963273,46.06643295,0.89050001,7.21445131,0.02636221,150.85075378,6.91630077,7.87495995,2.25203061,0.13378992,0.14283028,18.58959007,-23.80734634,0.37992534,39.63320160,0.92242295,30.84469032,0.59826195,5.70954227,0.02665280,-2.09931111,0.23613791,0.62712783,0.00133145,0.00348361,15.17542076,0.27230203,43.33915710,1.53172314,10.31952858,0.13276418,83.92449188,5.12738705,8.39610004,2.37504649,0.12363943,0.00703747,0.04845995,31.57816887,0.54963273,46.06643295,0.89050001,7.21445131,0.02636221,150.85075378,6.91630077,7.87495995,2.25203061,0.13378992,0.14283028,18.58959007,-23.80734634,0.37992534,39.63320160,0.92242295,30.84469032,0.59826195,5.70954227,0.02665280,-2.09931111,0.23613791,0.62712783,
0.00,0.00,20.00,0.87,55.00,96.00,13.00,30.00,7.09,0.00,4.15491915,5.70377684,5.72373724,10.46734715,6.51244497,14.77877903,0.00012934,16.91,0.00043526,2.03075337,0.67748320,-1.35327017,6.53235769,0.01110833,13.49768066,11.15182781,-2.34585309,0.97600698,3.49,2.18,0.04400422,46.48203659,25.79891777,6.71790600,-10.62123585,1.12969434,0.63909471,0.00501281,3.92016387,0.17203522,-4.44774485,3.76866984,0.05253299,0.05956690,37.80763245,26.34749603,2.65352273,-1.86965704,0.01224573,-8.16953564,0.25335991,-0.99855566,0.00453936,-5.26312160,4.42049694,0.03578694,0.01048434,0.29488149,91.96038818,9.95099068,119.02474213,11.90253639,-2.15800118,0.00411415,19.18281174,0.52342236,5.19889021,3.74695945,0.05321657,0.02993979,7.34700918,-5.99008417,0.17833188,23.80860710,1.94384813,8.41263676,0.37090591,24.96561241,1.90793753,0.56521076,0.04526965,0.83155716,0.04878755,9.82961273,18.89586258,0.83059800,51.54809952,4.70641518,10.59939289,0.23963688,8.35263824,0.08949307,0.31344584,0.01503484,0.90243806,0.03153092,3.72751522,16.43696785,0.74507815,39.60930634,3.79054093,-1.03475666,0.00273145,-6.58168745,0.14598069,4.28781080,4.05377150,0.04437005,0.02993979,7.34700918,-5.99008417,0.17833188,23.80860710,1.94384813,8.41263676,0.37090591,24.96561241,1.90793753,0.56521076,0.04526965,0.83155716,0.04878755,9.82961273,18.89586258,0.83059800,51.54809952,4.70641518,10.59939289,0.23963688,8.35263824,0.08949307,0.31344584,0.01503484,0.90243806,0.03153092,3.72751522,16.43696785,0.74507815,39.60930634,3.79054093,-1.03475666,0.00273145,-6.58168745,0.14598069,4.28781080,4.05377150,0.04437005,
0.00,0.00,21.00,0.91,55.00,96.00,14.00,70.00,4.78,0.00,2.11681676,5.37910652,0.99838144,10.01566315,4.62749195,3.94855213,0.04721282,23.24,0.12626403,-0.92562294,-2.22493291,-1.29930997,6.65843248,0.01036576,25.01017761,30.23681259,5.22663355,1.92868769,3.49,2.18,0.00593805,0.42632586,31.27791977,4.97360468,-34.13992691,5.87933207,-7.67150640,0.37099373,-14.62258530,1.20602512,3.69159651,1.30777180,0.25310256,0.02710586,3.97309923,22.05465317,0.94366467,-58.01509094,6.00347281,-18.26113129,0.64236057,-0.39082065,0.00042860,-0.58396995,0.02764454,0.86798459,0.04922776,3.42017126,126.78075409,9.95019436,-3.51245546,0.00546509,-47.55563736,1.05303049,45.75162888,1.56653237,-0.34426564,0.00865757,0.92588769,0.00605971,0.15743953,9.06626034,0.21375157,-2.22566152,0.00883535,-12.99980927,0.46337679,44.57546616,3.18242884,3.45718670,0.88598323,0.34682071,0.01919279,0.79490000,41.43727112,2.08713365,16.33564949,0.24701008,-21.49175072,0.51496953,74.55435181,3.72610044,2.29529667,0.42197999,0.51611647,0.03808723,2.90047240,70.09401703,7.22620201,13.15497017,0.22297631,-8.12223053,0.09106799,53.19121552,5.08470154,1.94509399,0.44492757,0.50492464,0.00605971,0.15743953,9.06626034,0.21375157,-2.22566152,0.00883535,-12.99980927,0.46337679,44.57546616,3.18242884,3.45718670,0.88598323,0.34682071,0.01919279,0.79490000,41.43727112,2.08713365,16.33564949,0.24701008,-21.49175072,0.51496953,74.55435181,3.72610044,2.29529667,0.42197999,0.51611647,0.03808723,2.90047240,70.09401703,7.22620201,13.15497017,0.22297631,-8.12223053,0.09106799,53.19121552,5.08470154,1.94509399,0.44492757,0.50492464,
0.00,0.00,16.00,0.79,55.00,97.00,12.00,126.00,7.47,0.84,4.63466454,3.68148351,1.77296388,-0.11955788,2.49238849,2.29455781,0.13017734,16.42,0.05535788,3.32690763,2.08178091,-1.24512684,6.57322884,0.01086177,21.35684586,14.13668442,-7.22016048,8.15112686,3.51,2.13,-0.00336929,0.27671784,-15.41043186,2.43403411,28.65137100,8.34832287,23.99682999,7.31883526,10.52496338,1.25963485,2.66682839,1.37579131,0.24112969,0.00165602,0.02978026,-34.27994156,4.58282089,25.41536713,2.31623626,36.91466522,5.27686787,11.20435143,0.58133429,1.58715904,0.41008437,0.52208969,0.06604385,12.31703854,-60.24219894,4.49512863,-14.71173573,0.19141336,27.81761551,0.72088569,9.26490784,0.12851112,-5.15302420,3.87492967,0.04931891,0.04462967,17.44418144,-10.79904270,0.61943871,-14.15333843,0.73401070,22.63792419,2.87000632,-0.65060002,0.00135878,-6.18018818,5.78218889,0.01639046,0.05111264,11.45500374,-16.41990662,0.66594440,-30.90489960,1.79617667,14.27864361,0.46184453,62.16841888,5.26457167,-4.20303917,2.87504458,0.09030835,0.08397695,28.76225853,5.47935057,0.09007550,-39.31555176,4.06258678,-10.46315861,0.30813855,13.41262341,0.65947151,-4.14492083,4.12091303,0.04264991,0.04462967,17.44418144,-10.79904270,0.61943871,-14.15333843,0.73401070,22.63792419,2.87000632,-0.65060002,0.00135878,-6.18018818,5.78218889,0.01639046,0.05111264,11.45500374,-16.41990662,0.66594440,-30.90489960,1.79617667,14.27864361,0.46184453,62.16841888,5.26457167,-4.20303917,2.87504458,0.09030835,0.08397695,28.76225853,5.47935057,0.09007550,-39.31555176,4.06258678,-10.46315861,0.30813855,13.41262341,0.65947151,-4.14492083,4.12091303,0.04264991,
0.00,0.00,17.00,0.84,55.00,97.00,13.00,75.00,7.12,0.00,10.07596779,3.46130228,8.40591526,9.06716919,7.75258875,17.35318184,0.00003401,18.57,0.00006874,2.09875154,0.92338276,-1.17536879,5.69816732,0.01763013,4.93481064,0.91246945,-4.02234125,2.58323479,3.49,2.09,0.00649807,0.79227191,12.28343582,1.19036710,0.67833710,0.00358494,1.62490296,0.02576155,16.24690247,2.31053615,5.75641537,4.93462944,0.02657183,0.01870049,2.95494437,10.80009747,0.35352513,-1.79003620,0.00895742,-6.28328276,0.11879047,28.59397888,2.94305706,3.65270114,1.68843198,0.19414054,0.01120573,0.27457675,67.19958496,4.33143759,16.20460320,0.17983729,33.04520035,0.78784662,52.41640472,3.18592882,6.31477785,4.50624466,0.03404375,0.03134050,6.68806744,26.59262276,2.92049909,33.26976395,3.15341568,-11.94706249,0.62150508,9.08182812,0.20976007,2.09379506,0.51603347,0.47272505,0.03180455,3.43731952,35.96766663,2.47630429,7.86953640,0.09030297,-20.91479874,0.76795387,67.41277313,4.79741859,3.86105466,1.88028777,0.17064324,0.03473357,3.76809955,13.82185841,0.43891352,-31.40763474,1.98547685,-9.41267204,0.19097121,50.21192551,7.07807064,4.86707592,4.35121059,0.03726376,0.03134050,6.68806744,26.59262276,2.92049909,33.26976395,3.15341568,-11.94706249,0.62150508,9.08182812,0.20976007,2.09379506,0.51603347,0.47272505,0.03180455,3.43731952,35.96766663,2.47630429,7.86953640,0.09030297,-20.91479874,0.76795387,67.41277313,4.79741859,3.86105466,1.88028777,0.17064324,0.03473357,3.76809955,13.82185841,0.43891352,-31.40763474,1.98547685,-9.41267204,0.19097121,50.21192551,7.07807064,4.86707592,4.35121059,0.03726376,
