x,y,z,d,xv,yv,zv,t1,snr,acf_fwhm,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,tgt_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity,V23_superficial_deveined,V23_superficial_deveined F,V23_superficial_deveined_iso0,V23_superficial_deveined_iso0 F,V23_superficial_deveined_iso90,V23_superficial_deveined_iso90 F,V23_superficial_deveined_orth,V23_superficial_deveined_orth F,V23_superficial_deveined_sur,V23_superficial_deveined_sur F,V23_superficial_deveined_task,V23_superficial_deveined_task F,task_unwarp_gPPI_V23_tgt_filled_deveined_L2 p-val,V23_middle_deveined,V23_middle_deveined F,V23_middle_deveined_iso0,V23_middle_deveined_iso0 F,V23_middle_deveined_iso90,V23_middle_deveined_iso90 F,V23_middle_deveined_orth,V23_middle_deveined_orth F,V23_middle_deveined_sur,V23_middle_deveined_sur F,V23_middle_deveined_task,V23_middle_deveined_task F,task_unwarp_gPPI_V23_tgt_filled_deveined_L1 p-val,V23_deep_deveined,V23_deep_deveined F,V23_deep_deveined_iso0,V23_deep_deveined_iso0 F,V23_deep_deveined_iso90,V23_deep_deveined_iso90 F,V23_deep_deveined_orth,V23_deep_deveined_orth F,V23_deep_deveined_sur,V23_deep_deveined_sur F,V23_deep_deveined_task,V23_deep_deveined_task F,task_unwarp_gPPI_V23_tgt_filled_deveined_L0 p-val,V1_tgt_superficial_deveined,V1_tgt_superficial_deveined F,V1_tgt_superficial_deveined_iso0,V1_tgt_superficial_deveined_iso0 F,V1_tgt_superficial_deveined_iso90,V1_tgt_superficial_deveined_iso90 F,V1_tgt_superficial_deveined_orth,V1_tgt_superficial_deveined_orth F,V1_tgt_superficial_deveined_sur,V1_tgt_superficial_deveined_sur F,V1_tgt_superficial_deveined_task,V1_tgt_superficial_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_tgt_L2 p-val,V1_tgt_middle_deveined,V1_tgt_middle_deveined F,V1_tgt_middle_deveined_iso0,V1_tgt_middle_deveined_iso0 F,V1_tgt_middle_deveined_iso90,V1_tgt_middle_deveined_iso90 F,V1_tgt_middle_deveined_orth,V1_tgt_middle_deveined_orth F,V1_tgt_middle_deveined_sur,V1_tgt_middle_deveined_sur F,V1_tgt_middle_deveined_task,V1_tgt_middle_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_tgt_L1 p-val,V1_tgt_deep_deveined,V1_tgt_deep_deveined F,V1_tgt_deep_deveined_iso0,V1_tgt_deep_deveined_iso0 F,V1_tgt_deep_deveined_iso90,V1_tgt_deep_deveined_iso90 F,V1_tgt_deep_deveined_orth,V1_tgt_deep_deveined_orth F,V1_tgt_deep_deveined_sur,V1_tgt_deep_deveined_sur F,V1_tgt_deep_deveined_task,V1_tgt_deep_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_tgt_L0 p-val,V1_sur_superficial_deveined,V1_sur_superficial_deveined F,V1_sur_superficial_deveined_iso0,V1_sur_superficial_deveined_iso0 F,V1_sur_superficial_deveined_iso90,V1_sur_superficial_deveined_iso90 F,V1_sur_superficial_deveined_orth,V1_sur_superficial_deveined_orth F,V1_sur_superficial_deveined_sur,V1_sur_superficial_deveined_sur F,V1_sur_superficial_deveined_task,V1_sur_superficial_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_sur_L2 p-val,V1_sur_middle_deveined,V1_sur_middle_deveined F,V1_sur_middle_deveined_iso0,V1_sur_middle_deveined_iso0 F,V1_sur_middle_deveined_iso90,V1_sur_middle_deveined_iso90 F,V1_sur_middle_deveined_orth,V1_sur_middle_deveined_orth F,V1_sur_middle_deveined_sur,V1_sur_middle_deveined_sur F,V1_sur_middle_deveined_task,V1_sur_middle_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_sur_L1 p-val,V1_sur_deep_deveined,V1_sur_deep_deveined F,V1_sur_deep_deveined_iso0,V1_sur_deep_deveined_iso0 F,V1_sur_deep_deveined_iso90,V1_sur_deep_deveined_iso90 F,V1_sur_deep_deveined_orth,V1_sur_deep_deveined_orth F,V1_sur_deep_deveined_sur,V1_sur_deep_deveined_sur F,V1_sur_deep_deveined_task,V1_sur_deep_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_sur_L0 p-val
0.00,0.00,10.00,0.40,55.00,111.00,14.00,139.00,28.81,0.82,1.58351290,1.10813010,2.39333868,1.11964130,1.55115569,12.11316204,0.00052334,4.86,0.00027309,0.59543389,0.30445337,-0.29098052,5.34611750,0.02147129,2.67711568,1.75592327,-0.92119247,3.06875849,3.22,2.96,0.01115601,30.37397385,5.26720142,2.69219422,-6.83080292,4.83777666,3.44942641,0.81563842,2.44031882,0.53712982,-0.37410328,0.42040622,0.51689127,0.01171594,25.16653061,3.53453374,0.63403243,-11.23405266,7.39371252,1.14320302,0.05847993,6.12317562,2.09169888,-0.14290211,0.06281178,0.80216002,0.01476842,23.27742386,7.06765079,1.66875184,-13.74913883,7.92048979,1.18888366,0.03943764,2.73662472,0.31151584,-0.03738441,0.00423436,0.94813043,0.00808477,14.04383659,-1.59730184,0.27122104,-5.32917738,3.44061399,-1.96393549,0.28560704,-2.39239860,0.26951420,0.26624835,0.21619657,0.64206002,0.01009393,15.84508133,0.27415618,0.00514846,-4.49355507,1.81168604,-0.56629360,0.01789703,7.99232483,2.17289543,0.17419900,0.09226368,0.76138543,0.01465760,20.49463463,-3.62079430,0.61582762,-6.87125444,3.24720263,-0.59516340,0.01335017,3.43259025,0.35087186,0.08327159,0.02260519,0.88052026,0.00808477,14.04383659,-1.59730184,0.27122104,-5.32917738,3.44061399,-1.96393549,0.28560704,-2.39239860,0.26951420,0.26624835,0.21619657,0.64206002,0.01009393,15.84508133,0.27415618,0.00514846,-4.49355507,1.81168604,-0.56629360,0.01789703,7.99232483,2.17289543,0.17419900,0.09226368,0.76138543,0.01465760,20.49463463,-3.62079430,0.61582762,-6.87125444,3.24720263,-0.59516340,0.01335017,3.43259025,0.35087186,0.08327159,0.02260519,0.88052026,
0.00,0.00,13.00,0.62,55.00,111.00,15.00,139.00,23.49,0.84,2.97049093,0.96995956,3.51561904,1.75280929,2.30221963,21.36005020,0.00000433,5.43,0.00000183,-0.07396414,-0.33613664,-0.26217252,3.33669972,0.06878180,1.42987227,1.44224775,0.01237541,0.00049847,3.30,2.88,0.01737933,60.52504349,0.77287990,0.04760961,-6.84931374,3.99376440,2.24716592,0.28421077,2.50652671,0.46527889,-0.80972654,1.61714208,0.20380230,0.01706802,43.68793869,2.24533820,0.20925522,-13.40224552,8.60740089,2.64490962,0.25620309,7.31466866,2.44149256,-0.22227018,0.12435389,0.72443780,0.02185766,41.79914474,7.47695875,1.53100502,-14.89023209,7.61548090,2.60934854,0.15593192,6.72845650,1.54400504,-0.15572283,0.06064397,0.80553425,0.00939587,15.26767635,-0.40769717,0.01419634,-7.39816666,5.33717060,-4.16922331,1.03594053,-9.63105679,3.51565552,0.83598787,1.71527147,0.19061981,0.01266829,20.04029846,0.99688429,0.05498888,-4.90613317,1.73411846,-7.64636183,2.62023997,3.69965720,0.37389818,0.61005074,0.90830088,0.34080833,0.01808317,25.17897606,-2.11946416,0.17030197,-11.63529968,7.51563263,-4.97124243,0.75102115,2.71482921,0.17717752,0.53890604,0.76245832,0.38278118,0.00939587,15.26767635,-0.40769717,0.01419634,-7.39816666,5.33717060,-4.16922331,1.03594053,-9.63105679,3.51565552,0.83598787,1.71527147,0.19061981,0.01266829,20.04029846,0.99688429,0.05498888,-4.90613317,1.73411846,-7.64636183,2.62023997,3.69965720,0.37389818,0.61005074,0.90830088,0.34080833,0.01808317,25.17897606,-2.11946416,0.17030197,-11.63529968,7.51563263,-4.97124243,0.75102115,2.71482921,0.17717752,0.53890604,0.76245832,0.38278118,
0.00,0.00,18.00,0.00,55.00,111.00,16.00,135.00,8.15,0.00,5.96295595,4.49892998,2.85107327,3.60601068,4.22974253,17.12428856,0.00003810,11.14,0.00002125,-1.58752513,-1.77410328,-0.18657818,1.08294868,0.29890865,-3.92754006,1.42758131,5.35512114,9.33681870,3.30,2.88,0.02069520,19.55693245,9.25464916,1.55502629,13.33953953,3.45194364,-4.21714067,0.22809482,1.83900630,0.05708650,0.34958068,0.06864197,0.79338129,0.02516919,21.81051826,6.35882902,0.38538840,8.10117435,0.72203225,5.20676851,0.22795421,0.89925528,0.00850996,0.21793079,0.02746964,0.86839713,0.03264745,21.39676285,6.12349939,0.23563038,10.87503719,0.93208927,2.41195345,0.03054699,-2.48625040,0.04835045,0.22559665,0.02917269,0.86441732,0.01609293,10.63297081,10.06451797,2.05731297,-0.37060148,0.00316835,-21.76072884,6.69968605,-12.81576347,1.47787833,1.74648345,1.77725601,0.18280657,0.02347093,16.35990524,9.58862400,1.20950055,0.33263010,0.00187268,-24.58637428,6.44263792,-19.05819702,2.35944986,1.05224526,0.64264077,0.42295683,0.03145948,18.05401802,14.69707870,1.94024801,5.20701838,0.35659966,-31.29530525,7.05136395,-13.63988590,1.05939925,1.15562677,0.83060408,0.36232935,0.01609293,10.63297081,10.06451797,2.05731297,-0.37060148,0.00316835,-21.76072884,6.69968605,-12.81576347,1.47787833,1.74648345,1.77725601,0.18280657,0.02347093,16.35990524,9.58862400,1.20950055,0.33263010,0.00187268,-24.58637428,6.44263792,-19.05819702,2.35944986,1.05224526,0.64264077,0.42295683,0.03145948,18.05401802,14.69707870,1.94024801,5.20701838,0.35659966,-31.29530525,7.05136395,-13.63988590,1.05939925,1.15562677,0.83060408,0.36232935,
0.00,0.00,8.00,0.42,55.00,112.00,14.00,147.00,34.35,0.79,1.99930882,1.02459681,0.27030766,2.18906736,1.37082016,12.00997829,0.00055274,4.31,0.00200453,-0.02631577,-0.28363520,-0.25731945,4.37235308,0.03739973,-7.00812531,-7.37303019,-0.36490515,0.63956511,3.34,2.78,0.01197839,44.57133484,1.05732918,0.13799705,-0.16519244,0.00352469,-3.58205247,1.11957037,-0.97019732,0.10798375,-0.79043925,2.38888693,0.12253400,0.01589970,60.50876999,0.88992554,0.05241905,0.10112054,0.00076127,-0.52383345,0.01598672,0.48915994,0.01740052,-1.08554888,4.73413658,0.02981581,0.01797899,44.30869293,-0.99694455,0.04265475,-1.07043076,0.06174276,0.95089889,0.03252425,0.76691204,0.03145788,-0.78552043,2.41671181,0.12038009,0.00539205,7.95297909,5.75453329,4.48093605,1.47745383,0.33671176,-2.88212180,0.78300494,5.01626921,1.50847697,0.51939541,1.04728329,0.30639439,0.01080811,23.35940552,5.57692671,2.75501418,1.59268129,0.29265064,-4.39818048,1.38833034,3.51499820,0.54043168,-0.13075107,0.06683153,0.79606326,0.01412953,24.51997948,7.87398195,3.74960828,4.28665161,1.62710094,-3.97713709,0.76673043,5.00058937,0.95875579,-0.03724725,0.00579978,0.93931083,0.00539205,7.95297909,5.75453329,4.48093605,1.47745383,0.33671176,-2.88212180,0.78300494,5.01626921,1.50847697,0.51939541,1.04728329,0.30639439,0.01080811,23.35940552,5.57692671,2.75501418,1.59268129,0.29265064,-4.39818048,1.38833034,3.51499820,0.54043168,-0.13075107,0.06683153,0.79606326,0.01412953,24.51997948,7.87398195,3.74960828,4.28665161,1.62710094,-3.97713709,0.76673043,5.00058937,0.95875579,-0.03724725,0.00579978,0.93931083,
0.00,0.00,10.00,0.54,56.00,110.00,15.00,147.00,30.74,0.78,1.83580422,0.04859475,2.46310329,1.69311512,1.51015437,18.76142311,0.00001638,3.80,0.00005800,0.67560786,0.56091833,-0.11468951,0.67812920,0.41091070,5.42693377,6.20414162,0.77720791,1.80687261,3.41,2.81,0.00371908,5.30615997,-2.66068673,1.07989645,3.23231363,1.70281208,-3.61362362,1.40714979,0.91737074,0.11937294,0.77249682,2.81779504,0.09355360,0.00836526,20.67566109,-3.76109457,1.15692997,4.85131073,2.22203588,-5.76547575,2.39836764,-2.23727107,0.45005894,0.19293553,0.18465506,0.66750046,0.01205362,25.26053619,-2.89373803,0.45574611,5.78135633,2.28143573,-10.91157055,5.41802931,-4.42717552,1.32841980,0.09332313,0.04328202,0.83523979,0.00803729,22.99794006,-7.94665623,11.12161064,-0.58355963,0.06841499,-2.74035120,0.92131287,-3.47655225,0.94306290,0.13271432,0.08902029,0.76549168,0.01027304,27.16161156,-8.64931393,8.52889824,-2.58806038,0.99458504,-2.71975040,0.68325311,-9.77143383,5.37527609,0.01498076,0.00114957,0.97295973,0.01229848,23.68859100,-9.64699554,7.17712641,-1.53967488,0.26765972,-0.46141151,0.01317792,-6.34616756,1.96895623,0.19883612,0.21111567,0.64599958,0.00803729,22.99794006,-7.94665623,11.12161064,-0.58355963,0.06841499,-2.74035120,0.92131287,-3.47655225,0.94306290,0.13271432,0.08902029,0.76549168,0.01027304,27.16161156,-8.64931393,8.52889824,-2.58806038,0.99458504,-2.71975040,0.68325311,-9.77143383,5.37527609,0.01498076,0.00114957,0.97295973,0.01229848,23.68859100,-9.64699554,7.17712641,-1.53967488,0.26765972,-0.46141151,0.01317792,-6.34616756,1.96895623,0.19883612,0.21111567,0.64599958,
0.00,0.00,17.00,0.74,56.00,110.00,16.00,136.00,18.26,0.80,2.99454260,1.33635974,3.69873333,2.10598350,2.53390479,23.76562500,0.00000127,5.67,0.00000056,-0.27099916,-0.32110584,-0.05010667,0.09340825,0.76010820,4.70886087,5.24277306,0.53391182,0.49301404,3.41,2.81,0.01532439,42.62748337,4.59217024,1.52199113,4.05969286,1.27090561,3.89203334,0.77235460,2.17841864,0.31836614,-0.33296433,0.24765278,0.61884798,0.01113605,16.41728210,4.61371708,0.78003383,5.14745951,1.12084746,2.03137469,0.13341418,-2.22344494,0.19915885,0.76818234,1.31122434,0.25246180,0.01865187,27.32683182,5.76015806,0.81578469,7.15017986,1.57657266,7.26765347,1.08587968,0.52102506,0.00831062,0.19066907,0.08157847,0.77523193,0.01423664,32.73873138,2.12784600,0.36179274,1.18494833,0.12788925,-4.33740854,1.04718864,2.03402972,0.14646465,0.18790238,0.08096190,0.77606016,0.01291078,19.07382774,1.27055728,0.08183766,2.42424440,0.38796225,-0.40370670,0.00667449,0.16259460,0.00066144,0.65771985,0.96744025,0.32557009,0.01704376,20.39916229,2.04482913,0.14458254,3.55122209,0.63844228,4.28710604,0.50935501,2.69066191,0.15869109,0.76121938,1.38734126,0.23914989,0.01423664,32.73873138,2.12784600,0.36179274,1.18494833,0.12788925,-4.33740854,1.04718864,2.03402972,0.14646465,0.18790238,0.08096190,0.77606016,0.01291078,19.07382774,1.27055728,0.08183766,2.42424440,0.38796225,-0.40370670,0.00667449,0.16259460,0.00066144,0.65771985,0.96744025,0.32557009,0.01704376,20.39916229,2.04482913,0.14458254,3.55122209,0.63844228,4.28710604,0.50935501,2.69066191,0.15869109,0.76121938,1.38734126,0.23914989,
0.00,0.00,20.00,0.88,56.00,110.00,17.00,111.00,3.06,0.00,0.85791814,-4.02827501,7.50714254,-5.56803083,-0.30781126,0.01189824,0.91316274,30.71,0.71804926,-2.46396446,-2.51738930,-0.05342492,0.05943265,0.80756789,-45.82939148,-42.39702225,3.43237042,0.31868619,3.47,2.74,0.05713699,19.49758911,-0.16264504,0.00006571,18.25006676,0.84511852,-12.30264473,0.25391012,-56.63950729,7.08135891,-10.86640930,8.68005943,0.00329574,0.03732923,6.25125885,31.15900803,1.20563722,-11.79499531,0.19939585,-34.58096313,1.30999887,-87.88812256,10.54397678,-4.92724609,1.82802367,0.17668328,0.05541871,8.04282856,46.88226318,1.80171728,1.57771027,0.00254250,-36.54490662,0.91542906,-86.96868896,7.72117043,-5.83865881,2.55084109,0.11056846,0.02821535,4.23884201,19.38036728,0.98928010,6.87774706,0.14205313,-19.92780304,0.72863454,-12.48626328,0.18194917,-4.85788631,1.78320503,0.18207646,0.03892269,5.82586098,34.70239639,2.05136681,-0.80879653,0.00142263,-5.37217236,0.03983362,-40.84996796,1.40368247,-5.75959206,2.49328709,0.11466595,0.05014247,5.91992569,44.86375046,2.33356810,-0.03503343,0.00000000,9.21358585,0.07885730,-35.58263397,0.93056792,-5.32888174,2.27961659,0.13141714,0.02821535,4.23884201,19.38036728,0.98928010,6.87774706,0.14205313,-19.92780304,0.72863454,-12.48626328,0.18194917,-4.85788631,1.78320503,0.18207646,0.03892269,5.82586098,34.70239639,2.05136681,-0.80879653,0.00142263,-5.37217236,0.03983362,-40.84996796,1.40368247,-5.75959206,2.49328709,0.11466595,0.05014247,5.91992569,44.86375046,2.33356810,-0.03503343,0.00000000,9.21358585,0.07885730,-35.58263397,0.93056792,-5.32888174,2.27961659,0.13141714,
0.00,0.00,6.00,0.32,56.00,111.00,14.00,148.00,25.40,0.74,0.75701958,1.06670594,3.21023798,0.87272757,1.47667277,10.14131260,0.00149683,5.05,0.00072327,0.45678017,0.35671902,-0.10006116,0.75230002,0.38646860,5.37838888,5.23575163,-0.14263728,0.05589673,3.22,2.96,0.01379971,43.56120300,5.31294680,2.56742501,-2.40330768,0.56133670,1.90967929,0.23438185,4.36636353,1.61188650,-0.99450535,2.78473949,0.09549601,0.01238071,26.14283752,4.10609818,0.79593158,-10.45708561,5.95945120,1.52842116,0.09725383,10.93551350,6.20603418,-0.35699922,0.36483747,0.54597619,0.01691581,28.54512215,8.91692352,2.48285604,-10.14719391,4.03249693,5.39354372,0.75953209,9.19252586,3.28608036,-0.47614682,0.64622700,0.42166618,0.01134664,25.95234108,3.49065685,1.21502304,-4.42894602,2.22949958,-1.56417060,0.16996902,-5.50990868,1.34122264,-0.33800620,0.32682246,0.56767153,0.01217154,21.48188210,4.23708916,1.15310371,-5.80301523,2.81719089,-0.37442970,0.00731500,7.19195509,1.64054203,-0.16583373,0.07795051,0.78015510,0.01589382,22.27886200,2.65688777,0.30652282,-1.54959106,0.15265563,0.07777435,0.00022717,-0.62075210,0.01060108,-0.13073285,0.05141526,0.82066750,0.01134664,25.95234108,3.49065685,1.21502304,-4.42894602,2.22949958,-1.56417060,0.16996902,-5.50990868,1.34122264,-0.33800620,0.32682246,0.56767153,0.01217154,21.48188210,4.23708916,1.15310371,-5.80301523,2.81719089,-0.37442970,0.00731500,7.19195509,1.64054203,-0.16583373,0.07795051,0.78015510,0.01589382,22.27886200,2.65688777,0.30652282,-1.54959106,0.15265563,0.07777435,0.00022717,-0.62075210,0.01060108,-0.13073285,0.05141526,0.82066750,
0.00,0.00,11.00,0.56,56.00,111.00,15.00,145.00,19.47,0.80,2.67801332,1.84722364,3.84415102,1.73798358,2.52684283,19.29429436,0.00001246,6.27,0.00000365,0.07319370,0.00266989,-0.07052381,0.28629544,0.59301579,8.83151340,9.84038067,1.00886726,3.29668498,3.30,2.88,0.02120164,68.03500366,2.52424955,0.38343418,-7.24189138,3.37222242,4.59388161,0.89717770,-0.66407675,0.02466718,-1.27343047,3.02094913,0.08251971,0.02113317,50.43064880,0.84686595,0.02236934,-16.52826118,9.85697746,1.58137131,0.06895503,5.85422945,1.17757130,-0.57912785,0.63567913,0.42547923,0.02711911,48.69850922,8.78791332,1.60070729,-17.09317398,7.59534979,0.96316934,0.01607198,9.72809505,2.44283795,-0.53421575,0.53995669,0.46263221,0.01386637,25.07571411,0.25528833,0.00424271,-4.92281008,1.78203797,-0.93365771,0.03917109,-7.52681255,1.61923623,0.26698276,0.13191876,0.71653173,0.01524785,21.84435463,-0.05577446,0.00009874,-4.64156961,1.16775763,-3.59114695,0.43487269,10.92384434,2.45242929,0.43833226,0.35281566,0.55266512,0.02209147,28.12782478,-0.67337525,0.01286604,-5.98632669,1.48909509,2.18162251,0.10827263,-3.57509923,0.23000512,0.28020895,0.15429345,0.69455391,0.01386637,25.07571411,0.25528833,0.00424271,-4.92281008,1.78203797,-0.93365771,0.03917109,-7.52681255,1.61923623,0.26698276,0.13191876,0.71653173,0.01524785,21.84435463,-0.05577446,0.00009874,-4.64156961,1.16775763,-3.59114695,0.43487269,10.92384434,2.45242929,0.43833226,0.35281566,0.55266512,0.02209147,28.12782478,-0.67337525,0.01286604,-5.98632669,1.48909509,2.18162251,0.10827263,-3.57509923,0.23000512,0.28020895,0.15429345,0.69455391,
0.00,0.00,16.00,0.77,56.00,111.00,16.00,135.00,15.20,0.80,5.52811193,3.65327978,3.87456965,4.47079372,4.38168859,40.93403244,0.00000000,7.46,0.00000000,-0.68555832,-0.73532104,-0.04976269,0.09728081,0.75534240,4.20912075,4.38519001,0.17606911,0.06035283,3.41,2.81,0.02129782,48.48432159,6.08347559,1.57283080,5.43165398,1.33967721,21.86709785,14.35665607,1.55112231,0.09504020,0.27441901,0.09908290,0.75300217,0.01906153,28.29199791,3.97182083,0.34006611,12.54882431,3.91811895,13.53095436,3.48132586,-1.42197347,0.04790361,1.18145847,1.82429957,0.17712431,0.02826258,36.65297318,2.15321589,0.06653987,7.24409008,0.94533730,12.47261810,1.86832809,11.26719093,2.27078009,0.75628728,0.74993002,0.38671726,0.01102476,11.11537170,8.65028477,3.38510513,6.54093409,2.20613718,-5.41181278,0.92297149,-2.43195534,0.11851950,2.54954743,8.43619442,0.00376359,0.00931176,5.66117573,7.48859119,1.62185073,9.05733395,3.09006619,-1.97963536,0.09181064,0.47255385,0.00315642,2.99292111,11.43069935,0.00075187,0.01315233,6.96281862,9.35672760,1.73520982,16.94890213,8.33647156,-5.97524452,0.56718308,-5.44826555,0.37296125,2.98821974,12.25436211,0.00048577,0.01102476,11.11537170,8.65028477,3.38510513,6.54093409,2.20613718,-5.41181278,0.92297149,-2.43195534,0.11851950,2.54954743,8.43619442,0.00376359,0.00931176,5.66117573,7.48859119,1.62185073,9.05733395,3.09006619,-1.97963536,0.09181064,0.47255385,0.00315642,2.99292111,11.43069935,0.00075187,0.01315233,6.96281862,9.35672760,1.73520982,16.94890213,8.33647156,-5.97524452,0.56718308,-5.44826555,0.37296125,2.98821974,12.25436211,0.00048577,
