x,y,z,d,xv,yv,zv,t1,snr,acf_fwhm,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,tgt_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity,V23_superficial_deveined,V23_superficial_deveined F,V23_superficial_deveined_iso0,V23_superficial_deveined_iso0 F,V23_superficial_deveined_iso90,V23_superficial_deveined_iso90 F,V23_superficial_deveined_orth,V23_superficial_deveined_orth F,V23_superficial_deveined_sur,V23_superficial_deveined_sur F,V23_superficial_deveined_task,V23_superficial_deveined_task F,task_unwarp_gPPI_V23_tgt_filled_deveined_L2 p-val,V23_middle_deveined,V23_middle_deveined F,V23_middle_deveined_iso0,V23_middle_deveined_iso0 F,V23_middle_deveined_iso90,V23_middle_deveined_iso90 F,V23_middle_deveined_orth,V23_middle_deveined_orth F,V23_middle_deveined_sur,V23_middle_deveined_sur F,V23_middle_deveined_task,V23_middle_deveined_task F,task_unwarp_gPPI_V23_tgt_filled_deveined_L1 p-val,V23_deep_deveined,V23_deep_deveined F,V23_deep_deveined_iso0,V23_deep_deveined_iso0 F,V23_deep_deveined_iso90,V23_deep_deveined_iso90 F,V23_deep_deveined_orth,V23_deep_deveined_orth F,V23_deep_deveined_sur,V23_deep_deveined_sur F,V23_deep_deveined_task,V23_deep_deveined_task F,task_unwarp_gPPI_V23_tgt_filled_deveined_L0 p-val,V1_tgt_superficial_deveined,V1_tgt_superficial_deveined F,V1_tgt_superficial_deveined_iso0,V1_tgt_superficial_deveined_iso0 F,V1_tgt_superficial_deveined_iso90,V1_tgt_superficial_deveined_iso90 F,V1_tgt_superficial_deveined_orth,V1_tgt_superficial_deveined_orth F,V1_tgt_superficial_deveined_sur,V1_tgt_superficial_deveined_sur F,V1_tgt_superficial_deveined_task,V1_tgt_superficial_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_tgt_L2 p-val,V1_tgt_middle_deveined,V1_tgt_middle_deveined F,V1_tgt_middle_deveined_iso0,V1_tgt_middle_deveined_iso0 F,V1_tgt_middle_deveined_iso90,V1_tgt_middle_deveined_iso90 F,V1_tgt_middle_deveined_orth,V1_tgt_middle_deveined_orth F,V1_tgt_middle_deveined_sur,V1_tgt_middle_deveined_sur F,V1_tgt_middle_deveined_task,V1_tgt_middle_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_tgt_L1 p-val,V1_tgt_deep_deveined,V1_tgt_deep_deveined F,V1_tgt_deep_deveined_iso0,V1_tgt_deep_deveined_iso0 F,V1_tgt_deep_deveined_iso90,V1_tgt_deep_deveined_iso90 F,V1_tgt_deep_deveined_orth,V1_tgt_deep_deveined_orth F,V1_tgt_deep_deveined_sur,V1_tgt_deep_deveined_sur F,V1_tgt_deep_deveined_task,V1_tgt_deep_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_tgt_L0 p-val,V1_sur_superficial_deveined,V1_sur_superficial_deveined F,V1_sur_superficial_deveined_iso0,V1_sur_superficial_deveined_iso0 F,V1_sur_superficial_deveined_iso90,V1_sur_superficial_deveined_iso90 F,V1_sur_superficial_deveined_orth,V1_sur_superficial_deveined_orth F,V1_sur_superficial_deveined_sur,V1_sur_superficial_deveined_sur F,V1_sur_superficial_deveined_task,V1_sur_superficial_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_sur_L2 p-val,V1_sur_middle_deveined,V1_sur_middle_deveined F,V1_sur_middle_deveined_iso0,V1_sur_middle_deveined_iso0 F,V1_sur_middle_deveined_iso90,V1_sur_middle_deveined_iso90 F,V1_sur_middle_deveined_orth,V1_sur_middle_deveined_orth F,V1_sur_middle_deveined_sur,V1_sur_middle_deveined_sur F,V1_sur_middle_deveined_task,V1_sur_middle_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_sur_L1 p-val,V1_sur_deep_deveined,V1_sur_deep_deveined F,V1_sur_deep_deveined_iso0,V1_sur_deep_deveined_iso0 F,V1_sur_deep_deveined_iso90,V1_sur_deep_deveined_iso90 F,V1_sur_deep_deveined_orth,V1_sur_deep_deveined_orth F,V1_sur_deep_deveined_sur,V1_sur_deep_deveined_sur F,V1_sur_deep_deveined_task,V1_sur_deep_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_sur_L0 p-val
0.00,0.00,2.00,0.24,125.00,142.00,20.00,172.00,22.23,0.66,-0.83753020,0.04882504,-0.20745021,0.54861808,-0.11188433,0.05619991,0.81265710,5.14,0.70447537,1.29953015,1.09912634,-0.20040387,2.92450833,0.08831705,-0.46245238,-1.00484824,-0.54239589,0.77654344,0.00,0.00,0.00377476,2.96983266,-2.82097650,0.65952486,-3.29178452,0.95951080,1.94090199,0.22058214,-3.84500647,1.13888609,-0.79404503,1.61753070,0.20374802,0.00781323,9.68867493,-4.52985191,0.90146494,1.98768210,0.20039766,2.36817145,0.21734384,-2.97608733,0.42776498,-1.38200235,5.08774948,0.02432249,0.00707877,4.63833284,-11.99009514,4.16550541,0.76480925,0.02124339,4.18757248,0.42486784,-8.02955532,2.32647562,-1.01457071,2.72246671,0.09927591,0.00187675,0.66928810,1.83957064,0.31807539,-3.04702520,0.99476725,8.55220413,4.78931665,2.64945436,0.29234183,-0.43045008,0.49964789,0.47982840,0.00732044,7.41735220,4.30246878,1.13494313,-3.55545616,1.00947678,11.64816856,6.73983383,-0.38159922,0.00443678,-1.19368041,3.85468984,0.04989878,0.01292207,14.30304909,2.66227651,0.29895774,-9.64838409,5.74910784,13.11448479,5.81448889,5.27964830,0.74537182,-1.40770471,5.78727722,0.01633300,0.00187675,0.66928810,1.83957064,0.31807539,-3.04702520,0.99476725,8.55220413,4.78931665,2.64945436,0.29234183,-0.43045008,0.49964789,0.47982840,0.00732044,7.41735220,4.30246878,1.13494313,-3.55545616,1.00947678,11.64816856,6.73983383,-0.38159922,0.00443678,-1.19368041,3.85468984,0.04989878,0.01292207,14.30304909,2.66227651,0.29895774,-9.64838409,5.74910784,13.11448479,5.81448889,5.27964830,0.74537182,-1.40770471,5.78727722,0.01633300,
0.00,0.00,5.00,0.40,125.00,142.00,21.00,168.00,17.99,0.54,1.71545517,0.37836003,-0.26798579,1.19943762,0.75631678,2.18653131,0.13955263,5.57,0.15153091,1.56636667,1.40136445,-0.16500221,1.61695063,0.20453988,5.56190014,7.28604937,1.72414899,5.73505259,0.00,0.00,0.00617151,6.79284430,2.75567555,0.53852671,3.02870369,0.69508088,1.86905789,0.17501198,-1.69086742,0.18850274,-0.40489987,0.35989675,0.54870680,0.00737989,7.37728214,5.21546078,1.01987147,2.10360503,0.19152980,1.16489148,0.04486671,-10.60590553,4.63622713,-0.33000845,0.24759780,0.61888692,0.01232050,12.07173252,2.98927712,0.22241406,5.78960133,1.04649067,3.82645249,0.30475986,-12.37876415,4.75038099,-0.71718425,1.16874111,0.27993471,0.00539053,4.70825720,5.49276352,2.41827226,-2.96330690,0.80227011,-3.16231656,0.55838341,1.14792573,0.04682820,-0.04480545,0.00465830,0.94559960,0.01300024,20.02239037,3.84400845,0.77545065,-5.19077969,1.84163296,-5.45461369,1.26502550,-9.35117245,2.26608896,-1.01077223,2.36569715,0.12436183,0.01786882,23.14657021,-0.81984699,0.02402517,-2.00444150,0.21000239,-6.16508150,1.08748126,-8.00584602,1.45041072,-1.05622077,2.75735521,0.09713849,0.00539053,4.70825720,5.49276352,2.41827226,-2.96330690,0.80227011,-3.16231656,0.55838341,1.14792573,0.04682820,-0.04480545,0.00465830,0.94559960,0.01300024,20.02239037,3.84400845,0.77545065,-5.19077969,1.84163296,-5.45461369,1.26502550,-9.35117245,2.26608896,-1.01077223,2.36569715,0.12436183,0.01786882,23.14657021,-0.81984699,0.02402517,-2.00444150,0.21000239,-6.16508150,1.08748126,-8.00584602,1.45041072,-1.05622077,2.75735521,0.09713849,
0.00,0.00,17.00,0.82,126.00,141.00,23.00,135.00,14.45,0.58,-3.24771738,-3.05834603,0.44133705,-2.66272807,-2.13186359,11.30422783,0.00080403,6.91,0.00147669,0.48587602,0.63338274,0.14750670,0.30041185,0.58404744,0.21266906,-0.73454940,-0.94721842,1.07424831,2.68,0.82,0.00189986,0.41664568,4.14296484,0.78772944,-4.92493105,1.18937302,-8.80897427,2.51590800,-2.64344120,0.29805765,-2.28695154,7.43072367,0.00653005,0.00158985,0.21984620,5.05612946,0.61558521,-2.02015448,0.11344096,-0.77488923,0.01272752,-1.19332361,0.03770825,-2.30545044,7.76070547,0.00544591,-0.00183467,0.17101347,4.26266861,0.28892109,-3.02141643,0.18207720,3.51234627,0.16405913,-1.80096638,0.06424859,-1.86618137,5.05430174,0.02479373,0.01281939,17.57156944,2.96568346,0.46523044,-3.36436629,0.68243504,5.93764210,1.29902112,3.62625337,0.30813122,-4.24763918,27.37837791,0.00000021,0.00925448,6.49576092,1.12737441,0.04272478,-2.48271656,0.26974005,5.67716885,0.87729281,2.87146950,0.13678308,-3.46742582,17.82277107,0.00002658,0.01546470,11.22882462,7.03064108,1.14284503,-8.41925240,2.39953113,11.09139252,2.27964330,5.13413954,0.38635013,-3.66522908,21.50499725,0.00000402,0.01281939,17.57156944,2.96568346,0.46523044,-3.36436629,0.68243504,5.93764210,1.29902112,3.62625337,0.30813122,-4.24763918,27.37837791,0.00000021,0.00925448,6.49576092,1.12737441,0.04272478,-2.48271656,0.26974005,5.67716885,0.87729281,2.87146950,0.13678308,-3.46742582,17.82277107,0.00002658,0.01546470,11.22882462,7.03064108,1.14284503,-8.41925240,2.39953113,11.09139252,2.27964330,5.13413954,0.38635013,-3.66522908,21.50499725,0.00000402,
0.00,0.00,20.00,0.86,126.00,141.00,24.00,109.00,0.16,0.00,-2.06231093,-8.32126141,1.25598717,0.81120837,-2.07909417,0.64338690,0.42268676,28.25,0.27977092,-0.61224169,-0.48659718,0.12564452,0.14676951,0.70192349,-1188.61108398,-1161.28210449,27.32896423,0.28125343,2.68,0.82,-0.00495991,0.17090592,-16.79554939,0.77951455,54.63079834,8.81201649,22.57854843,0.99515420,17.11269760,0.75221545,-2.39205146,0.48947150,0.48433460,-0.00096093,0.00491060,-25.01269722,0.91390938,86.18569183,12.52556896,18.10320854,0.42231193,17.54066277,0.49405277,-3.44991493,1.05424523,0.30479303,-0.00329742,0.03360610,-50.46312332,2.46239638,100.56890106,12.26591778,41.41433334,1.38677061,24.99208641,0.75217676,-3.65982103,1.18228865,0.27716665,-0.00101682,0.00656146,9.34816933,0.27245322,43.16206741,6.62074280,29.82899284,1.93257904,-12.87693119,0.22904076,-2.62726259,0.61738765,0.43221584,-0.01616688,1.18554294,7.16341209,0.10311722,47.80515289,5.98026514,34.28805923,1.91377020,-19.81514931,0.38958785,-0.58592355,0.03043178,0.86155133,-0.03015853,2.54984736,8.44319820,0.09843841,85.65163422,14.82830620,42.02972031,1.95459557,19.56272888,0.33490625,0.36534876,0.01278621,0.90999412,-0.00101682,0.00656146,9.34816933,0.27245322,43.16206741,6.62074280,29.82899284,1.93257904,-12.87693119,0.22904076,-2.62726259,0.61738765,0.43221584,-0.01616688,1.18554294,7.16341209,0.10311722,47.80515289,5.98026514,34.28805923,1.91377020,-19.81514931,0.38958785,-0.58592355,0.03043178,0.86155133,-0.03015853,2.54984736,8.44319820,0.09843841,85.65163422,14.82830620,42.02972031,1.95459557,19.56272888,0.33490625,0.36534876,0.01278621,0.90999412,
0.00,0.00,7.00,0.47,126.00,142.00,21.00,172.00,18.15,0.60,1.40954161,-0.50159371,0.90883708,1.12881386,0.73639971,2.09479928,0.14812964,5.55,0.15743621,1.59711564,1.63745415,0.04033852,0.09122858,0.76283829,10.83380222,12.15310860,1.31930614,3.30156493,0.00,0.00,0.00082048,0.12034168,4.02658463,1.15293109,-0.85903502,0.05602007,1.35167265,0.09174746,-4.49538994,1.33581102,0.64420521,0.91353905,0.33942055,0.00116460,0.18412074,7.17969418,1.93712294,-0.84191108,0.03077931,4.27880716,0.60695076,-8.31346130,2.85495090,0.62199223,0.88155901,0.34801394,0.00341349,0.92607987,7.43889236,1.37669218,-1.07175434,0.03586102,8.09564018,1.36333704,-11.70306110,4.24334764,0.39997169,0.36330920,0.54681811,0.00139416,0.31684697,6.07737255,2.97847247,-3.48345208,1.11537778,-2.19816279,0.27139810,-3.98470187,0.56721652,0.59839028,0.82837784,0.36297312,0.00503509,2.98576760,5.48990440,1.57231653,-4.78212261,1.55387402,-3.19714427,0.43203738,-10.38411903,2.77782512,0.09980882,0.02296030,0.87959256,0.00730479,3.83833742,2.11224055,0.15804447,-5.52917528,1.58550906,-2.95036340,0.24710274,-8.51979733,1.62991464,0.02943911,0.00209985,0.96346009,0.00139416,0.31684697,6.07737255,2.97847247,-3.48345208,1.11537778,-2.19816279,0.27139810,-3.98470187,0.56721652,0.59839028,0.82837784,0.36297312,0.00503509,2.98576760,5.48990440,1.57231653,-4.78212261,1.55387402,-3.19714427,0.43203738,-10.38411903,2.77782512,0.09980882,0.02296030,0.87959256,0.00730479,3.83833742,2.11224055,0.15804447,-5.52917528,1.58550906,-2.95036340,0.24710274,-8.51979733,1.62991464,0.02943911,0.00209985,0.96346009,
0.00,0.00,10.00,0.62,126.00,142.00,22.00,180.00,23.46,0.57,1.81614637,0.83721143,0.53788769,1.52772856,1.17974353,6.73067093,0.00962224,4.96,0.01870907,1.31048989,1.32246125,0.01197143,0.00468185,0.94549539,3.08595085,3.87556720,0.78961647,1.55984211,2.55,0.79,0.00643935,9.36953640,-1.07094014,0.10302085,1.80283570,0.31201488,2.20921230,0.30976179,0.71306282,0.04242035,-0.06376676,0.01126548,0.91549453,0.00834850,11.98564053,-5.81283951,1.60840440,0.75425500,0.03125391,9.09130287,3.47082496,0.26581234,0.00367233,-0.24534978,0.17377174,0.67687554,0.01120649,12.58436775,-6.76053715,1.43358517,1.23989213,0.06049277,6.57752562,1.13470721,-2.91517830,0.33200866,-0.24474177,0.17150013,0.67887560,0.00791674,12.92691517,-3.75394654,1.43779767,-1.87166643,0.40735519,-2.88346529,0.59094203,-8.97683334,3.64255595,-0.14059596,0.05781464,0.81003588,0.01352615,27.52952385,-3.59967589,0.86368036,-1.26135898,0.13813509,-3.99242711,0.86075479,-8.96932793,2.64789224,-0.75997680,1.69857931,0.19278998,0.01743361,28.05158424,-8.32548809,3.15011644,-1.29593873,0.11173436,-9.73729420,3.45385957,-3.80984974,0.41817179,-0.60733634,1.16069019,0.28159623,0.00791674,12.92691517,-3.75394654,1.43779767,-1.87166643,0.40735519,-2.88346529,0.59094203,-8.97683334,3.64255595,-0.14059596,0.05781464,0.81003588,0.01352615,27.52952385,-3.59967589,0.86368036,-1.26135898,0.13813509,-3.99242711,0.86075479,-8.96932793,2.64789224,-0.75997680,1.69857931,0.19278998,0.01743361,28.05158424,-8.32548809,3.15011644,-1.29593873,0.11173436,-9.73729420,3.45385957,-3.80984974,0.41817179,-0.60733634,1.16069019,0.28159623,
0.00,0.00,1.00,0.00,132.00,115.00,15.00,144.00,22.49,0.69,2.73029852,1.67837369,1.59557915,2.49674439,2.12524891,26.80176926,0.00000027,4.47,0.00000080,0.22687235,0.20175484,-0.02511752,0.09316802,0.76040738,2.78035116,1.47262096,-1.30773020,4.72470140,0.00,0.00,0.01059764,32.04034042,-0.26451421,0.00794532,0.16542856,0.00333507,-2.17633724,0.37951168,3.34904671,1.18257761,0.17674010,0.10966504,0.74059891,0.01274243,34.96826553,-1.28594697,0.09853717,-0.73350590,0.03698813,-3.18506098,0.53349018,-2.20767069,0.31938958,0.19348635,0.13532959,0.71305093,0.01669121,35.04137802,-1.51556921,0.09041245,1.08843017,0.05841583,-3.27986050,0.35411540,-4.20230579,0.86576766,0.15889758,0.09070599,0.76334752,0.00575879,8.42767811,0.78770924,0.07796196,-1.78538501,0.45671675,-5.50842571,2.65714741,10.52631760,6.17110729,1.24778044,5.61508799,0.01800571,0.00860603,13.48653793,-0.15126237,0.00191376,-2.16060996,0.49049610,-4.41211319,1.27217042,1.53363907,0.09367844,0.94919062,3.20659685,0.07366052,0.01127130,14.19759750,-0.19083309,0.00201499,2.53862476,0.51929086,-6.77220297,2.02285480,3.45885611,0.41739014,0.98895109,3.72657418,0.05385080,0.00575879,8.42767811,0.78770924,0.07796196,-1.78538501,0.45671675,-5.50842571,2.65714741,10.52631760,6.17110729,1.24778044,5.61508799,0.01800571,0.00860603,13.48653793,-0.15126237,0.00191376,-2.16060996,0.49049610,-4.41211319,1.27217042,1.53363907,0.09367844,0.94919062,3.20659685,0.07366052,0.01127130,14.19759750,-0.19083309,0.00201499,2.53862476,0.51929086,-6.77220297,2.02285480,3.45885611,0.41739014,0.98895109,3.72657418,0.05385080,
0.00,0.00,1.00,0.00,132.00,115.00,16.00,136.00,22.43,0.68,3.99737740,2.78517795,3.13301682,4.00592709,3.48037481,64.99095154,0.00000000,4.71,0.00000000,0.40686527,0.39262241,-0.01424285,0.02655293,0.87067113,3.97415972,4.43719482,0.46303517,0.70334989,0.00,0.00,0.01361261,48.68367004,2.93993187,0.90288109,-1.16899824,0.15257290,1.42493391,0.14986290,-1.01518512,0.10008927,1.01596320,3.33781433,0.06801845,0.01562507,48.48744965,1.93277454,0.20538035,-8.71756077,4.82282877,2.15102124,0.22442044,-1.84089506,0.20483893,1.17398787,4.59425735,0.03233289,0.02034272,47.95985031,4.63838768,0.78050709,-7.59838629,2.62687492,-0.19156173,0.00117207,-2.08450460,0.19636646,1.17937624,4.60595655,0.03211409,0.00938987,20.34581947,-5.67051268,3.67044950,-3.96693563,2.04751873,-0.40384215,0.01291920,-7.17318439,2.60217142,1.91264021,11.98002720,0.00056171,0.01389893,32.40362549,-3.41467285,0.86636847,-4.85865641,2.28443098,-0.45677972,0.01251646,-3.85519123,0.54525948,1.51323056,7.50723362,0.00626047,0.01532115,23.88154221,-6.30428600,1.99106026,-2.96210527,0.64359623,-3.20085812,0.41141939,-2.49091768,0.19706203,1.90511978,12.58952141,0.00040692,0.00938987,20.34581947,-5.67051268,3.67044950,-3.96693563,2.04751873,-0.40384215,0.01291920,-7.17318439,2.60217142,1.91264021,11.98002720,0.00056171,0.01389893,32.40362549,-3.41467285,0.86636847,-4.85865641,2.28443098,-0.45677972,0.01251646,-3.85519123,0.54525948,1.51323056,7.50723362,0.00626047,0.01532115,23.88154221,-6.30428600,1.99106026,-2.96210527,0.64359623,-3.20085812,0.41141939,-2.49091768,0.19706203,1.90511978,12.58952141,0.00040692,
0.00,0.00,2.00,0.17,132.00,115.00,18.00,145.00,27.99,0.67,1.26839197,0.99817181,1.26083934,0.89401525,1.10535455,9.36979580,0.00226765,3.94,0.00117349,0.08320674,-0.00106684,-0.08427358,0.85312039,0.35644161,5.73640585,5.15071583,-0.58568972,0.91125631,0.00,0.00,0.00627198,14.34080029,2.88089967,1.20301056,0.05490333,0.00043871,-2.63053513,0.70858228,5.93808126,4.75099850,-0.01299428,0.00075208,0.97812730,0.00794700,17.27805328,-0.39269793,0.01168469,-0.48638219,0.02069682,-2.36283064,0.37303996,1.90499949,0.30212384,-0.11139937,0.05699394,0.81136336,0.01107626,19.68749428,1.47494519,0.10929729,0.27768177,0.00486875,0.06845543,0.00024968,2.88058829,0.51908410,-0.23457560,0.25230134,0.61557580,0.00529791,9.20492268,5.27866411,4.52052021,1.50404525,0.41832662,-2.52564692,0.72090632,0.54328460,0.02121407,0.25588885,0.30475071,0.58104934,0.00621539,9.10404301,5.97904205,3.73192143,1.69084418,0.38867217,-1.69655693,0.24340773,-1.35589683,0.09473768,0.23384675,0.25189078,0.61586328,0.00598391,5.14571238,6.26151180,2.77437472,5.23426867,2.83859658,-0.22505088,0.00283786,0.73778534,0.02436855,0.49312106,1.19140613,0.27532314,0.00529791,9.20492268,5.27866411,4.52052021,1.50404525,0.41832662,-2.52564692,0.72090632,0.54328460,0.02121407,0.25588885,0.30475071,0.58104934,0.00621539,9.10404301,5.97904205,3.73192143,1.69084418,0.38867217,-1.69655693,0.24340773,-1.35589683,0.09473768,0.23384675,0.25189078,0.61586328,0.00598391,5.14571238,6.26151180,2.77437472,5.23426867,2.83859658,-0.22505088,0.00283786,0.73778534,0.02436855,0.49312106,1.19140613,0.27532314,
0.00,0.00,2.00,0.19,132.00,115.00,19.00,134.00,30.13,0.65,0.82234424,0.51314950,1.01226819,0.83016306,0.79448122,6.62632656,0.01019810,3.36,0.01122389,-0.06821265,-0.31111017,-0.24289751,7.27028942,0.00742171,1.06666791,1.12179255,0.05512471,0.01267157,0.00,0.00,0.00232616,2.64006829,2.50754666,1.21984160,0.16853188,0.00587148,0.28949639,0.01149132,1.88978899,0.64401728,0.38460943,0.88835466,0.34616344,0.00327146,3.94688892,1.69006121,0.29163915,0.43820322,0.02262067,0.20034482,0.00360255,0.01035343,0.00000000,0.29143593,0.52572125,0.46859005,0.00610125,8.05897522,2.07701182,0.29237691,0.69568616,0.04117866,1.56141710,0.13818851,-0.41651824,0.01465253,0.05889354,0.02147353,0.88352742,0.00270995,3.25297594,0.81422579,0.14527676,-0.92768753,0.21498278,-3.09528279,1.46248615,-2.64647913,0.67996889,0.37636358,0.89051127,0.34557897,0.00306434,2.99490571,1.63972127,0.37986255,-0.01075987,0.00008380,-2.47336102,0.70022756,-4.94326830,1.70481443,0.37116694,0.85877597,0.35431706,0.00429306,3.59922481,1.72007823,0.28453761,-0.50762177,0.03630076,-2.61287022,0.52623528,-5.26678371,1.69096160,0.36724070,0.89796180,0.34357005,0.00270995,3.25297594,0.81422579,0.14527676,-0.92768753,0.21498278,-3.09528279,1.46248615,-2.64647913,0.67996889,0.37636358,0.89051127,0.34557897,0.00306434,2.99490571,1.63972127,0.37986255,-0.01075987,0.00008380,-2.47336102,0.70022756,-4.94326830,1.70481443,0.37116694,0.85877597,0.35431706,0.00429306,3.59922481,1.72007823,0.28453761,-0.50762177,0.03630076,-2.61287022,0.52623528,-5.26678371,1.69096160,0.36724070,0.89796180,0.34357005,
