x,y,z,d,xv,yv,zv,t1,snr,acf_fwhm,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,tgt_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity,V23_superficial_deveined,V23_superficial_deveined F,V23_superficial_deveined_iso0,V23_superficial_deveined_iso0 F,V23_superficial_deveined_iso90,V23_superficial_deveined_iso90 F,V23_superficial_deveined_orth,V23_superficial_deveined_orth F,V23_superficial_deveined_sur,V23_superficial_deveined_sur F,V23_superficial_deveined_task,V23_superficial_deveined_task F,task_unwarp_gPPI_V23_tgt_filled_deveined_L2 p-val,V23_middle_deveined,V23_middle_deveined F,V23_middle_deveined_iso0,V23_middle_deveined_iso0 F,V23_middle_deveined_iso90,V23_middle_deveined_iso90 F,V23_middle_deveined_orth,V23_middle_deveined_orth F,V23_middle_deveined_sur,V23_middle_deveined_sur F,V23_middle_deveined_task,V23_middle_deveined_task F,task_unwarp_gPPI_V23_tgt_filled_deveined_L1 p-val,V23_deep_deveined,V23_deep_deveined F,V23_deep_deveined_iso0,V23_deep_deveined_iso0 F,V23_deep_deveined_iso90,V23_deep_deveined_iso90 F,V23_deep_deveined_orth,V23_deep_deveined_orth F,V23_deep_deveined_sur,V23_deep_deveined_sur F,V23_deep_deveined_task,V23_deep_deveined_task F,task_unwarp_gPPI_V23_tgt_filled_deveined_L0 p-val,V1_tgt_superficial_deveined,V1_tgt_superficial_deveined F,V1_tgt_superficial_deveined_iso0,V1_tgt_superficial_deveined_iso0 F,V1_tgt_superficial_deveined_iso90,V1_tgt_superficial_deveined_iso90 F,V1_tgt_superficial_deveined_orth,V1_tgt_superficial_deveined_orth F,V1_tgt_superficial_deveined_sur,V1_tgt_superficial_deveined_sur F,V1_tgt_superficial_deveined_task,V1_tgt_superficial_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_tgt_L2 p-val,V1_tgt_middle_deveined,V1_tgt_middle_deveined F,V1_tgt_middle_deveined_iso0,V1_tgt_middle_deveined_iso0 F,V1_tgt_middle_deveined_iso90,V1_tgt_middle_deveined_iso90 F,V1_tgt_middle_deveined_orth,V1_tgt_middle_deveined_orth F,V1_tgt_middle_deveined_sur,V1_tgt_middle_deveined_sur F,V1_tgt_middle_deveined_task,V1_tgt_middle_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_tgt_L1 p-val,V1_tgt_deep_deveined,V1_tgt_deep_deveined F,V1_tgt_deep_deveined_iso0,V1_tgt_deep_deveined_iso0 F,V1_tgt_deep_deveined_iso90,V1_tgt_deep_deveined_iso90 F,V1_tgt_deep_deveined_orth,V1_tgt_deep_deveined_orth F,V1_tgt_deep_deveined_sur,V1_tgt_deep_deveined_sur F,V1_tgt_deep_deveined_task,V1_tgt_deep_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_tgt_L0 p-val,V1_sur_superficial_deveined,V1_sur_superficial_deveined F,V1_sur_superficial_deveined_iso0,V1_sur_superficial_deveined_iso0 F,V1_sur_superficial_deveined_iso90,V1_sur_superficial_deveined_iso90 F,V1_sur_superficial_deveined_orth,V1_sur_superficial_deveined_orth F,V1_sur_superficial_deveined_sur,V1_sur_superficial_deveined_sur F,V1_sur_superficial_deveined_task,V1_sur_superficial_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_sur_L2 p-val,V1_sur_middle_deveined,V1_sur_middle_deveined F,V1_sur_middle_deveined_iso0,V1_sur_middle_deveined_iso0 F,V1_sur_middle_deveined_iso90,V1_sur_middle_deveined_iso90 F,V1_sur_middle_deveined_orth,V1_sur_middle_deveined_orth F,V1_sur_middle_deveined_sur,V1_sur_middle_deveined_sur F,V1_sur_middle_deveined_task,V1_sur_middle_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_sur_L1 p-val,V1_sur_deep_deveined,V1_sur_deep_deveined F,V1_sur_deep_deveined_iso0,V1_sur_deep_deveined_iso0 F,V1_sur_deep_deveined_iso90,V1_sur_deep_deveined_iso90 F,V1_sur_deep_deveined_orth,V1_sur_deep_deveined_orth F,V1_sur_deep_deveined_sur,V1_sur_deep_deveined_sur F,V1_sur_deep_deveined_task,V1_sur_deep_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_sur_L0 p-val
0.00,0.00,2.00,0.00,137.00,133.00,24.00,184.00,0.00,0.00,22.76282883,34.19860077,14.71460915,21.29777336,23.24345207,9.96658230,0.00164411,79.19,0.00229139,1.34933078,1.37123358,0.02190277,0.01365553,0.90705462,0.00000000,0.00000000,0.00000000,0.00000000,0.00,0.00,0.00338904,0.01237498,25.04611969,0.20619808,35.66046906,0.57048649,-61.06587601,2.17018461,-68.02621460,1.37385464,23.80635834,3.16698909,0.07546080,0.00201933,0.00333069,32.95920944,0.13206567,-2.15034819,0.00108441,-83.14717865,2.30057621,-131.73382568,3.56763196,25.43375778,3.71472454,0.05423274,0.02842997,0.33155519,47.46303177,0.18256520,41.30757904,0.23424925,-124.82621765,3.08767557,-255.13912964,5.92509174,19.37508965,2.60674191,0.10674259,-0.00529560,0.03205208,-98.30841064,2.61220551,-15.77469444,0.11307476,-65.65436554,1.89270234,-111.41506958,2.90796924,26.18431473,3.76181173,0.05273179,-0.03007937,0.41135141,-155.06047058,3.45519686,30.70206070,0.17709027,-69.23039246,1.04836512,-40.63518143,0.23302166,30.22696686,6.03222466,0.01422528,-0.01210338,0.02717852,-91.67660522,0.89333940,-3.92189384,0.00146702,-91.92523193,1.01101005,-92.56077576,1.03695321,25.11358833,5.47376919,0.01951051,-0.00529560,0.03205208,-98.30841064,2.61220551,-15.77469444,0.11307476,-65.65436554,1.89270234,-111.41506958,2.90796924,26.18431473,3.76181173,0.05273179,-0.03007937,0.41135141,-155.06047058,3.45519686,30.70206070,0.17709027,-69.23039246,1.04836512,-40.63518143,0.23302166,30.22696686,6.03222466,0.01422528,-0.01210338,0.02717852,-91.67660522,0.89333940,-3.92189384,0.00146702,-91.92523193,1.01101005,-92.56077576,1.03695321,25.11358833,5.47376919,0.01951051,
0.00,0.00,1.00,0.00,137.00,134.00,24.00,184.00,0.00,0.00,6.13866949,8.36071682,2.87009335,11.89952850,7.31725216,2.13839817,0.14398115,53.82,0.24622059,1.52085567,1.48119783,-0.03965786,0.02554942,0.87311731,-49.29761887,-118.18434143,-68.88671875,1.47303259,0.00,0.00,-0.00825382,0.15888043,12.72707081,0.11478402,3.47539353,0.01167013,10.56430149,0.14004150,-2.28961492,0.00333432,10.42382908,1.30880463,0.25289968,-0.01430643,0.35910508,-11.33255196,0.03368700,-46.25703049,1.04688823,8.25618458,0.04898407,-42.64329147,0.80681616,12.44611073,1.91990817,0.16619233,-0.02860340,0.72542053,35.42874146,0.21991096,12.08376217,0.04334379,-46.07668686,0.90937966,-156.57060242,4.82317305,13.56754589,2.76299882,0.09679749,-0.01413594,0.49576843,-89.95552063,4.74269962,-35.88744354,1.26878679,-20.75107002,0.40994292,-48.19238663,1.17976391,13.05028248,2.02623892,0.15493147,-0.02714785,0.72681254,-138.46368408,5.97606087,-19.54122353,0.15559553,-13.34654236,0.08451895,0.54690927,0.00008401,13.25298119,2.51523685,0.11308382,-0.05310095,1.13123810,-75.19803619,1.30144215,-18.51595879,0.07005451,34.86985016,0.31499448,-18.69561577,0.09162260,12.82812405,3.09259701,0.07897148,-0.01413594,0.49576843,-89.95552063,4.74269962,-35.88744354,1.26878679,-20.75107002,0.40994292,-48.19238663,1.17976391,13.05028248,2.02623892,0.15493147,-0.02714785,0.72681254,-138.46368408,5.97606087,-19.54122353,0.15559553,-13.34654236,0.08451895,0.54690927,0.00008401,13.25298119,2.51523685,0.11308382,-0.05310095,1.13123810,-75.19803619,1.30144215,-18.51595879,0.07005451,34.86985016,0.31499448,-18.69561577,0.09162260,12.82812405,3.09259701,0.07897148,
0.00,0.00,1.00,0.00,137.00,135.00,24.00,178.00,0.00,0.00,-7.64452791,-11.60006714,6.39217567,-5.01492596,-4.46683645,1.47757697,0.22445473,39.52,0.21445150,1.62783873,1.50803757,-0.11980118,0.13332854,0.71527263,-34.29013443,-39.52719116,-5.23705530,0.03524562,0.00,0.00,-0.00987991,0.42418474,46.46121597,2.85073900,32.44021606,1.89694488,2.37666130,0.01320722,29.82371140,1.06100571,-0.74357295,0.01235263,0.91152693,-0.00928424,0.27987418,-22.24070549,0.24011315,16.44975090,0.24498659,-10.40453625,0.14388224,18.79120827,0.28993046,-1.88028085,0.08106913,0.77591587,-0.02737894,1.22901559,57.56203842,1.07344687,10.99855900,0.06640598,-55.10395813,2.40521693,2.79770136,0.00287371,1.82628036,0.09258004,0.76098915,0.00480933,0.10679779,-86.01209259,8.06957531,-42.75707245,3.35175943,-37.10377502,2.43943691,-2.10064864,0.00414977,-5.55215025,0.68251932,0.40892820,0.01283544,0.30249956,-123.58187866,8.86265850,-46.75143814,1.65842962,-43.81942368,1.69612479,19.81933022,0.22382466,-6.48793268,1.12217331,0.28972051,-0.00505624,0.01910526,-55.20516205,1.30335176,-73.17640686,2.03269148,-25.26426125,0.30723751,51.12911606,1.27306294,-3.39813662,0.40322980,0.52557901,0.00480933,0.10679779,-86.01209259,8.06957531,-42.75707245,3.35175943,-37.10377502,2.43943691,-2.10064864,0.00414977,-5.55215025,0.68251932,0.40892820,0.01283544,0.30249956,-123.58187866,8.86265850,-46.75143814,1.65842962,-43.81942368,1.69612479,19.81933022,0.22382466,-6.48793268,1.12217331,0.28972051,-0.00505624,0.01910526,-55.20516205,1.30335176,-73.17640686,2.03269148,-25.26426125,0.30723751,51.12911606,1.27306294,-3.39813662,0.40322980,0.52557901,
0.00,0.00,1.00,0.00,137.00,136.00,24.00,179.00,0.00,0.00,0.05846146,1.57406271,4.15314341,-6.35616159,-0.14262345,0.00322944,0.95469397,27.06,0.78513984,1.71901441,1.52684164,-0.19217284,0.25444344,0.61434791,-34.25358200,-40.58679581,-6.33321095,0.05212967,0.00,0.00,-0.00369123,0.12680919,-8.86317062,0.22216570,43.17520142,7.19758654,-11.30130196,0.63970411,24.33761406,1.51347268,0.56722355,0.01547671,0.90102062,-0.00628525,0.27522445,-27.61677933,0.79430920,43.89807892,3.74345088,-16.90826988,0.81530160,25.85859489,1.17806351,1.20604944,0.07160648,0.78907009,-0.02544529,2.28424215,25.71781158,0.46107650,52.60988998,3.26797771,-58.04724121,5.74290085,46.23020935,1.67317796,5.47017622,1.78715181,0.18159395,0.00348039,0.11867243,-28.89121628,1.93131292,-1.99946725,0.01552956,-38.28499603,5.50958967,12.09392643,0.29331774,-0.75845146,0.02698988,0.86954101,0.00773727,0.23364140,-58.46482086,4.21626759,0.94075173,0.00149610,-40.84966660,3.13317204,28.48771667,0.98318899,-1.31696510,0.09832721,0.75391526,-0.01236896,0.24532244,-64.30747223,3.80412650,-37.14291000,1.12646186,-66.90566254,4.63481474,52.25963593,2.86075878,1.90103567,0.27146679,0.60247108,0.00348039,0.11867243,-28.89121628,1.93131292,-1.99946725,0.01552956,-38.28499603,5.50958967,12.09392643,0.29331774,-0.75845146,0.02698988,0.86954101,0.00773727,0.23364140,-58.46482086,4.21626759,0.94075173,0.00149610,-40.84966660,3.13317204,28.48771667,0.98318899,-1.31696510,0.09832721,0.75391526,-0.01236896,0.24532244,-64.30747223,3.80412650,-37.14291000,1.12646186,-66.90566254,4.63481474,52.25963593,2.86075878,1.90103567,0.27146679,0.60247108,
0.00,0.00,2.00,0.33,138.00,130.00,24.00,163.00,0.00,0.00,0.12361337,-7.19847536,-9.39399147,-7.12791729,-5.89919281,2.00607061,0.15699707,44.80,0.18663163,2.24879503,2.18470097,-0.06409406,0.06376101,0.80082683,0.00000000,0.00000000,0.00000000,0.00000000,2.56,3.95,-0.01282664,0.55880827,-36.00164032,1.33778811,-43.93784332,2.71978045,43.64968109,3.48194075,-3.54984927,0.01171900,-1.93375027,0.06551713,0.79803477,-0.02227237,1.26087415,-46.61843872,0.82588959,-28.89951515,0.59198844,54.30984497,3.06905150,19.30491066,0.23959275,-0.05121144,0.00006055,0.99379310,-0.00140073,0.00248430,-164.01818848,6.79959965,-6.99404812,0.02090451,16.54606247,0.16917501,4.78589916,0.00648343,-6.56393862,0.93300748,0.33432873,-0.01452399,0.74914509,20.86155891,0.36508855,19.79053497,0.55223936,6.18041420,0.05208669,13.32818317,0.12916295,-0.46004641,0.00361295,0.95208242,-0.03584715,1.82683074,106.34488678,5.08144617,42.84493256,1.07851374,15.45157242,0.16331209,14.51862907,0.09300978,1.47599089,0.04493051,0.83217738,-0.02262966,0.29691771,97.99274445,3.19420624,59.47994614,1.04461873,32.22216034,0.38874170,24.47679901,0.22690192,-3.88830614,0.41061032,0.52181459,-0.01452399,0.74914509,20.86155891,0.36508855,19.79053497,0.55223936,6.18041420,0.05208669,13.32818317,0.12916295,-0.46004641,0.00361295,0.95208242,-0.03584715,1.82683074,106.34488678,5.08144617,42.84493256,1.07851374,15.45157242,0.16331209,14.51862907,0.09300978,1.47599089,0.04493051,0.83217738,-0.02262966,0.29691771,97.99274445,3.19420624,59.47994614,1.04461873,32.22216034,0.38874170,24.47679901,0.22690192,-3.88830614,0.41061032,0.52181459,
0.00,0.00,3.00,0.30,138.00,131.00,24.00,157.00,0.00,0.00,18.66705322,35.21910477,52.53719330,-4.22727108,25.54902077,0.88253605,0.34774580,292.51,0.26970095,1.84565806,2.03098702,0.18532884,0.96964180,0.32559319,0.00000000,0.00000000,0.00000000,0.00000000,2.59,3.70,0.14008242,1.55247843,-8.97327328,0.00199129,62.24911499,0.12717073,-105.46363831,0.47347334,-161.21597290,0.56443888,-23.54890251,0.22664447,0.63413272,0.18748616,2.09061480,28.31383133,0.00716337,199.39894104,0.65939236,-198.96556091,0.96388078,-86.87662506,0.11352575,-31.61937714,0.42009968,0.51704410,0.27845666,2.31671953,67.88540649,0.02717453,89.81501007,0.08061779,-248.03674316,0.88797319,-158.92735291,0.16739513,-25.33590698,0.32464510,0.56896424,0.02729398,0.06207674,60.97492599,0.07319091,130.77761841,0.56546760,-67.99319458,0.14773722,-28.04508591,0.01346351,15.41751385,0.09496747,0.75802219,0.08241687,0.22548592,129.78379822,0.17669551,349.04138184,1.67181838,-124.56259918,0.24784443,54.94998169,0.03104844,7.54026842,0.02733711,0.86871207,0.04563785,0.02821006,144.49104309,0.16238865,443.50924683,1.35824192,25.91243553,0.00587710,57.24653625,0.02902381,19.00785255,0.22947796,0.63202154,0.02729398,0.06207674,60.97492599,0.07319091,130.77761841,0.56546760,-67.99319458,0.14773722,-28.04508591,0.01346351,15.41751385,0.09496747,0.75802219,0.08241687,0.22548592,129.78379822,0.17669551,349.04138184,1.67181838,-124.56259918,0.24784443,54.94998169,0.03104844,7.54026842,0.02733711,0.86871207,0.04563785,0.02821006,144.49104309,0.16238865,443.50924683,1.35824192,25.91243553,0.00587710,57.24653625,0.02902381,19.00785255,0.22947796,0.63202154,
0.00,0.00,0.00,0.00,138.00,132.00,23.00,159.00,36.68,0.86,5.52140856,4.37476730,4.81283092,5.04283428,4.93796015,500.12554932,0.00000000,2.37,0.00000000,1.45563281,1.70655692,0.25092405,2.33905816,0.12725960,0.67256486,0.83724779,0.16468294,0.20043220,0.00,0.00,0.01124658,187.75973511,1.63030088,1.19891012,-0.21949211,0.02964623,0.39283004,0.12324954,-0.23634206,0.02280479,0.79434019,4.83896971,0.02806397,0.01369980,217.63677979,-0.03109091,0.00021581,0.99172437,0.31810734,0.43684900,0.09064116,0.77138853,0.17459215,0.57052231,2.66646886,0.10281489,0.02154390,278.24661255,-3.91188574,1.81268036,-0.47431788,0.04514784,0.31189510,0.02817580,-0.09035538,0.00110928,0.73050290,5.41574430,0.02016554,0.00989600,145.77690125,0.01669541,0.00009859,1.14148700,0.77000219,-1.11551762,0.71074849,-0.49414861,0.07433824,1.10699153,8.74657440,0.00317873,0.01526839,135.86375427,-0.91383582,0.15388706,0.77084965,0.14312370,-0.76476014,0.16406862,-0.21822825,0.00863009,1.66153443,23.36222839,0.00000156,0.02325151,126.77281189,-4.29069662,2.47670150,1.17539763,0.16500527,-0.83118069,0.10469103,-1.58098674,0.38297638,2.43701649,65.23806763,0.00000000,0.00989600,145.77690125,0.01669541,0.00009859,1.14148700,0.77000219,-1.11551762,0.71074849,-0.49414861,0.07433824,1.10699153,8.74657440,0.00317873,0.01526839,135.86375427,-0.91383582,0.15388706,0.77084965,0.14312370,-0.76476014,0.16406862,-0.21822825,0.00863009,1.66153443,23.36222839,0.00000156,0.02325151,126.77281189,-4.29069662,2.47670150,1.17539763,0.16500527,-0.83118069,0.10469103,-1.58098674,0.38297638,2.43701649,65.23806763,0.00000000,
0.00,0.00,2.00,0.26,138.00,132.00,24.00,167.00,0.00,0.00,38.96743774,20.06951714,39.85755157,17.28326797,29.04444313,4.96218729,0.02614000,140.24,0.02566253,1.60858083,1.85450339,0.24592248,2.04041338,0.15424785,0.00000000,0.00000000,0.00000000,0.00000000,2.59,3.70,0.04354656,0.65223360,58.93467712,0.36310622,29.24342537,0.12208475,-49.87446594,0.46040019,-31.71576309,0.09503132,14.71559143,0.38484734,0.53516931,0.08090019,1.69033265,53.18896103,0.10926966,11.39559174,0.00935191,-47.47960663,0.23832598,-74.65566254,0.36403531,5.19522524,0.04922057,0.82447287,0.15028968,2.94303274,181.57548523,0.84880930,-10.45382309,0.00474030,-165.80213928,1.73050439,-113.77214813,0.37428591,2.97694278,0.01955372,0.88882033,-0.01346907,0.06572568,58.15736771,0.28933051,5.19504356,0.00392979,-25.94221878,0.09352891,-40.43420029,0.12123390,35.06193924,2.13465977,0.14433341,-0.02104571,0.06385412,10.63964367,0.00520657,94.59315491,0.53303456,-0.20358828,0.00000000,2.78152418,0.00039295,32.97219086,2.27556443,0.13176010,-0.00168799,0.00009819,9.63113308,0.00314195,30.34211922,0.02759021,19.48702812,0.01443331,23.49858665,0.02120813,29.01498604,2.32278156,0.12782502,-0.01346907,0.06572568,58.15736771,0.28933051,5.19504356,0.00392979,-25.94221878,0.09352891,-40.43420029,0.12123390,35.06193924,2.13465977,0.14433341,-0.02104571,0.06385412,10.63964367,0.00520657,94.59315491,0.53303456,-0.20358828,0.00000000,2.78152418,0.00039295,32.97219086,2.27556443,0.13176010,-0.00168799,0.00009819,9.63113308,0.00314195,30.34211922,0.02759021,19.48702812,0.01443331,23.49858665,0.02120813,29.01498604,2.32278156,0.12782502,
0.00,0.00,0.00,0.00,138.00,133.00,23.00,168.00,29.15,0.91,5.63336372,4.55888891,5.39581060,5.61660337,5.30116653,407.64724731,0.00000000,2.82,0.00000000,1.65337539,1.83160532,0.17822994,1.10360992,0.29435289,3.44009590,2.57816029,-0.86193556,3.95730162,0.00,0.00,0.01499464,243.99955750,-0.40476924,0.05403163,-2.55655193,2.94195771,-0.83833188,0.41035241,-1.07693374,0.34548414,-0.21546236,0.26030666,0.61002820,0.01651360,228.05455017,2.63177705,0.86599278,0.48887670,0.05579770,0.73311150,0.18404682,1.96261406,0.81470871,0.05688649,0.01914398,0.88998386,0.02533214,271.87802124,-3.50470519,1.02823746,-2.98674488,1.26491392,-0.56979233,0.06647952,5.08671093,2.43261719,0.38597396,1.06853282,0.30154043,0.01298313,193.35090637,3.86914635,4.05611944,0.84791887,0.32744339,0.89328617,0.35122290,6.01650286,8.50038433,0.26234564,0.37849718,0.53855611,0.01945706,166.23822021,5.14674807,3.67620158,-0.48859921,0.04332507,3.20245481,2.16654563,7.07089663,6.81489468,1.08912671,7.56325674,0.00607031,0.03014306,157.00425720,4.38938427,1.90998542,1.13686931,0.11371724,2.99939108,1.00383413,3.54229736,1.41643715,2.03642654,33.56866837,0.00000001,0.01298313,193.35090637,3.86914635,4.05611944,0.84791887,0.32744339,0.89328617,0.35122290,6.01650286,8.50038433,0.26234564,0.37849718,0.53855611,0.01945706,166.23822021,5.14674807,3.67620158,-0.48859921,0.04332507,3.20245481,2.16654563,7.07089663,6.81489468,1.08912671,7.56325674,0.00607031,0.03014306,157.00425720,4.38938427,1.90998542,1.13686931,0.11371724,2.99939108,1.00383413,3.54229736,1.41643715,2.03642654,33.56866837,0.00000001,
0.00,0.00,2.00,0.21,138.00,133.00,24.00,162.00,0.00,0.00,26.75518036,28.20955086,20.00658989,31.80296326,26.69357109,8.88832474,0.00294289,96.30,0.00627509,1.77268386,1.92492712,0.15224321,0.71155822,0.39962465,0.00000000,0.00000000,0.00000000,0.00000000,2.62,3.42,0.01176907,0.10119685,28.87368965,0.18514423,65.83854675,1.31419992,-49.11510468,0.94872040,-75.06472778,1.13051927,23.85396767,2.14886475,0.14300660,0.01575693,0.13625455,35.19229126,0.10153735,61.77758789,0.58391821,-51.13211823,0.58726442,-140.31175232,2.73199272,23.39643478,2.12182736,0.14554397,0.06832487,1.29327691,56.19030380,0.17280085,75.22946167,0.52470148,-120.76312256,1.95183074,-279.15255737,4.79044676,14.87140942,1.03722501,0.30872730,-0.00603917,0.02811291,-68.37722015,0.85091197,18.76656723,0.10774874,-50.24880600,0.74650753,-103.57048798,1.69200003,29.40432167,3.19421172,0.07421844,-0.03729120,0.42640829,-110.63291931,1.18623209,96.54026031,1.18111229,-37.86623764,0.21158460,-32.99535370,0.10365033,34.42947006,5.27791262,0.02181451,-0.06511352,0.53065401,-62.63677216,0.28175673,80.30942535,0.41110820,-54.51290512,0.24013476,-60.04213715,0.29479620,33.75254440,6.67902184,0.00990377,-0.00603917,0.02811291,-68.37722015,0.85091197,18.76656723,0.10774874,-50.24880600,0.74650753,-103.57048798,1.69200003,29.40432167,3.19421172,0.07421844,-0.03729120,0.42640829,-110.63291931,1.18623209,96.54026031,1.18111229,-37.86623764,0.21158460,-32.99535370,0.10365033,34.42947006,5.27791262,0.02181451,-0.06511352,0.53065401,-62.63677216,0.28175673,80.30942535,0.41110820,-54.51290512,0.24013476,-60.04213715,0.29479620,33.75254440,6.67902184,0.00990377,
