label,tgtOri,surOri,tgtPh,surPh,tgtC,surC,onset,deltaOri,RT,response,correct
surround_67,67.50,67.50,0.00,0.00,0.0000,0.40,0.01,6.00,0.93,b,1
surround_67,67.50,67.50,0.00,0.00,0.0000,0.40,1.51,6.00,0.87,b,1
surround_67,67.50,67.50,0.00,0.00,0.0000,0.40,2.71,4.00,0.88,r,1
surround_67,67.50,67.50,0.00,0.00,0.0000,0.40,4.21,4.00,0.97,b,1
surround_67,67.50,67.50,0.00,0.00,0.0000,0.40,5.71,4.00,0.92,r,1
surround_67,67.50,67.50,0.00,0.00,0.0000,0.40,6.91,3.00,0.77,b,0
surround_67,67.50,67.50,0.00,0.00,0.0000,0.40,8.71,4.00,0.83,r,1
surround_67,67.50,67.50,0.00,0.00,0.0000,0.40,10.51,4.00,0.78,b,1
center_112,112.50,0.00,0.50,0.00,0.4000,0.40,12.01,4.00,0.90,b,1
center_112,112.50,0.00,0.50,0.00,0.4000,0.40,13.21,3.00,0.85,r,1
center_112,112.50,0.00,0.50,0.00,0.4000,0.40,14.71,3.00,1.06,[],0
center_112,112.50,0.00,0.50,0.00,0.4000,0.40,16.51,4.00,1.06,[],0
center_112,112.50,0.00,0.50,0.00,0.4000,0.40,18.31,6.00,1.06,[],0
center_112,112.50,0.00,0.50,0.00,0.4000,0.40,19.51,8.00,1.06,[],0
center_112,112.50,0.00,0.50,0.00,0.4000,0.40,20.71,12.00,0.76,b,1
center_112,112.50,0.00,0.50,0.00,0.4000,0.40,22.51,12.00,1.06,[],0
surround_112,0.00,112.50,0.00,0.00,0.0000,0.40,24.01,16.00,0.97,r,1
surround_112,0.00,112.50,0.00,0.00,0.0000,0.40,25.21,16.00,0.84,b,1
surround_112,0.00,112.50,0.00,0.00,0.0000,0.40,26.71,16.00,0.77,b,1
surround_112,0.00,112.50,0.00,0.00,0.0000,0.40,28.21,12.00,0.78,b,1
surround_112,0.00,112.50,0.00,0.00,0.0000,0.40,29.41,12.00,0.88,r,1
surround_112,0.00,112.50,0.00,0.00,0.0000,0.40,31.21,12.00,0.82,b,1
surround_112,0.00,112.50,0.00,0.00,0.0000,0.40,33.01,8.00,0.89,b,1
surround_112,0.00,112.50,0.00,0.00,0.0000,0.40,34.51,8.00,0.76,r,1
center_22,22.50,0.00,0.50,0.00,0.4000,0.40,35.71,8.00,0.77,b,1
center_22,22.50,0.00,0.50,0.00,0.4000,0.40,36.91,6.00,0.76,b,1
center_22,22.50,0.00,0.50,0.00,0.4000,0.40,38.71,6.00,0.85,r,1
center_22,22.50,0.00,0.50,0.00,0.4000,0.40,40.51,6.00,0.77,b,1
center_22,22.50,0.00,0.50,0.00,0.4000,0.40,42.01,4.00,0.86,r,1
center_22,22.50,0.00,0.50,0.00,0.4000,0.40,43.81,4.00,1.06,[],0
center_22,22.50,0.00,0.50,0.00,0.4000,0.40,45.31,6.00,0.76,b,1
center_22,22.50,0.00,0.50,0.00,0.4000,0.40,46.51,6.00,0.80,r,1
