label,tgtOri,surOri,tgtPh,surPh,tgtC,surC,onset,deltaOri,RT,response,correct
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,0.30,6.00,0.93,b,1
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,1.80,6.00,1.07,[],0
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,3.60,8.00,0.87,b,0
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,4.80,12.00,0.77,r,1
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,6.60,12.00,0.91,r,1
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,7.80,12.00,1.07,[],0
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,9.00,16.00,0.83,b,1
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,10.50,16.00,1.07,[],0
orth_157,157.50,247.50,0.00,0.00,0.4000,0.40,12.30,16.00,0.90,b,1
orth_157,157.50,247.50,0.00,0.00,0.4000,0.40,13.50,16.00,0.83,r,1
orth_157,157.50,247.50,0.00,0.00,0.4000,0.40,14.70,16.00,0.81,b,1
orth_157,157.50,247.50,0.00,0.00,0.4000,0.40,16.50,12.00,1.07,[],0
orth_157,157.50,247.50,0.00,0.00,0.4000,0.40,18.00,16.00,1.07,[],0
orth_157,157.50,247.50,0.00,0.00,0.4000,0.40,19.20,16.00,0.77,r,1
orth_157,157.50,247.50,0.00,0.00,0.4000,0.40,21.00,16.00,0.79,r,1
orth_157,157.50,247.50,0.00,0.00,0.4000,0.40,22.50,16.00,0.82,r,1
iso_45,45.00,45.00,0.00,0.00,0.4000,0.40,23.70,12.00,1.06,[],0
iso_45,45.00,45.00,0.00,0.00,0.4000,0.40,24.90,16.00,0.78,r,1
iso_45,45.00,45.00,0.00,0.00,0.4000,0.40,26.70,16.00,1.06,[],0
iso_45,45.00,45.00,0.00,0.00,0.4000,0.40,28.50,16.00,0.79,r,1
iso_45,45.00,45.00,0.00,0.00,0.4000,0.40,30.00,16.00,0.83,r,1
