depth bin,avg,stdev,norm_depths,t-statistic,p-value,p-value corrected,df,N
0,-0.1185729765709813,0.29534534165496007,0.0,-1.3315330160885985,0.20994843629196347,0.23994107004795825,11,12
1,-0.2411235552966449,0.3091038775573595,0.5,-2.5872090876216283,0.025263594953396806,0.03742754807910638,11,12
2,-0.4094919307218466,0.5044406325288172,1.0,-2.6923506975917255,0.020941010628316666,0.033505617005306666,11,12
