depth bin,avg,stdev,norm_depths,t-statistic,p-value,p-value corrected,df,N
0,-0.15442085356579824,0.277729738761221,0.0,-1.8440806280543667,0.09225066963633355,0.11570135244052138,11,12
1,-0.16929958078256288,0.28122936385742403,0.5,-1.996602271251064,0.07121725103914846,0.09410369418253502,11,12
2,-0.2693466937906945,0.3258194617528236,1.0,-2.7417696813463612,0.019170694163596225,0.03188349905915062,11,12
