depth bin,avg,stdev,norm_depths,t-statistic,p-value,p-value corrected,df,N
0,0.41398599577115985,0.2815257655425486,0.0,4.877124528152929,0.0004891195700132157,0.001150869576501684,11,12
1,0.5063458921977192,0.3084122596738525,0.5,5.4451769859392405,0.00020230885259635376,0.0005394902735902767,11,12
2,0.6520333623847562,0.3411388304255876,1.0,6.339208031891825,5.5272085293409504e-05,0.00020098940106694362,11,12
