depth bin,avg,stdev,norm_depths,t-statistic,p-value,p-value corrected,df,N
0,0.3376067900700852,0.42519659413311095,0.0,2.6334054994528504,0.023265411216715395,0.0364947626928869,11,12
1,0.30876292219178353,0.37491490785539294,0.5,2.731421825666179,0.019528643173729755,0.03188349905915062,11,12
2,0.44318259093591855,0.4216218228608812,1.0,3.486229336466305,0.00509226521658645,0.009473981798300371,11,12
