depth bin,avg,stdev,norm_depths,t-statistic,p-value,p-value corrected,df,N
0,-0.03242207164554328,0.3308399551626254,0.0,-0.32502678378562266,0.7512587549002868,0.7705217998977301,11,12
1,0.04103909181965356,0.37872079672037173,0.5,0.3593973990375611,0.7261019354858089,0.7643178268271673,11,12
2,-0.0791171714668151,0.40011113191935976,1.0,-0.6558227234790448,0.5254178623313747,0.5680193106285131,11,12
