depth bin,avg,stdev,norm_depths,t-statistic,p-value,p-value corrected,df,N
0,0.15268017487695726,0.24478824419046943,0.0,2.0686567472525286,0.06291865974537633,0.08531343694288315,11,12
1,0.13860562336119067,0.1843821293092174,0.5,2.4932071684205654,0.029864736733415706,0.04343961706678648,11,12
2,0.27806370263486857,0.20798775953705814,1.0,4.434073291185671,0.0010048209094827292,0.0021154124410162722,11,12
