label,tgtOri,surOri,tgtPh,surPh,tgtC,surC,onset,deltaOri,RT,response,correct
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,0.01,6.00,1.06,[],0
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,1.51,8.00,1.06,[],0
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,3.31,12.00,0.76,b,0
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,4.51,16.00,0.76,b,0
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,5.71,16.00,1.06,[],0
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,7.51,16.00,1.06,[],0
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,9.31,16.00,0.77,r,1
rest_0,0.00,90.00,0.00,0.00,0.0000,0.40,10.51,16.00,0.76,r,1
orth_157,157.50,247.50,0.00,0.00,0.4000,0.40,12.01,16.00,1.06,[],0
orth_157,157.50,247.50,0.00,0.00,0.4000,0.40,13.81,16.00,0.91,b,0
orth_157,157.50,247.50,0.00,0.00,0.4000,0.40,15.01,16.00,0.76,r,1
orth_157,157.50,247.50,0.00,0.00,0.4000,0.40,16.81,16.00,1.06,[],0
orth_157,157.50,247.50,0.00,0.00,0.4000,0.40,18.31,16.00,0.76,r,0
orth_157,157.50,247.50,0.00,0.00,0.4000,0.40,20.11,16.00,1.06,[],0
orth_157,157.50,247.50,0.00,0.00,0.4000,0.40,21.31,16.00,0.89,r,1
orth_157,157.50,247.50,0.00,0.00,0.4000,0.40,22.51,16.00,0.79,r,1
iso90_112,112.50,112.50,0.25,0.00,0.4000,0.40,23.71,16.00,0.81,r,0
iso90_112,112.50,112.50,0.25,0.00,0.4000,0.40,25.21,16.00,0.76,b,0
iso90_112,112.50,112.50,0.25,0.00,0.4000,0.40,26.71,16.00,0.76,r,0
iso90_112,112.50,112.50,0.25,0.00,0.4000,0.40,28.21,16.00,1.06,[],0
iso90_112,112.50,112.50,0.25,0.00,0.4000,0.40,29.41,16.00,0.81,r,0
iso90_112,112.50,112.50,0.25,0.00,0.4000,0.40,31.21,16.00,0.76,b,0
iso90_112,112.50,112.50,0.25,0.00,0.4000,0.40,33.01,16.00,0.76,r,0
iso90_112,112.50,112.50,0.25,0.00,0.4000,0.40,34.51,16.00,1.06,[],0
iso_22,22.50,22.50,0.00,0.00,0.4000,0.40,36.01,16.00,0.83,b,1
iso_22,22.50,22.50,0.00,0.00,0.4000,0.40,37.51,16.00,0.77,b,0
iso_22,22.50,22.50,0.00,0.00,0.4000,0.40,39.01,16.00,0.86,r,1
iso_22,22.50,22.50,0.00,0.00,0.4000,0.40,40.51,16.00,0.85,b,0
iso_22,22.50,22.50,0.00,0.00,0.4000,0.40,41.71,16.00,0.85,b,1
iso_22,22.50,22.50,0.00,0.00,0.4000,0.40,43.51,16.00,0.81,b,1
iso_22,22.50,22.50,0.00,0.00,0.4000,0.40,44.71,16.00,0.82,b,0
iso_22,22.50,22.50,0.00,0.00,0.4000,0.40,46.51,16.00,0.82,r,1
surround_90,0.00,90.00,0.00,0.00,0.0000,0.40,48.01,16.00,0.78,b,1
surround_90,0.00,90.00,0.00,0.00,0.0000,0.40,49.21,16.00,1.05,b,0
surround_90,0.00,90.00,0.00,0.00,0.0000,0.40,51.01,16.00,0.76,b,1
surround_90,0.00,90.00,0.00,0.00,0.0000,0.40,52.51,16.00,0.76,b,1
surround_90,0.00,90.00,0.00,0.00,0.0000,0.40,54.31,16.00,1.06,[],0
surround_90,0.00,90.00,0.00,0.00,0.0000,0.40,55.81,16.00,1.06,[],0
surround_90,0.00,90.00,0.00,0.00,0.0000,0.40,57.01,16.00,0.76,b,1
surround_90,0.00,90.00,0.00,0.00,0.0000,0.40,58.51,16.00,1.06,[],0
rest_157,157.50,247.50,0.00,0.00,0.0000,0.40,59.71,16.00,0.80,r,0
