x,y,z,d,scale_xy_dist,t1,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,NULL,theta all,theta F,tgt_theta p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
73.99,37.68,0.00,0.00,4.81,159.00,6.36979818,9.15665627,5.34875488,7.04489899,6.98002720,10.75471401,0.00107847,21.95,5.91323805,4.51305485,4.85359192,5.00228548,8.20895672,13.86465549,7.56063271,5.69788742,7.18827534,6.97108650,10.61206245,0.00116412,7.75506926,5.09941626,16.71376991,13.82661533,18.76485634,8.38121414,5.06597710,-2.89781284,2.29710960,0.72177452,0.39578110,-3.41478777,9.05916023,1.50790536,-5.20307589,2.70995712,17.07697868,6.35237408,13.61796665,-1.74233067,0.40861049,0.52283302,11.13263512,-1.12845707,-4.62205076,7.32455587,3.75174189,16.73655510,11.48904896,6.67473269,-0.71084064,0.06883118,0.79310435,-2.90790987,-4.66843128,-1.76052165,44.76391602,0.00000000,-1.45548475,-1.36236274,0.09312209,0.00105309,nan,nan,
72.68,36.38,0.00,0.00,4.72,131.00,2.32249570,1.92249298,9.15897560,-2.04126930,2.84067369,0.35488969,0.55150202,49.18,2.86651659,2.70610261,8.06184101,-13.03708839,7.20024586,-11.82723141,10.75111198,22.40198708,-3.56232023,2.83728933,0.35489237,0.55150129,-2.89916754,0.53189081,9.44242668,-11.77744484,-4.78327942,-13.22728348,14.28575706,21.31319046,3.92824364,0.41840789,0.51789216,30.06143379,10.93753433,-1.39094496,-9.95439148,-11.48765087,-9.46154308,8.22704029,49.72451019,11.60210609,3.63963056,0.05672721,-14.43483734,-0.53120130,17.04152298,-12.93823814,39.84487152,-11.55060005,11.87592602,-10.59864521,4.13378096,0.46727031,0.49441591,-2.20036650,-5.08112383,-2.88075757,64.57555389,0.00000000,-7.23083019,-14.09453297,-6.86370230,0.70928973,nan,nan,
73.33,37.02,0.00,0.00,4.68,130.00,6.23413801,1.08348501,3.35820794,1.80721116,3.12076044,2.79691172,0.09477990,19.24,6.16334677,-0.07277329,7.69120073,1.25545239,5.96338987,6.54400778,2.45173144,-0.87382984,1.93424928,3.44730210,3.37784767,0.06639644,12.46054173,-5.26095343,-0.30392033,-4.31282234,-1.01673818,8.73194885,-2.49289012,-1.35112667,-0.84547204,0.12715615,0.72147994,2.54579282,-2.60232949,6.11353254,3.10548353,10.43023777,7.29955578,9.94222164,-7.61106157,1.53441155,0.41087258,0.52168487,3.47686052,5.82804346,16.66431808,3.64351726,7.07532692,3.62738037,0.07251783,8.90674019,4.44730997,3.49054694,0.06203444,-0.74360013,-3.33969069,-2.59609056,116.66673279,0.00000000,-19.61208916,-22.46807671,-2.85598707,0.66557920,nan,nan,
73.33,37.02,0.00,0.00,4.68,149.00,2.23623562,8.37708473,16.88750458,13.06538582,10.14155293,4.41446781,0.03590201,49.78,15.64943886,15.36164188,16.69112968,-3.47732544,8.68624306,7.49113321,20.90576744,-2.90269232,13.47251511,10.19844151,4.41499519,0.03589240,19.26612091,24.91200638,30.07614326,-9.25169277,12.81157017,-5.28292990,9.27088356,-19.74510193,-4.44911671,0.52757841,0.46780949,24.38784409,-3.09054804,17.82225990,17.06863785,0.62398148,3.68423486,42.07947922,28.42814636,4.22573900,0.46496066,0.49548446,-2.03555584,18.84533119,0.85926056,-19.16338921,6.70576715,19.86472130,11.95048428,-19.82150841,-11.10426903,3.26049638,0.07129089,-0.59149939,-3.17614102,-2.58464170,90.48471069,0.00000000,-89.14038086,-72.98872375,16.15166092,4.48692989,nan,nan,
74.23,38.18,0.00,0.00,5.08,105.00,-0.27688080,0.74305582,-0.78867865,4.33742237,1.00372970,0.67122406,0.41283350,12.63,3.30230427,0.06653285,2.79070592,2.71338606,3.52518201,-1.21893060,-6.21611071,-3.48184633,4.59404612,0.67435497,0.30579808,0.58040278,5.00752401,0.05589142,-6.66288376,5.38729620,3.25111604,-0.49847034,2.47967386,-2.40409017,-3.55616260,5.21428680,0.02262682,3.22650909,4.29998255,5.16766357,1.11669123,7.03064394,0.00437575,-19.64522934,-5.53832102,-5.37039995,12.10641861,0.00052581,0.81520754,-3.92684245,8.69349861,1.65022147,-1.15726578,-3.36620235,-2.25718665,-2.56683946,-4.63306570,8.83297253,0.00303457,-0.68584615,-2.78723979,-2.10139370,134.82853699,0.00000000,-10.13751125,-14.20146465,-4.06395245,4.13800812,nan,nan,
73.99,37.68,0.00,0.00,4.81,104.00,4.42676973,1.91700709,1.32277358,5.58840370,3.31373858,2.98214149,0.08451739,19.79,3.14698243,-0.74231035,6.72671795,4.27602673,6.09733725,-0.53641391,-1.06903780,2.16897917,5.43863249,2.83126760,2.15656567,0.14229909,7.80213451,1.31921041,-1.04464757,0.11370516,-1.12385857,1.11520886,-0.22056189,7.15285730,-3.71463346,2.30092359,0.12963692,-1.40329742,-2.83335376,4.28385973,4.85034800,9.95206738,-2.92990565,-4.33443165,2.71955276,-4.30029058,3.03768587,0.08168232,2.92187595,0.09695995,16.57599640,7.35916710,9.47223186,0.75873929,2.27389336,-3.57259870,-1.28614700,0.27737749,0.59855087,-0.82918733,-3.01958966,-2.19040251,115.50621033,0.00000000,-13.00104809,-16.47548485,-3.47443628,1.60681796,nan,nan,
73.33,37.01,21.00,0.71,4.67,110.00,-1.07465565,-3.07490349,-0.64309013,-5.19656754,-2.49730420,0.47904104,0.48902848,37.21,0.14742963,-5.11703682,3.78018069,-3.37074065,13.40476322,-6.81617928,-15.41837788,2.13367343,-5.18060446,-1.82449508,0.25600794,0.61299577,-4.11381006,5.12342739,-14.74218941,5.68582630,13.42272377,-8.53550720,-9.56817627,-9.07948589,2.38162589,0.26869532,0.60433161,8.40661240,-16.74201584,7.06897974,-3.03395057,13.61059761,1.36301696,-35.75171280,18.53873634,4.03240156,0.76846975,0.38091724,-7.90399933,-3.49417567,17.36857414,-11.12398052,12.28909016,-10.84925461,0.43876001,-5.85099983,4.07111597,0.78444713,0.37601344,-0.61159045,-2.88127732,-2.26968694,95.46935272,0.00000000,-18.22390938,-18.89128304,-0.66737491,0.01532355,nan,nan,
73.33,37.02,0.00,0.80,4.68,130.00,-0.01981231,6.86338854,10.39141369,6.84438324,6.01984358,1.47150934,0.22541343,51.18,17.77617836,14.52571774,18.75192642,-13.73240948,11.74511909,-7.06478643,4.99211168,1.74496400,6.45776224,6.12682056,1.52380574,0.21735563,19.89772415,15.91373062,27.05869102,-16.12190819,21.07090187,-16.11732292,11.28173161,-15.19038582,0.38205555,0.00367049,0.95170309,26.73646545,7.49413681,-7.81486845,-1.23080122,15.58691216,-7.89879131,10.39947987,36.86500931,3.87932110,0.37122980,0.54248350,1.08255839,17.21811104,36.67644882,-24.70357132,-7.08891153,-1.96048069,-4.48242283,-18.69012451,-6.94015789,1.21250594,0.27112131,-0.35511318,-2.67227077,-2.31715751,69.21117401,0.00000000,-121.41100311,-110.00476074,11.40624237,1.79406095,nan,nan,
74.57,38.40,0.00,0.00,5.16,141.00,0.04797166,0.22013235,-0.99975973,0.11301055,-0.15466130,0.04208530,0.83750181,7.77,1.45950580,0.88659859,-1.18527043,1.72682512,-0.31570396,2.16097689,-1.83539629,-3.46290731,0.38350809,-0.02018683,0.00075081,0.97814582,2.89690733,0.05018851,-2.24202108,2.90414476,-0.77464938,3.35860682,-1.80254078,-2.12867069,0.08313327,0.00754928,0.93078037,-2.60641837,-1.19398522,-1.79892564,0.54005772,-0.25749764,3.09787154,-1.52904117,-3.73389030,-1.19423366,1.51998174,0.21793381,3.54896355,3.07605457,0.23973574,1.24718106,-0.58054191,0.04746719,-2.39798784,-4.26211834,-0.11105268,0.01344477,0.90771595,-0.07984047,-1.99657953,-1.91673899,153.22525024,0.00000000,4.29723597,5.46383142,1.16659570,1.37668490,nan,nan,
73.99,37.68,0.00,0.60,4.81,113.00,5.18622875,2.44763112,6.58352041,6.34242916,5.13995266,1.72288382,0.18964367,40.38,6.52570677,16.04907990,2.19167280,0.25458920,-0.39226431,0.83597124,-1.93566227,13.60667419,6.14445877,4.80410528,1.49461675,0.22181059,-2.68550730,5.02611208,2.61239982,4.62052441,-18.23530769,7.60778713,-4.73008490,28.44741821,-4.15984344,0.69957721,0.40314065,24.04923630,28.81012917,-0.83967835,-13.24828053,15.03093815,-8.63734341,-1.61589229,11.50912571,0.58406639,0.01355256,0.90734840,2.31087422,15.99979877,5.53249598,10.19553661,4.45378828,4.02138710,2.81145287,-3.44571853,-1.25441754,0.06272971,0.80228773,-0.54715455,-2.45741630,-1.91026163,93.08515930,0.00000000,-25.47779846,-22.88940620,2.58839083,0.13729364,nan,nan,
