x,y,z,d,scale_xy_dist,t1,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,NULL,theta all,theta F,tgt_theta p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
-90.65,28.23,2.00,0.58,6.15,nan,0.30680320,-0.36416912,0.01089972,-0.06323236,-0.02742464,0.00629874,0.93675926,3.66,-0.33189970,0.32065770,0.56749892,-0.14016417,0.46401206,-0.52707148,-0.15883966,-0.28529391,-0.06875724,-0.01774418,0.00253916,0.95982216,0.18257646,0.64583772,-0.16006212,-0.65703988,-0.04693834,-0.74577248,-1.52962327,-0.98915315,-0.28390819,0.40796575,0.52315826,-0.04526844,-0.03637161,0.30947056,-0.36174339,1.10332322,0.10667880,0.48032466,-1.42046106,0.07363451,0.02703871,0.86942417,-1.12484062,0.26147470,1.53289247,0.52559620,0.31330210,-0.99338210,0.62188590,1.52147639,0.37479955,0.69611156,0.40430377,-0.91933686,-1.60205448,-0.68271756,33.29274750,0.00000002,-1.10824251,-1.67321467,-0.56497210,0.85413742,4.50,4.41,
-90.65,28.23,1.00,0.33,6.15,nan,-0.15738405,-0.17818041,-0.30721965,-0.16471770,-0.20187546,0.29313597,0.58834431,3.96,0.04622352,-1.70646644,0.67739612,-0.40770724,0.95237654,-0.82101107,-0.42205799,0.16283330,-0.14416139,-0.18454579,0.24442957,0.62113941,-1.25686169,-1.02937758,-0.13556562,-0.24590561,1.37950301,-1.41180646,1.24957609,0.13315333,-0.01567986,0.00096952,0.97516678,1.15054643,-2.97119546,0.85760581,-0.36415711,0.33459464,-0.10135271,-1.00544071,-0.32981601,-0.13302110,0.07604345,0.78279275,-0.17088647,-0.89366567,1.08001888,-0.28203753,0.82075530,-1.04250014,-1.21805394,0.61451787,0.04161247,0.00725306,0.93214830,-0.99707019,-1.48468423,-0.48761404,18.93418503,0.00001879,-1.71887171,-1.46081769,0.25805402,0.21854843,6.28,0.00,
-90.20,27.89,11.00,0.70,6.57,nan,2.37816477,2.02990818,2.77576137,2.46170306,2.41138434,43.65713120,0.00000000,3.87,2.01524687,3.35945821,1.36446750,2.96714544,2.19811010,3.78142643,0.91985250,2.19795179,2.32828164,2.34564543,41.36114120,0.00000000,2.49825478,3.71781588,-0.10430343,2.45633221,1.04482055,2.47579360,1.27165723,2.96301675,-0.39867240,0.72430831,0.39494947,2.24131322,4.14238310,3.45376348,1.84176731,3.93177366,4.39433956,0.17170760,2.05892611,0.38919175,0.68135864,0.40932716,1.92632008,2.04589438,0.71916926,4.58466196,1.64403558,4.51370525,1.59449041,1.98016560,-0.08146679,0.02952866,0.86360078,-0.58157581,-1.57751167,-0.99593592,67.52502441,0.00000000,-4.69439745,-5.26377201,-0.56937462,0.57904595,4.51,4.32,
-90.20,27.89,4.00,0.55,6.57,nan,2.36961055,1.36068702,2.19197917,2.35127425,2.06838775,27.17240524,0.00000023,4.21,0.95755637,2.00535917,2.06934381,3.56368136,2.00877857,2.03091764,1.70233226,1.37813127,2.31123853,2.00103450,25.13032913,0.00000064,-0.40039235,3.13121295,0.06847476,3.59430528,0.40638834,1.43046117,1.24828947,1.16623378,-0.96865052,3.61680412,0.05750188,0.74415880,2.62869096,3.43233275,3.09636927,1.78052795,3.38004494,1.93009913,0.16684096,-0.13806538,0.07207948,0.78839125,2.71285248,0.03786392,2.96796227,3.64874721,3.80208302,1.20623851,1.86312175,2.74692273,0.04617394,0.00793947,0.92901835,-0.71592939,-1.39203250,-0.67610312,35.41343307,0.00000001,-4.23401260,-6.36557436,-2.13156176,8.05621338,4.51,4.32,
-93.22,29.56,1.00,0.20,5.65,nan,1.98240376,1.13390625,1.68096447,1.47090566,1.56704509,16.93245697,0.00004208,4.04,1.31045091,2.29497766,2.13465309,2.07388306,2.41450858,1.32475090,0.95121682,0.08426847,1.39668489,1.55237877,16.49505615,0.00005280,1.44421637,2.45652509,1.96092546,0.01361469,2.37776279,1.90914869,0.26906866,-1.97348201,-0.31448886,0.41530010,0.51944763,1.63965881,1.25009930,1.67848134,2.29690981,3.64058661,1.25077403,0.71020579,1.05661833,0.23048629,0.21731392,0.64120145,1.16721094,3.20868897,2.65276051,3.72227168,1.34875643,0.56472653,2.23526454,1.14992774,0.51386958,1.07317424,0.30049401,-0.58313024,-1.15388668,-0.57075638,30.71357536,0.00000007,-2.63607764,-4.05858612,-1.42250860,4.64510155,6.28,0.00,
-92.65,29.36,4.00,0.40,5.49,nan,2.77724099,2.02186990,2.63999367,2.94735932,2.59661603,44.35816956,0.00000000,4.14,2.01917529,2.80188107,1.92229307,2.40369582,2.60970235,3.71274447,1.95246398,2.33112121,2.90832734,2.51541591,41.07884979,0.00000000,1.27907896,4.29119730,1.16467988,0.82451195,1.26738346,3.05930400,-0.06319888,4.21180010,-0.87794089,3.09878540,0.07867351,2.71624541,0.15278602,1.87093973,5.47968006,2.64761209,2.60720587,3.09833908,2.17275929,-0.32810605,0.42390922,0.51515079,2.02555966,3.90147734,3.32423162,0.78334874,4.08221769,4.89559126,2.88743424,0.68832886,-0.19362073,0.14633493,0.70214856,-0.43300843,-1.32667744,-0.89366895,64.34524536,0.00000000,-0.38677418,0.37035653,0.75713068,1.44118583,4.43,4.42,
-92.65,29.36,1.00,0.19,5.49,nan,-0.28866014,-0.01895679,-0.28686810,0.38161772,-0.05321683,0.01706936,0.89607992,4.32,-1.06897914,-0.42191157,0.30453625,0.54545128,0.32946581,0.27900913,-1.52639282,0.10346871,0.28774571,-0.12960434,0.10059255,0.75118947,-1.89695215,1.32895911,0.75379163,0.21632984,-0.64090866,0.62251306,-1.23929572,0.29885641,-0.38635841,0.54403108,0.46094961,-0.81254613,-1.51362133,0.21016923,0.06080817,0.64529282,-0.47405833,-1.15217531,0.83444870,-0.65648204,1.54168630,0.21467441,-0.55795920,-1.20468318,-0.24390051,1.37087750,0.72815943,0.41882923,-1.84030652,-0.77064353,-0.63821423,1.44598782,0.22947341,-0.57236844,-1.15956235,-0.58719391,32.34353256,0.00000003,-0.27609074,-0.18989353,0.08619720,0.01552282,6.28,0.00,
-91.95,29.08,9.00,0.53,5.46,nan,2.78021908,2.99291706,2.05046606,2.85025263,2.66846371,30.35386467,0.00000005,5.14,3.06103873,4.19554138,1.71919847,3.63168454,1.46386433,2.23925090,1.80470264,2.30794191,2.73885751,2.57099104,27.95677757,0.00000015,4.13159752,3.58337808,2.23096156,2.64125800,1.87250602,2.95461464,1.91924095,4.74321747,0.14935602,0.05724449,0.81095714,2.77645445,4.66393948,1.20241332,2.42897272,-0.61700445,2.97530055,1.19789958,1.41813183,-0.77692562,1.53314483,0.21594793,2.97207546,4.07601213,1.44025362,5.60769510,3.60934329,1.16929913,2.28858685,0.93693352,-0.06181827,0.00957964,0.92205176,-0.36876279,-1.71131206,-1.34254920,101.82109833,0.00000000,2.24362302,-0.09309392,-2.33671689,7.94694233,4.46,4.37,
-91.95,29.08,3.00,0.32,5.46,nan,2.39295983,1.82752681,2.05293560,2.40117455,2.16864920,33.29056931,0.00000001,3.99,2.22960424,2.33177996,2.01957536,1.99226391,2.21440697,3.03495407,1.01604128,1.72904909,2.32694125,2.09730244,30.75115204,0.00000004,1.61525571,2.89989567,2.03240538,1.86255288,2.34582782,2.64431190,-0.61531091,1.37281263,-0.51962996,1.15471148,0.28283875,2.41474891,1.37251306,1.00767672,1.58085561,1.78561461,4.15630770,2.04290390,1.95291138,-0.33472115,0.47067916,0.49284281,2.68665195,2.89351177,2.93272567,2.64075375,2.43188524,2.13367319,1.67854440,1.86253774,0.00962962,0.00035525,0.98496632,-0.64422804,-1.55842042,-0.91419232,59.35043335,0.00000000,-0.12292111,-1.82013452,-1.69721341,6.01956224,6.28,0.00,
-91.26,28.68,7.00,0.51,5.71,nan,3.19783568,2.49087524,3.34052253,3.12107682,3.03757763,54.48750305,0.00000000,4.37,2.34034467,2.55780053,3.13791656,2.99901295,2.45005679,3.19401622,4.18728495,3.46477962,3.23207355,3.05952477,54.52024078,0.00000000,2.36513925,1.49312329,4.19252491,0.75811136,1.93506527,2.21259689,3.95816946,3.24132180,-0.69590563,1.72850800,0.18891985,2.49553370,5.00290298,2.16007566,3.68535829,1.73093653,3.11072111,5.44263649,2.93819809,0.17700784,0.11029751,0.73987917,2.01092768,1.12731445,3.32184196,4.09843016,3.52094245,4.58501148,2.66679406,4.43876934,0.08830520,0.02716810,0.86911495,-0.75583041,-1.81285095,-1.05702055,70.20788574,0.00000000,-5.34629965,-4.82977295,0.51652664,0.56379509,4.47,4.25,
