x,y,z,d,scale_xy_dist,t1,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,NULL,theta all,theta F,tgt_theta p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
-78.85,28.97,0.00,0.35,6.38,154.00,0.92560041,1.19138348,1.20812631,0.83344740,1.03963947,10.06114960,0.00156355,3.38,1.20457709,0.91664982,0.50094581,0.67963541,2.15535212,0.76369774,1.34965312,1.28969800,0.82591760,1.07516003,10.67892361,0.00112325,0.56119913,0.60871583,0.55329359,1.62074828,2.25036955,1.83677232,0.79540265,1.39799023,0.36115503,0.74619859,0.38790518,1.73253214,1.32508254,-0.38651335,1.21963906,3.19716763,0.67137331,2.19349885,0.08717675,0.39265412,0.87339342,0.35026016,1.25486004,0.84263152,1.42866135,-0.83931434,1.10246742,-0.33684328,1.16247106,2.64664507,0.12580819,0.09090566,0.76309634,0.81350982,-0.60142857,-1.41493845,71.77654266,0.00000000,-1.42509902,-1.35002446,0.07507462,0.01774056,nan,nan,
-79.13,29.62,0.00,0.53,6.29,156.00,-0.38095433,0.10642610,-0.06682049,0.31236529,-0.00724586,0.00028143,0.98661899,4.07,-0.27867174,0.29551831,-0.60257435,1.50346386,-0.80924654,-0.28566018,0.15959470,-0.57992661,0.36976954,-0.02527835,0.00407382,0.94912209,-0.05923573,-0.14019296,0.38734663,1.88277578,-0.55466580,-0.49185029,0.72977662,-0.63959444,-0.19535272,0.15080434,0.69785676,-0.47813955,0.21016498,-0.22321451,1.57753491,-0.50493842,-0.82285255,1.08550739,-1.35557055,-0.36393291,0.51490539,0.47320322,-0.37915695,0.76688069,-1.85800219,0.97818345,-1.50385511,0.07814858,-1.43080926,0.32728192,-0.68768239,1.87157798,0.17162490,-0.06354914,-1.20364213,-1.14009297,89.01586914,0.00000000,-1.72253299,-0.59704983,1.12548327,2.68751287,nan,nan,
-78.90,29.60,0.00,0.53,6.44,150.00,4.54655600,4.58951139,3.74458861,4.06572962,4.23659658,91.11285400,0.00000000,4.58,4.29818392,3.52561975,5.26364326,4.16368818,5.58484745,3.44963622,3.60758352,4.20657682,3.99505353,4.22852659,90.03432465,0.00000000,6.40752649,4.16477633,5.48316908,4.14632750,5.27620697,2.85376835,3.77740502,4.29306364,0.55276257,0.95595181,0.32846319,3.29674554,1.99733412,3.78318858,4.94541121,7.19666576,3.82802033,3.43918157,1.91421807,-0.34325054,0.36518097,0.54579023,2.90713906,4.40163708,6.62528658,3.43339849,4.07523918,3.72620845,3.87139440,6.96644402,0.51357800,0.82603198,0.36365790,1.32132709,-0.52365106,-1.84497821,74.13797760,0.00000000,-2.10958028,-4.75518608,-2.64560580,13.55908966,nan,nan,
-79.14,30.10,0.00,0.55,6.39,150.00,1.15091288,1.06470680,1.11004448,1.18221676,1.12697029,6.21133041,0.01286534,4.66,0.24950562,0.87587887,-0.35734156,1.93864954,1.90783000,0.84770113,2.50634432,0.77274317,1.19479120,1.10290742,5.93975115,0.01498926,0.52897477,-0.28310427,1.72160316,2.39089561,2.56894112,0.12102030,0.92933536,0.57193309,-0.08357412,0.02102560,0.88474065,-1.14424717,0.58006501,-0.28914458,2.53157067,2.24731708,1.39254880,2.23332453,1.14431000,-0.06920256,0.01423371,0.90505941,1.24543893,2.08458376,-2.36934686,0.84201968,1.26708746,1.22054875,4.15249109,0.81177437,-0.02209374,0.00146910,0.96943367,0.09457759,-1.35235322,-1.44693077,108.04885101,0.00000000,-2.59790778,-5.77831125,-3.18040347,18.69333076,nan,nan,
-79.32,30.03,0.00,0.49,6.26,150.00,-0.07955011,0.50817531,0.62063068,0.61524707,0.41612574,1.17813408,0.27801536,3.95,0.34862337,0.97006804,0.18088344,0.13715807,0.06154680,0.05256675,0.88671482,0.27443546,0.62014031,0.39206722,1.02973282,0.31048478,0.63090932,-0.24493025,0.95547986,-0.18882295,0.80373508,1.12224305,0.41423020,0.31445321,-0.11314954,0.05346623,0.81718881,1.18047702,1.13075840,-0.20510349,-0.66113812,0.04959632,0.35948226,1.22473001,1.76397657,0.02766944,0.00309006,0.95568172,-0.81559777,1.70199585,-0.20947921,1.18328965,-0.58857834,-1.45579135,0.88786918,-1.30988073,-0.69552779,2.03024769,0.15453096,-0.65367055,-1.72516155,-1.07149100,106.98923492,0.00000000,-1.63018000,-2.62582445,-0.99564433,2.92783451,nan,nan,
-79.42,30.59,0.00,0.38,6.36,151.00,0.75273949,1.31650972,1.54695177,0.63848627,1.06367183,7.49265194,0.00631244,4.01,0.83649933,1.41998732,1.20696008,2.01167583,1.21854711,1.82065940,0.54854870,1.08029318,0.72931284,1.20684576,9.51624966,0.00209667,0.19728175,1.85116112,-0.35061464,1.72621965,0.80064130,3.25667310,1.18656123,2.24581027,0.64753640,1.71660137,0.19045462,2.34686422,1.20923138,2.17310500,2.47768736,2.66008973,2.38383389,0.54648352,-0.86561942,0.87017709,3.04441428,0.08134565,-0.04583069,1.15271425,1.77158773,1.60161400,0.20259120,-0.25096267,-0.33699587,1.83033192,0.12870517,0.06729134,0.79537961,-0.89337224,-2.31951523,-1.42614293,142.71264648,0.00000000,-0.39409438,-3.88029337,-3.48619890,30.17599487,nan,nan,
-79.69,28.32,0.00,0.44,5.72,153.00,1.05548155,1.14430594,1.29075074,0.93737227,1.10697758,9.93202400,0.00167586,3.62,1.05089676,1.65562832,0.89264303,0.67230105,1.90126371,1.29382622,1.69007432,0.33379054,0.96974683,1.16107893,10.83102036,0.00103561,0.41906205,0.54949749,1.70510280,0.75000566,1.66511142,1.78444672,2.31822133,-0.28315985,0.20316817,0.20609030,0.64995512,0.29489785,1.80529046,0.38203382,0.52972925,1.98375356,1.50689578,3.54738736,0.44831908,0.38725185,0.73722285,0.39077319,2.28757143,2.37919831,0.60677934,0.70446265,2.10515738,0.31726065,-0.90499926,1.13326240,0.11652663,0.06782842,0.79458289,-0.89361715,-1.72295439,-0.82933718,53.91926193,0.00000000,0.83013678,-0.46966884,-1.29980564,4.45227957,nan,nan,
-81.17,29.04,0.00,0.39,4.85,167.00,0.97427231,1.06824303,1.47375631,1.00552654,1.13044953,9.42565155,0.00220138,3.80,1.06551158,1.75087094,1.26751149,0.70790809,1.28350520,2.02325892,0.37273851,1.22100747,1.06678641,1.19426000,10.41013336,0.00129694,1.59579587,1.49005330,0.85888177,0.68549311,0.86246359,1.51553237,0.53605533,0.98160100,0.05558877,0.01392332,0.90609542,1.14633238,1.83616877,1.49572384,-0.03639055,1.73558891,3.27082062,1.05922127,1.46409941,0.44838229,0.89639765,0.34399541,0.26528057,1.63289416,1.25058901,1.45436347,1.17777276,1.35436344,-0.42398870,1.06933916,-0.04082829,0.00752561,0.93088870,-1.04704952,-1.61898649,-0.57193696,29.51772881,0.00000012,-3.82268310,-4.40689373,-0.58421093,0.97622597,nan,nan,
-78.60,27.73,0.00,0.00,6.50,151.00,4.83224821,2.80820441,7.85396671,7.20668793,5.67527676,18.16478729,0.00002231,13.73,6.78995466,8.09281921,6.12640429,10.18608952,7.02784395,10.73745441,-12.35736847,9.24006939,8.01649189,5.97843313,21.64830971,0.00000375,2.83756924,11.81444454,5.34016705,3.26967573,3.30456924,7.81835175,-14.25845337,4.05773067,-4.37491512,6.84631729,0.00902650,5.36056900,6.21310425,4.58721113,14.81169701,6.48327637,10.41693878,3.35164475,10.56987286,0.50320864,0.08653376,0.76869655,7.04740047,5.51569080,7.60200214,9.88479424,8.86396694,12.97076225,-22.50075912,10.04448318,-2.50252676,2.33328295,0.12697457,-0.23969351,-1.81517053,-1.57547700,107.94764709,0.00000000,0.43987498,-2.76156020,-3.20143533,25.76527786,nan,nan,
-78.94,28.31,0.00,0.38,6.25,152.00,1.14994633,1.19878411,1.57547474,0.77916008,1.17584133,13.02765656,0.00032318,3.36,1.08420706,2.01108670,0.87077290,1.38116539,1.78802717,1.46205914,1.55042350,0.63497663,0.83967817,1.29008603,15.51296234,0.00008805,0.05777757,0.60214335,2.41071558,0.68865329,1.15303981,1.41003656,2.49139881,0.53842741,0.41469011,0.99926376,0.31774874,2.48556566,2.95528913,0.29146484,1.23578537,2.60972023,1.23729432,1.35425985,0.78176618,0.80426955,3.69204354,0.05497796,0.61098820,2.34878707,-0.05134914,2.05688930,1.73128951,1.58710611,0.46792936,0.54839861,0.35352615,0.72392094,0.39507978,-0.42325953,-1.88945591,-1.46619642,108.77590179,0.00000000,5.14817953,5.09402037,-0.05415919,0.01183003,nan,nan,
