x,y,z,d,scale_xy_dist,t1,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,NULL,theta all,theta F,tgt_theta p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
48.98,45.17,14.00,0.84,3.87,nan,2.19800067,2.00058746,1.79209018,1.63445473,1.90628326,26.38691521,0.00000034,3.48,2.16600919,1.92101574,1.55921686,1.28400803,2.71576118,1.63385844,2.15026498,2.30579424,1.62043202,1.92655611,26.70181465,0.00000029,1.68081999,2.86263633,1.13476312,2.36888933,3.42022276,1.01413238,1.59740555,1.53020585,0.38919312,0.83257157,0.36176419,2.61817145,1.69491506,1.27095175,0.40339616,1.29244900,1.00546539,2.61340332,3.34475517,0.11154933,0.06669541,0.79626706,2.28010893,1.08484995,2.15792513,1.10797989,3.42018342,3.03890228,2.44908643,1.99927127,0.58187807,1.88867712,0.16967912,1.88218653,-1.03484774,-2.91703439,255.30895996,0.00000000,0.89464480,-0.78169203,-1.67633688,8.11981297,nan,nan,
48.85,44.23,0.00,0.81,4.01,nan,6.52401161,6.30305910,6.00428343,5.67311621,6.12611771,186.47062683,0.00000000,4.21,7.41328049,6.57747650,6.68496227,6.13840151,6.98783207,5.27154684,5.12263441,5.53925562,5.63464546,6.14607382,187.26315308,0.00000000,7.97870970,6.79595852,7.59645462,5.84617186,6.19598198,5.95521021,4.82427263,4.99349928,0.62588966,1.47548628,0.22478744,6.83187389,6.02637243,5.96943188,5.69833469,6.57028580,5.83663654,4.72499704,6.25513649,0.29967159,0.32754454,0.56724553,7.40222883,7.12827635,6.79832506,6.99120474,7.91887045,4.15539932,6.04245377,6.07202911,0.82943684,2.63162613,0.10509006,2.16307569,-2.11771917,-4.28079462,330.14071655,0.00000000,0.57153684,-3.88782215,-4.45935917,38.85531616,nan,nan,
49.34,43.90,0.00,0.75,3.82,nan,11.51803684,12.01240063,10.36098766,9.97196770,10.96584797,515.98632812,0.00000000,4.53,12.78038883,11.47204781,11.23784447,10.99734783,10.30279636,10.48840332,10.46788502,12.26624966,9.93874073,11.09463978,522.96710205,0.00000000,14.54988670,12.66766357,11.08450127,12.27073479,9.81544685,11.49335384,11.75429058,12.27771950,2.02705264,13.40229416,0.00026534,10.61335945,11.69215679,10.00165844,9.99968338,8.58325100,9.33218479,9.89420605,13.06933117,0.35163811,0.39275658,0.53100630,13.35245323,9.92470551,12.75153065,10.81645489,12.50495625,10.38984299,10.02814198,11.86022949,1.56285310,8.08468533,0.00456093,2.47416759,-2.18669391,-4.66086149,346.57052612,0.00000000,4.20096207,-3.18953419,-7.39049578,92.44777679,nan,nan,
49.10,44.59,20.00,0.72,3.86,nan,4.10220051,4.04269123,3.54445839,4.12543440,3.95369601,82.74497223,0.00000000,4.08,3.48598671,4.27155018,3.08139729,3.84580183,4.14716482,4.24205446,2.86285138,4.79913378,4.05906534,3.86224556,78.42203522,0.00000000,5.26503134,4.96350288,3.78218150,2.76258397,4.06690359,4.25625992,1.98517919,4.85538769,-0.08386160,0.02821255,0.86664627,1.97577846,4.29115629,2.33973336,3.24289560,2.78986263,4.13981819,4.78054476,4.67305994,-0.57006377,1.26946700,0.26015454,3.27341533,3.53055525,3.08039260,6.64973402,5.94123459,4.62677860,1.91657281,4.55630255,0.01862498,0.00142273,0.96991962,2.09631085,-1.75306034,-3.84937119,309.17468262,0.00000000,4.70215940,3.10283208,-1.59932709,7.01204920,nan,nan,
49.34,43.90,20.00,0.73,3.82,nan,9.04900455,8.56376648,7.51951551,7.43469858,8.14174652,314.75119019,0.00000000,4.31,9.65304089,8.64268684,7.60886288,8.30883503,8.05983257,8.10410213,7.47410870,8.19434834,7.28350449,8.13955498,309.90722656,0.00000000,10.55550194,8.98700428,7.68104982,9.57868576,6.69265652,9.48459244,6.94230795,7.81653929,1.14302695,4.72215271,0.03002584,8.67278576,9.26717663,6.42388105,5.11225843,5.79753828,7.77299452,7.92018986,8.59492302,0.03511683,0.00438134,0.94723931,9.58183098,7.68841457,9.09203339,10.70930672,11.88407898,6.98454285,7.77305651,8.95929718,1.62910378,9.77929783,0.00181922,2.27004433,-1.85642493,-4.12646961,323.85226440,0.00000000,-0.14912365,-3.82756209,-3.67843843,30.83713722,nan,nan,
48.89,44.59,0.00,0.70,3.96,nan,1.91456687,1.27959239,1.50496233,1.51297772,1.55302489,17.83310318,0.00002644,3.45,1.70575035,2.18967986,1.56238115,1.81361771,1.61812472,0.67618114,1.53867972,1.12367332,1.47242963,1.52075744,16.91208839,0.00004257,2.12638497,1.04347670,1.56347251,0.32777908,1.05114663,1.38205576,1.63497090,1.34230244,-0.25733528,0.36919826,0.54358852,1.96774805,1.80604529,1.65859270,3.68719792,1.13965178,0.31333005,1.35427821,0.25305399,0.03985132,0.00870595,0.92568064,1.20148015,3.91785145,1.68357456,1.67351222,2.65303826,0.50719738,2.00795341,2.08296299,0.35280070,0.70889556,0.40002508,1.87579691,-1.40104079,-3.27683783,270.01113892,0.00000000,-2.26518035,-2.97534800,-0.71016771,1.52816319,nan,nan,
49.10,44.59,21.00,0.66,3.86,nan,3.37373996,2.93789935,2.73575950,3.16179538,3.05229855,61.48177338,0.00000000,3.66,3.34936976,3.74526095,2.83745527,2.33576322,3.53777862,2.40214491,2.30398631,3.08416271,3.11855245,2.96530676,57.52525330,0.00000000,4.07777071,3.52801824,2.49768329,2.47524810,3.06474614,2.76162910,2.88537383,1.98746514,-0.22752428,0.25776297,0.61178044,2.50822020,4.56621170,2.19325256,2.77708054,2.67079949,-0.28169879,3.36739111,3.83807302,-0.44382754,0.96857655,0.32528895,3.76892757,3.16003203,3.73406363,2.14484882,4.85721827,5.22300863,1.12636840,3.38218856,0.25287923,0.32719481,0.56745248,1.94190025,-1.36527884,-3.30717897,290.54339600,0.00000000,1.49438882,-1.60751379,-3.10190272,23.00121689,nan,nan,
48.89,43.43,18.00,0.72,4.09,nan,4.85562277,5.55308819,4.34331512,3.85587215,4.65197468,110.88246918,0.00000000,4.15,5.55731964,4.61830950,6.12967491,5.04287577,4.04227400,3.75413275,4.85167980,5.66245461,3.92120433,4.83737183,119.14945221,0.00000000,7.41229725,6.46855021,6.20419931,5.33841228,3.11554337,4.79848385,4.58692741,6.61957788,1.68455505,11.07567406,0.00090866,5.44462538,3.78832126,6.76527739,3.74771285,2.90773535,2.82448840,4.66658545,5.53063393,0.46292529,0.81482089,0.36693027,3.94112945,3.27839923,5.58165073,6.05974150,6.10494184,3.25408053,5.23404455,4.98918915,0.99259877,3.88498783,0.04901294,2.06214476,-1.50771415,-3.56985879,301.26461792,0.00000000,-0.63081539,-4.70489979,-4.07408428,39.67462921,nan,nan,
48.98,45.17,18.00,0.60,3.87,nan,0.60289061,0.97233450,0.97463220,0.81247163,0.84058225,5.09240294,0.02425839,3.50,1.55251527,1.32430410,-0.45668781,0.42914024,0.59964097,0.93672341,1.34712684,1.04757905,0.81772870,0.84338588,5.10693836,0.02405828,1.51268494,2.75742126,-0.23272528,1.14673281,0.85285789,-0.12419198,1.21293044,0.32745492,0.17847997,0.17417422,0.67652378,2.55101442,0.33036968,-1.46029329,1.20523298,0.09576539,0.99552923,1.99030018,1.68433416,0.15259695,0.12460269,0.72417436,0.55027330,0.60834974,0.21646394,-1.14507198,0.90115505,1.58027744,1.00315320,1.01224315,-0.21399432,0.25340176,0.61480798,1.71198416,-1.02323198,-2.73521614,261.13424683,0.00000000,1.81197405,0.94440490,-0.86756915,1.89395666,nan,nan,
48.89,44.30,17.00,0.61,3.99,nan,2.06788754,2.73260117,1.91074336,2.35444856,2.26642013,35.71209717,0.00000000,3.56,3.27791667,2.01028514,1.21334410,2.22881293,2.68790770,1.93609524,3.11831498,1.27033973,2.32137990,2.22714806,34.38011169,0.00000001,2.99969959,2.87389994,2.51584458,2.16295218,3.03322172,3.23653173,3.42585754,1.57389665,0.37297016,0.72959822,0.39323131,3.25730681,1.88620365,0.33943096,2.25965261,1.66186380,1.57843077,1.85942781,2.05320072,-0.45440295,1.05702448,0.30415957,3.13777566,1.42127430,0.96366620,1.97515154,3.28651977,0.86646914,4.31388187,0.82208765,-0.29252833,0.46211138,0.49680641,1.78281045,-1.02907765,-2.81188798,275.58801270,0.00000000,3.77858877,0.67614287,-3.10244584,23.44627762,nan,nan,
