x,y,z,d,t1,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,tgt_theta p-val,tgt_theta_first_half p-val,tgt_theta_second_half p-val,0,23,45,67,90,112,135,157,theta all,theta F,sur_theta p-val,0a,23a,45a,67a,90a,112a,135a,157a,theta first half all,theta first half F,sur_theta_first_half p-val,0b,23b,45b,67b,90b,112b,135b,157b,theta second half all,theta second half F,sur_theta_second_half p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
0.00,0.00,0.00,0.75,142.00,0.67023939,-0.84569353,-0.19590214,-0.11642235,-0.12194467,0.03740189,0.84669357,6.13,0.84160360,0.16822602,0.52463415,0.82508618,-0.84830415,0.05007844,-0.07365876,-0.14878540,0.04860962,-1.05677068,0.29929110,-0.11305671,0.03203646,0.85798891,1.96549189,-3.08381295,-1.61609864,-0.38945585,0.38868973,-1.24129498,-5.68236351,-3.17855406,-1.60467482,2.73765373,0.09879891,0.07085676,0.63710034,0.56440324,-0.00838779,-0.10949240,1.04504848,1.41600704,1.65510821,0.65883046,0.62927991,0.42802156,4.45892000,-4.15722847,-0.15132824,-0.44942626,-1.92902136,0.04906612,-2.61961484,-1.68404269,-0.75389582,0.87619209,0.34950473,-2.11761379,0.58994758,0.81800193,-0.35319772,0.51047277,-0.69355196,-1.77193809,1.19706321,-0.04596527,0.00325316,0.95452913,1.28694952,-0.01167756,2.36647511,0.30471891,1.77252269,-0.26373145,1.55778611,-1.94369626,0.76954025,0.92752045,0.33577383,-0.53285748,-0.35387224,0.17898527,0.56963992,0.45133652,-2.02192640,-2.01045704,0.01146942,0.00017796,1.01,0.48,
0.00,0.00,16.00,0.79,102.00,1.50412428,0.53837883,1.67828798,2.56661129,1.57185054,1.74213159,0.18721104,11.58,0.27804383,0.65401156,0.28680728,0.38545173,3.87027454,1.41258824,-0.15615697,1.90999162,3.37033701,-0.91690499,2.18047643,1.50700724,1.60532618,0.20548564,0.32718423,4.74304104,2.07099867,-0.23904881,3.11687541,2.39154315,-2.71496201,2.19810367,1.48671687,0.51158351,0.47487459,0.57594895,2.15403056,1.25121641,0.41095492,0.70882201,4.21430492,1.28490281,1.97054589,1.57134080,1.23089278,0.26780324,2.19551563,5.18028975,0.38027072,-1.91173160,-1.15582180,0.78339040,0.44973841,-2.18711591,-2.07888079,1.84370863,0.17486654,-4.17945862,7.77719021,-2.70591307,-2.37455416,1.54309738,8.57316208,2.91748643,2.03345394,-0.93715209,0.38402623,0.53561745,0.82365316,4.43895245,-4.16669416,9.51031208,1.43234825,-2.76187110,1.72862411,-0.41386274,-1.12713599,0.56342030,0.45308700,-0.74425548,-0.47214544,0.27211002,0.88646317,0.34763310,7.31046104,8.13977528,0.82931441,0.13554096,0.00,0.00,
0.00,0.00,19.00,0.00,34.00,-0.68578190,-3.38467717,-1.75611925,-4.12639189,-2.48824263,2.55563354,0.11025949,15.14,0.15432098,0.32186136,0.27620183,-5.18298912,-2.01325059,-2.37584829,-1.75373292,-1.35102415,-2.07663345,-3.60024214,-2.32149792,-2.58440232,2.74081492,0.09817181,-11.79570580,0.39965034,-0.15767947,-0.41025758,-2.07243133,-5.72276449,-6.14617348,-2.50512338,-3.55131078,1.86308765,0.17304190,-0.54099399,-2.94919157,-4.36573505,-2.71812105,-0.39415962,2.08952904,-2.06922054,-1.80992007,-1.59472668,0.66731834,0.41440376,-1.16378987,1.12049162,-2.36081553,-11.25955677,-9.28688526,3.23357677,-4.38532019,-4.31450462,0.50702876,0.06460898,0.79941386,-9.14309311,-1.01660371,-6.16806507,0.43551859,7.58800173,-3.96351242,-1.08398378,-1.79794788,2.33116150,1.38169861,0.24013140,-0.33741474,5.64702082,-2.62607551,3.83919311,-12.81214809,-3.74470258,3.32246017,1.85390973,3.62688780,3.42028093,0.06473675,-1.24133706,-0.89436257,0.34697446,0.91417420,0.34022425,-4.55725908,-4.41409874,0.14316016,0.00228880,0.00,0.00,
0.00,0.00,0.00,0.80,145.00,-13.74386024,-4.25141764,-8.74453163,-17.18370247,-10.98087788,4.04318047,0.04465374,53.12,0.07499850,0.00836457,0.91373714,-7.22262287,-12.90600014,-9.08082390,-6.38137245,-19.36702919,-11.38225174,-17.69850731,-4.43117332,-11.05872250,4.08226013,0.04363849,-25.67660713,-32.76242447,-35.93661499,-16.06861115,-37.89523697,-27.29707718,-40.66886139,-25.99377632,-30.28740120,8.38833714,0.00398527,4.53413391,1.73615217,5.12018299,-1.95661974,-3.78678393,-8.49432755,-7.70514297,3.30157971,-0.90635318,0.02941578,0.86389667,9.84255981,-12.96635723,-19.60306740,12.02082443,-25.58641243,16.58020401,-11.29050064,-6.82178450,12.48379612,3.17745709,0.07500708,-12.10314465,3.02951646,27.45322990,3.22734785,-27.03332329,-21.77594185,-40.30787659,-4.46395826,8.82021046,1.61647439,0.20392155,-0.95535910,-18.59871101,-12.50873566,-14.33490276,-26.59315872,-15.19439316,-3.54658127,-14.77430153,3.58414197,0.26748997,0.60515107,0.00835448,-0.06726082,-0.07561531,0.07527415,0.78410502,7.74618530,11.73302555,3.98684001,0.31119642,0.00,0.00,
0.00,0.00,14.00,0.77,147.00,-0.40598992,-3.02289152,-0.54973429,-3.87975335,-1.96459222,1.54863834,0.21366678,15.36,0.37123281,0.74356897,0.18641601,1.65281928,-6.02973127,-10.12671947,-2.65999627,-4.52484560,-3.75401950,4.43922997,5.40307426,-1.95002365,1.59144115,0.20745503,2.47844338,-7.28759384,-17.71085548,-1.19341528,-5.88277578,-8.86291027,10.86365318,7.49821901,-2.51215434,0.88805151,0.34657897,-2.22430253,-5.54913616,-2.14423609,-4.86483955,-0.82101107,1.61800528,-1.54302716,-0.75631040,-2.03560710,1.39199114,0.23866850,-3.50101399,-6.29096031,-9.26051331,-3.78430820,-4.62017107,2.02607632,-3.59894490,5.05097532,0.80736142,0.15927264,0.68992433,12.74322796,-11.34073734,-5.82690620,-6.19499683,2.75580311,-5.81351137,8.73326969,1.05388010,3.28791356,2.72926974,0.09888269,-7.20283270,-5.60591698,10.89668369,11.06041718,4.45110416,-0.71073920,-9.66864204,-8.29546547,3.60559893,3.33720422,0.06806976,-0.61751479,-0.53999424,0.07752056,0.08679236,0.76861695,0.03369259,0.59840500,0.56471241,0.05243380,1.01,0.48,
0.00,0.00,16.00,0.78,126.00,-0.11586567,-0.12899470,-1.92378044,-1.78674996,-0.98884767,0.48351619,0.48701688,13.83,0.65335628,0.35903550,0.59566716,0.22752723,-3.93362474,-3.51167750,-4.17095280,1.62992311,-1.15707898,1.47301114,1.65505159,-0.97347760,0.47257769,0.49198503,-0.62349910,-7.29874706,-4.88453865,-7.72267771,1.16284764,-6.74425650,-0.86046314,0.34208807,-3.32865596,2.34009314,0.12687840,2.74615407,-1.14141273,-3.06250668,-1.36308789,3.30900288,3.45583510,3.93743825,3.99873710,1.48502004,0.61354983,0.43385056,1.07773411,-6.56033087,-6.20447159,-3.79076505,1.49766600,-2.55568576,3.20578599,13.86063766,1.83482254,1.03035212,0.31035625,-0.13014685,-6.67175436,-2.53886652,2.46005082,-0.27124587,-1.02980316,-3.38573837,-3.18939424,-0.09950600,0.00299693,0.95635469,3.78896141,-3.70580006,9.03174305,-3.95005703,4.65239429,-2.11720085,0.91963339,-10.33851528,1.64980757,0.85118628,0.35647099,-0.99742860,-0.79738885,0.20003973,0.46718040,0.49511986,7.52579117,8.00199509,0.47620386,0.05371276,0.00,0.00,
0.00,0.00,17.00,0.84,55.00,-2.68459415,-3.23227739,-2.90017700,-8.86072063,-4.41944218,3.72276640,0.05399549,22.28,0.11381431,0.03409992,0.79905675,-0.23860136,-2.64391947,-7.82172298,-6.55527544,-5.22806454,-3.61267853,-3.52688336,-6.69729042,-4.54055452,3.90619469,0.04842066,-4.88557148,-9.88606548,-16.48878670,-13.28506756,-17.26722527,-9.76331234,2.89238405,-7.35948849,-9.50539112,6.22080421,0.01303164,2.36249232,4.10302401,0.62613672,-1.63683903,4.67579079,1.79494381,-6.60398769,-5.34607506,-0.00306426,0.00000000,1.00000000,5.10285950,-2.21121168,-13.68726444,2.25000572,4.23685265,-7.46499300,-5.22325802,-6.54999733,5.82002592,3.92276883,0.04794881,-3.95406461,0.49676284,4.15418768,-5.96909380,-4.10154390,-0.91497606,-4.90856504,-9.58236504,5.86496544,4.00268221,0.04573611,-4.87169266,-2.38508773,-0.30951887,-16.29220200,14.75469112,2.05415988,-11.79364872,-4.75079250,5.94562387,4.25751591,0.03937116,-1.47137880,-1.15999019,0.31138858,0.71915406,0.39748858,-2.06292820,-3.39753866,-1.33461058,0.14465454,0.00,0.00,
0.00,0.00,17.00,0.83,128.00,-3.59412360,2.99322152,-13.26511002,-5.00392723,-4.71748495,1.76294446,0.18460081,34.56,0.24748943,0.40255275,0.88324014,1.58304822,-6.17074585,-10.39456558,-0.19278365,3.66356564,-3.31410527,-10.44016552,-7.30447054,-4.07127762,1.30100560,0.25434030,-2.45101810,-5.28199148,-7.78232765,5.31509590,3.95486331,-12.04239082,-14.04550934,-16.84781647,-6.14763689,1.15644991,0.28285613,10.00783634,-8.41220570,-10.16542339,0.80065072,13.83256626,5.08155775,-4.09165573,6.98100996,1.75429201,0.16965622,0.68060610,-1.89090252,5.98036909,-14.85395527,-3.47840405,27.74269867,-17.26279640,22.74325180,11.05769348,8.80277252,3.79009986,0.05187588,19.65428162,-14.91726971,-12.05629635,1.33154321,-18.40774918,-5.39118671,-50.12364960,-22.17005348,-8.22134495,3.38410378,0.06616618,-10.33243084,-3.93366456,-8.35625935,9.41327477,-2.02924514,-13.46006393,4.02400875,-5.74398994,1.28395927,0.08140318,0.77547224,-2.14143252,-2.16895747,-0.02752500,0.00416453,0.94861354,-7.01590538,-5.67063141,1.34527409,0.09817869,0.00,0.00,
0.00,0.00,16.00,0.80,103.00,4.09305620,2.17075610,-2.75633240,4.61395311,2.03035831,1.29946899,0.25461936,17.32,0.25510809,0.94736205,0.18934265,6.07816315,-1.50666261,-6.11610651,3.51314878,5.72303963,2.65657878,3.14852571,6.21812487,2.46435142,1.92758036,0.16537515,9.70337200,-8.73235703,-14.98967075,2.60190177,8.76239300,-0.09560292,-0.72634029,4.90627956,0.17874686,0.00255507,0.95971139,1.08886266,3.18922639,0.40952790,2.38858294,2.35115051,2.85944891,4.94387293,2.16595912,2.42457891,2.90934062,0.08873139,14.19734001,-11.00578499,1.99523520,1.78737783,6.15415049,2.14396739,2.56331682,2.13791490,-2.34826088,1.06339097,0.30272768,7.59001112,1.77088332,-34.25135803,-7.26899529,12.13810062,-6.23929405,2.64107060,3.23001766,-7.63307476,12.04839706,0.00054370,0.70565075,-0.54309577,8.85263538,20.64623260,1.60739374,-0.41164839,4.95071936,-4.12587118,-0.43985724,0.03866199,0.84416542,-2.45182419,-2.31593561,0.13588861,0.12141734,0.72788811,10.75278664,6.64984322,-4.10294390,0.51373929,0.00,0.00,
0.00,0.00,18.00,0.82,66.00,-0.78439999,1.32685232,0.13543999,3.69337487,1.09281683,0.22280937,0.63702423,22.52,0.77524137,0.15586926,0.42399017,-0.73862946,1.92220521,-1.09532595,1.00528741,-3.46511030,2.96293807,2.45811629,6.36001062,1.17618656,0.25811687,0.61154432,1.36020124,-6.27964830,-2.81139517,-8.87536526,-3.93591762,0.06873093,-7.53722143,1.99082744,-3.25247359,1.15791917,0.28255100,-5.18147182,7.89716625,-1.36240387,8.48000050,-1.87965739,3.66089869,9.23563862,5.35120201,3.27517152,0.92246509,0.33732449,2.33626533,-8.08987808,-0.29264569,-0.59616756,5.94551229,9.79217243,-8.05097485,11.83567905,-2.49852633,0.71042079,0.39953423,-12.09094810,7.48893499,1.63925493,-5.59835625,-3.93830657,-5.74624252,10.08751678,8.00562763,-3.52665758,1.43145323,0.23185113,-4.81760502,-2.23698378,-2.70708442,-0.43441153,4.08453798,0.79253703,-2.75599957,1.38561976,-4.56989765,2.41725564,0.12036619,-2.59609079,-2.36617827,0.22991252,0.31453854,0.57556920,-9.66720867,-5.97656536,3.69064331,0.99939936,0.00,0.00,
0.00,0.00,18.00,0.87,117.00,-0.98913151,-3.90673137,4.63564968,1.72141218,0.36529967,0.01152989,0.91451404,33.03,0.93262047,0.84001335,0.98412723,2.98469114,-5.58730602,-0.69151086,12.50258541,0.63850904,-5.40020561,5.83349085,-5.61187124,0.58354783,0.02972909,0.86314604,4.93004656,-9.32383347,-4.53519011,9.30997276,1.56137383,1.15642667,7.60698891,-1.62957203,1.13452661,0.08133039,0.77565126,-0.75616318,-0.75692952,3.03860903,12.33872223,-3.36669350,-9.41893101,3.78230047,-11.35591221,-0.81187463,0.02361364,0.87793830,-15.01517105,-16.61937141,-1.50135660,11.49466801,14.20907879,-3.82099628,-10.87349319,-5.37072659,-5.47949553,1.58741808,0.20803095,-0.20807248,17.18859100,-13.12355328,13.07839870,11.61961269,-2.18324900,9.80250072,0.66486686,2.57928753,0.35477394,0.55157693,-17.41163635,-12.77179813,5.85705280,-5.73928022,15.01736259,-7.23041534,2.47890139,13.20291233,-2.77851009,0.42067891,0.51676846,-6.65845346,-6.51147461,0.14697899,0.04170999,0.83839219,-48.87015915,-41.92809296,6.94206524,0.85178083,0.00,0.00,
0.00,0.00,19.00,0.86,69.00,-6.20531559,-7.36258554,-5.97374058,-3.90129209,-5.86073351,3.97111869,0.04659443,28.61,0.04375452,0.33393796,0.06194917,0.25169429,-2.75812721,-19.00391388,-6.03709841,-3.06114078,-6.88688755,-3.53140688,-4.24732542,-5.65927553,3.75156140,0.05307836,13.09796429,-17.97346497,-23.56208992,-8.24180698,3.86932516,-4.90253115,-1.71347058,-5.80496359,-5.65388012,1.21625650,0.27076465,-8.11637497,3.80319309,-14.50571346,-5.75108242,-10.67784023,-10.13170910,-2.48242640,-0.12107135,-5.99787807,3.26056862,0.07160693,0.73818797,-17.54829788,-27.86128807,-6.07503986,-1.37359083,-6.41980696,-0.42075124,3.37131953,-3.19522023,0.72155589,0.39586610,1.86260879,8.74683189,-20.48446655,-5.49156952,-5.32565641,-20.92287064,-1.95302904,-4.53736830,-2.39993048,0.41109207,0.52158344,-3.77526712,-7.82582092,-2.08918452,-12.59754848,0.29418287,-8.11652756,-17.27221870,2.72646356,-2.13297725,0.32770953,0.56715781,-6.77866411,-6.48187876,0.29678547,0.20231287,0.65337313,-47.88704300,-38.08501816,9.80202484,3.63599968,0.00,0.00,
0.00,0.00,20.00,0.89,19.00,2.34263468,3.46816087,-0.55113018,-2.06985545,0.79745245,0.05320578,0.81762944,33.63,0.67288192,0.55152888,0.56223893,8.09243011,4.10016441,-4.40804291,-0.53800267,-6.01727200,1.17115343,-1.28452456,5.68473959,0.85008067,0.06061012,0.80559168,6.66852522,20.15469933,-12.31631184,2.35693836,-8.04617023,3.41482306,-3.84104109,6.79569626,1.89839470,0.13015848,0.71845966,3.90229774,-8.40678501,0.18548332,-3.78119898,-8.90597630,-3.77646828,-3.32579756,1.51386285,-2.82432270,0.35825557,0.54976622,10.13628769,0.51308769,16.26348877,14.51126862,-23.63344002,8.01514912,-6.92404222,2.51944852,5.17191124,1.36794937,0.24248265,7.32232666,8.31406879,-6.55254650,-5.39411497,1.57209218,-12.09166241,-7.52793980,9.70739937,1.51046801,0.11700269,0.73239038,-0.64269537,-6.30970669,6.80962706,5.53014612,0.48800763,17.48204994,1.25878179,-5.20953751,4.33124781,0.97737622,0.32312042,-6.82332754,-6.51322508,0.31010276,0.22544514,0.63546726,-27.19981956,-26.25506973,0.94475043,0.02923549,0.00,0.00,
0.00,0.00,18.00,0.67,152.00,2.01422286,1.45106196,2.20007229,1.84797239,1.87833238,20.66298103,0.00000624,4.02,0.00001329,0.03946800,0.00007922,2.47656822,0.66530395,3.84539461,1.98262787,2.50182533,1.54130483,0.96666396,0.91011095,1.86122501,20.78235817,0.00000587,2.86701751,0.13067199,4.30520630,2.34316540,1.52747917,2.34970570,-0.56914908,-0.42668843,1.56592607,6.07246685,0.01415333,3.33959889,1.28891194,2.97178030,2.01442719,3.22564197,0.39773065,2.05165648,1.89933395,2.14863515,16.33066559,0.00006218,4.25347137,-0.27425715,3.29722261,-0.04210772,3.10105753,1.07757175,1.51543987,-0.69043565,-0.38954636,0.54825389,0.45923044,0.49408513,1.61170363,4.05509520,4.23833323,1.76267385,1.48385882,1.56584227,2.32039738,0.38549948,0.53601956,0.46428287,3.43518686,3.90303063,-0.62086302,1.46301603,1.58768916,0.09775547,3.74811649,2.33488631,0.13337506,0.06580777,0.79760166,0.40268603,0.29440051,-0.10828552,0.42929608,0.51312704,-5.52252722,-6.55666399,-1.03413677,1.63200569,0.00,0.00,
0.00,0.00,12.00,0.57,153.00,1.97833729,1.61255801,1.32131445,1.19612992,1.52708495,11.02792931,0.00093430,4.47,0.00074201,0.05910482,0.06075576,1.29694450,0.60725218,2.00366688,0.59108162,2.24628329,1.83353364,1.07967639,2.37588859,1.50429094,10.74969482,0.00108392,1.48579574,0.50794590,1.99471724,-0.17319150,3.11111999,0.98380089,0.71516764,0.57433718,1.14996159,2.57232404,0.10954308,0.34148353,0.09753442,1.57754064,1.48871124,2.15816307,2.03866005,0.70823050,1.99175835,1.30026019,5.12984085,0.02397435,1.43640280,0.71898311,1.58238888,0.28249416,4.29919577,3.47307706,-0.24975513,2.11016345,0.38438356,0.42621285,0.51402441,-0.80151516,1.78583789,1.61191392,-0.75114018,2.31743288,1.67439580,1.51394320,2.92533779,0.14946155,0.06490413,0.79896603,1.88000464,2.71228838,1.61698771,3.60417414,2.69853806,-0.26812643,3.42873502,-0.52723879,0.74581981,1.65180075,0.19905370,-0.00030794,-0.05097891,-0.05067098,0.09468281,0.75864331,-1.21308291,-0.99295443,0.22012852,0.07462624,1.03,0.54,
0.00,0.00,6.00,0.47,153.00,-0.08047414,-1.33546138,0.02236726,-0.48388326,-0.46936288,1.03249598,0.30985149,4.49,0.32962082,0.39694542,0.09762846,-0.71641266,-2.09064579,-0.00841802,-0.62422895,0.28036982,0.79178858,-0.62534040,-0.87969029,-0.48407221,1.10340166,0.29380950,1.56679380,-2.70294094,2.49476171,0.36441574,1.51373291,2.23817205,-0.64923871,-0.43449438,0.54890031,0.68140113,0.40960041,-3.17731857,-1.41742718,-1.45902312,-1.28373313,-0.35323229,0.64326233,-0.35287878,-0.26450223,-0.95810664,2.46515512,0.11707203,-2.14315295,-2.20802259,-1.30899513,-2.88716006,-1.18696630,1.34646630,-0.43112010,-1.83054721,-0.90396059,2.32807136,0.12742016,0.27540252,-2.05198908,0.76719236,-1.45634937,1.99964368,0.20470148,-0.30244473,0.49179628,0.53145635,0.81281525,0.36753703,1.30420887,0.89981192,-1.71242023,0.23472823,-0.26700598,-2.94353199,0.32824272,1.59261644,0.41733083,0.51204813,0.47444426,-0.29905188,-0.33367822,-0.03462635,0.04159233,0.83861711,-3.93934011,-3.88930917,0.05003101,0.00338441,0.97,0.51,
0.00,0.00,0.00,0.40,166.00,0.97077030,0.94775343,1.32824183,0.31022313,0.88924712,3.93522143,0.04759423,4.36,0.03610013,0.07004920,0.45026599,0.13489753,0.10733053,0.51317090,1.37437999,1.41633904,0.92787278,1.09765720,1.40529990,0.87211847,3.77860379,0.05223076,0.83136815,-0.67554218,-0.56536078,1.66004133,1.92250073,2.05959177,2.15635800,0.97500348,1.04549503,2.47156310,0.11671919,-0.48984423,0.10170775,1.28339434,0.79422462,0.39959902,-0.25068998,-0.19740352,0.45700309,0.26224887,0.19905676,0.65568963,-0.62565231,0.40707830,2.39177608,1.47555757,3.97844863,0.46003824,-0.05952757,0.13113685,0.65351009,1.29603994,0.25524909,1.73505080,0.31372717,0.60645229,2.08579278,0.64753252,2.23936963,1.36287153,2.11143613,1.04488516,3.31655765,0.06892628,2.10772109,2.22575092,2.67778158,2.39655900,-1.62146580,-0.28512350,-0.60967255,0.97562754,0.76408535,1.82781994,0.17673421,-0.27952525,-0.31932047,-0.03979524,0.05368016,0.81702829,-0.66152197,-1.14822721,-0.48670524,0.35240084,0.94,0.52,
0.00,0.00,20.00,0.67,139.00,-0.11935208,-0.82527649,-0.88835692,-0.62895119,-0.61548418,1.26125228,0.26171944,5.33,0.29603963,0.83622386,0.34170400,0.38183177,-2.13594079,-0.10905652,0.90064108,-2.15549946,-1.70042908,0.62458032,-0.25107276,-0.55561817,1.04520023,0.30689639,1.04695535,-3.78830934,0.50046259,0.67701119,-0.83272457,-3.62775826,4.09034014,0.98316264,-0.11885753,0.01406313,0.90566170,0.25522706,-0.66776526,-0.29223123,0.91735548,-1.94421709,0.53245848,-1.76584160,-1.04063952,-0.50070667,0.84848416,0.35745609,-2.23769999,-2.79728127,-0.58909327,-3.24422026,-2.61235833,0.73578656,1.95212519,1.90272880,-0.21552785,0.09478245,0.75825628,3.37197471,-1.75036597,1.13118541,-0.97510606,-1.77141595,-3.45246053,-2.12238264,-1.70407379,-0.27168006,0.15234900,0.69639550,-3.63491392,-2.33682752,1.11402309,-0.67012143,2.58104134,-1.46144259,0.64572001,3.13218212,0.50606638,0.53984964,0.46269169,0.83214289,0.66901708,-0.16312580,0.85376763,0.35666065,2.86811852,2.49313450,-0.37498406,0.18847921,0.00,0.00,
0.00,0.00,0.00,0.66,156.00,-0.03526729,0.63787037,-0.15886246,-0.58569497,-0.03548858,0.00582692,0.93917045,4.52,0.75600159,0.39519570,0.02454521,-0.29407802,-0.40353751,-0.17659810,1.86495531,0.28549162,-0.48471770,0.39811593,-1.08968663,0.01249311,0.00077591,0.97778395,-1.12424290,-1.87682986,-1.24701118,1.07809639,-0.65250599,-2.56017876,0.74724787,-1.20166802,-0.85463655,1.13977122,0.28634943,0.91829991,1.05264390,0.76279885,2.28473997,1.23682189,1.70159495,0.45044363,-0.28353608,1.01547587,3.44986773,0.06388478,0.00195840,-1.25656343,-1.63311148,2.05082512,1.72396314,0.63873249,3.42795277,0.43796965,1.27321684,4.58066797,0.03261020,-1.17832017,-0.52848941,-0.20331194,0.93412161,0.99396163,1.10061085,-0.80471843,-1.65891862,0.41692594,0.49182656,0.48329990,-0.39193320,-3.53224277,0.96979809,-0.85850197,0.17242126,1.18050480,1.40010953,1.70094931,0.54854822,0.87522328,0.34977115,0.55516076,0.48433492,-0.07082584,0.17017695,0.68041969,3.30867910,3.51448107,0.20580193,0.05095806,0.00,0.00,
0.00,0.00,14.00,0.58,149.00,0.46056914,-0.65436745,-0.57894486,-0.08148621,-0.21355733,0.16281860,0.68667234,5.15,0.70758457,0.82460396,0.66051830,0.21258651,0.71598727,-0.97347850,0.67750680,-0.61711568,-1.61316681,-0.27633405,0.37946376,-0.18681884,0.12494843,0.72381304,-0.73259342,0.11502637,-0.90795171,0.48035640,-0.34075478,-1.88783014,1.62909877,2.63027120,0.12320285,0.01887484,0.89079554,1.44785690,0.77199930,0.09231754,0.60110962,0.17837796,-0.32906887,-1.00634480,-1.07749009,0.08484469,0.02042048,0.88643047,-3.52118993,2.72938943,-4.18755817,0.49356717,-2.53407335,-2.64044714,2.89835072,0.72882390,-0.50973034,0.57798439,0.44730802,2.04005885,-2.33894348,0.54911655,-0.39800099,-1.28304994,-4.16697025,0.50918466,0.39921212,-0.48447922,0.51821887,0.47179447,-0.16027261,1.63134360,-1.11541581,-0.56131148,0.18557046,4.30944729,-1.93691611,1.26818514,0.52339256,0.61589503,0.43278900,0.07201060,0.07509623,0.00308563,0.00032012,0.98574379,-0.00389397,0.56214345,0.56603742,0.33509746,1.03,0.54,
0.00,0.00,8.00,0.50,158.00,0.48010111,1.12600052,1.47697556,0.85955328,0.98565757,4.99994707,0.02559721,4.29,0.03544453,0.06958326,0.80418488,1.95841956,0.91659337,1.39141273,1.64591563,0.41543803,0.04868840,0.81946206,0.66988271,0.98322660,4.98055792,0.02588510,2.11809587,1.01237571,1.67321265,1.90937424,1.84147561,0.78600585,1.19296956,0.41823259,1.36896777,3.53822494,0.06070124,1.10170603,0.28961509,0.66302580,1.13274968,-0.44702694,-1.23843968,-0.48761162,-0.27714446,0.09210924,0.02926392,0.86424500,2.83224297,2.05818605,0.60524118,0.03273012,-1.10712349,0.99483073,2.11460876,1.04588282,0.25741437,0.20717111,0.64910653,2.82586432,-0.20163253,4.60647249,3.06572175,3.34796596,-1.68131232,-0.64286649,-0.20177884,0.61532217,1.22498918,0.26868758,-1.55881941,-0.08472930,2.10009575,1.10908866,0.73368341,0.62246150,-0.18760903,1.12930965,-0.34916124,0.39144051,0.53170614,-0.33014342,-0.28963804,0.04050537,0.05301819,0.81813996,0.95507050,-0.06297898,-1.01804948,1.50923204,0.97,0.51,
0.00,0.00,7.00,0.46,177.00,0.39318672,0.22805429,0.37819758,-0.13483031,0.21615207,0.27834412,0.59792113,3.99,0.52013168,0.77964928,0.26103724,1.18774378,0.70936209,-1.19396877,0.65366101,0.51686329,0.60402334,0.24269231,-0.80723494,0.23914276,0.34520495,0.55699102,2.32077837,0.07386544,-2.97823191,-0.13624339,-0.83324242,0.71566921,1.84278154,-1.91315114,-0.11347178,0.03122058,0.85983928,-0.00969091,0.64513135,0.71913892,1.37981343,1.69708192,0.79929280,-0.78253418,0.66461504,0.63910604,1.50511658,0.22050260,0.02721236,0.95853645,-1.54235303,-0.02285584,1.02079082,2.42040396,1.20793593,-2.17437506,0.32725284,0.39061505,0.53213905,2.33945036,0.82010233,-0.55892211,1.27610028,0.88129449,-0.34191898,0.09774492,-1.53871119,0.46153659,0.77900666,0.37768724,-0.14271794,1.49765968,0.86485291,0.09728096,2.06235313,0.04340620,-2.05958366,0.28813225,0.53618932,1.07172227,0.30084244,-0.35073385,-0.29540423,0.05532963,0.09453315,0.75882816,-6.04096556,-5.57429790,0.46666771,0.40262824,0.97,0.51,
