,x,y,z,d,scale_xy_dist,t1,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,theta all,theta F,theta p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur.1,ctr,ctr-sur,ctr-sur F,loc p-val,polar_angle,eccentricity
894,107.02,50.59,6.0,0.33,6.05,94.0,0.64064062,3.16511297,2.046556,1.62238169,1.86867285,2.8837533,0.08984409,10.44,0.3604818,6.2916441,2.97182846,-0.29714319,-1.57062972,-3.05673814,2.92399812,1.47475398,1.13727438,1.55739319,0.21,-3.84956121,2.99197078,2.61716819,1.57830524,9.31928921,6.69057035,7.63669395,-0.97254312,1.52089489,1.12914979,0.28826179,-3.49802852,6.14176607,0.45675939,2.3510263,9.69564915,-2.08956146,-0.89681262,3.82766747,0.56751704,0.16215257,0.68728471,-0.31169623,2.79026961,3.79730296,-3.50282502,4.15550232,6.78612375,-2.08212376,-6.75340748,-0.90691131,0.41714621,0.51854066,0.53834999,-0.14758278,-0.68593276,0.63002223,0.42810291,0.0,0.0
895,107.7,50.08,5.0,0.37,6.46,83.0,0.38274652,2.09593797,-2.01984048,-2.57045388,-0.52790248,0.24106142,0.62356758,10.2,5.4960866,2.19620848,0.17358762,-1.24439454,1.33368623,-1.74033165,0.5746218,4.34708834,1.3920691,2.40690112,0.12,1.35829401,-1.036708,1.44387841,7.9212985,-3.81372428,1.76097441,7.83518267,0.61751419,4.62876701,10.94538116,0.00097824,-0.47206655,-1.39625311,-6.54943132,-2.83864141,7.30932331,-6.82798386,2.60986161,-6.67654037,0.79552758,0.33505279,0.56285385,14.22100163,-1.01338828,3.22948647,-2.76156116,-1.52506351,-4.62059593,0.1388177,-2.09848499,3.00429821,4.86030149,0.02775161,1.34052765,0.24854971,-1.09197795,6.32482576,0.01253678,1.62,4.42
896,107.02,49.06,0.0,0.43,4.18,79.0,2.01553965,0.59727371,-0.22710623,2.10934854,1.12376392,1.75808811,0.18522021,8.04,0.28978372,1.68156469,0.45870849,-3.31904221,-0.01261436,3.5336349,-1.60069478,-1.9148016,-0.11043265,0.02454955,0.88,-4.14053106,-2.85216308,2.50745654,2.88420439,-1.26573145,-0.7863977,3.16449547,4.51350737,-1.57986307,2.05231023,0.15234702,-0.6674329,-5.59258127,1.39838862,-1.83155119,5.85187006,-0.95524567,4.2802434,-2.33597994,-2.07240653,3.64881063,0.05644914,3.41226721,0.33896858,2.97314692,-2.91024566,0.09194183,5.61201859,5.80996609,0.50299883,0.01291422,0.00010489,0.99183083,1.24637866,0.07809726,-1.16828144,16.06095314,8.107e-05,1.62,4.42
897,107.31,49.06,8.0,0.48,4.7,67.0,3.34704661,3.46102977,1.26751244,1.64552367,2.4302783,6.89291477,0.00880969,8.78,5.90946913,-0.53240132,0.23950034,1.65058172,-2.13973951,3.73057151,3.75975609,2.06168628,1.83492804,5.73004723,0.02,4.64915514,4.87178469,5.69850731,7.63218975,-1.92631805,2.48228073,3.54159522,-0.53258044,1.70709729,2.00755525,0.15688768,1.90738893,1.44102907,4.34427071,2.39043474,-0.51003295,-6.84471941,3.82090473,2.89885688,-0.51606256,0.18928201,0.66362648,8.66177845,0.90671194,9.81017113,3.63641977,-0.87039459,4.09588242,1.27501202,1.28453588,1.80338061,2.3318603,0.12712631,0.75386184,-0.33294949,-1.08681142,16.78198242,5.675e-05,1.64,4.2
898,107.87,48.32,9.0,0.53,5.26,58.0,3.06416845,3.8981545,1.84472322,2.6098845,2.85423255,7.87690258,0.00512179,9.65,-0.27933025,6.17884159,-0.76357901,-0.73471045,0.6822933,5.2197032,-0.25267315,3.58386874,1.70430171,4.08607721,0.04,3.95825839,3.56321812,6.90198851,5.84527159,3.78182697,-1.46267796,11.92866611,-3.18072581,1.37254095,1.08371687,0.29816673,4.3501029,-2.24505687,5.90394592,-1.08236635,2.76638508,-0.69053805,2.42241478,3.76938224,-0.81664717,0.38993478,0.53250305,7.16038227,0.25623536,8.73632431,1.5268749,-2.67412877,3.3562994,5.49060774,2.06273842,0.5651055,0.18909949,0.66377872,-0.23882493,-1.24128425,-1.00245941,15.41083336,0.000112,1.66,3.95
899,107.54,47.52,12.0,0.57,4.61,61.0,-0.7550993,4.23027849,1.79929209,1.90109944,1.79389262,2.60165524,0.10712422,10.55,0.7027145,-1.22229207,-2.1686101,1.57686341,-1.63280082,4.90651417,1.1514498,2.16519165,0.68487883,0.54161203,0.46,3.06436276,3.05855799,8.47759914,5.05336475,4.36885357,4.45647383,5.90972662,-1.27777922,2.2292397,2.35358334,0.12537148,1.92935407,-3.59672761,0.4271872,2.28213286,5.54017067,-2.78714061,5.83166265,5.49174738,0.00831972,0.0,1.0,3.54132676,-1.61871171,8.99523449,1.91751635,-7.71532059,3.13126397,-4.31418276,-7.7751236,-2.5437479,3.26213813,0.07125402,-1.13163936,-2.15952516,-1.02788591,16.01109314,8.31e-05,1.66,3.95
900,107.54,46.88,0.0,0.58,4.89,47.0,1.76046288,3.15461659,3.0393157,2.79080629,2.68630028,7.09237909,0.00788802,9.57,4.47003412,2.81582975,-1.22299004,2.07997417,3.29602623,2.03678393,0.65979397,-3.97908282,1.26954627,2.30042362,0.13,11.74094677,-2.90702796,7.69176626,-0.80892092,12.46846962,5.74704981,-5.68063116,-3.78387165,0.28981298,0.05068857,0.8219241,0.66112143,2.0362885,2.67872977,0.94533437,-0.9934628,5.26552057,1.28958619,11.66073608,0.17189233,0.01765937,0.8943133,-1.77423048,5.52851105,7.07238674,0.05887088,1.31172848,3.39450073,-4.0461874,2.52667332,-0.98798263,0.58694071,0.44381955,-1.45354557,-2.57149386,-1.11794829,17.69322777,3.624e-05,1.68,3.73
901,108.1,46.88,14.0,0.6,5.72,50.0,0.86759275,2.79905844,2.36773324,2.01389146,2.01206899,5.12595749,0.0238224,8.43,-0.93011081,0.42824519,3.63014197,2.70323348,-0.91087902,1.85176718,0.69498253,-0.19129503,0.90951067,1.50428843,0.22,6.00576305,1.94257951,3.84528136,5.01067543,-0.19415534,0.95155317,-4.53943491,7.85607481,0.69674492,0.36423868,0.54632429,2.30087924,4.08195066,3.32346082,2.57382107,-2.27561784,1.30221748,6.96535492,0.64650553,0.32953542,0.0831522,0.7731413,1.56890249,-1.10232115,-5.47139263,3.60579491,5.35361719,-2.55128789,-0.58386642,6.01286888,-1.23218358,1.18852806,0.27593893,-1.45915103,-2.55010843,-1.09095752,14.97351456,0.0001393,1.72,3.63
902,107.71,46.12,16.0,0.66,5.74,34.0,8.75819302,1.27711439,8.16473579,3.70768023,5.4769311,28.62195206,1.1e-07,9.71,3.98671818,5.7598896,4.60474968,2.14974427,4.19744301,9.3869257,2.19939685,3.3416543,4.45331526,26.0649662,0.0,-3.10796356,7.50646591,-4.27748346,-1.01791465,2.28041291,3.25651097,2.22240424,4.85384893,-2.33676839,3.08155632,0.07954877,8.51111221,10.26300526,7.62954426,6.75320101,8.13802338,15.58881474,9.37862492,0.24647102,4.61662626,12.42068958,0.00044752,11.11546516,15.31242752,8.24225521,6.5324173,11.98352242,0.986049,6.63233948,9.23550034,4.93040848,14.27486706,0.0001691,-1.37087667,-2.26850867,-0.897632,8.47893715,0.00391874,1.78,3.59
903,107.33,45.31,20.0,0.71,6.32,42.0,10.3569231,11.35919571,10.16111755,8.91836071,10.19889927,39.74349594,0.0,15.35,7.1592741,7.85168552,0.16621059,7.59831619,7.3290844,4.89681387,14.74324131,0.19853669,6.24289513,21.40782356,0.0,7.89296436,15.87447929,13.9636631,17.11144447,-2.6333797,11.533041,17.88367653,8.29409885,2.29083896,1.18909502,0.27582451,10.86837482,-2.87505364,20.92604828,3.28809977,14.44892025,8.17740345,9.18441582,18.76500893,1.27532589,0.38267973,0.53634008,18.08462906,0.48877472,21.91636276,8.58660507,3.05610323,16.36953354,9.83420849,7.99622059,1.73662412,0.71215284,0.39897002,-0.75953293,-1.48082209,-0.72128922,5.07081079,0.02520399,1.78,3.59
904,105.72,43.44,20.0,0.7,9.16,65.0,6.49296999,4.91945696,13.53502083,6.42746496,7.84372807,16.4940033,5.333e-05,18.33,-0.18301557,3.39917493,1.16341388,15.60512924,3.90993214,2.54286003,8.40673542,6.112535,5.11959553,10.03753185,0.0,9.87675953,7.05049372,5.93745565,0.99477959,8.27705097,4.28975821,-3.4823606,6.37971973,-1.49369609,0.34962633,0.55448362,9.23661232,22.18420219,11.95382404,10.69648743,13.71366119,27.35422516,8.43898296,5.21120596,7.30708885,8.71989536,0.00323518,-7.818542,25.07628441,-0.21155718,8.96487045,12.7287817,-2.41428041,3.91724277,7.46848917,-0.32578817,0.0177078,0.89416932,0.42909575,-0.33224258,-0.76133835,6.26173067,0.01297942,1.84,3.47
905,105.72,43.44,16.0,0.59,9.16,76.0,5.65377474,3.58560395,5.26427364,5.49167395,4.99883175,18.31949234,2.081e-05,11.08,7.51747131,1.72416711,-1.48182428,3.79762721,0.5418306,4.77503347,-1.05950737,1.90075696,2.2144444,5.15341377,0.02,-0.03765982,0.9195537,-3.41944265,11.13650894,4.18784761,0.47403833,11.88401222,3.63181686,-1.77888989,1.38079429,0.24029848,0.22553809,-2.93676925,5.29700565,10.3548584,15.14893436,5.28607893,10.25966835,1.0512569,0.24633408,0.02745391,0.868439,2.95874286,4.98642635,8.39478016,1.53660131,1.79965127,8.13683128,9.00895405,7.82350206,0.26177016,0.03053166,0.86133141,1.43142533,0.41894704,-1.01247823,13.52092648,0.00028901,1.83,3.16
906,105.56,42.61,14.0,0.44,10.72,88.0,5.3310709,7.56529427,7.69410181,5.8787899,6.61731434,61.06917572,0.0,8.04,2.56223679,5.90268946,2.3840518,6.62102032,2.97362614,5.38767242,2.08229375,3.55162191,3.93315172,30.0093689,0.0,1.77607965,12.20517063,6.79829645,4.14976597,5.08521414,9.1046629,16.1586647,7.22199154,1.77788925,2.64112473,0.10450447,10.13216591,9.95155334,9.0096035,5.66998148,7.91881704,6.93918228,7.77507639,4.23807526,1.76935995,2.63274741,0.10505521,3.08250856,4.37896299,11.12700748,6.21223879,5.83902407,3.63435745,5.62873888,3.82766581,-0.52897751,0.23759951,0.62607231,1.73530793,0.4203569,-1.31495106,26.4842701,5.4e-07,1.88,3.15
907,105.24,41.83,7.0,0.26,12.29,95.0,1.46595657,1.47181368,1.05808496,-0.10553526,0.97257996,1.5946033,0.2070168,7.31,2.64207983,2.70687151,-0.77076548,-0.85958803,1.50411463,0.86013424,2.09909058,3.39090633,1.44660544,5.11681461,0.02,-2.58096957,4.25479603,5.77490425,-2.39947701,4.29735327,0.31266624,2.98084712,-0.45237991,1.56339097,2.44272542,0.11844712,4.78089094,1.74249423,-2.43457842,-0.33974773,0.15676059,1.57480669,2.86420345,0.20792942,1.1291635,1.30005932,0.254527,-0.70856434,3.03824329,1.88679039,-0.51705945,3.48421621,3.12001133,3.88336754,-3.10549855,1.56712377,2.52593517,0.11236421,1.42742038,-0.08246679,-1.50988722,35.91870499,1e-08,1.88,3.15
908,107.7,50.08,1.0,0.0,6.46,83.0,-0.42638883,-1.47980678,-0.90450865,-2.45014787,-1.31521308,0.73283648,0.39220714,14.58,2.83085179,-2.73569798,0.53540784,-2.72022128,-4.36015701,4.36748505,3.33197069,0.75041503,0.25000682,0.03829822,0.84,3.47253394,-0.3933875,-3.50488734,-5.26402998,1.01313913,6.53501368,-6.15067816,-6.81955004,0.93252456,0.21653672,0.641812,-6.12738037,12.73560619,-1.01925993,2.03894162,-2.55060816,-0.3555755,-3.70867538,-9.53603745,1.53860044,0.61383373,0.43356857,1.13711202,-1.21403456,-5.98841715,-0.29653788,7.40351248,-1.90138626,-1.86967397,-0.83148116,1.95333958,0.98094869,0.32224957,-0.36377943,-1.48016942,-1.11638999,5.71423674,0.0175718,0.0,0.0
909,106.87,48.11,0.0,0.26,3.42,101.0,1.92630851,0.91309375,3.05285192,2.23758721,2.03246045,2.39951086,0.1217463,12.45,0.95588392,1.92969167,-2.12898397,1.8723917,-0.57538825,3.91414666,1.14064693,0.33968973,0.93100977,0.72121614,0.4,1.6241492,1.20969403,1.42623842,-0.26866025,1.41115129,2.96216393,2.95132136,-3.53536582,-1.32129431,0.5912903,0.44213649,0.95772183,6.27679729,2.52936888,3.97020459,0.00196917,6.70468616,5.27098274,-1.06181061,0.89390618,0.27953458,0.59714593,-1.1594131,1.41868997,11.77635098,2.71839404,8.44757843,-5.09768915,-1.29949749,1.04450548,-0.32737893,0.03815557,0.84517826,-0.69970185,-1.8854357,-1.1857338,16.09801674,7.959e-05,0.0,0.0
910,107.87,48.32,3.0,0.3,5.26,84.0,7.54184389,5.19060087,6.17765713,2.69964314,5.40243626,18.10650635,2.322e-05,12.05,9.91778088,3.19642162,6.23065519,3.15690136,3.24747658,5.46579838,7.4329195,2.34531426,5.12415838,23.4675808,0.0,3.7258594,1.27565312,6.24696636,4.99122524,9.56145859,5.7211566,2.8156755,6.58767939,2.43561244,2.14926577,0.14301187,2.17135167,8.43330288,-1.34415495,1.84647524,14.03982353,13.16894722,9.09043503,3.91998196,3.93951273,5.89255571,0.015414,5.71297741,9.48418236,8.20373058,7.05513525,10.62920952,-5.39439392,9.93070316,15.21151352,4.71408463,8.51087952,0.00362429,-1.29989791,-2.43163037,-1.13173258,17.60759354,3.78e-05,0.0,0.0
911,106.87,46.78,0.0,0.32,4.1,89.0,1.90187335,1.24799788,3.88965726,2.18070054,2.30505729,5.95511103,0.01487846,8.96,4.25905418,-0.10084619,4.30393791,-0.76239604,-0.14106323,-1.82125652,2.3673234,2.32428861,1.30363023,2.75456691,0.1,-3.8017292,5.94081545,-3.57962918,2.17402148,1.05231404,1.26216304,7.95991802,0.2673938,-0.82212186,0.44882515,0.5030773,3.8564446,6.90666151,4.15592384,3.14721918,10.7989893,0.6317606,4.28979206,-2.01674652,1.8438251,2.32082963,0.12802785,1.85749269,4.06754065,3.11474776,4.63294601,5.76472855,-1.35688758,-0.57336211,-1.61933923,-0.3670145,0.09195696,0.76177887,-1.73247671,-2.77442288,-1.04194629,16.84863281,5.491e-05,0.0,0.0
912,108.1,46.88,4.0,0.34,5.72,65.0,-0.07977763,-0.08442421,-1.46518612,1.48020792,-0.037295,0.00211679,0.96331421,7.57,-3.58611083,3.12549567,-1.40984833,-4.02204895,-1.20558524,-1.81583047,0.68647712,-2.31467628,-1.31776595,3.98660564,0.05,-5.20570993,5.07270813,-6.95490599,1.2405107,-4.478755,1.73451877,4.97631073,4.25187683,-1.4752692,2.07233715,0.15036362,-0.84346861,-2.85369611,-0.27818897,0.22603588,-1.39787316,-1.97571993,-0.67172951,-3.66479778,-2.93966794,8.15581894,0.00439803,1.66861057,2.72290683,-2.43907332,-3.24238396,-2.72010875,-1.40505862,7.15188789,-3.48787999,-1.59650528,2.47839642,0.11579597,-1.725348,-2.69049978,-0.96515185,14.88875103,0.00014533,0.0,0.0
913,108.1,46.88,9.0,0.38,5.72,56.0,3.1369369,3.29286313,2.27430725,1.79760349,2.62542772,10.27950859,0.00139554,7.77,1.69494712,1.72393739,5.24122143,0.204586,3.9263525,2.32739496,-0.22345124,0.98781705,1.98535073,8.51111031,0.0,1.19801128,6.1499176,2.2257328,2.83490491,1.31457269,1.54502857,2.96476579,8.38111305,1.53098452,2.05554175,0.15202498,5.00076008,-4.08752871,3.85038948,1.72731233,-4.17137814,3.72651839,3.57541037,8.40273762,0.31793141,0.09315053,0.760285,9.30569363,1.41093421,0.10517514,3.56484103,3.1609869,2.93187952,2.88903594,2.25774455,1.3381089,1.62824345,0.20229847,-1.51768708,-2.42809939,-0.91041237,12.69916916,0.00043835,1.67,3.41
914,108.65,46.18,4.0,0.47,6.93,63.0,2.56813025,4.00290012,4.18121719,3.01561689,3.44196606,15.57162094,8.601e-05,8.28,2.83760786,2.66200566,1.85589397,2.8202157,2.11752987,0.94795293,2.62637758,0.40628469,2.03423357,7.70991135,0.01,3.28226972,4.2882514,7.20398235,2.74176288,4.63624191,3.12783003,5.10139751,1.59299648,0.96536553,0.71544236,0.39788357,8.08813953,3.861902,-0.04220112,5.42717075,-0.27727005,3.08111548,5.33105803,7.13047171,0.99061227,0.78366071,0.37627693,1.12900949,4.90564919,4.47209549,3.90292215,5.76524687,-0.55299222,-2.55080175,4.00333738,-0.49935582,0.19999096,0.65484329,-1.17750001,-2.0765717,-0.89907157,10.59311008,0.00129248,1.72,3.32
915,108.24,45.42,15.0,0.6,7.05,46.0,4.0904212,1.78425264,3.25300384,3.41340566,3.13527083,13.32289505,0.00027823,8.15,1.16759729,3.54219127,-1.8657968,0.68577164,2.67808032,0.77576166,4.53381824,-0.26602152,1.40642524,3.83640337,0.05,4.04858541,1.78289306,0.64679784,2.13122511,5.87819242,4.17320013,-1.27566242,-3.41280437,-1.66451395,2.21364307,0.13717013,1.43996537,7.37274551,1.07522333,0.48044211,2.51671743,7.47002506,0.75993043,4.54232216,-0.14032508,0.01620362,0.89873858,2.64843345,6.21570778,3.10724163,4.17560482,9.69697285,1.15741122,0.03006418,5.69243288,0.61030167,0.3086673,0.57864689,-0.33488986,-1.36882973,-1.03393996,12.52980137,0.00047781,1.72,3.32
916,107.98,44.79,20.0,0.67,7.54,48.0,8.73124504,5.80635214,8.32280827,7.38553715,7.56148577,58.93664169,0.0,9.35,4.4318428,3.63050175,4.23873949,-1.02638292,5.11350679,4.83939934,9.58269501,1.96531749,4.09695244,24.21204376,0.0,-0.44703352,13.63333416,3.7814126,8.19835472,-0.10430483,-0.87734467,12.15344906,10.72919369,-1.46144938,1.33200264,0.24877712,13.04615211,3.47167706,10.52956104,6.96022797,11.35141468,1.15308821,15.57540703,5.7976675,0.98863041,0.62003154,0.43125742,11.55774212,9.17499256,9.29969978,7.11539125,5.96483612,7.27375078,11.74936104,7.84886694,1.35563254,1.14670897,0.28454636,0.92983037,-0.40424782,-1.33407819,22.2769146,3.94e-06,1.75,3.15
917,106.93,44.11,21.0,0.64,7.96,83.0,9.04291725,10.05391788,11.26894951,8.0398531,9.60140991,59.90570831,0.0,11.77,4.30278158,6.90709114,5.71758699,10.39324856,2.4044075,1.84856033,8.50893688,8.43715572,6.06497097,33.75411606,0.0,14.56201363,8.8121767,6.94610691,14.25699997,8.3699913,9.00548744,4.45005369,12.89081573,1.99381292,1.515468,0.21865077,11.07099533,1.82882524,15.18920994,7.06680727,5.99747801,17.14555359,15.8076725,17.43679619,3.30553293,4.36099529,0.03707108,12.72209644,5.69352531,-0.82935268,11.5710001,8.47017288,11.49275684,8.5601244,13.77631569,0.98032731,0.3830241,0.53615681,1.8311131,0.19846143,-1.63265169,39.56367111,0.0,1.83,3.16
918,106.06,41.94,0.0,0.52,11.78,92.0,5.4946909,6.52964401,6.65438795,8.83837414,6.87927437,61.71464539,0.0,8.31,4.40873003,3.15575886,0.52420914,0.13131735,1.30874836,2.0884409,1.21476746,2.07044673,1.86280239,6.0487113,0.01,5.34190655,9.10328293,4.50740194,6.03087425,9.16084099,5.20448065,8.34973145,5.22234678,-2.22214484,3.76331949,0.05272249,4.10735178,6.7261095,11.5241394,3.29889727,4.42133236,4.36524105,8.1038065,10.55109119,-2.20938206,3.8703258,0.0494753,6.2354188,3.75599003,10.73397446,4.41930199,3.45601296,7.57110548,3.00185132,5.82347536,-3.24158311,8.34049988,0.00397657,1.85585248,0.06694719,-1.78890526,52.5772934,0.0,1.88,3.15
919,106.06,41.94,10.0,0.34,11.78,108.0,1.05952334,1.10467505,0.91282243,0.90789777,0.99622965,1.69239235,0.19363928,7.27,0.30094713,-0.59561217,3.41371799,-0.76454127,-0.26678106,0.36704877,2.63178778,-0.13658063,0.61874831,0.94436908,0.33,-1.70196724,5.4235363,3.27881193,-0.87021136,1.54741275,0.41761434,1.87447953,-0.87733006,0.18032536,0.03253412,0.85690387,1.70458114,-6.97919989,0.26928565,2.59693074,3.89598441,-0.45629206,7.70874453,0.30511883,0.21453466,0.04854023,0.8256766,2.18635702,0.89184207,7.4970274,1.01542604,-3.95073056,1.56445205,0.01699449,0.34772137,0.2268126,0.05400099,0.81629854,1.29540324,-0.50718117,-1.80258441,51.43004227,0.0,1.88,3.15
920,105.78,41.1,3.0,0.0,13.4,113.0,4.03840876,2.97652769,6.08421659,4.13593864,4.30877304,23.10656738,1.81e-06,8.51,-0.09795719,3.27431083,0.9671033,0.12526114,1.83620965,3.02433419,6.39219379,3.68380356,2.40065742,10.19963932,0.0,0.19580451,9.22411251,1.78860056,-0.97721267,0.74950278,5.42252254,2.46568179,6.07760429,-1.14251423,0.9602769,0.32739893,4.17280149,7.19462395,9.80713367,3.55619621,9.84286404,7.56307507,1.81114495,4.95163631,1.99891067,3.01533532,0.08284658,2.15410089,1.46886575,13.05193901,3.92286801,2.26128697,2.67091608,4.509583,3.96058726,-0.01267223,9.439e-05,0.99225069,0.55128181,-1.14405107,-1.69533288,44.31212616,0.0,0.0,0.0
921,108.65,46.18,1.0,0.0,6.93,71.0,1.33713067,-0.11252332,0.55846089,1.86894214,0.91300261,0.4543958,0.50043852,12.85,1.6464318,-2.00518537,2.02513385,0.35527155,1.74917352,-7.74486732,0.95982152,-0.40396661,-0.42727333,0.14470007,0.7,-0.78821415,-2.8560195,-1.46203732,1.20748556,2.1285131,2.44047999,-7.56645393,4.76857328,-2.10476446,1.41545904,0.23448803,5.41930532,5.82594347,-7.81806898,7.97242737,-10.27874088,2.0096066,-1.54322875,0.34244281,-1.69482529,0.96241319,0.32686175,3.35140777,4.58164549,-9.61005306,-1.56073093,6.96755505,-0.75689882,4.30806875,1.36036873,-0.65831286,0.14492743,0.70352694,-1.46154928,-2.31302786,-0.85147858,11.67698002,0.00073894,0.0,0.0
922,108.65,46.18,2.0,0.0,6.93,67.0,4.52307367,2.09949827,2.29913354,0.01447339,2.23404479,5.48442173,0.01941725,9.05,-0.84664321,2.70586443,6.36354685,-0.70802736,2.88146091,4.65517998,4.49343252,4.58680391,3.01645231,14.60310078,0.0,-4.15911102,10.20493889,-1.89921808,3.2464385,2.37866926,5.58160591,4.71776962,-2.73754859,2.05179024,2.76055241,0.09698756,0.61208397,4.74913168,3.54480219,4.06733847,4.07098961,6.85027075,-2.09597278,-3.29036498,2.33848619,3.65548754,0.05622434,-0.5751645,5.54908514,6.49567986,5.84001923,8.12535,-3.21099234,10.77017021,3.31685662,4.39089155,13.10692883,0.0003118,-0.97656161,-1.86056983,-0.88400823,11.30774593,0.0008934,0.0,0.0
923,108.24,45.42,8.0,0.4,7.05,72.0,4.98433352,1.80226326,2.45171046,2.69579363,2.98352528,10.26935196,0.00140315,8.83,-0.90503854,3.78229976,2.87139559,2.83632588,2.39640975,0.90393984,-0.33663276,3.29641342,1.8556391,5.65326834,0.02,4.81898737,1.40266621,4.78448296,6.37029648,-0.65288281,-2.29697633,-2.0822444,0.13144317,-0.99150652,0.66960579,0.41342087,2.65794039,-0.13872793,2.35819006,-1.04624939,11.38162804,3.45196819,2.72698331,-0.09378105,0.00760311,8.717e-05,0.99255292,5.43426466,0.55572432,6.28087282,8.03644943,4.88977861,4.1795392,0.73955142,11.04117584,2.32946658,3.83893275,0.05040539,-0.04330466,-1.24590671,-1.20260203,19.24279976,1.7e-05,0.0,0.0
924,108.56,44.81,15.0,0.55,8.05,73.0,4.41390991,5.22974062,4.50673103,2.8089323,4.23982859,30.0463829,6e-08,7.34,3.27771783,4.41599417,3.07482457,0.77993268,1.03727889,5.61067629,3.43621969,4.46215868,3.26185036,25.5108223,0.0,11.81218338,2.63910961,2.58259034,3.80697703,10.43172932,6.59099722,2.92662883,1.64672804,2.51913881,6.34807682,0.01193512,5.99414682,5.96253347,4.09014559,3.15308428,-1.85368431,9.44310856,3.53325534,5.21384668,1.56959331,2.50909114,0.11356714,-0.48929697,4.88962746,1.42865789,7.38452053,7.5918417,5.18357754,0.97718978,7.56467533,1.54773295,2.46203184,0.11700398,1.07859182,-0.62125635,-1.69984818,40.31755829,0.0,1.69,2.88
925,107.49,43.72,19.0,0.6,8.78,86.0,8.68760681,6.72560072,9.69744682,8.35026455,8.36522961,75.77667999,0.0,9.12,3.94870877,4.34589386,3.2869606,6.61454058,1.15213823,8.19039917,2.0715909,5.01832771,4.32856989,27.77467728,0.0,4.65817547,8.90850258,5.83211136,8.14040089,8.21932793,5.03179264,9.59681892,3.54646373,-1.58881497,1.5983876,0.20648213,9.28843021,15.2256937,8.60761356,7.12192392,8.65348148,10.99592781,8.94136238,8.34298229,1.32855248,1.15350413,0.28312486,11.78180885,8.38736629,2.8305552,8.11891747,18.84548187,1.82332742,8.81537628,9.19059563,0.21190935,0.03038723,0.86165646,1.60200977,-0.46897805,-2.07098794,65.57489014,0.0,1.76,2.88
926,106.42,42.83,16.0,0.56,10.14,83.0,2.39333415,1.4526459,1.32172859,-0.26935741,1.2245878,1.37320268,0.24159151,9.92,0.97635037,2.09384847,1.62714338,2.05400205,-0.70909512,3.73775864,5.64573431,-0.20434722,1.90267444,4.79624033,0.03,-1.031129,5.70615768,-1.16943121,0.9118402,3.58938527,4.24455214,-0.43216071,0.03415483,1.69351161,1.53679144,0.21544183,-0.94772261,-0.89373124,1.91622174,6.70887327,5.14647388,-2.21940112,5.23382807,-3.48837733,1.77089155,1.74637747,0.18669217,3.87689161,6.37177849,-1.25683594,-4.38285017,8.35422993,3.83533669,1.26854336,-0.16412517,2.65662169,3.96927524,0.0466606,1.21257055,-0.93156922,-2.14413977,70.51430511,0.0,1.84,2.92
927,106.47,41.37,10.0,0.41,12.74,94.0,4.09265947,2.94117689,2.95421696,3.44557881,3.35840797,19.80738831,9.71e-06,7.16,3.23454094,-0.00785421,1.93446636,-0.58374333,0.88752961,0.87548232,4.87044907,2.11006451,1.66511691,6.95313644,0.01,1.88548255,5.59849072,-0.72636044,4.03773642,4.50887585,2.32646394,4.54660559,1.8611511,-0.42879722,0.18934241,0.66357613,2.59858775,2.09537888,2.82813907,2.85196471,3.58103347,1.15502274,8.67690372,0.73910832,-0.35938808,0.13725738,0.7111162,7.07640362,0.64200616,3.90718627,8.12666798,3.64319444,-0.36315867,6.18693447,4.81689882,0.60335368,0.39193165,0.53145565,0.47886515,-1.52867234,-2.0075376,57.03071594,0.0,1.84,2.92
928,106.47,41.37,6.0,0.0,12.74,110.0,3.61618662,1.62884951,3.19584608,4.56547308,3.25158882,14.12656498,0.00018262,8.21,-2.0716939,-2.09419322,0.92680538,6.07653999,-0.88458031,-2.28698087,3.23592925,3.27075648,0.77157283,1.15911293,0.28,-5.14364767,3.1385293,3.25028086,-3.45043826,8.25581741,3.70388484,6.04848289,-1.46999609,-2.91208339,6.79061556,0.00932588,3.25448656,0.55367225,4.97872496,4.08717251,4.15130329,3.34887195,5.69433403,0.36988199,-1.27774668,1.31305134,0.25216888,1.6533494,0.80401176,15.99487019,0.52324146,5.49923944,3.38045073,4.35859776,-1.07692397,-0.81931841,0.56578326,0.45214988,-0.14018653,-1.9367224,-1.79653585,45.21208191,0.0,0.0,0.0
