,x,y,z,d,scale_xy_dist,t1,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,theta all,theta F,theta p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur.1,ctr,ctr-sur,ctr-sur F,loc p-val,polar_angle,eccentricity
0,95.61,42.84,3.0,0.0,22.63,83.0,4.67302084,2.88729239,4.0262928,3.69935918,3.82149124,23.01078987,1.9e-06,7.56,3.05369949,3.03521943,-1.00056899,-0.08029223,7.62326097,-0.36865631,3.27654982,1.39196467,2.11639714,10.31362247,0.0,-3.86079478,5.48310137,-1.12140763,3.00597382,7.03950787,2.21432686,10.11206627,1.52990413,-0.69092262,0.45141059,0.50185037,6.11120367,3.12245178,1.82890773,4.92353868,11.63928795,3.51189804,2.86725426,-0.92278332,0.45616615,0.20076293,0.65422114,0.38424149,7.10329771,2.51285815,6.61858988,10.37195587,3.82161736,2.73359466,3.15408397,0.87663358,0.74352604,0.3887795,0.4851031,-2.55307984,-3.03818297,99.79046631,0.0,2.33,6.26
1,96.49,42.2,2.0,0.0,22.07,84.0,1.34491038,4.21721935,4.47196245,2.38305378,3.10428643,14.60068893,0.00014257,7.71,3.60169053,2.77414274,1.80607891,1.38288236,-0.1870749,1.01002729,2.93181038,3.57660985,2.11202097,9.57337856,0.0,6.03477335,6.85266352,8.27104568,-0.67975134,1.11469388,5.55305815,3.28510952,3.93046498,1.8143189,2.94673014,0.08641973,6.98403168,4.45496941,1.80206168,3.3888061,5.9709549,9.55108833,4.66423559,-0.16199328,2.18248129,4.3908639,0.03643049,1.97083461,3.80420828,-0.25140291,-0.40139064,5.75172472,-3.19051933,0.48168296,2.49259424,-1.10793662,1.13581538,0.28684416,-0.80393273,-3.48482251,-2.68088984,88.94953156,0.0,2.34,5.83
2,96.99,41.7,2.0,0.0,21.99,76.0,2.18411636,1.98654974,3.11479735,1.69411218,2.24489403,8.04485989,0.00467199,7.51,-0.30683917,-2.01791453,6.47702503,1.87412667,1.08841562,-1.04261756,3.69864559,3.14661121,1.6146816,6.17790556,0.01,6.23881674,1.09259033,-2.19243097,-4.23191786,7.42930126,9.87554073,-1.7309196,1.13253403,0.36097676,0.12678069,0.72188286,1.59858,7.03328085,-0.54423386,4.26265335,6.55709076,4.86144686,0.91198605,0.16105136,1.51412714,2.22652912,0.1360333,-2.31724596,5.89504099,0.39545193,0.79199618,8.36286354,-2.81570005,0.18627252,6.1933794,0.39118111,0.15201093,0.69671972,-0.47920084,-2.88706088,-2.40786004,71.99129486,0.0,0.0,0.0
3,97.48,41.13,2.0,0.2,22.09,80.0,2.32922339,4.28732538,4.74671984,2.46053433,3.45595074,20.42335892,7.09e-06,7.26,6.09383583,-0.20324373,2.89094448,0.79864287,3.46138239,1.41688156,1.85555303,4.04282141,2.54460216,15.95827579,0.0,10.30748844,1.10553348,5.4365983,0.14743264,14.14858818,2.11000896,-1.37493384,2.67256594,1.92504358,3.89065027,0.04888283,2.32747126,8.15059662,4.13833904,5.82589054,3.14065719,3.48458695,4.79176712,5.44108629,2.26339793,5.2803731,0.02181176,3.91748333,3.14939809,-5.48919582,1.0928911,3.93152761,3.55409002,2.03389025,5.03016567,-0.17014386,0.0304834,0.86143992,0.30997577,-1.92899287,-2.23896861,58.47109985,0.0,0.0,0.0
4,97.84,40.69,2.0,0.24,22.23,86.0,1.55513966,6.53605175,5.1674695,3.67652488,4.23379612,17.78811264,2.735e-05,9.53,5.43201542,2.00818229,4.80252075,2.42459178,0.10518748,-0.85357141,4.88416624,0.85448164,2.45719671,8.48533249,0.0,16.53014755,-2.59573889,11.95917892,-3.85743284,15.35465336,12.62134838,-0.88095468,4.01579762,2.85794592,5.09898329,0.02419544,1.56520092,4.72476864,0.763116,11.37797165,0.60274833,5.59550905,6.04149485,9.67961884,1.46345711,1.29731178,0.25502917,-4.45496464,3.19582438,-2.62784314,3.42466068,3.87389278,4.26339626,-2.63839459,5.88236809,-2.16539264,2.85176015,0.09164466,0.9285199,-1.36033404,-2.28885388,61.50690842,0.0,0.0,0.0
5,95.61,42.84,11.0,0.45,22.63,67.0,-0.08696844,4.628438,-0.90051937,1.27806973,1.22975492,0.99300057,0.31929437,11.71,-0.38968676,-5.95162773,1.64366114,-4.03873396,2.24525189,-0.02271031,9.89770889,0.26142654,0.45566124,0.20197827,0.65,9.56987286,1.58596587,8.65826607,11.28352261,1.81922829,-0.25992134,2.29601431,-0.33268052,3.24041462,4.08008814,0.04370805,1.99495029,-8.27958584,1.21713161,-4.69828606,-3.41733146,-6.08026028,5.71324587,6.89027071,-2.23061109,2.00352788,0.15730377,24.15931129,-9.27906609,-0.53616136,-4.66089439,-8.5978508,6.35575581,-0.69419265,-4.38003302,-1.10010159,0.52364302,0.46949302,0.68269908,-3.01677108,-3.69947004,56.56243134,0.0,0.0,0.0
6,95.61,42.84,7.0,0.4,22.63,56.0,-0.95736188,3.34468842,0.62266707,1.80023253,1.20255649,0.78121954,0.37701893,12.91,-6.28180218,6.79870462,-0.84532052,1.86988688,1.01653528,-7.21001196,0.44098693,4.41024637,0.02490318,0.00050078,0.98,15.63549709,-3.61605167,12.145648,5.75885439,11.39505959,-3.17164874,-7.92363262,-6.56590271,1.42454112,0.67181897,0.41265037,0.57892245,-4.70799112,4.86484146,3.85605097,-2.4225831,-6.33518648,-0.902574,8.80702782,-1.41773701,0.66099119,0.41644033,1.11196065,-9.04329205,6.83343697,-1.21433103,-2.79947448,8.47735882,-10.49884224,1.79880273,-2.48985958,2.08007121,0.14960551,-0.32980815,-4.18422461,-3.85441637,120.36867523,0.0,2.35,6.18
7,95.61,41.13,0.0,0.37,24.93,61.0,-3.19018245,3.34119916,-2.01055288,-0.56197083,-0.60537678,0.18189757,0.66985579,13.47,-5.06182241,10.03743839,-4.59499454,-2.09011865,1.93443978,3.7817378,-8.66415215,0.99238628,-0.45813572,0.15580775,0.69,4.82452869,0.4567154,17.13951111,14.33287907,3.92809582,-8.33627415,-3.81571674,-7.50666714,3.5461235,3.83744121,0.05045004,0.36974424,-14.70806694,3.86145926,-6.43197966,-4.80087137,-12.61173248,3.99692583,14.29040432,-1.61542869,0.81865352,0.36583326,7.21363878,-13.39032078,6.96406269,-5.58460379,-13.62886429,5.11521626,-7.48463869,-1.34124064,-2.27616858,1.62137687,0.20325175,-1.02605975,-4.59370041,-3.56764078,132.89468384,0.0,2.35,6.0
8,96.49,42.2,8.0,0.38,22.07,74.0,-0.92306173,2.95196128,-4.0877614,-0.2206286,-0.56987256,0.22327957,0.63667392,11.44,0.05338693,-2.74969149,-7.43030071,1.71387362,-2.87861538,-0.9236334,2.22111917,5.08882809,-0.61312914,0.37351513,0.54,-2.51574254,5.61787796,7.80201626,8.71288013,-1.21710348,-5.80955267,12.06663895,-2.06347895,3.16265798,4.12869263,0.04247578,-0.5265494,-15.0720644,-0.0364828,-9.35724831,3.36352801,-7.43694019,-3.95819569,1.82981074,-3.79647994,6.12332487,0.0135372,9.38758278,-12.03864384,6.28507185,1.53209174,-9.70232773,3.6327734,-0.37597072,-2.61781454,-0.47245765,0.09678445,0.75580018,-1.19102764,-4.26761389,-3.07658648,110.87133789,0.0,2.36,5.81
9,96.99,41.7,7.0,0.4,21.99,74.0,0.40175083,-1.17772532,-3.99942756,-1.35299289,-1.53209865,1.97990286,0.15976704,10.33,-1.8578316,1.36855412,4.2938509,4.25085306,-2.94249058,-4.65973282,-6.74447298,-0.5031777,-0.84930593,0.8986063,0.34,-11.78431797,8.06962967,-3.66392541,3.6079812,-6.91166735,-4.96482706,8.25044632,-1.73615646,0.20100802,0.02070615,0.88561682,3.3433497,-14.2514801,2.23949289,-6.49029732,-5.96788406,-5.85867977,-1.57712948,-2.46191025,-2.79418325,4.07155132,0.04392834,10.69046783,-8.20794868,10.76893711,0.51417381,-8.6611681,3.40545654,4.59847116,-6.36822271,1.9742564,2.1123929,0.14648373,-0.4835051,-2.99296761,-2.50946259,57.57361603,0.0,2.42,5.9
10,97.48,41.13,7.0,0.44,22.09,73.0,4.71547699,0.5109452,0.53704745,1.98782313,1.93782318,2.8872745,0.08964861,10.82,-2.1603384,3.8751986,5.9118042,1.72299719,1.7848835,0.81340742,-1.61992455,-1.77383661,1.06927395,1.26229441,0.26,-13.46586609,7.55684757,-5.29355049,7.50811672,-6.84122133,-0.16263136,9.02957535,5.67793751,-1.51530278,1.08724117,0.29738292,4.32122421,-0.56588185,4.50856447,-3.4708643,3.87768531,-0.1782112,0.0827714,-3.42287803,-1.45095754,0.97864807,0.32281733,6.99745369,1.50593758,13.76867104,5.76902533,0.12864733,-2.32013941,11.20440102,3.09372306,2.75715256,3.62003398,0.05742901,0.85099483,-1.1764003,-2.02739525,26.39130211,5.6e-07,2.41,5.67
11,97.84,40.69,8.0,0.47,22.23,72.0,5.52691698,-0.88836938,1.91098285,3.49054599,2.51001906,3.80406117,0.05145756,12.21,6.53913116,-3.8450892,2.66859365,0.97346705,-0.59114027,6.56589317,-4.5220089,-2.66993308,0.63986421,0.35932726,0.55,-19.18785095,9.01251507,-11.72350979,3.88627434,-9.30999756,4.25733948,12.14361191,5.48310089,-4.36337185,7.26272202,0.00718053,5.735075,6.97434521,-0.41940522,-0.31276953,11.64038658,3.70048094,-0.98795265,-9.94185448,-1.42520595,0.75550675,0.38498633,5.02032185,9.95366764,2.91066027,-0.70066923,11.19342422,-0.13330227,14.24508476,0.48377377,1.93407118,1.39401829,0.23806149,2.07159591,0.15474753,-1.91684842,20.88542938,7.68e-06,2.42,5.4
12,98.41,40.6,11.0,0.49,21.57,69.0,8.56314659,1.87305331,5.12357759,4.13537025,4.92378712,17.4723568,3.218e-05,11.18,5.10278559,9.29785252,-2.31533265,-2.28381276,9.02549839,8.13820457,-0.15017503,0.43795192,3.40662146,12.36617279,0.0,-14.47016048,12.66191673,-10.32319736,-1.85003138,-1.5266012,12.42422676,15.94750023,6.26305103,-2.11953807,2.08117056,0.1494981,6.34087658,11.89858723,5.67170238,4.26233053,14.54503155,9.10394669,1.54870117,-11.03901958,1.20610213,0.66013247,0.41674311,4.95328522,11.66174889,10.35798645,4.89213181,20.82001686,0.21780388,13.84719944,1.92489207,4.29614162,8.34639072,0.00396382,2.68954086,0.43334046,-2.25620031,33.29311371,2e-08,2.43,5.15
13,95.61,42.84,17.0,0.67,22.63,65.0,7.79811525,8.44757748,13.46939373,7.33346224,9.26213741,17.76543236,2.767e-05,20.85,3.95612335,13.31024551,1.80286384,7.80588913,4.76639175,-1.62375104,5.82934237,14.54664993,6.29921913,11.84483051,0.0,19.74660683,3.29604411,11.05064964,-7.94892931,19.37883377,18.4177742,-2.03252125,8.15651226,1.19189203,0.17539217,0.67547035,11.51014805,29.03977203,7.54273319,17.24358177,6.93357611,21.62955093,23.70819283,-8.84061146,6.41126633,5.27905369,0.02182819,-16.18206787,21.90208626,6.82838392,15.5199728,24.96081161,-4.0042901,5.3163743,5.31707525,0.01735965,6.433e-05,0.99360257,-1.17573392,-5.75565767,-4.57992411,70.5280838,0.0,1.19,3.72
14,96.49,42.2,21.0,0.67,22.07,58.0,5.1446209,3.89322805,11.14718723,6.33489895,6.6299839,10.6939249,0.00111823,19.24,-6.2238965,9.30381966,14.78051281,11.24524593,-1.82000792,1.07587302,-1.25290048,1.29316497,3.55022645,4.50988579,0.03,14.57703114,-3.3557775,-0.48748493,-11.91673374,19.12114143,17.37449265,-4.62121916,3.97077632,-2.26413393,0.75210029,0.38605945,-0.22188285,33.53955078,4.18717384,18.02146721,1.13171363,26.31721497,9.06908417,-4.32381725,4.97480059,3.80299973,0.05149277,-11.7559166,22.93982124,-9.67091846,4.76137972,20.97982597,-4.47943783,0.8816247,11.90834618,-1.63168097,0.41092587,0.52167459,-2.06987691,-6.06042624,-3.99054956,129.28393555,0.0,0.0,0.0
15,96.49,42.2,16.0,0.67,22.07,47.0,8.12215042,10.26170158,11.88436317,10.83380413,10.27550507,29.52044487,7e-08,17.95,4.0552721,5.00260496,6.51066637,7.05776072,7.78495932,-6.64383554,0.98100328,12.21722698,4.62070751,8.53231621,0.0,33.28140259,-4.47453976,20.32112885,1.24252546,24.80002594,14.86803913,-12.49411488,2.69263506,-0.71907753,0.09046801,0.76365736,3.92003846,20.00587082,5.73375082,23.42314339,6.70304298,8.8377285,11.62409878,12.4964304,0.99674541,0.16916336,0.68096121,0.02904822,18.41174698,-4.12624407,1.15283871,19.52617264,14.91199112,-4.33262777,14.86128616,-2.78875065,1.35760105,0.24428405,-2.0357585,-5.4642477,-3.42848945,135.76390076,0.0,0.0,0.0
16,96.99,41.7,16.0,0.68,21.99,60.0,-6.87501097,9.89381313,9.83529091,3.92627215,4.19509125,1.74675202,0.18664201,30.12,6.16907215,5.83961105,0.4485943,-8.62482357,11.73612595,-2.82907939,6.83261585,-4.72013569,1.85649753,0.48363596,0.49,47.25056458,-12.89356899,27.1019268,-11.55055714,42.58262634,13.3411684,-25.81974983,-2.10572672,5.93660545,2.20087671,0.13830692,-1.02069795,5.6132822,1.91738665,17.27403259,-20.73361397,19.85100365,20.70035172,32.61903763,5.73059797,2.00898218,0.15674056,-19.65106392,-2.41326475,-25.64617729,-0.86459512,-1.19581902,-3.53714609,-17.37757111,10.91959095,-11.00153255,7.3621707,0.00679725,-1.42925537,-4.22767162,-2.79841614,72.2899704,0.0,0.0,0.0
17,97.48,41.13,16.0,0.69,22.09,54.0,-2.68118811,8.48975468,-3.44595861,1.45348334,0.95402277,0.08770989,0.76718151,30.57,2.73700166,-6.90584993,22.55668831,-27.321558,6.17582417,-11.8202877,14.34427452,-0.52192867,-0.09447955,0.00130036,0.97,37.228405,-12.11497116,38.97595215,12.9470253,30.29829979,-13.48561478,-11.98375416,-21.68478203,6.76297426,2.75042582,0.09760142,-4.09446383,-37.5887146,13.73562241,-1.462098,-15.78869057,-13.99645424,-7.29649544,37.10712433,-5.50798178,1.85031974,0.1741107,17.34987259,-33.45019913,16.10788918,1.19891572,-32.89544678,26.72774696,-15.698699,6.41469812,-3.25659204,0.65744442,0.41769301,-0.30363673,-2.46776438,-2.16412759,26.89468575,4.5e-07,2.42,5.65
18,97.84,40.69,14.0,0.71,22.23,57.0,-4.37510252,2.821666,-6.54053783,-6.94858456,-3.76063967,1.97103882,0.16070375,25.42,5.55572557,-5.98584461,-21.08770943,3.70294833,-7.77537203,2.29882669,8.85537148,20.67028809,0.77927917,0.12909795,0.72,-6.14235497,1.89411318,21.94758224,19.38799095,-7.24127436,-18.6525116,6.72377634,-1.9651314,9.38870811,7.37467957,0.00675054,1.43305635,-42.65732193,7.08132982,-17.93336678,2.12659788,-21.80482674,-0.39167571,22.57429504,0.35520294,0.01125588,0.9155333,13.11367512,-33.35397339,18.39051247,-1.29792404,-25.8911953,10.80002117,-5.33754826,-3.17004275,3.26363754,0.94935566,0.33016353,0.90107083,-0.97456509,-1.87563586,16.09661102,7.965e-05,2.43,5.38
19,98.41,40.69,16.0,0.72,21.43,44.0,12.20165348,13.6868248,-0.45663655,8.66991615,8.52543926,4.35895061,0.03711288,38.75,9.75567532,13.14696598,30.73600197,-7.70413065,-7.4551897,6.58767891,-21.83310127,12.47017384,4.46300936,1.78085375,0.18,-7.46246719,28.94189644,17.90876007,30.05151558,-0.41326281,-13.95690441,52.00418472,2.62553716,5.31940985,1.01801705,0.31328003,20.69200897,-45.82141113,28.51356125,-16.50521469,9.75086975,-30.56077194,-5.86783552,36.97600937,-9.91213131,3.75691819,0.05292377,31.09349632,-32.73685455,54.29509735,25.69585037,-16.46793175,31.61587906,8.32721996,10.04763508,4.48783255,0.77324986,0.37946474,1.86773753,-0.21793541,-2.08567286,22.0174942,4.46e-06,2.43,5.11
20,97.48,41.13,21.0,0.0,22.09,28.0,3.70889878,4.77682304,10.89375019,6.05633402,6.35895157,10.90980816,0.00099662,18.27,15.83243847,3.10952187,-9.57504082,5.9938221,-3.16720176,13.76845169,1.10077703,0.20260994,3.40817237,4.7048769,0.03,20.34649849,-3.85025144,2.99270916,-8.77374268,14.32136345,15.87651062,-7.87992287,7.42421961,-1.16851401,0.22244458,0.63730588,2.39188814,30.99444199,-2.68683863,18.55310822,16.95638275,15.19058418,13.56475735,-7.75051403,5.29307461,4.77210045,0.02919997,-3.83632755,22.06435966,-16.05556297,-3.39717269,24.88739967,-4.80164099,-5.48445702,10.81160831,-2.74079299,1.31474078,0.25186422,-1.36766207,-3.96944356,-2.60178137,67.48384857,0.0,0.0,0.0
21,98.41,40.69,21.0,0.0,21.43,21.0,-5.34826946,9.44853401,3.04189014,3.70637298,2.71213198,1.21643353,0.27037461,23.33,-0.81421638,2.14795494,-6.73934412,14.04267788,6.07830429,-3.3760314,-14.61821079,3.46347713,0.02307645,0.00020046,0.99,45.68323135,-3.50442815,32.23929214,13.92832088,27.85901833,-8.20092487,-25.5324173,-14.90659428,5.44159079,3.21241164,0.07344103,-4.45532417,2.8036356,2.87012243,3.12916207,-11.96058273,-6.63950634,4.84517336,29.93181229,-1.07703984,0.11828867,0.730984,12.4288435,-15.16260147,-19.87779617,-4.44994974,-14.3251791,7.63543987,-18.81557274,9.91470909,-8.82482243,8.05908966,0.0046367,-0.65903205,-2.99749923,-2.33846712,46.18436813,0.0,1.13,2.35
22,94.4,45.37,1.0,0.18,21.79,62.0,1.00513899,1.69026315,1.10124087,1.63676012,1.35835075,8.12947083,0.00446089,4.52,-0.64563179,2.04515553,0.16492993,-1.452281,0.45590553,3.25211143,0.97851479,-0.70410013,0.51182556,1.69090307,0.19,1.88075137,2.28698444,3.09288764,-2.0064919,5.06492424,1.74916565,0.5555371,1.4664979,0.08584674,0.01928482,0.88958629,2.55998969,-2.89699841,1.28129506,2.91206932,3.49270391,2.11672854,-0.72719997,0.46724877,-0.52140576,0.73387867,0.39187287,-1.7064631,1.02917528,4.19998598,-2.79368067,3.9799118,1.77834654,0.48355538,1.11728561,-0.574902,0.90379405,0.34203954,-25.34533882,-23.75772095,1.58761811,0.1635564,0.68625028,0.0,0.0
23,94.72,44.81,4.0,0.28,21.8,65.0,2.98685551,2.28515172,5.76733589,6.69663382,4.43399429,14.27536488,0.00016896,11.14,-0.2598753,7.74072552,-2.584867,0.25871065,5.29793882,-4.63655901,-3.36368752,0.54318154,0.37444592,0.14786159,0.7,3.53339028,6.28075552,0.8238408,-4.50852394,9.54879284,14.15003967,-0.74603647,-9.36913681,-4.48362923,8.86300755,0.00299355,4.0523138,14.2212534,-0.45455325,-0.03481188,-2.21680045,22.11462593,7.41726398,1.52960134,-0.78238404,0.28236181,0.59529768,-7.29520512,6.96192265,9.53552437,3.0694561,4.58916903,-1.04613507,4.76233006,2.95491934,-3.76794624,6.35109997,0.01191495,-0.91333371,-1.66775715,-0.75442344,0.2033865,0.65239362,2.23,6.68
24,95.23,44.17,3.0,0.23,21.63,87.0,2.47972965,3.93464231,3.24576139,3.59383345,3.31349182,9.55525684,0.00205895,10.17,4.74639893,4.70422459,-3.19815731,-2.87410307,0.31061947,4.72274256,4.74873209,-1.47237241,1.46101069,2.74376559,0.1,0.30610073,5.17726803,-2.30922127,-0.53053796,9.96366692,6.53284073,12.12302113,3.18020082,0.57923687,0.17400572,0.67668252,2.55084634,8.60558319,1.08811331,-0.30127186,10.4618721,10.38498783,-2.17730308,-3.83777618,-0.15462184,0.01288044,0.90966756,-8.52209473,6.75033045,7.27292538,1.68307674,0.77863717,3.84397864,9.91885185,-3.4939537,-1.14641869,0.71714574,0.39732267,0.98966634,-0.73834091,-1.7280072,3.93747616,0.0483194,2.23,6.47
25,95.81,43.43,1.0,0.0,21.55,93.0,0.09349483,3.54174161,0.09743049,1.25181651,1.24612081,1.49236679,0.2221891,9.68,1.17010319,2.19894505,1.1359719,-0.58685529,1.42359138,0.50473231,-0.45556316,-1.39191186,0.49987668,0.34080967,0.56,4.96442986,-1.73639321,7.34342432,3.491786,8.7722702,0.79116982,2.62224722,1.33071971,2.2749505,2.92903852,0.087368,1.89300025,0.68113005,-1.98834205,1.30305207,-8.6081543,0.77153665,3.386549,2.52564096,-1.31931055,1.01644456,0.31365383,3.00857234,0.83329308,0.68375212,0.59385145,-2.98749042,-1.04558647,-2.52693748,2.63526225,-1.14946663,0.76884949,0.3808236,0.39534903,-2.08369923,-2.47904825,81.93602753,0.0,2.27,6.23
26,94.72,44.81,9.0,0.45,21.8,67.0,3.19736648,3.04038858,2.5241642,3.1078012,2.96743011,8.09574318,0.00454385,9.9,1.12902951,3.62063622,-0.43149453,-4.73625326,3.34177446,1.24247456,4.13896751,3.08071685,1.42323136,2.71749568,0.1,4.90678978,8.66094017,0.29961914,6.18634653,8.93215847,4.80282974,1.6014688,-11.53791142,-0.102196,0.00585942,0.93900224,1.31934142,5.48642874,2.26292706,-6.91097975,6.15714598,3.83266473,3.60159731,5.19619703,-0.43183812,0.10473172,0.74630408,1.08471954,3.95836186,12.36326122,2.73815727,1.09699774,5.95740509,3.03971553,-3.65965319,0.1678059,0.01602104,0.89930764,-0.293625,-1.12814212,-0.83451712,0.25249836,0.61576548,0.0,0.0
27,95.23,44.17,10.0,0.41,21.63,61.0,1.99418926,3.8738265,2.55769706,-0.1811641,2.0611372,2.91369843,0.08819633,11.46,7.45119381,2.36703229,2.45606065,9.20510006,-1.6541965,-2.14155126,5.30376768,-0.2671403,2.84003329,8.23865414,0.0,4.47731686,1.13803291,-1.08496904,-0.60565627,15.26138783,7.44715261,1.55323064,4.23119259,4.18022203,7.12569666,0.00774519,6.1747818,11.6584692,-6.59859562,0.85943997,0.3005439,12.33395672,1.13605261,-5.51891518,2.75874448,3.25395608,0.07160902,-13.58909416,9.98065376,3.85307741,6.50412273,11.94646931,-2.93537021,3.64845467,-5.01573706,1.93031549,1.63552642,0.20129314,2.00408697,0.02844509,-1.97564185,4.88125086,0.02806059,2.26,6.42
28,95.81,43.43,6.0,0.32,21.55,67.0,4.69897032,1.84926844,3.12415695,0.24639077,2.47969675,6.15269327,0.01331425,9.49,2.0996213,7.76850748,2.96370602,0.20067981,-1.03990757,4.51303339,4.23367453,4.27203083,3.12641835,14.2450943,0.0,-0.14548041,2.73562813,-4.72405958,3.90071607,-3.5698061,3.64748383,6.99251747,7.08674955,1.70376992,1.72561681,0.18932988,3.85189462,3.83960986,5.35774088,5.34177589,1.6832993,0.19889331,6.41994524,-1.52857196,2.86315489,4.95454741,0.02628648,10.80950546,6.30477762,-3.10578609,3.89167094,1.87392354,2.52423453,10.09754467,4.1037426,4.37445116,11.80976391,0.0006181,1.65833604,-0.96317679,-2.62151289,37.91526413,0.0,2.27,6.23
29,95.61,42.72,0.0,0.0,22.79,79.0,6.48166895,4.71260309,4.40827084,5.28386641,5.22160244,35.55895996,0.0,8.31,2.41479421,1.2846452,3.51860571,1.71122432,0.91402334,6.34676266,4.13988304,1.03097415,2.67011404,13.06550598,0.0,0.65552855,7.75264645,0.07888944,6.0315361,5.65760088,4.06689262,10.16437912,4.29596567,-0.4623625,0.16455714,0.68509824,8.14448166,6.33873653,6.44605541,3.28005457,7.72496748,1.45369816,3.75522232,-1.61629748,-0.9170568,0.66770971,0.41408267,2.07575369,6.84263802,4.70440531,5.84333229,13.14167023,4.67279053,4.99580765,9.08804607,1.1489886,1.05510592,0.30462941,1.03926313,-1.81728864,-2.85655165,97.43412018,0.0,2.27,6.23
30,96.53,42.72,3.0,0.0,21.29,80.0,3.9084506,2.07221723,2.8840735,2.19692087,2.76541567,11.97442341,0.00056628,7.58,2.22331858,1.92240036,-1.23383296,2.26959991,5.31756544,2.11838388,-0.26343575,3.20725322,1.94515657,8.57699394,0.0,-0.16823928,4.16800022,-0.42531925,-0.57810289,-1.22410345,4.5627079,3.3209219,8.10111237,-0.07717218,0.00545662,0.94113226,2.02345562,7.88392401,1.27166688,1.74104536,6.39154005,5.53163719,1.00343788,-2.49287844,0.79520923,0.60537499,0.43675337,-2.37921,7.12113428,8.20019531,1.68358731,7.81647778,0.01085831,5.39043236,3.20840788,1.66839969,2.69892859,0.10078951,0.47690243,-2.30694151,-2.78384399,95.99114227,0.0,2.33,6.07
31,96.49,41.13,0.0,0.0,23.57,89.0,1.0494405,3.68630219,2.90109944,1.84458029,2.37035561,8.5435791,0.00355963,7.7,0.21361971,1.17853034,2.14179945,0.14840548,4.05286264,0.08108035,3.01878309,1.78982627,1.57811344,5.4070096,0.02,6.23067999,4.77538681,2.42671633,-1.31195176,1.73411465,7.55761099,1.33497083,7.98498154,1.88574517,3.20694184,0.07368597,4.00862122,5.37631226,5.59639454,4.63945055,5.16364479,3.74488378,1.14741302,-6.0804534,1.07784951,1.08639526,0.29757081,-3.09806967,2.1595192,7.53361273,0.33245865,2.37086844,-2.13646197,0.58071244,1.39174891,-0.78975284,0.58183473,0.44580795,-0.08811489,-2.68093276,-2.59281778,90.60835266,0.0,2.34,5.83
32,96.99,41.7,1.0,0.0,21.99,83.0,1.72711897,1.54161787,4.75269175,2.41341138,2.60871005,13.80271053,0.00021634,6.66,3.12484312,4.83412361,0.53012961,-1.62865257,1.88171494,0.49720544,1.47119462,0.99961656,1.46377194,6.19783258,0.01,3.83106542,3.41849947,2.26002979,-2.76442862,1.60063565,6.83944941,-2.44341779,0.09856406,-0.92776734,1.03835881,0.30849652,2.79649782,9.68714333,4.41243219,3.72366858,5.55073023,5.87270355,4.77143383,1.24612808,2.41378117,7.1829567,0.00750389,-2.0014441,5.34641027,-0.6412093,5.20501661,6.29831982,-3.48621583,-3.14697695,5.89179945,-0.82824886,0.87782586,0.34906682,-0.24784572,-2.66929984,-2.42145419,82.63156891,0.0,2.34,5.59
33,96.99,40.69,0.0,0.0,23.47,80.0,1.06880343,2.69947958,3.98903561,1.60822606,2.34138608,8.4609642,0.00372327,7.64,1.6767031,3.56116581,-0.26923463,3.5741694,1.6993829,3.40923166,2.14354324,-1.99034047,1.72557759,6.62000132,0.01,9.67969036,-0.4209137,4.9572854,-2.74435401,7.03884888,3.36459208,-1.67191112,2.01280713,1.15460932,1.23537755,0.26668142,0.55387741,7.09898853,2.79099941,7.51073647,1.55041552,5.42230511,1.41301954,4.6023488,2.33975506,5.12462854,0.02384264,3.94591832,0.77217668,-4.62476063,2.19289374,3.74917555,-0.12381303,-3.13421535,5.59845781,-0.58607554,0.32753029,0.56726992,-0.12435956,-2.45327473,-2.32891536,73.19203949,0.0,2.34,5.59
34,98.07,41.12,3.0,0.2,21.24,86.0,-0.53238624,5.83608818,4.10890055,2.6099391,3.00563526,9.35042381,0.00229934,9.33,2.2190938,2.98782682,-2.11067176,5.19783688,-0.08712342,2.26698971,2.95423126,-0.48559096,1.61782396,3.80841899,0.05,13.60453796,-0.31565255,10.67412758,0.01586259,12.96771336,4.70682621,-1.85341477,6.74901009,3.25176668,6.6416235,0.01013163,1.16784155,3.85843086,4.05041218,7.06707191,-2.256006,2.26279759,4.20124054,11.14135647,1.35012901,1.15026331,0.28380169,-0.41407281,-1.21298277,-8.97119427,5.45483494,-1.19778836,4.08274174,-4.93104506,1.78339839,-3.20273161,6.57114172,0.01053737,-0.0678826,-2.47604513,-2.40816259,79.95049286,0.0,2.34,5.33
