x,y,z,d,t1,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,theta all,theta F,theta p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity,V23_superficial_deveined,V23_superficial_deveined F,V23_superficial_deveined_iso0,V23_superficial_deveined_iso0 F,V23_superficial_deveined_iso90,V23_superficial_deveined_iso90 F,V23_superficial_deveined_orth,V23_superficial_deveined_orth F,V23_superficial_deveined_sur,V23_superficial_deveined_sur F,V23_superficial_deveined_task,V23_superficial_deveined_task F,task_unwarp_gPPI_V23_tgt_filled_deveined_L2 p-val,V23_middle_deveined,V23_middle_deveined F,V23_middle_deveined_iso0,V23_middle_deveined_iso0 F,V23_middle_deveined_iso90,V23_middle_deveined_iso90 F,V23_middle_deveined_orth,V23_middle_deveined_orth F,V23_middle_deveined_sur,V23_middle_deveined_sur F,V23_middle_deveined_task,V23_middle_deveined_task F,task_unwarp_gPPI_V23_tgt_filled_deveined_L1 p-val,V23_deep_deveined,V23_deep_deveined F,V23_deep_deveined_iso0,V23_deep_deveined_iso0 F,V23_deep_deveined_iso90,V23_deep_deveined_iso90 F,V23_deep_deveined_orth,V23_deep_deveined_orth F,V23_deep_deveined_sur,V23_deep_deveined_sur F,V23_deep_deveined_task,V23_deep_deveined_task F,task_unwarp_gPPI_V23_tgt_filled_deveined_L0 p-val,V1_tgt_superficial_deveined,V1_tgt_superficial_deveined F,V1_tgt_superficial_deveined_iso0,V1_tgt_superficial_deveined_iso0 F,V1_tgt_superficial_deveined_iso90,V1_tgt_superficial_deveined_iso90 F,V1_tgt_superficial_deveined_orth,V1_tgt_superficial_deveined_orth F,V1_tgt_superficial_deveined_sur,V1_tgt_superficial_deveined_sur F,V1_tgt_superficial_deveined_task,V1_tgt_superficial_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_tgt_L2 p-val,V1_tgt_middle_deveined,V1_tgt_middle_deveined F,V1_tgt_middle_deveined_iso0,V1_tgt_middle_deveined_iso0 F,V1_tgt_middle_deveined_iso90,V1_tgt_middle_deveined_iso90 F,V1_tgt_middle_deveined_orth,V1_tgt_middle_deveined_orth F,V1_tgt_middle_deveined_sur,V1_tgt_middle_deveined_sur F,V1_tgt_middle_deveined_task,V1_tgt_middle_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_tgt_L1 p-val,V1_tgt_deep_deveined,V1_tgt_deep_deveined F,V1_tgt_deep_deveined_iso0,V1_tgt_deep_deveined_iso0 F,V1_tgt_deep_deveined_iso90,V1_tgt_deep_deveined_iso90 F,V1_tgt_deep_deveined_orth,V1_tgt_deep_deveined_orth F,V1_tgt_deep_deveined_sur,V1_tgt_deep_deveined_sur F,V1_tgt_deep_deveined_task,V1_tgt_deep_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_tgt_L0 p-val,V1_sur_superficial_deveined,V1_sur_superficial_deveined F,V1_sur_superficial_deveined_iso0,V1_sur_superficial_deveined_iso0 F,V1_sur_superficial_deveined_iso90,V1_sur_superficial_deveined_iso90 F,V1_sur_superficial_deveined_orth,V1_sur_superficial_deveined_orth F,V1_sur_superficial_deveined_sur,V1_sur_superficial_deveined_sur F,V1_sur_superficial_deveined_task,V1_sur_superficial_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_sur_L2 p-val,V1_sur_middle_deveined,V1_sur_middle_deveined F,V1_sur_middle_deveined_iso0,V1_sur_middle_deveined_iso0 F,V1_sur_middle_deveined_iso90,V1_sur_middle_deveined_iso90 F,V1_sur_middle_deveined_orth,V1_sur_middle_deveined_orth F,V1_sur_middle_deveined_sur,V1_sur_middle_deveined_sur F,V1_sur_middle_deveined_task,V1_sur_middle_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_sur_L1 p-val,V1_sur_deep_deveined,V1_sur_deep_deveined F,V1_sur_deep_deveined_iso0,V1_sur_deep_deveined_iso0 F,V1_sur_deep_deveined_iso90,V1_sur_deep_deveined_iso90 F,V1_sur_deep_deveined_orth,V1_sur_deep_deveined_orth F,V1_sur_deep_deveined_sur,V1_sur_deep_deveined_sur F,V1_sur_deep_deveined_task,V1_sur_deep_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_sur_L0 p-val
0.00,0.00,0.00,0.58,144.00,-3.06149125,-1.92972219,-2.17039299,-0.99476767,-2.03909349,2.92219877,0.08769462,12.84,1.43581104,-1.70486820,0.87871259,-2.07575274,-0.38288653,-1.92313504,-2.29291773,-3.73249960,-1.22469199,1.50110519,0.22,-1.71101177,-0.22018245,-2.07846856,-4.96755886,0.15736656,0.54689199,2.61533308,-10.53471088,-0.95495504,0.37082633,0.54270055,-2.03038669,2.66009021,4.28570366,-0.28395402,-0.65060848,-7.77956581,-8.35905170,-4.01360798,-1.17778516,0.57317650,0.44918813,-4.16861534,0.57702374,1.34059262,-8.08493328,1.97377801,-6.58423138,-5.21322870,-2.90306711,-1.97910941,1.61202514,0.20451993,-0.32944483,0.17597568,0.50542051,3.41446471,0.06564908,7.35578346,6.07518339,-1.28060031,0.40384370,0.86,0.44,0.00453403,0.60436356,-0.19501150,0.32471892,-0.75844163,5.09054375,-0.56119758,2.68679595,0.11757670,0.12363236,-2.35002017,2.39224935,0.12227216,0.00436633,0.36233166,-0.20668817,0.29749820,-0.83593911,4.97295570,-0.59821004,2.44509482,0.13890316,0.13941492,-2.17712617,2.10989213,0.14668088,0.00733046,0.47472543,-0.23714869,0.31305024,-0.95167696,5.06655788,-0.68248373,2.51047158,0.13784619,0.10769149,-2.22302389,2.26124525,0.13298077,0.00173628,0.09998852,-0.24594952,0.40969563,-0.80310768,4.41024733,-0.57309616,2.14920187,0.15314481,0.16147043,-1.91080117,1.70559466,0.19187508,0.00645716,0.96426332,-0.24496913,0.37002835,-0.93201786,5.32732248,-0.68385535,2.75147629,0.15263088,0.14683373,-2.44228196,2.80483699,0.09431056,0.00600595,0.55697483,-0.25893977,0.36561531,-0.94360536,4.89295530,-0.69397426,2.57824993,0.17909805,0.17931335,-2.22704720,2.40187931,0.12152369,0.00173628,0.09998852,-0.24594952,0.40969563,-0.80310768,4.41024733,-0.57309616,2.14920187,0.15314481,0.16147043,-1.91080117,1.70559466,0.19187508,0.00645716,0.96426332,-0.24496913,0.37002835,-0.93201786,5.32732248,-0.68385535,2.75147629,0.15263088,0.14683373,-2.44228196,2.80483699,0.09431056,0.00600595,0.55697483,-0.25893977,0.36561531,-0.94360536,4.89295530,-0.69397426,2.57824993,0.17909805,0.17931335,-2.22704720,2.40187931,0.12152369,
0.00,0.00,0.00,0.72,115.00,1.63549936,-0.64929992,1.48382258,1.80090952,1.06773293,0.33742154,0.56145884,19.79,-1.69745374,1.89828265,-0.84882474,3.19005084,1.25329304,2.60770535,2.86497927,0.54185086,1.22623551,0.58817834,0.44,2.74617934,-4.35005093,-6.68656635,-1.40290356,0.41615662,6.44309473,2.91855574,-6.45268106,-2.51996303,1.08095586,0.29874975,1.02098417,4.92511225,-0.28076184,0.32826987,-3.16003442,7.19303656,1.58377707,0.04222256,-0.26002586,0.01161353,0.91420411,3.45150113,-2.26915979,1.14402783,4.67152405,-3.76122212,-0.88556612,-0.51020521,10.12893581,-0.25272107,0.01103345,0.91636617,-1.38014030,-0.78070760,0.59943271,3.63105989,0.05770291,6.67520666,5.22538233,-1.44982421,0.17711955,0.86,0.44,0.01373250,2.32592106,0.53082234,1.00928330,-0.69129390,1.77427316,-0.34821352,0.43401653,-0.10666851,0.04268382,-1.15164638,0.24105169,0.62356131,0.01472341,1.72811496,0.58171403,0.98856324,-0.75297725,1.69232154,-0.35229811,0.35569763,-0.10143021,0.03116501,-0.78722006,0.11571165,0.73380835,0.01634698,0.98921818,0.61639500,0.88631111,-0.80271840,1.51061392,-0.32311261,0.23579977,-0.06540024,0.01009800,-0.30266905,0.01749805,0.89479076,0.01375810,2.63878083,0.50215340,0.71747041,-0.80758387,1.87343788,-0.43303674,0.51547915,-0.00054006,0.00000000,-1.04556656,0.21449988,0.64336949,0.01447604,2.03238392,0.53580683,0.74240887,-0.82668906,1.75767481,-0.41872838,0.43258956,-0.02942888,0.00223780,-0.77482527,0.11837181,0.73088352,0.02043584,2.70745897,0.54003644,0.66779149,-0.90740252,1.89982355,-0.47304702,0.50300574,-0.02256671,0.00123551,-0.93178868,0.17652304,0.67447378,0.01375810,2.63878083,0.50215340,0.71747041,-0.80758387,1.87343788,-0.43303674,0.51547915,-0.00054006,0.00000000,-1.04556656,0.21449988,0.64336949,0.01447604,2.03238392,0.53580683,0.74240887,-0.82668906,1.75767481,-0.41872838,0.43258956,-0.02942888,0.00223780,-0.77482527,0.11837181,0.73088352,0.02043584,2.70745897,0.54003644,0.66779149,-0.90740252,1.89982355,-0.47304702,0.50300574,-0.02256671,0.00123551,-0.93178868,0.17652304,0.67447378,
0.00,0.00,2.00,0.12,138.00,-0.91050601,-0.96738511,-0.81233239,-0.93354762,-0.90594280,2.63829994,0.10464614,6.01,-0.43112645,-0.93941152,0.14923239,0.78117275,-1.96000624,-0.63631064,-0.97832686,-2.05168533,-0.75830775,2.55536485,0.11,-1.07861602,-3.15550947,1.00990522,0.28210467,-1.55833113,-3.60358787,1.16244388,-1.15302622,-0.04481074,0.00368219,0.95162602,0.35569710,0.14340661,-0.41786051,0.81758898,-3.83416533,1.59881091,-3.56336713,-1.31553340,0.13233399,0.03301820,0.85584998,-1.48657691,0.45788932,-2.23832226,-0.08164633,-1.98842382,-2.57645917,0.06853341,0.24046998,0.03432774,0.00219711,0.96262410,-0.24044487,0.22925293,0.46969780,8.13790035,0.00464789,5.04128551,6.29026413,1.24897838,1.62296474,0.67,0.35,-0.00037720,0.01910109,-0.14912000,0.86637098,0.14531030,0.85272735,0.06716564,0.17558311,-0.27486718,3.08188772,-0.73540813,1.06913638,0.30140457,-0.00111712,0.10830866,-0.16878049,0.90582561,0.16699712,0.90603548,0.08282320,0.21399356,-0.29617792,2.89379311,-0.65854812,0.88137221,0.34806550,-0.00284460,0.32626736,-0.19429770,0.95948642,0.20018423,1.02352214,0.11173875,0.30726659,-0.32417881,2.71973443,-0.56880993,0.67594451,0.41119368,0.00614470,5.75811434,-0.17010054,0.90061271,0.05426720,0.09248965,-0.09757093,0.28623223,-0.36109954,4.12592506,-1.68879819,6.12247705,0.01352162,0.00453791,2.17803741,-0.17602943,0.87390780,0.09956188,0.27811894,-0.03539813,0.03376558,-0.36995998,3.94689083,-1.33908165,3.85632324,0.04985104,-0.00127938,0.11546944,-0.19495161,0.94642949,0.18577245,0.86602080,0.09142658,0.20438091,-0.36026433,3.31292319,-0.66323036,0.97277755,0.32424036,0.00614470,5.75811434,-0.17010054,0.90061271,0.05426720,0.09248965,-0.09757093,0.28623223,-0.36109954,4.12592506,-1.68879819,6.12247705,0.01352162,0.00453791,2.17803741,-0.17602943,0.87390780,0.09956188,0.27811894,-0.03539813,0.03376558,-0.36995998,3.94689083,-1.33908165,3.85632324,0.04985104,-0.00127938,0.11546944,-0.19495161,0.94642949,0.18577245,0.86602080,0.09142658,0.20438091,-0.36026433,3.31292319,-0.66323036,0.97277755,0.32424036,
0.00,0.00,5.00,0.22,133.00,0.30027270,0.18542834,0.65282607,0.54779017,0.42157930,0.96648961,0.32580700,4.62,-0.87333137,0.31477559,1.65820301,-0.05009106,-1.12706792,-2.03521371,1.34611928,-1.18671215,-0.24416478,0.40552068,0.52,-1.51443172,1.19085562,1.05352128,-1.52194071,-0.47805402,-0.19717097,2.73655605,0.15245332,-0.38097051,0.45622772,0.49955749,0.29540202,1.51501966,2.89189816,4.11493111,0.05866757,-3.07619572,1.99092746,-2.06027675,0.11142562,0.04034005,0.84086040,-2.45169282,-1.65810883,0.71883559,1.77510965,0.89079845,0.43312025,0.70512724,1.87750483,-0.26641935,0.22674738,0.63405623,-0.28741977,0.19971816,0.48713791,6.41827631,0.01182387,-5.49697161,-5.42013073,0.07684114,0.00787975,0.65,0.36,0.00302089,2.06957054,-0.17526591,2.02309108,-0.10839793,0.80212265,-0.08409384,0.46541387,-0.02735704,0.05162395,0.08690977,0.02527977,0.87370582,0.00359293,1.89292157,-0.19351961,2.01237655,-0.12015028,0.79255283,-0.09310993,0.45697939,-0.03194948,0.05693397,0.12504414,0.05365273,0.81687498,0.00447901,1.36633313,-0.22581543,2.18861485,-0.12977599,0.72637689,-0.09461875,0.37200779,-0.02876995,0.03616373,0.20661068,0.15059358,0.69805597,0.00434385,4.84893131,-0.21661617,2.46116018,-0.14497647,1.11293507,-0.13681500,0.94854343,-0.00995757,0.00533739,-0.08672778,0.02722070,0.86898946,0.00429545,3.29527116,-0.22540207,2.41952205,-0.13971479,0.92450535,-0.12293618,0.68667394,-0.01999937,0.01944925,0.03216154,0.00372999,0.95131343,0.00615962,4.53231049,-0.24451682,2.52262402,-0.15860932,1.06962740,-0.13548270,0.76024652,-0.02283669,0.02258774,-0.02311881,0.00204535,0.96393710,0.00434385,4.84893131,-0.21661617,2.46116018,-0.14497647,1.11293507,-0.13681500,0.94854343,-0.00995757,0.00533739,-0.08672778,0.02722070,0.86898946,0.00429545,3.29527116,-0.22540207,2.41952205,-0.13971479,0.92450535,-0.12293618,0.68667394,-0.01999937,0.01944925,0.03216154,0.00372999,0.95131343,0.00615962,4.53231049,-0.24451682,2.52262402,-0.15860932,1.06962740,-0.13548270,0.76024652,-0.02283669,0.02258774,-0.02311881,0.00204535,0.96393710,
0.00,0.00,0.00,0.32,141.00,-1.28932595,-0.73484075,-0.77341932,-1.23199177,-1.00739443,4.45888233,0.03498027,5.14,-1.06111455,-2.20066953,0.96030647,-1.82042193,-1.48028481,-3.56184101,0.71455014,-1.13155019,-1.19762814,8.12489986,0.00,-0.37687141,-2.91512990,4.18155861,-3.14093351,-0.45563412,-2.73528624,1.24856246,-1.66850471,0.48483354,0.60711122,0.43607264,-0.78765368,0.49048936,0.88500893,-0.00624890,0.30631301,-3.28216219,-1.03938293,-2.42833972,0.46209568,0.54885203,0.45897118,-2.68173242,-4.28811741,0.88352972,0.68815923,0.26635382,-4.77780008,-1.02644074,0.72545683,-0.02618879,0.00175333,0.96660896,-0.22084963,0.30623993,0.52708960,5.64315987,0.01817579,3.74887085,4.65449953,0.90562850,0.93804264,0.65,0.36,0.00035547,0.02322180,-0.01127831,0.00680886,-0.00140072,0.00014334,-0.08679100,0.40057600,-0.28466174,4.51470470,-0.95332253,2.45384169,0.11757169,-0.00209869,0.52230120,-0.02496691,0.02710831,0.02933102,0.03822416,-0.05267031,0.11825823,-0.28919908,3.77056575,-0.64671147,1.16149807,0.28142952,-0.00645912,2.30344820,-0.03557188,0.04404560,0.06559952,0.15045919,-0.01426306,0.00689784,-0.30017453,3.19226384,-0.39242670,0.44045597,0.50706399,0.00037791,0.02960608,-0.02250678,0.02143394,-0.00175714,0.00014337,-0.10558400,0.45527416,-0.33293271,4.76263666,-0.94897723,2.62519217,0.10551269,-0.00072702,0.07621396,-0.02435860,0.02279966,0.01264135,0.00609425,-0.08714651,0.27861473,-0.34358028,4.64044809,-0.80285025,1.88971901,0.16955880,-0.00132800,0.16983578,-0.02311409,0.01813780,0.02013938,0.01383635,-0.08050942,0.21636318,-0.35810500,4.47093201,-0.76963389,1.78911841,0.18135475,0.00037791,0.02960608,-0.02250678,0.02143394,-0.00175714,0.00014337,-0.10558400,0.45527416,-0.33293271,4.76263666,-0.94897723,2.62519217,0.10551269,-0.00072702,0.07621396,-0.02435860,0.02279966,0.01264135,0.00609425,-0.08714651,0.27861473,-0.34358028,4.64044809,-0.80285025,1.88971901,0.16955880,-0.00132800,0.16983578,-0.02311409,0.01813780,0.02013938,0.01383635,-0.08050942,0.21636318,-0.35810500,4.47093201,-0.76963389,1.78911841,0.18135475,
0.00,0.00,12.00,0.44,141.00,-0.49545583,0.97926372,-0.00922465,1.33573794,0.45258030,0.40807226,0.52310323,7.63,-1.64382267,-1.03547144,1.00985026,0.46891120,-1.99577534,-1.71841228,-0.03694919,-1.31166899,-0.78291732,1.74163234,0.19,-1.48152244,2.42241311,4.66282749,1.67257416,-3.47153902,0.41866437,2.81259847,1.44229805,-0.38391355,0.17015217,0.68007016,-0.94440556,0.04015162,4.21308470,4.00583267,-2.26823521,-2.99501538,-2.49808049,1.00176477,-1.36302292,2.17906189,0.14023284,-0.65010732,-3.25034189,1.07584512,-0.70760578,-0.42894807,-2.84948587,-0.49916196,3.41394734,-1.83625662,3.92966390,0.04773071,-0.07512764,0.48882589,0.56395352,5.01623917,0.02587103,-2.82220602,0.69768703,3.51989293,9.91706944,0.65,0.38,0.00328158,0.89263403,-0.15398467,0.57075149,0.05459828,0.07437536,-0.15258923,0.56005234,0.05594764,0.07884955,-0.00093489,0.00000000,1.00000000,0.00188860,0.19108394,-0.18286328,0.65645015,0.08889689,0.15849146,-0.12846205,0.31776047,0.08859200,0.15985218,0.27911547,0.09771264,0.75466083,0.00034244,0.00291537,-0.21663186,0.73616296,0.12284461,0.23789407,-0.11935195,0.21638513,0.12297297,0.24158688,0.47987679,0.29691410,0.58595180,0.00845408,6.73570061,-0.21213052,0.86556566,-0.02805423,0.01526778,-0.29400718,1.60637927,0.05701332,0.06355050,-0.72538328,0.69807684,0.40364140,0.00851908,4.75107574,-0.21576807,0.81265831,-0.01934680,0.00651064,-0.28347212,1.33832753,0.04694201,0.03932428,-0.51315951,0.35053295,0.55395292,0.00816231,2.90777612,-0.22694637,0.79395735,0.02660329,0.01098206,-0.25109339,0.95407444,0.07411304,0.08675176,-0.25319478,0.08772650,0.76715252,0.00845408,6.73570061,-0.21213052,0.86556566,-0.02805423,0.01526778,-0.29400718,1.60637927,0.05701332,0.06355050,-0.72538328,0.69807684,0.40364140,0.00851908,4.75107574,-0.21576807,0.81265831,-0.01934680,0.00651064,-0.28347212,1.33832753,0.04694201,0.03932428,-0.51315951,0.35053295,0.55395292,0.00816231,2.90777612,-0.22694637,0.79395735,0.02660329,0.01098206,-0.25109339,0.95407444,0.07411304,0.08675176,-0.25319478,0.08772650,0.76715252,
0.00,0.00,14.00,0.58,117.00,-0.74784023,-0.44255611,-1.68014812,-0.91134274,-0.94547176,0.55160600,0.45784544,13.71,-1.02588832,-2.93635869,0.75887334,3.98356724,0.27681097,-0.84654558,-2.38237691,0.33940676,-0.22906387,0.04847746,0.83,1.96547341,-8.68372822,-0.05207079,6.48826504,3.41677237,-7.20761395,-1.87649119,0.86483133,0.51297987,0.09436159,0.75877152,-8.89791870,-1.05949378,-1.50686419,-4.02828026,-3.32167792,-3.68135953,2.42387962,5.96601582,-0.78862906,0.22507270,0.63531127,6.22974300,1.65663958,-7.56103754,-4.01819754,-6.95517635,-2.87889099,0.80915570,5.73353577,0.11089313,0.00447584,0.94667408,-0.05540240,0.51066303,0.56606543,4.08598709,0.04416176,-5.83674335,-6.90968847,-1.07294536,0.38018489,0.65,0.40,0.00483668,0.60202801,-0.02635141,0.00515380,-0.24668267,0.47141147,-0.43904445,1.43952024,-0.71962225,4.05209303,-1.33143151,0.67216802,0.41250305,0.00618735,0.63729155,-0.03445512,0.00724836,-0.28239831,0.49707612,-0.50282907,1.51297343,-0.80814749,4.13325405,-1.31480384,0.67393601,0.41188929,0.00237858,0.04370344,-0.07635184,0.02841126,-0.25433540,0.31662863,-0.47498393,1.06417477,-0.85116261,3.59382343,-0.75605041,0.22889981,0.63245124,0.00259464,0.19568479,-0.05430773,0.01746754,-0.23092355,0.31932601,-0.45860294,1.20542157,-0.78487068,3.71519375,-0.97617424,0.38984016,0.53253382,0.00859929,1.49831641,-0.06784672,0.02490612,-0.34216070,0.62910104,-0.59884459,1.84853351,-0.85847157,4.07114220,-1.62434053,1.08700275,0.29740234,-0.00037325,0.00193163,-0.09292885,0.04120808,-0.22595565,0.24555834,-0.44187349,0.91494828,-0.85489583,3.57576728,-0.53554350,0.12161215,0.72737004,0.00259464,0.19568479,-0.05430773,0.01746754,-0.23092355,0.31932601,-0.45860294,1.20542157,-0.78487068,3.71519375,-0.97617424,0.38984016,0.53253382,0.00859929,1.49831641,-0.06784672,0.02490612,-0.34216070,0.62910104,-0.59884459,1.84853351,-0.85847157,4.07114220,-1.62434053,1.08700275,0.29740234,-0.00037325,0.00193163,-0.09292885,0.04120808,-0.22595565,0.24555834,-0.44187349,0.91494828,-0.85489583,3.57576728,-0.53554350,0.12161215,0.72737004,
0.00,0.00,0.00,0.71,99.00,-4.35749197,-2.42324543,-1.28603601,-4.57355785,-3.16008282,4.52011490,0.03375539,16.00,-1.10297394,-4.33226252,0.70110554,0.20599423,-6.26973820,-2.60663128,-5.43016672,-2.44404745,-2.65984011,4.53518009,0.03,-10.52878380,-3.92985439,5.42559862,1.66527700,-6.12406015,-7.53135300,-0.82718325,2.33831334,2.14396453,1.20615590,0.27237451,-3.09941792,0.04340743,-0.12403101,5.04281569,-1.41932976,3.82836652,-8.94533539,-4.53872538,3.24335575,2.78545547,0.09545487,-12.48978043,-4.67313480,-5.44885778,-2.47003031,0.48287520,-10.64605808,-2.32852578,2.76496601,0.25619575,0.01740072,0.89508215,-0.52977329,0.03832653,0.56809986,3.26602793,0.07176850,-3.03587747,-3.11035967,-0.07448225,0.00095444,0.65,0.41,0.00705812,0.94248253,-0.29411429,0.47529629,-0.81653601,3.79698324,-0.08937265,0.04386531,-0.78831929,3.57469678,-3.62435699,3.66177630,0.05597549,0.00619510,0.46937394,-0.33154345,0.49262670,-0.88040745,3.54903030,-0.06144204,0.01662600,-0.84842831,3.34673738,-3.27443933,3.07078123,0.08003477,0.00125564,0.00892984,-0.40190727,0.57819241,-0.90531737,2.94832587,0.04440102,0.00680087,-0.89677256,2.93117595,-2.63362503,2.04079390,0.15345944,0.00463185,0.45850798,-0.38492721,0.64630270,-0.91662067,3.69996452,-0.03512026,0.00520830,-0.85139996,3.21434975,-3.21546769,3.11042047,0.07811530,0.00477221,0.33882651,-0.40561610,0.65267754,-0.96844733,3.70022225,-0.03937754,0.00585918,-0.90001440,3.28558135,-3.09704590,2.90153861,0.08882314,0.00315512,0.09892342,-0.43235171,0.65590012,-0.98161548,3.40694165,0.00593142,0.00017749,-0.93763787,3.16199970,-2.81531453,2.46971321,0.11639313,0.00463185,0.45850798,-0.38492721,0.64630270,-0.91662067,3.69996452,-0.03512026,0.00520830,-0.85139996,3.21434975,-3.21546769,3.11042047,0.07811530,0.00477221,0.33882651,-0.40561610,0.65267754,-0.96844733,3.70022225,-0.03937754,0.00585918,-0.90001440,3.28558135,-3.09704590,2.90153861,0.08882314,0.00315512,0.09892342,-0.43235171,0.65590012,-0.98161548,3.40694165,0.00593142,0.00017749,-0.93763787,3.16199970,-2.81531453,2.46971321,0.11639313,
0.00,0.00,0.00,0.15,150.00,-0.50330222,0.47696736,-0.59655941,0.09501334,-0.13197024,0.07506055,0.78416573,5.19,-1.42444253,-0.83647776,-0.86206418,-0.13983002,-0.62366903,1.06744385,0.45147374,0.89304167,-0.18431553,0.18005951,0.67,0.30305192,2.23545194,-2.51252651,-0.76819229,-0.84069306,5.34952784,-0.11523986,0.51864249,0.35661483,0.32092321,0.57118787,-2.74767876,-2.29876947,-0.30428028,0.72284406,-2.19512939,-0.27389222,0.23856041,1.94187391,-0.71117741,1.27877033,0.25841470,-1.89026856,-0.35758662,0.02482464,0.06956176,0.80001193,1.87299395,-4.08268785,-0.37145281,-0.64199072,1.04276884,0.30743973,-0.18974179,0.34403351,0.53377533,9.14953995,0.00271140,4.47234392,4.80451012,0.33216619,0.12257852,0.52,0.33,-0.00368321,2.44551682,-0.24777627,3.21405935,0.08036936,0.35049775,-0.07153392,0.26772076,0.13478409,0.99572104,0.55693614,0.82389182,0.36427566,-0.00497134,2.88232255,-0.27691180,3.27724528,0.09804639,0.41982144,-0.06671342,0.18663433,0.15309380,1.03925550,0.58076328,0.92132187,0.33737313,-0.00520629,1.46685076,-0.29594517,2.98694682,0.09165251,0.28784841,-0.10325310,0.35201037,0.15679914,0.85375547,0.39125007,0.42913148,0.51257451,-0.00401648,3.28889298,-0.25488386,2.70328188,0.09384970,0.37001193,-0.06437916,0.16662182,0.12991729,0.71398258,0.57655936,0.95399988,0.32895268,-0.00426206,2.57615304,-0.27288669,2.81606746,0.09208328,0.31889856,-0.08243750,0.24520351,0.13490114,0.70366430,0.50708622,0.74146384,0.38941032,-0.00256368,0.62125242,-0.28320190,2.67783165,0.06736770,0.15263893,-0.13759311,0.62047833,0.12988959,0.57733971,0.22820444,0.15439826,0.69445560,-0.00401648,3.28889298,-0.25488386,2.70328188,0.09384970,0.37001193,-0.06437916,0.16662182,0.12991729,0.71398258,0.57655936,0.95399988,0.32895268,-0.00426206,2.57615304,-0.27288669,2.81606746,0.09208328,0.31889856,-0.08243750,0.24520351,0.13490114,0.70366430,0.50708622,0.74146384,0.38941032,-0.00256368,0.62125242,-0.28320190,2.67783165,0.06736770,0.15263893,-0.13759311,0.62047833,0.12988959,0.57733971,0.22820444,0.15439826,0.69445560,
0.00,0.00,8.00,0.27,150.00,-0.35794437,-1.69663215,0.20578773,-1.00811887,-0.71422690,2.31303239,0.12862560,5.06,0.35808367,0.15696153,-0.22112533,-0.10525167,-0.24650240,0.61242700,-1.51618719,0.16764063,-0.09924421,0.05734684,0.81,-1.09812546,-3.50788879,-0.04648250,-1.58120894,-3.11636972,1.25579166,-2.65859985,-2.51564121,-0.71081614,1.32443881,0.25008809,1.63355005,-1.04036903,-1.10579538,-2.21352100,2.25806141,2.23983812,-0.54090190,0.10937083,1.21251988,3.91353154,0.04818892,-1.51678979,0.23684648,0.58284074,-3.43628001,-3.39041972,1.66465771,2.89152575,0.15225394,0.63163716,1.07263613,0.30061571,-0.37898037,0.19568007,0.57466042,7.57326555,0.00629855,-6.16218472,-5.92997122,0.23221362,0.07737736,0.48,0.34,0.00015717,0.00464196,-0.00608796,0.00198941,-0.11644185,0.76887131,-0.09525136,0.49595332,-0.03271238,0.06130340,-0.66983628,1.24537265,0.26472120,0.00086585,0.09137642,-0.00624834,0.00176858,-0.13913728,0.88318253,-0.12023164,0.63322383,-0.04691416,0.10198787,-0.74592841,1.58781254,0.20794936,0.00309558,0.54280484,-0.00133781,0.00007372,-0.17183074,1.05921769,-0.15636390,0.84505928,-0.06696453,0.16299626,-0.88598680,2.30332661,0.12943099,-0.00102296,0.22280553,-0.01111565,0.00538035,-0.11257831,0.55601883,-0.08510387,0.30410042,-0.03165846,0.04429577,-0.49422193,0.73209637,0.39242094,0.00181430,0.48793343,-0.00646757,0.00162178,-0.16321371,1.04722500,-0.14846919,0.83130765,-0.04611555,0.08595413,-0.86779457,2.26997042,0.13223591,0.00309711,0.95040303,-0.01221930,0.00523699,-0.18865576,1.25510728,-0.17212236,1.01782000,-0.06002990,0.12930202,-0.93274343,2.70376205,0.10044366,-0.00102296,0.22280553,-0.01111565,0.00538035,-0.11257831,0.55601883,-0.08510387,0.30410042,-0.03165846,0.04429577,-0.49422193,0.73209637,0.39242094,0.00181430,0.48793343,-0.00646757,0.00162178,-0.16321371,1.04722500,-0.14846919,0.83130765,-0.04611555,0.08595413,-0.86779457,2.26997042,0.13223591,0.00309711,0.95040303,-0.01221930,0.00523699,-0.18865576,1.25510728,-0.17212236,1.01782000,-0.06002990,0.12930202,-0.93274343,2.70376205,0.10044366,
