x,y,z,d,t1,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,theta all,theta F,theta p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
0.00,0.00,16.00,0.80,103.00,4.09305620,2.17075610,-2.75633240,4.61395311,2.03035831,1.29946899,0.25461936,17.32,6.09023762,-0.07664952,-7.41015959,3.14001703,8.02156353,4.26954222,-1.91214180,7.98029709,2.51283836,1.66616344,0.20,14.19734001,-11.00578499,1.99523520,1.78737783,6.15415049,2.14396739,2.56331682,2.13791490,-2.34826088,1.06339097,0.30272768,7.59001112,1.77088332,-34.25135803,-7.26899529,12.13810062,-6.23929405,2.64107060,3.23001766,-7.63307476,12.04839706,0.00054370,0.70565075,-0.54309577,8.85263538,20.64623260,1.60739374,-0.41164839,4.95071936,-4.12587118,-0.43985724,0.03866199,0.84416542,-2.45182419,-2.31593561,0.13588861,0.12141734,0.72788811,10.75278664,6.64984322,-4.10294390,0.51373929,0.00,0.00,
0.00,0.00,18.00,0.82,66.00,-0.78439999,1.32685232,0.13543999,3.69337487,1.09281683,0.22280937,0.63702423,22.52,1.83211851,3.05400038,0.83156461,1.09442985,-2.05098343,5.62741995,1.93466330,6.79725742,2.39005876,1.46535003,0.23,2.33626533,-8.08987808,-0.29264569,-0.59616756,5.94551229,9.79217243,-8.05097485,11.83567905,-2.49852633,0.71042079,0.39953423,-12.09094810,7.48893499,1.63925493,-5.59835625,-3.93830657,-5.74624252,10.08751678,8.00562763,-3.52665758,1.43145323,0.23185113,-4.81760502,-2.23698378,-2.70708442,-0.43441153,4.08453798,0.79253703,-2.75599957,1.38561976,-4.56989765,2.41725564,0.12036619,-2.59609079,-2.36617827,0.22991252,0.31453854,0.57556920,-9.66720867,-5.97656536,3.69064331,0.99939936,0.00,0.00,
0.00,0.00,18.00,0.87,117.00,-0.98913151,-3.90673137,4.63564968,1.72141218,0.36529967,0.01152989,0.91451404,33.03,3.15466022,0.63800931,-1.59748280,8.94904518,2.57898045,-7.64941549,0.88531417,-5.49386692,0.18315555,0.00352427,0.95,-15.01517105,-16.61937141,-1.50135660,11.49466801,14.20907879,-3.82099628,-10.87349319,-5.37072659,-5.47949553,1.58741808,0.20803095,-0.20807248,17.18859100,-13.12355328,13.07839870,11.61961269,-2.18324900,9.80250072,0.66486686,2.57928753,0.35477394,0.55157693,-17.41163635,-12.77179813,5.85705280,-5.73928022,15.01736259,-7.23041534,2.47890139,13.20291233,-2.77851009,0.42067891,0.51676846,-6.65845346,-6.51147461,0.14697899,0.04170999,0.83839219,-48.87015915,-41.92809296,6.94206524,0.85178083,0.00,0.00,
0.00,0.00,19.00,0.86,69.00,-6.20531559,-7.36258554,-5.97374058,-3.90129209,-5.86073351,3.97111869,0.04659443,28.61,-9.78394985,-9.73357868,-18.51988220,1.72841299,-12.83956528,-5.71555853,-6.64841366,-6.13696861,-8.45618820,10.12356758,0.00,0.73818797,-17.54829788,-27.86128807,-6.07503986,-1.37359083,-6.41980696,-0.42075124,3.37131953,-3.19522023,0.72155589,0.39586610,1.86260879,8.74683189,-20.48446655,-5.49156952,-5.32565641,-20.92287064,-1.95302904,-4.53736830,-2.39993048,0.41109207,0.52158344,-3.77526712,-7.82582092,-2.08918452,-12.59754848,0.29418287,-8.11652756,-17.27221870,2.72646356,-2.13297725,0.32770953,0.56715781,-6.77866411,-6.48187876,0.29678547,0.20231287,0.65337313,-47.88704300,-38.08501816,9.80202484,3.63599968,0.00,0.00,
0.00,0.00,20.00,0.89,19.00,2.34263468,3.46816087,-0.55113018,-2.06985545,0.79745245,0.05320578,0.81762944,33.63,2.34817529,-0.96369010,-5.18773127,5.82807732,-9.35802746,5.19978571,-2.85932517,5.01266098,0.00249070,0.00000000,1.00,10.13628769,0.51308769,16.26348877,14.51126862,-23.63344002,8.01514912,-6.92404222,2.51944852,5.17191124,1.36794937,0.24248265,7.32232666,8.31406879,-6.55254650,-5.39411497,1.57209218,-12.09166241,-7.52793980,9.70739937,1.51046801,0.11700269,0.73239038,-0.64269537,-6.30970669,6.80962706,5.53014612,0.48800763,17.48204994,1.25878179,-5.20953751,4.33124781,0.97737622,0.32312042,-6.82332754,-6.51322508,0.31010276,0.22544514,0.63546726,-27.19981956,-26.25506973,0.94475043,0.02923549,0.00,0.00,
0.00,0.00,18.00,0.67,152.00,2.01422286,1.45106196,2.20007229,1.84797239,1.87833238,20.66298103,0.00000624,4.02,1.73894954,0.49902487,3.42752814,2.23557186,3.05447245,1.29115701,0.69472134,1.58423841,1.81570792,23.95623589,0.00,4.25347137,-0.27425715,3.29722261,-0.04210772,3.10105753,1.07757175,1.51543987,-0.69043565,-0.38954636,0.54825389,0.45923044,0.49408513,1.61170363,4.05509520,4.23833323,1.76267385,1.48385882,1.56584227,2.32039738,0.38549948,0.53601956,0.46428287,3.43518686,3.90303063,-0.62086302,1.46301603,1.58768916,0.09775547,3.74811649,2.33488631,0.13337506,0.06580777,0.79760166,0.40268603,0.29440051,-0.10828552,0.42929608,0.51312704,-5.52252722,-6.55666399,-1.03413677,1.63200569,0.00,0.00,
0.00,0.00,12.00,0.57,153.00,1.97833729,1.61255801,1.32131445,1.19612992,1.52708495,11.02792931,0.00093430,4.47,1.45793962,1.26523387,1.84141827,0.56156147,3.26402950,0.86478651,0.65216368,2.07888508,1.49825227,12.73515892,0.00,1.43640280,0.71898311,1.58238888,0.28249416,4.29919577,3.47307706,-0.24975513,2.11016345,0.38438356,0.42621285,0.51402441,-0.80151516,1.78583789,1.61191392,-0.75114018,2.31743288,1.67439580,1.51394320,2.92533779,0.14946155,0.06490413,0.79896603,1.88000464,2.71228838,1.61698771,3.60417414,2.69853806,-0.26812643,3.42873502,-0.52723879,0.74581981,1.65180075,0.19905370,-0.00030794,-0.05097891,-0.05067098,0.09468281,0.75864331,-1.21308291,-0.99295443,0.22012852,0.07462624,1.03,0.54,
0.00,0.00,6.00,0.47,153.00,-0.08047414,-1.33546138,0.02236726,-0.48388326,-0.46936288,1.03249598,0.30985149,4.49,-1.63993847,-0.81285805,0.36617175,0.37516892,1.91812801,1.16977882,0.12002546,-0.72807962,0.09604961,0.04633647,0.83,-2.14315295,-2.20802259,-1.30899513,-2.88716006,-1.18696630,1.34646630,-0.43112010,-1.83054721,-0.90396059,2.32807136,0.12742016,0.27540252,-2.05198908,0.76719236,-1.45634937,1.99964368,0.20470148,-0.30244473,0.49179628,0.53145635,0.81281525,0.36753703,1.30420887,0.89981192,-1.71242023,0.23472823,-0.26700598,-2.94353199,0.32824272,1.59261644,0.41733083,0.51204813,0.47444426,-0.29905188,-0.33367822,-0.03462635,0.04159233,0.83861711,-3.93934011,-3.88930917,0.05003101,0.00338441,0.97,0.51,
0.00,0.00,0.00,0.40,166.00,0.97077030,0.94775343,1.32824183,0.31022313,0.88924712,3.93522143,0.04759423,4.36,0.93436450,0.68418312,0.40971082,1.22077513,2.37992167,0.30812150,0.40411645,1.56544507,0.98832977,6.18069935,0.01,-0.62565231,0.40707830,2.39177608,1.47555757,3.97844863,0.46003824,-0.05952757,0.13113685,0.65351009,1.29603994,0.25524909,1.73505080,0.31372717,0.60645229,2.08579278,0.64753252,2.23936963,1.36287153,2.11143613,1.04488516,3.31655765,0.06892628,2.10772109,2.22575092,2.67778158,2.39655900,-1.62146580,-0.28512350,-0.60967255,0.97562754,0.76408535,1.82781994,0.17673421,-0.27952525,-0.31932047,-0.03979524,0.05368016,0.81702829,-0.66152197,-1.14822721,-0.48670524,0.35240084,0.94,0.52,
0.00,0.00,20.00,0.67,139.00,-0.11935208,-0.82527649,-0.88835692,-0.62895119,-0.61548418,1.26125228,0.26171944,5.33,0.51873010,-2.06857324,0.19062291,0.32256806,-2.27108598,-0.74534523,0.48494071,0.03949232,-0.44108129,0.86966950,0.35,-2.23769999,-2.79728127,-0.58909327,-3.24422026,-2.61235833,0.73578656,1.95212519,1.90272880,-0.21552785,0.09478245,0.75825628,3.37197471,-1.75036597,1.13118541,-0.97510606,-1.77141595,-3.45246053,-2.12238264,-1.70407379,-0.27168006,0.15234900,0.69639550,-3.63491392,-2.33682752,1.11402309,-0.67012143,2.58104134,-1.46144259,0.64572001,3.13218212,0.50606638,0.53984964,0.46269169,0.83214289,0.66901708,-0.16312580,0.85376763,0.35666065,2.86811852,2.49313450,-0.37498406,0.18847921,0.00,0.00,
0.00,0.00,0.00,0.66,156.00,-0.03526729,0.63787037,-0.15886246,-0.58569497,-0.03548858,0.00582692,0.93917045,4.52,-0.17011157,0.28893626,0.69070858,0.78187919,0.38535231,0.13520105,0.44786188,-1.49743056,0.13279964,0.10442914,0.75,0.00195840,-1.25656343,-1.63311148,2.05082512,1.72396314,0.63873249,3.42795277,0.43796965,1.27321684,4.58066797,0.03261020,-1.17832017,-0.52848941,-0.20331194,0.93412161,0.99396163,1.10061085,-0.80471843,-1.65891862,0.41692594,0.49182656,0.48329990,-0.39193320,-3.53224277,0.96979809,-0.85850197,0.17242126,1.18050480,1.40010953,1.70094931,0.54854822,0.87522328,0.34977115,0.55516076,0.48433492,-0.07082584,0.17017695,0.68041969,3.30867910,3.51448107,0.20580193,0.05095806,0.00,0.00,
0.00,0.00,14.00,0.58,149.00,0.46056914,-0.65436745,-0.57894486,-0.08148621,-0.21355733,0.16281860,0.68667234,5.15,0.26129809,0.85617214,0.34607911,-0.25014091,-1.13053203,-0.56594527,-0.32108405,0.47678682,-0.04092077,0.00717945,0.93,-3.52118993,2.72938943,-4.18755817,0.49356717,-2.53407335,-2.64044714,2.89835072,0.72882390,-0.50973034,0.57798439,0.44730802,2.04005885,-2.33894348,0.54911655,-0.39800099,-1.28304994,-4.16697025,0.50918466,0.39921212,-0.48447922,0.51821887,0.47179447,-0.16027261,1.63134360,-1.11541581,-0.56131148,0.18557046,4.30944729,-1.93691611,1.26818514,0.52339256,0.61589503,0.43278900,0.07201060,0.07509623,0.00308563,0.00032012,0.98574379,-0.00389397,0.56214345,0.56603742,0.33509746,1.03,0.54,
0.00,0.00,8.00,0.50,158.00,0.48010111,1.12600052,1.47697556,0.85955328,0.98565757,4.99994707,0.02559721,4.29,1.30430233,0.22541477,1.26817000,1.73464668,-0.23460308,0.62776130,0.96968496,0.61047328,0.81323129,4.47642851,0.03,2.83224297,2.05818605,0.60524118,0.03273012,-1.10712349,0.99483073,2.11460876,1.04588282,0.25741437,0.20717111,0.64910653,2.82586432,-0.20163253,4.60647249,3.06572175,3.34796596,-1.68131232,-0.64286649,-0.20177884,0.61532217,1.22498918,0.26868758,-1.55881941,-0.08472930,2.10009575,1.10908866,0.73368341,0.62246150,-0.18760903,1.12930965,-0.34916124,0.39144051,0.53170614,-0.33014342,-0.28963804,0.04050537,0.05301819,0.81813996,0.95507050,-0.06297898,-1.01804948,1.50923204,0.97,0.51,
0.00,0.00,7.00,0.46,177.00,0.39318672,0.22805429,0.37819758,-0.13483031,0.21615207,0.27834412,0.59792113,3.99,0.67062396,1.06615281,0.06421987,1.03004766,0.63015598,1.63729084,0.69435686,-0.06220153,0.71633083,3.63042688,0.06,0.02721236,0.95853645,-1.54235303,-0.02285584,1.02079082,2.42040396,1.20793593,-2.17437506,0.32725284,0.39061505,0.53213905,2.33945036,0.82010233,-0.55892211,1.27610028,0.88129449,-0.34191898,0.09774492,-1.53871119,0.46153659,0.77900666,0.37768724,-0.14271794,1.49765968,0.86485291,0.09728096,2.06235313,0.04340620,-2.05958366,0.28813225,0.53618932,1.07172227,0.30084244,-0.35073385,-0.29540423,0.05532963,0.09453315,0.75882816,-6.04096556,-5.57429790,0.46666771,0.40262824,0.97,0.51,
0.00,0.00,8.00,0.46,160.00,-0.52437019,-0.83359969,-0.11074280,-0.11044464,-0.39478934,0.91185218,0.33988480,4.02,-1.37029445,-0.18772024,-0.69121850,1.10516679,0.04824288,0.15032361,0.46457273,-0.15158959,-0.07906459,0.04940381,0.82,-2.35756564,-1.84830570,0.63615537,-0.62974471,-0.00617595,0.86267859,-1.45694888,-1.79585898,-0.76445335,2.08064818,0.14953425,-1.45423138,-0.68933386,-1.07058430,-1.00496399,-0.36583945,0.74482352,2.05492663,1.08885562,0.01626451,0.00097887,0.97504789,-0.61760217,-1.03017414,0.64599979,-1.39712870,-2.92223048,0.78142971,-1.13321197,2.36513710,-0.33411363,0.41165090,0.52130060,0.00816818,0.06956131,0.06139312,0.10712275,0.74380425,-2.25661182,-2.85458708,-0.59797519,0.60973138,0.90,0.47,
0.00,0.00,12.00,0.51,160.00,0.95627207,-0.12032642,-0.65324128,-0.48064074,-0.07448408,0.02344548,0.87833929,4.74,0.39786562,0.92206299,1.07199717,1.23932040,0.02636386,0.36182612,2.44014764,0.61465800,0.88428020,4.09934568,0.04,-1.50781858,0.22992888,-1.64923716,-1.69248283,-0.45452601,-0.30514219,3.09843946,1.20773041,0.38836297,0.38814944,0.53343590,-0.71341515,-0.01456444,1.16156495,-1.13844824,-0.32653078,-1.99342108,-0.57760894,-2.23092675,-0.20528269,0.10863516,0.74178216,-1.60816896,-0.04535213,3.00933766,-1.11775422,2.80175948,1.24328339,-0.64594090,4.39877605,1.47701168,5.83308744,0.01593133,0.39890343,0.44884878,0.04994536,0.06019063,0.80645969,8.04246807,7.49406147,-0.54840708,0.40507090,0.00,0.00,
0.00,0.00,20.00,0.65,149.00,0.64492917,-0.67259705,0.56420857,0.13280047,0.16733529,0.20094523,0.65406893,3.63,0.72515452,0.27205336,0.71749794,-0.32042652,1.11209381,-0.10384457,0.27749875,2.04832387,0.59104389,2.85935616,0.09,-2.04682422,-1.67740893,1.07462370,-0.54264265,-1.80135620,-0.43032965,0.22290684,-0.53893983,-0.81763470,2.91539502,0.08809226,0.48114920,-0.41824627,-0.41558197,-0.64611882,2.30366683,0.17763908,2.57434916,0.19918734,0.40820289,0.73729771,0.39076278,0.62503469,1.62206054,-2.01909590,2.54989409,1.31941128,1.12034202,1.23966372,-2.08536601,0.42626899,0.82682818,0.36344140,0.95877677,0.82214856,-0.13662820,0.56681436,0.45245939,2.54896450,3.27803254,0.72906816,1.19408643,0.00,0.00,
0.00,0.00,0.00,0.65,144.00,0.16649099,-0.56791943,-0.21225774,-0.24705622,-0.21518560,0.24634185,0.61978628,4.22,-1.28236473,-0.21969302,0.05949146,1.12533653,0.09952882,-0.26447782,-0.23312888,1.41905367,0.08796826,0.05473520,0.82,-2.63091803,-1.79873526,0.07775569,1.81040668,-1.24395442,-2.90817618,0.93203765,0.93777138,-0.25444534,0.21138638,0.64579702,-4.31336117,0.27094612,-1.86411822,2.70381165,0.46559024,-0.33150524,0.13219799,1.51013410,0.07126977,0.01690201,0.89659017,2.56215954,0.98629361,-2.63427448,-1.31173551,-2.37118578,2.72537518,2.07429838,-0.33042058,0.36867458,0.46141869,0.49714113,0.88156945,0.83289307,-0.04867641,0.07203455,0.78868836,1.86994565,2.51034403,0.64039850,0.72148865,0.00,0.00,
0.00,0.00,14.00,0.58,146.00,1.15459311,-0.63512498,0.33130720,0.52842975,0.34480125,0.53556347,0.46447139,4.58,0.43545809,1.22185516,0.80884790,0.96886492,1.12082553,-1.31467748,0.40387151,1.29624200,0.61766094,2.18499470,0.14,-2.12641168,-0.41824368,1.27580464,-0.82985049,-0.37595171,-3.32436562,0.71646416,-0.07780530,-1.10822415,3.37280202,0.06661963,-0.72571874,-0.28072554,0.81641209,2.59004664,0.79448295,-2.28572536,0.69984490,0.91242492,-0.18135881,0.09110173,0.76285282,2.14619493,-1.15035844,-0.18642554,0.75564122,1.22937489,3.78708768,1.12137878,2.15965223,0.59157825,0.98869908,0.32033511,0.39549848,0.43572789,0.04022943,0.04935509,0.82442790,-0.28233668,0.01207235,0.29440904,0.11113874,1.05,0.52,
0.00,0.00,11.00,0.53,162.00,-0.26225674,0.11564299,0.72675651,-0.19353651,0.09665156,0.04551996,0.83110006,4.40,-1.11229587,0.20293313,0.74980468,1.52187800,1.21952903,0.95753253,-1.36406279,-0.84369963,0.16645238,0.18408108,0.67,1.32579696,-0.07414838,-0.29218218,0.06053630,2.62129211,2.32245755,-2.79158711,-1.57529521,0.25916141,0.20121872,0.65384985,-2.82568526,0.96023637,1.22292149,3.22982955,1.71279752,2.48424101,-0.56895339,-0.46605104,0.93299580,2.64494205,0.10423959,0.03319997,1.08044624,0.15742221,1.38823867,-2.99438763,-2.69093394,-0.18353215,1.36838663,0.02061298,0.00137018,0.97048075,-0.13951407,-0.03295481,0.10655926,0.33790728,0.56172863,-3.66186333,-3.67679358,-0.01493013,0.00034564,0.99,0.49,
0.00,0.00,8.00,0.52,165.00,1.17530107,0.45958686,0.65626889,0.95573801,0.81172371,3.74091768,0.05341451,4.08,0.35486576,1.53955388,1.38293660,-0.31672040,1.95832062,1.90565121,1.91389847,1.11040354,1.23111367,10.00398445,0.00,0.77816111,-0.08602297,-0.45965594,-1.15373337,0.25000766,3.39877510,2.41068792,-1.49250841,-0.54931569,1.05171192,0.30539625,-1.64792919,1.72267258,-0.19877358,-1.22611749,2.88176036,-0.97778708,1.94430697,2.18919396,-0.30621603,0.33075026,0.56536532,-0.93491393,3.92162132,0.45585564,2.07029629,-0.18231699,0.76599842,1.70352030,1.10516822,0.22675316,0.18362960,0.66837774,-0.28302518,-0.12751439,0.15551077,0.65206969,0.42038345,0.43494299,1.34053910,0.90559608,1.51167011,0.99,0.49,
0.00,0.00,10.00,0.56,143.00,-0.50080222,-0.81940585,-0.75391746,0.44867793,-0.40636191,0.96680355,0.32574799,4.02,-0.72013468,-1.19973481,-0.24359189,0.05278609,-0.39290425,-0.49599501,0.64046448,1.39922333,-0.11998584,0.11512408,0.73,-2.72112298,-3.06375647,-0.93469167,-0.66066909,-1.37622368,1.55422080,0.39700687,0.11553591,-1.30116546,6.06460810,0.01398319,-1.15705264,-1.17285025,-0.78469664,-0.58889270,-2.23038554,-1.54533529,0.70934492,1.00909364,-1.17240751,4.93397188,0.02658869,-1.80700088,-1.09156358,1.52804911,0.54769462,-1.75394046,-0.02234335,-0.36543274,-0.90882146,-0.90650791,3.00631618,0.08329241,-0.04125922,0.15408924,0.19534846,0.82743126,0.36416882,-4.30348921,-4.26832438,0.03516476,0.00226951,0.94,0.47,
0.00,0.00,13.00,0.64,118.00,-0.05847664,-0.86501312,0.25685576,-0.26384124,-0.23261881,0.14583826,0.70263650,5.92,0.29895264,0.32704940,0.75608873,-0.00727024,-0.14055954,2.51002264,1.13353896,-0.01055374,0.60840863,1.21817863,0.27,3.54746819,-3.21276045,-3.98946238,1.34879661,-1.14051211,0.86458379,0.17090610,-4.25601006,-0.60509968,0.60890919,0.43540961,-3.10468149,2.02829409,1.82872522,0.94033104,-0.29853240,0.64250159,0.27133656,-0.62145001,0.51396161,0.43667719,0.50890435,-1.92752087,1.36617696,-3.37864733,-1.41291225,2.02229524,0.47194892,2.17425990,-0.41622621,0.08061150,0.01095063,0.91668125,0.20195992,0.41377652,0.21181661,0.72078729,0.39695419,-1.80776179,-1.30753303,0.50022870,0.24553156,0.00,0.00,
0.00,0.00,19.00,0.74,44.00,-2.99875474,0.47891468,-3.57274699,0.18545508,-1.47678304,0.45024532,0.50239396,21.41,-1.09915221,1.08649755,6.56117916,1.12260771,-1.05753911,2.26878881,-6.63719320,-7.24348402,-0.62478691,0.10132726,0.75,-5.35310984,10.84635448,3.96628380,-10.59352684,8.67690945,11.92987919,-8.64334774,-5.98462343,-0.07370060,0.00074396,0.97824616,-22.51710129,0.07249240,-9.60417652,-8.94648266,2.72225356,4.87851238,-3.49205971,8.49827385,-3.54389858,1.61474013,0.20416412,-4.27685881,-7.57625103,-13.02205372,-8.18620396,-11.95490551,-4.63759232,16.50100517,13.89347076,-3.25999427,1.39657867,0.23761796,-0.14998406,0.03479566,0.18477972,0.37237412,0.54244218,0.36856624,-1.93688750,-2.30545378,0.61095035,0.00,0.00,
0.00,0.00,21.00,0.68,149.00,-1.08898592,0.68311340,-1.47707915,-0.34875467,-0.55792660,0.90152270,0.34263354,5.72,-0.04983720,0.26817253,-0.39210451,-0.41024563,-0.63672268,0.43535525,-1.69491100,-0.95823538,-0.42981610,0.69375640,0.41,6.12545156,1.30846155,-0.91519856,-2.56235814,-2.61672091,-0.66964918,0.95055050,3.66101980,1.04925621,1.97739804,0.16001940,1.04427886,-0.55239683,-0.79264295,-3.18604350,2.84138370,-2.61529541,-6.22083855,-3.22868276,-1.17144012,2.48228383,0.11549601,-0.35001254,-2.94793391,-1.37812567,-1.71951509,-0.98988563,0.24904372,-2.15892029,1.29972124,-0.72454190,0.94753307,0.33061674,0.99977332,0.82830924,-0.17146406,0.73610812,0.39199143,-1.97404206,-2.84076262,-0.86672050,1.11009789,0.00,0.00,
0.00,0.00,15.00,0.66,146.00,-0.25344625,1.24005675,0.20852844,-0.72779661,0.11683556,0.04517581,0.83173013,5.35,0.92693269,-0.45840937,0.78419173,-0.61841065,-0.85340291,-0.66175425,-0.44678941,0.62489629,-0.08784323,0.03306041,0.86,5.32223654,3.16774821,0.00824399,-1.81570280,-1.70811903,-1.48689044,3.14165735,2.94412589,2.01517653,8.33330441,0.00398818,2.69371581,-1.45687628,7.17407131,-1.86837983,-0.78152353,-1.09839082,-2.66818452,-1.15264857,0.96623027,1.95911765,0.16196174,0.23952897,-0.44834626,0.05861489,1.03570747,0.95511037,-1.55045199,-2.73768520,0.25647941,0.50404292,0.52410597,0.46928871,1.10301459,1.03164911,-0.07136548,0.12530825,0.72373961,6.47623539,6.72055960,0.24432431,0.07369438,0.00,0.00,
0.00,0.00,0.00,0.60,144.00,1.28116226,1.05182564,1.47982097,0.80564004,1.15461218,4.82791090,0.02826164,5.11,2.35025501,-0.10214680,1.99187434,2.51664090,1.71601427,0.97752362,-0.09484948,1.05333555,1.30108094,7.98506975,0.00,4.56951809,-1.81808102,2.02794456,1.83143520,0.78317124,0.76578963,1.04091597,-0.52499646,0.25745949,0.14669882,0.70180318,1.30014622,1.30142069,5.83628368,1.98176265,3.53410840,-0.44451228,-1.05156958,-1.76213145,0.64538711,0.94125015,0.33222434,3.10584998,-0.02459769,-0.72229171,1.18287265,4.25982666,0.36692685,-1.84881270,4.15074205,0.46366182,0.49255568,0.48297590,0.67864084,0.71932036,0.04067954,0.04262714,0.83665002,2.79790092,2.34871793,-0.44918284,0.18482791,1.06,0.50,
0.00,0.00,0.00,0.56,161.00,-0.18856525,-0.70817029,-0.04600711,-0.42147282,-0.34105387,0.48498753,0.48635509,4.76,-0.71052980,-0.98514909,-0.62111485,0.90433693,-0.20371917,0.77484608,-0.76016909,-0.02275135,-0.20303129,0.21613337,0.64,-0.08626678,0.00715041,-1.41512823,-1.30991900,-2.72554803,0.59769231,-0.85825694,-0.30844271,-0.32773337,0.27104613,0.60276244,1.21825457,-0.94190550,1.06673253,-1.97004700,4.72559357,-1.97786760,-1.65382779,-1.93888736,0.33322141,0.28907669,0.59094938,-0.48011386,-1.05316913,1.80841994,1.41221714,-3.10883331,0.34579977,-0.69472116,0.88952839,0.32589579,0.27768287,0.59835740,0.09413506,0.23431729,0.14018223,0.50019801,0.48027968,1.25973189,0.29478949,-0.96494240,0.98643941,1.01,0.48,
0.00,0.00,11.00,0.58,153.00,0.24786049,-0.57589370,-0.53764224,-1.72055459,-0.64655751,2.46916294,0.11645798,4.00,-0.73380566,-0.58078945,0.27956054,-0.07147270,-1.06398726,-0.85077029,-0.09224420,0.80914950,-0.28804496,0.60965669,0.44,-0.35261425,-1.76090324,-0.99182719,0.72497785,-2.47436643,-0.86003804,0.61720741,0.10395531,1.15950251,4.82017469,0.02839012,-0.76695865,-0.43722621,2.05701876,-0.00441653,-1.38943231,-1.91199756,-0.98532569,-1.20741630,1.18634677,5.10971451,0.02403696,2.11241198,-0.56266147,1.02558267,-1.16478705,1.46953022,0.74011034,-0.07356781,-1.64014041,1.94427729,13.99384212,0.00019535,-0.14967459,0.08035105,0.23002565,1.11985087,0.29129410,-0.93747473,-0.15388095,0.78359377,1.09108436,1.01,0.48,
0.00,0.00,14.00,0.66,128.00,1.64739931,0.63783765,1.80934143,1.68296981,1.44438708,5.76814127,0.01652502,5.85,0.90547287,0.22984888,0.35748950,1.58089364,0.06826840,1.77225935,1.57591236,3.01806211,1.18852592,4.66493988,0.03,0.15792830,0.97772950,0.57240474,1.46213949,-2.15140915,0.24407889,3.21181965,-0.17295739,-1.03981686,1.81313860,0.17848047,1.01756859,2.65210938,1.22720015,0.32789695,2.22080636,3.16342974,2.21222258,1.54451537,0.11044382,0.02060656,0.88588894,-0.64564496,2.57938600,3.18305945,5.79958963,0.86172497,0.55557328,1.03249538,-0.97329426,-0.00424327,0.00010332,0.99189230,-0.12210421,0.19124518,0.31334940,1.46822500,0.22713073,-2.68608427,-1.49885595,1.18722832,0.68271089,0.00,0.00,
0.00,0.00,17.00,0.77,66.00,0.95369011,0.90873748,1.90248275,-1.41702688,0.58697087,0.18117186,0.67047181,13.41,-2.36561275,0.26440802,1.77052546,0.54282695,0.61940670,4.18452263,0.15030105,0.51801413,0.71054900,0.31303671,0.58,6.26883793,0.06206381,-1.00980806,-4.63956356,-1.20171893,5.36517048,0.63186991,1.96303880,2.22112536,1.57373154,0.21000054,-5.32721329,3.45403051,10.14832687,2.67316747,3.65616179,7.52035952,-5.21177244,-3.02352405,3.35189605,3.66817617,0.05578620,-1.90117681,4.66577005,-3.58631921,4.18260813,-1.14577591,-1.42346120,3.64259696,2.62867951,2.33848786,1.79272485,0.18094185,-0.26658192,0.10942511,0.37600702,1.37014568,0.24325290,-7.69566727,-5.45262432,2.24304271,0.49893808,0.00,0.00,
0.00,0.00,18.00,0.73,150.00,0.30558714,4.12716341,1.83639729,3.17880511,2.36198807,3.46500564,0.06301239,12.34,4.44266653,-1.91220629,2.26523328,2.32146764,-3.98343563,2.19569373,-1.15950227,-2.78337693,0.17331758,0.02467361,0.88,15.19385433,0.89396650,-0.29671040,6.44419146,-6.36555624,7.01015711,6.89877319,1.62507653,0.88283801,0.29968724,0.58421800,5.25401688,2.27951503,11.01551247,-3.25814128,3.24635935,3.52323413,-8.51426315,-0.24105398,-1.30031204,0.65421474,0.41882943,-9.22764683,1.85975349,-2.36022186,3.76358223,9.97560978,-2.48492336,-0.55590212,-1.17844939,-3.07295561,3.71557856,0.05422998,0.63229835,0.30706790,-0.32523042,2.05289507,0.15356037,4.50613356,3.03500295,-1.47113037,0.75141096,0.00,0.00,
