x,y,z,d,t1,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,theta all,theta F,theta p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity,V23_superficial_deveined,V23_superficial_deveined F,V23_superficial_deveined_iso0,V23_superficial_deveined_iso0 F,V23_superficial_deveined_iso90,V23_superficial_deveined_iso90 F,V23_superficial_deveined_orth,V23_superficial_deveined_orth F,V23_superficial_deveined_sur,V23_superficial_deveined_sur F,V23_superficial_deveined_task,V23_superficial_deveined_task F,task_unwarp_gPPI_V23_tgt_filled_deveined_L2 p-val,V23_middle_deveined,V23_middle_deveined F,V23_middle_deveined_iso0,V23_middle_deveined_iso0 F,V23_middle_deveined_iso90,V23_middle_deveined_iso90 F,V23_middle_deveined_orth,V23_middle_deveined_orth F,V23_middle_deveined_sur,V23_middle_deveined_sur F,V23_middle_deveined_task,V23_middle_deveined_task F,task_unwarp_gPPI_V23_tgt_filled_deveined_L1 p-val,V23_deep_deveined,V23_deep_deveined F,V23_deep_deveined_iso0,V23_deep_deveined_iso0 F,V23_deep_deveined_iso90,V23_deep_deveined_iso90 F,V23_deep_deveined_orth,V23_deep_deveined_orth F,V23_deep_deveined_sur,V23_deep_deveined_sur F,V23_deep_deveined_task,V23_deep_deveined_task F,task_unwarp_gPPI_V23_tgt_filled_deveined_L0 p-val,V1_tgt_superficial_deveined,V1_tgt_superficial_deveined F,V1_tgt_superficial_deveined_iso0,V1_tgt_superficial_deveined_iso0 F,V1_tgt_superficial_deveined_iso90,V1_tgt_superficial_deveined_iso90 F,V1_tgt_superficial_deveined_orth,V1_tgt_superficial_deveined_orth F,V1_tgt_superficial_deveined_sur,V1_tgt_superficial_deveined_sur F,V1_tgt_superficial_deveined_task,V1_tgt_superficial_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_tgt_L2 p-val,V1_tgt_middle_deveined,V1_tgt_middle_deveined F,V1_tgt_middle_deveined_iso0,V1_tgt_middle_deveined_iso0 F,V1_tgt_middle_deveined_iso90,V1_tgt_middle_deveined_iso90 F,V1_tgt_middle_deveined_orth,V1_tgt_middle_deveined_orth F,V1_tgt_middle_deveined_sur,V1_tgt_middle_deveined_sur F,V1_tgt_middle_deveined_task,V1_tgt_middle_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_tgt_L1 p-val,V1_tgt_deep_deveined,V1_tgt_deep_deveined F,V1_tgt_deep_deveined_iso0,V1_tgt_deep_deveined_iso0 F,V1_tgt_deep_deveined_iso90,V1_tgt_deep_deveined_iso90 F,V1_tgt_deep_deveined_orth,V1_tgt_deep_deveined_orth F,V1_tgt_deep_deveined_sur,V1_tgt_deep_deveined_sur F,V1_tgt_deep_deveined_task,V1_tgt_deep_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_tgt_L0 p-val,V1_sur_superficial_deveined,V1_sur_superficial_deveined F,V1_sur_superficial_deveined_iso0,V1_sur_superficial_deveined_iso0 F,V1_sur_superficial_deveined_iso90,V1_sur_superficial_deveined_iso90 F,V1_sur_superficial_deveined_orth,V1_sur_superficial_deveined_orth F,V1_sur_superficial_deveined_sur,V1_sur_superficial_deveined_sur F,V1_sur_superficial_deveined_task,V1_sur_superficial_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_sur_L2 p-val,V1_sur_middle_deveined,V1_sur_middle_deveined F,V1_sur_middle_deveined_iso0,V1_sur_middle_deveined_iso0 F,V1_sur_middle_deveined_iso90,V1_sur_middle_deveined_iso90 F,V1_sur_middle_deveined_orth,V1_sur_middle_deveined_orth F,V1_sur_middle_deveined_sur,V1_sur_middle_deveined_sur F,V1_sur_middle_deveined_task,V1_sur_middle_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_sur_L1 p-val,V1_sur_deep_deveined,V1_sur_deep_deveined F,V1_sur_deep_deveined_iso0,V1_sur_deep_deveined_iso0 F,V1_sur_deep_deveined_iso90,V1_sur_deep_deveined_iso90 F,V1_sur_deep_deveined_orth,V1_sur_deep_deveined_orth F,V1_sur_deep_deveined_sur,V1_sur_deep_deveined_sur F,V1_sur_deep_deveined_task,V1_sur_deep_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_sur_L0 p-val
0.00,0.00,1.00,0.00,129.00,-0.08596888,-0.35422599,0.86338437,-0.10844592,0.07868589,0.04015037,0.84122957,4.28,0.23235488,-0.36988607,-0.89403987,0.95219529,0.54879636,1.15504861,-0.11766947,0.90533429,0.30151677,0.83457834,0.36,-1.38178635,-3.19985151,-2.53505230,-0.57204938,1.89635181,0.48927265,2.50428748,-0.29152381,-0.19862445,0.14931525,0.69927739,-3.53851914,2.12618876,0.67156851,0.32859585,1.98654652,1.01171458,1.91270602,2.39506030,0.94851500,3.46254063,0.06308355,-1.51459765,0.68828416,2.16722298,-1.10549653,2.61226273,-4.15080595,-1.94413137,2.47455120,0.05493381,0.01153166,0.91450586,1.70387769,1.89240754,0.18852988,2.61159563,0.10717604,5.36268520,5.46397352,0.10128857,0.03378230,6.28,0.00,0.00213357,1.40166271,-0.17487012,3.73828650,-0.07174914,0.65508544,0.03887660,0.18734530,-0.13936007,2.47952127,-0.15742740,0.09533425,0.75757001,0.00171928,0.67556721,-0.19847530,3.71712422,-0.07591843,0.55541563,0.05169563,0.25348037,-0.15509935,2.35416126,-0.03749859,0.00549917,0.94090160,0.00252459,0.84590524,-0.22655810,3.72806454,-0.09071486,0.60835439,0.05736934,0.24014534,-0.18145412,2.46849489,-0.06848013,0.01826516,0.89252300,0.00610441,10.41209221,-0.23467945,4.78352594,-0.12916151,1.45076728,0.01463503,0.01845707,-0.17643438,2.71402764,-0.74833405,2.24211407,0.13462977,0.00942869,18.16196060,-0.25474921,4.73478699,-0.16736494,2.04290485,-0.01273341,0.01173233,-0.19187485,2.69494748,-1.06719184,4.56260729,0.03293264,0.00947725,10.93382072,-0.27586406,4.59316158,-0.14960064,1.34702933,0.01684203,0.01689164,-0.20496723,2.51349664,-0.70608556,2.09708095,0.14791094,0.00610441,10.41209221,-0.23467945,4.78352594,-0.12916151,1.45076728,0.01463503,0.01845707,-0.17643438,2.71402764,-0.74833405,2.24211407,0.13462977,0.00942869,18.16196060,-0.25474921,4.73478699,-0.16736494,2.04290485,-0.01273341,0.01173233,-0.19187485,2.69494748,-1.06719184,4.56260729,0.03293264,0.00947725,10.93382072,-0.27586406,4.59316158,-0.14960064,1.34702933,0.01684203,0.01689164,-0.20496723,2.51349664,-0.70608556,2.09708095,0.14791094,
0.00,0.00,5.00,0.00,139.00,0.13807829,-0.87714714,-0.35113749,-0.14320037,-0.30835170,0.50189400,0.47884216,4.74,-0.54119092,-0.03043582,0.06886146,0.19420740,-1.43948948,-0.90218526,-0.53771126,-0.50298774,-0.46136644,1.54063976,0.21,-1.02907598,0.95795524,-0.07043669,-2.14150167,1.17342520,-2.03479815,-3.27775025,-0.34790865,-0.74202561,1.67312336,0.19615612,-0.05457877,0.22584687,-2.01129746,0.46542561,0.09455492,2.08553982,-1.32847464,-1.74863935,-0.20514363,0.12961556,0.71891125,-0.42872828,1.71979845,-2.41886687,3.15661573,2.26406598,-2.19585943,-1.85527301,1.28946781,0.26747397,0.22135684,0.63811635,1.86944115,2.07812262,0.20868143,3.14514422,0.07720634,-2.07871699,-2.34266949,-0.26395264,0.17557803,6.28,0.00,0.00636424,10.24264526,-0.22326241,5.00456095,-0.09733153,0.99013150,-0.05389017,0.29570040,-0.05807083,0.35361230,-1.31365347,5.45054245,0.01977002,0.00833848,13.10421848,-0.24897881,4.82385302,-0.12813389,1.30479157,-0.07538731,0.44451389,-0.07646770,0.47189492,-1.41514540,6.48536777,0.01103355,0.00893201,8.69082069,-0.30364433,5.49656534,-0.13527943,1.11052310,-0.06745495,0.27249855,-0.07895029,0.38357639,-1.20222688,4.62727880,0.03171931,0.00839698,16.12710571,-0.32020965,7.29001570,-0.14875142,1.57514548,-0.07259238,0.37196061,-0.05992416,0.25632918,-1.52532148,7.62523556,0.00586680,0.00952241,15.02519512,-0.34599915,7.08425045,-0.16234949,1.55916095,-0.08585056,0.43276209,-0.05568600,0.18414679,-1.49571407,7.26925468,0.00713867,0.01279700,16.31223679,-0.37692472,7.01663971,-0.17349859,1.48253262,-0.08757433,0.37438905,-0.05855312,0.16783550,-1.44329858,7.16970921,0.00754252,0.00839698,16.12710571,-0.32020965,7.29001570,-0.14875142,1.57514548,-0.07259238,0.37196061,-0.05992416,0.25632918,-1.52532148,7.62523556,0.00586680,0.00952241,15.02519512,-0.34599915,7.08425045,-0.16234949,1.55916095,-0.08585056,0.43276209,-0.05568600,0.18414679,-1.49571407,7.26925468,0.00713867,0.01279700,16.31223679,-0.37692472,7.01663971,-0.17349859,1.48253262,-0.08757433,0.37438905,-0.05855312,0.16783550,-1.44329858,7.16970921,0.00754252,
0.00,0.00,7.00,0.41,138.00,-0.12099673,-0.01211549,0.08584455,0.16801055,0.03018572,0.00511278,0.94301185,4.60,-1.50535977,-0.59100139,-0.33892494,-0.94216299,-0.59319741,-0.26612547,-0.81056410,1.07764173,-0.49621180,1.89561880,0.17,-2.21167946,-0.03933413,-0.82599002,2.72904062,-0.16974677,2.22952509,-3.16351438,0.78220981,-0.15288690,0.07632713,0.78239817,-0.19601852,-0.47963226,0.81480253,-2.99458957,1.80864251,0.86169845,-0.19149441,1.06162620,-0.10253728,0.03463769,0.85239677,-0.04528340,-0.08346481,0.49845859,2.20563149,-0.27914992,0.32242122,-1.38335335,-2.25599194,-0.30571038,0.30318651,0.58202149,2.22369075,2.41609812,0.19240728,2.46849561,0.11724320,6.05709934,6.49663210,0.43953279,0.50020820,6.28,0.00,0.00553174,8.21162128,0.06224668,0.41280758,-0.08317787,0.76732790,0.05253182,0.29813376,-0.20341572,4.60396767,-0.85063970,2.42525578,0.11972716,0.00778310,12.12735081,0.08090080,0.54098493,-0.11088339,1.03788757,0.04159715,0.14379001,-0.24801210,5.27305794,-1.01701725,3.55803013,0.05956315,0.01042914,12.64774609,0.08542439,0.46437356,-0.13608496,1.19962418,0.04514933,0.13030103,-0.28688946,5.40644693,-1.05090797,3.77427411,0.05234196,0.00444453,4.74488211,0.03857521,0.11106731,-0.09132743,0.62349147,0.08092645,0.48546872,-0.21848688,3.57786369,-0.59284347,1.20966005,0.27167838,0.00846822,12.60002232,0.04396609,0.12126857,-0.12783982,1.02505577,0.05436980,0.18399370,-0.24644637,3.82359624,-1.04483736,3.76141667,0.05274420,0.00802516,6.75178528,0.04712471,0.11538347,-0.11505388,0.68615669,0.08412250,0.36358893,-0.26749495,3.68666887,-0.66582447,1.60588121,0.20538262,0.00444453,4.74488211,0.03857521,0.11106731,-0.09132743,0.62349147,0.08092645,0.48546872,-0.21848688,3.57786369,-0.59284347,1.20966005,0.27167838,0.00846822,12.60002232,0.04396609,0.12126857,-0.12783982,1.02505577,0.05436980,0.18399370,-0.24644637,3.82359624,-1.04483736,3.76141667,0.05274420,0.00802516,6.75178528,0.04712471,0.11538347,-0.11505388,0.68615669,0.08412250,0.36358893,-0.26749495,3.68666887,-0.66582447,1.60588121,0.20538262,
0.00,0.00,11.00,0.60,138.00,0.29469529,-0.04443799,-0.21023884,0.60062355,0.16016050,0.12162674,0.72735376,5.00,-0.01157544,1.62712348,0.11389552,-0.46825060,-0.39648426,-0.73575997,0.85916662,0.06378667,0.13148776,0.10677467,0.74,-3.63411522,1.85573983,3.09232759,1.01252282,-0.54616451,-0.21775346,-2.95114088,0.68197173,-0.68455410,1.29648960,0.25514339,2.48588514,-0.39999393,0.93922102,-1.54414117,2.27723002,1.63514245,-3.07960367,-3.37299466,-0.81947625,1.89051783,0.16946874,3.69239926,-1.02264953,-0.97180873,-0.30193886,1.36348999,2.86117578,-3.06971312,0.40265942,-0.26585624,0.19588290,0.65816584,2.81530237,2.93268633,0.11738395,0.78385997,0.37669927,0.30686978,-0.06129065,-0.36816043,0.25874582,6.28,0.00,0.00225095,1.13700461,-0.18695198,3.11387753,0.01971972,0.03610139,-0.04063995,0.14924936,-0.03611220,0.12132186,-0.17698532,0.08779374,0.76706575,0.00397171,2.63399100,-0.20428373,2.87711120,0.01374602,0.01326661,-0.06733767,0.31415337,-0.05393931,0.20802048,-0.36016166,0.37214744,0.54198209,0.00478881,2.22246790,-0.24253544,3.11980629,0.01285342,0.00894231,-0.07451203,0.29577836,-0.05939436,0.19309333,-0.31662977,0.28554776,0.59321302,0.00508929,5.24510622,-0.23496106,3.47520304,0.00821062,0.00425622,-0.07585578,0.35957453,-0.04034920,0.10290930,-0.59811360,1.03806150,0.30853241,0.00319526,1.49387133,-0.25420380,3.37653995,0.02880910,0.04337632,-0.05944083,0.18319494,-0.03473355,0.06320982,-0.22682782,0.14761575,0.70091040,0.00058413,0.02985836,-0.27848032,3.37233186,0.06442195,0.17990609,-0.03459723,0.05140174,-0.02874806,0.03560326,0.14913265,0.06735139,0.79528921,0.00508929,5.24510622,-0.23496106,3.47520304,0.00821062,0.00425622,-0.07585578,0.35957453,-0.04034920,0.10290930,-0.59811360,1.03806150,0.30853241,0.00319526,1.49387133,-0.25420380,3.37653995,0.02880910,0.04337632,-0.05944083,0.18319494,-0.03473355,0.06320982,-0.22682782,0.14761575,0.70091040,0.00058413,0.02985836,-0.27848032,3.37233186,0.06442195,0.17990609,-0.03459723,0.05140174,-0.02874806,0.03560326,0.14913265,0.06735139,0.79528921,
0.00,0.00,1.00,0.00,129.00,-0.35127446,0.54508495,0.08371113,0.07609352,0.08840380,0.05803622,0.80967891,4.00,-0.22429138,-0.24914770,-0.34731677,0.20651335,-0.86624146,0.17207290,-0.91088051,-0.97499764,-0.39928615,1.69289970,0.19,-0.48812377,1.52131355,0.81682235,0.96331066,-0.98702860,1.85270917,-0.51325959,0.96212995,0.44784689,0.85293841,0.35595765,2.15205550,0.28702080,0.13692169,0.29396975,-2.16479993,-0.94495034,1.80907643,-1.33203053,0.04017447,0.00705101,0.93309780,1.01676905,1.43034375,-0.98060739,-3.51067853,-0.59531194,0.72132719,-1.83075953,1.46121359,-0.36780766,0.58664680,0.44390958,1.58605611,1.70751202,0.12145595,1.09177518,0.29695140,2.82225084,4.14450741,1.32225680,6.61324883,6.28,0.00,0.00494292,8.71837616,0.06684580,0.63304406,0.01553077,0.03556360,-0.30652097,13.49779892,-0.01430624,0.03026817,-0.71633649,2.28702211,0.13079294,0.00708656,13.37767506,0.08915895,0.87434083,0.00431210,0.00205599,-0.36697546,14.88616848,-0.02994319,0.10225537,-0.88629061,3.59544635,0.05824159,0.00958090,14.21125793,0.09537504,0.77068239,-0.00415327,0.00145275,-0.42198226,15.15475655,-0.04058936,0.14406410,-0.92602998,3.90183687,0.04852276,0.00958696,30.12180138,0.04258398,0.18469031,-0.02914922,0.08665623,-0.40308443,16.43270111,-0.01678324,0.02878290,-1.37038338,8.81906986,0.00305601,0.01125025,30.09821129,0.04882627,0.20251130,-0.03363203,0.09602678,-0.45347905,17.32861900,-0.01137419,0.01107291,-1.38607121,8.95884895,0.00283282,0.01312425,24.44473648,0.05480573,0.21135946,-0.01402131,0.01376038,-0.47721016,15.83887196,-0.00661025,0.00305786,-1.13019121,6.26366425,0.01249108,0.00958696,30.12180138,0.04258398,0.18469031,-0.02914922,0.08665623,-0.40308443,16.43270111,-0.01678324,0.02878290,-1.37038338,8.81906986,0.00305601,0.01125025,30.09821129,0.04882627,0.20251130,-0.03363203,0.09602678,-0.45347905,17.32861900,-0.01137419,0.01107291,-1.38607121,8.95884895,0.00283282,0.01312425,24.44473648,0.05480573,0.21135946,-0.01402131,0.01376038,-0.47721016,15.83887196,-0.00661025,0.00305786,-1.13019121,6.26366425,0.01249108,
0.00,0.00,3.00,0.00,136.00,-0.59750122,-0.60298032,-1.00526583,-0.82845253,-0.75854999,5.67828608,0.01737108,3.47,-0.62086153,-0.75556195,-0.17558879,-0.71089262,-0.26711160,-1.01322269,-0.38563657,-1.11702895,-0.63073808,5.50384235,0.02,0.25379306,0.60136050,-1.25552821,-1.60455620,1.12918377,-2.48133373,0.88064736,-1.86016679,0.22577512,0.29129684,0.58951756,-0.49239919,-1.46202099,-1.73961675,-0.50070131,-2.49926972,0.41094515,-0.19280517,-1.40329754,-0.15241982,0.13382757,0.71457774,-0.11095081,-0.83026546,1.06550658,-0.90229863,-0.75413591,-0.61397302,-0.83543766,-2.02559114,0.23050766,0.30172020,0.58293551,1.68056858,1.81769514,0.13712662,1.30489659,0.25426625,4.78409624,4.73467875,-0.04941762,0.00963849,6.28,0.00,0.00426085,8.56890965,0.00048686,0.00007959,-0.05338100,0.55588830,0.10064520,1.92483497,-0.12428305,3.02292132,-1.47510481,12.82753658,0.00035889,0.00280961,2.75080705,-0.00686197,0.00680305,-0.04466737,0.29316416,0.13401835,2.59718466,-0.12953116,2.50368214,-1.14502466,7.85048723,0.00518408,0.00219094,0.96947980,-0.01626851,0.02929443,-0.04235615,0.20182362,0.16990861,3.20501590,-0.13740793,2.15404868,-0.98375487,5.74407721,0.01673696,0.00718683,22.22742271,-0.03035969,0.12331698,-0.09335861,1.16735232,0.10780729,1.54352164,-0.14772846,2.93045402,-1.87074113,21.58047295,0.00000387,0.00713320,15.77920055,-0.03212754,0.11431529,-0.09151007,0.92711711,0.12456390,1.70510292,-0.15086696,2.52905536,-1.70786440,17.73732185,0.00002777,0.00891390,14.77605247,-0.03352605,0.10361765,-0.09295976,0.79456222,0.14468388,1.90783083,-0.16344635,2.44154596,-1.60113871,16.47296143,0.00005341,0.00718683,22.22742271,-0.03035969,0.12331698,-0.09335861,1.16735232,0.10780729,1.54352164,-0.14772846,2.93045402,-1.87074113,21.58047295,0.00000387,0.00713320,15.77920055,-0.03212754,0.11431529,-0.09151007,0.92711711,0.12456390,1.70510292,-0.15086696,2.52905536,-1.70786440,17.73732185,0.00002777,0.00891390,14.77605247,-0.03352605,0.10361765,-0.09295976,0.79456222,0.14468388,1.90783083,-0.16344635,2.44154596,-1.60113871,16.47296143,0.00005341,
0.00,0.00,7.00,0.00,132.00,-0.67351204,0.09054919,0.88413036,-0.76126212,-0.11502364,0.10582940,0.74501453,3.85,-1.29862690,-1.34575605,-0.53274393,1.36418915,0.53428483,0.50791818,-0.54234540,-0.77644140,-0.26119021,0.69832134,0.40,2.44302464,-0.02225748,-2.80773854,0.55578512,0.97278619,-1.19835055,2.67768216,-1.45629382,0.88402611,3.66237974,0.05595530,-0.27099165,-0.63343346,-1.05418098,2.40007305,2.99990582,0.68652904,1.31516707,1.82776678,1.64415765,12.72724819,0.00037843,-2.29791808,1.44777656,-0.46068379,-2.45131922,-1.54731369,-0.97006208,0.23688151,0.75913674,0.11048862,0.05663505,0.81194716,1.74667525,1.90261853,0.15594330,1.67988873,0.19597333,-5.20822287,-5.18200207,0.02622095,0.00241891,6.28,0.00,0.00818043,26.16838264,0.00557843,0.00481389,-0.25252956,10.30660820,-0.28080985,12.41430187,-0.05710201,0.52867085,-1.34423590,8.82544613,0.00304545,0.00749380,16.14400101,0.00279638,0.00091362,-0.27692205,9.29580021,-0.30272219,10.93184090,-0.05701346,0.40010217,-1.01306272,5.06957054,0.02457744,0.00895551,13.34663010,-0.00848051,0.00657159,-0.31322175,9.09468365,-0.33452174,10.23716354,-0.06262594,0.36872450,-0.92689520,4.20191097,0.04065283,0.01186616,50.72111511,-0.04704833,0.24781710,-0.34518540,13.35866642,-0.35472676,13.98794365,-0.04771684,0.25592896,-1.80059981,16.73488808,0.00004663,0.01548812,63.46489716,-0.05168889,0.25247490,-0.39698923,14.88465881,-0.41395250,16.06463242,-0.04869332,0.22475675,-2.03226876,21.42710686,0.00000419,0.02103055,70.75154877,-0.05540903,0.24355084,-0.43024153,14.64062405,-0.44917962,15.81770611,-0.04933248,0.19136630,-1.96775603,21.40262413,0.00000424,0.01186616,50.72111511,-0.04704833,0.24781710,-0.34518540,13.35866642,-0.35472676,13.98794365,-0.04771684,0.25592896,-1.80059981,16.73488808,0.00004663,0.01548812,63.46489716,-0.05168889,0.25247490,-0.39698923,14.88465881,-0.41395250,16.06463242,-0.04869332,0.22475675,-2.03226876,21.42710686,0.00000419,0.02103055,70.75154877,-0.05540903,0.24355084,-0.43024153,14.64062405,-0.44917962,15.81770611,-0.04933248,0.19136630,-1.96775603,21.40262413,0.00000424,
0.00,0.00,0.00,0.00,147.00,0.03909612,-0.66873884,0.46388522,-0.17092067,-0.08416954,0.04642845,0.82944492,4.26,0.65806127,-0.52521002,-0.07733486,0.90335703,-0.33120188,-0.80197477,-0.88594437,-0.73541009,-0.22445720,0.47327831,0.49,-2.31777024,-1.71374583,0.28158593,1.55676162,0.71563011,-4.19467926,-0.92690802,1.03650904,-0.48152184,0.88657463,0.34664737,2.34589624,1.15992367,0.88399220,-0.03107970,1.20850646,1.32982147,-1.63838923,-1.28424191,0.62459892,1.49717557,0.22141082,0.39805120,1.49084222,-1.62803578,-2.80262303,1.62401259,-0.20185411,-0.45848638,2.47511864,0.25285885,0.24420480,0.62130015,2.02783275,2.19735551,0.16952282,1.91735363,0.16721677,4.53146172,4.70807838,0.17661665,0.10163506,6.28,0.00,0.00554903,9.65424347,-0.06220577,0.48167056,-0.00857492,0.00951709,-0.24446201,7.54356384,-0.01298405,0.02188931,-0.98031539,3.76337504,0.05268272,0.00312793,2.26119804,-0.08973097,0.76828271,0.01630986,0.02591721,-0.24578144,5.79328394,-0.00076113,0.00000000,-0.46911147,0.87394524,0.35010322,0.00584681,4.59900188,-0.09940338,0.72745383,0.00169375,0.00021040,-0.29845285,6.58748102,-0.01414949,0.01514871,-0.66603768,1.75388432,0.18570802,0.01332162,52.22423935,-0.12006111,1.31863606,-0.08283950,0.62855828,-0.36110151,11.84176922,-0.02224493,0.04550448,-2.12069941,18.96432495,0.00001477,0.01371418,39.65171051,-0.13165288,1.30497336,-0.08302865,0.51886982,-0.39361221,11.57427597,-0.01143607,0.00992583,-1.87676132,14.56151390,0.00014444,0.01549918,30.10761642,-0.14350937,1.27970195,-0.05938561,0.21852259,-0.40023535,9.83913326,-0.00496579,0.00151227,-1.51665819,9.96141148,0.00164895,0.01332162,52.22423935,-0.12006111,1.31863606,-0.08283950,0.62855828,-0.36110151,11.84176922,-0.02224493,0.04550448,-2.12069941,18.96432495,0.00001477,0.01371418,39.65171051,-0.13165288,1.30497336,-0.08302865,0.51886982,-0.39361221,11.57427597,-0.01143607,0.00992583,-1.87676132,14.56151390,0.00014444,0.01549918,30.10761642,-0.14350937,1.27970195,-0.05938561,0.21852259,-0.40023535,9.83913326,-0.00496579,0.00151227,-1.51665819,9.96141148,0.00164895,
0.00,0.00,7.00,0.35,146.00,1.10143173,0.51531768,-0.55342609,1.54090059,0.65105593,2.30434299,0.12934412,4.67,-0.28209925,-0.17295009,-0.42695209,-0.65436792,0.14979656,1.10733056,-1.99836838,2.24129987,-0.00453883,0.00010374,0.99,0.13080792,-0.81059104,2.02956939,0.37367132,2.04191589,4.10287809,-4.48667812,0.46431977,-0.98752367,3.11970067,0.07767313,3.52336049,-2.36719942,-4.65686083,-2.94552517,0.66558665,0.44384891,0.50592512,0.07435494,-2.08558583,14.15219975,0.00017895,2.15099359,2.42023754,2.08794212,3.02049160,0.14358957,0.43782836,-0.18339036,-1.48937106,-0.45901269,0.66386998,0.41540186,2.51220775,2.65862393,0.14641610,1.28225303,0.25841917,2.38953710,3.21670532,0.82716829,0.62311441,6.28,0.00,0.00950308,23.70565796,0.03064796,0.09791666,-0.14954522,2.42622590,-0.05897857,0.36758587,-0.02411996,0.06330055,-0.99043727,3.21619916,0.07323106,0.01166574,26.61764336,0.04437032,0.15903828,-0.18163356,2.72087741,-0.07883767,0.50446475,-0.03604293,0.10886707,-1.03605926,3.60753131,0.05782144,0.01317229,19.56164169,0.02640051,0.04302188,-0.20183776,2.55847931,-0.07000677,0.30370978,-0.03589832,0.08207657,-0.81092203,2.17886400,0.14024942,0.00956279,21.52222252,-0.02579983,0.04867103,-0.18149956,2.41297007,-0.04973226,0.17957930,0.00688733,0.00344495,-0.85216826,2.44900942,0.11793244,0.01461102,37.02892685,-0.03128673,0.06066388,-0.22851224,3.23331308,-0.09630460,0.57002509,0.01122327,0.00780733,-1.33352113,6.04843998,0.01409606,0.01278291,16.66147232,-0.02868308,0.04165566,-0.19399738,1.89735377,-0.04959001,0.12294571,0.02263715,0.02574917,-0.58300388,1.19755626,0.27408833,0.00956279,21.52222252,-0.02579983,0.04867103,-0.18149956,2.41297007,-0.04973226,0.17957930,0.00688733,0.00344495,-0.85216826,2.44900942,0.11793244,0.01461102,37.02892685,-0.03128673,0.06066388,-0.22851224,3.23331308,-0.09630460,0.57002509,0.01122327,0.00780733,-1.33352113,6.04843998,0.01409606,0.01278291,16.66147232,-0.02868308,0.04165566,-0.19399738,1.89735377,-0.04959001,0.12294571,0.02263715,0.02574917,-0.58300388,1.19755626,0.27408833,
0.00,0.00,9.00,0.54,135.00,0.46675968,-0.34062478,0.88820326,0.55748755,0.39295641,0.54110676,0.46215522,5.82,-2.03040171,1.44059134,-0.15468764,-0.65930116,-0.37092042,0.63903058,-0.57810223,0.69613206,-0.12720740,0.04963967,0.82,-2.28237271,0.64749575,-5.19104290,-1.16171074,3.28728962,-2.03294611,5.52195311,-1.32157540,-0.87665904,1.59380627,0.20709396,-1.74321926,-0.12426295,1.40353155,-1.78644836,-2.37190223,5.11909962,1.42998624,5.48961258,0.32850805,0.22608049,0.63455509,-0.41335091,0.11881198,5.16122103,-2.77109623,0.43293160,0.05132469,-0.00927592,0.79121691,-0.04394039,0.00389587,0.95024399,3.06407905,3.11536312,0.05128416,0.13464396,0.71393332,3.99502897,5.28687716,1.29184794,1.63720965,6.28,0.00,0.00853621,12.26478672,-0.02979273,0.05932340,-0.14719515,1.50726855,-0.33587673,7.64482784,-0.27842170,5.41006708,-0.78211528,1.28598368,0.25707580,0.01023335,13.10254860,-0.02476029,0.03164016,-0.17436269,1.60393465,-0.38754019,7.79745340,-0.32116073,5.52617836,-0.78911537,1.33871388,0.24755205,0.01216473,10.72455502,-0.04291304,0.07299239,-0.19648334,1.55851233,-0.43131083,7.41133499,-0.36710930,5.51738644,-0.66002560,0.92781949,0.33567554,0.02031212,65.87001038,-0.10758919,0.57446045,-0.29474211,4.31675243,-0.50030881,12.33253384,-0.34822664,6.04091263,-2.50654268,14.37301636,0.00015940,0.02546087,75.80340576,-0.11298942,0.53311402,-0.34616029,5.00196695,-0.58520657,14.19031906,-0.36728504,5.65184355,-2.76250768,17.49905014,0.00003141,0.03153034,69.35063934,-0.12221260,0.51662946,-0.35049593,4.23698711,-0.60908097,12.68270302,-0.39168936,5.25984478,-2.35866952,13.40970039,0.00026416,0.02031212,65.87001038,-0.10758919,0.57446045,-0.29474211,4.31675243,-0.50030881,12.33253384,-0.34822664,6.04091263,-2.50654268,14.37301636,0.00015940,0.02546087,75.80340576,-0.11298942,0.53311402,-0.34616029,5.00196695,-0.58520657,14.19031906,-0.36728504,5.65184355,-2.76250768,17.49905014,0.00003141,0.03153034,69.35063934,-0.12221260,0.51662946,-0.35049593,4.23698711,-0.60908097,12.68270302,-0.39168936,5.25984478,-2.35866952,13.40970039,0.00026416,
