x,y,z,d,scale_xy_dist,t1,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,theta all,theta F,theta p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
51.39,73.16,17.00,0.77,6.71,137.00,1.32688487,0.92260897,1.95988202,1.07392228,1.32082450,18.88370895,0.00001551,2.96,0.95585692,1.33301258,-0.04818114,0.97662592,1.51814651,1.57307971,0.07768712,0.31676936,0.83787465,10.92483234,0.00,-0.37437108,2.11122656,-1.23293841,0.74779630,1.76262605,2.09557343,0.71005237,1.67270780,-0.16403496,0.17913814,0.67221885,2.76290822,3.01064682,0.86153311,1.68938363,3.28699613,1.66498554,2.30567145,-0.23041134,0.81911427,4.48926926,0.03438915,2.29795337,0.63276106,2.25696826,1.99840224,1.38995361,2.67495561,-1.02975261,0.38866335,0.27620962,0.52149940,0.47039551,0.10007486,-0.45971748,-0.55979234,19.89393234,0.00001399,2.13073778,1.25441468,-0.87632310,1.78325510,0.00,0.00,
51.78,72.33,14.00,0.63,4.80,146.00,1.17225206,0.78254652,1.11706769,0.77148992,0.96083903,8.90640259,0.00292003,3.13,0.11552048,0.59525996,0.50267595,1.01145482,0.10919728,0.48137519,1.38441074,1.02561343,0.65318847,5.93207312,0.02,0.74968761,2.04845071,0.58133072,0.53234971,-1.22192347,0.03468357,0.83705646,2.20994139,0.01293965,0.00098840,0.97492672,0.92143619,-0.55102479,1.39077830,2.16664457,0.87016225,0.26610261,2.54405308,1.44172859,0.36339062,0.78364849,0.37627054,-0.16469733,1.35117090,0.65108603,1.48007023,1.43711579,2.39161086,1.67082727,0.29197890,0.36277711,0.79243898,0.37360805,0.26849818,-0.27186555,-0.54036373,20.97574806,0.00000840,0.01472166,0.12808491,0.11336325,0.03755484,1.99,3.02,
51.76,71.55,0.00,0.47,3.95,155.00,0.81258547,0.87493926,1.10739565,1.34490097,1.03495526,8.40740585,0.00382959,3.47,-0.07950562,0.76550090,-0.00621399,0.49801275,-0.19504781,0.45121375,0.44595906,0.15261875,0.25406721,0.72371346,0.40,0.82905555,1.27362454,-0.79377609,0.30884305,-0.36807933,1.21826911,3.01772022,1.22998512,-0.46440151,1.03275251,0.30979365,2.20742702,-0.02119127,1.42015779,1.70045149,2.36232424,2.33510923,-1.89456213,0.88197702,-0.21209908,0.21937512,0.63963298,-0.82568794,2.81218648,1.18653262,1.11430132,-0.82829911,0.20661376,2.33267140,0.20202707,-0.51761985,1.32466292,0.25007097,0.30743098,-0.24863957,-0.55607051,26.06922150,0.00000080,1.78614628,0.48127753,-1.30486870,5.31623697,2.00,2.89,
51.76,70.98,5.00,0.30,3.58,154.00,1.47940671,1.82925475,1.63835609,1.85499907,1.70050418,24.48088455,0.00000090,3.34,1.59187770,0.93387049,0.15757252,0.72607565,0.31361723,0.77434778,0.50194293,0.82168519,0.72762370,6.34757423,0.01,2.39034390,1.61331940,2.14243174,1.33045530,-0.02142684,2.61989355,2.54413486,1.61640608,-0.05242750,0.01411051,0.90547081,2.96331787,1.76740539,-0.19328494,1.64281213,2.63864970,0.83710122,1.47642934,2.08060837,-0.23116273,0.27781922,0.59826761,2.28233743,2.02817297,0.76068121,1.87342405,1.11753845,1.67979550,0.48537469,1.56415379,-0.36828932,0.71419507,0.39828541,0.17714082,-0.39376613,-0.57090694,30.49211884,0.00000011,1.31534886,0.07481334,-1.24053550,3.89641595,2.01,2.78,
52.53,70.98,2.00,0.00,2.95,153.00,2.11111283,0.86230731,1.47254896,2.05692840,1.62572443,19.04332352,0.00001429,3.62,1.71896136,1.05190492,-0.76919430,1.42778552,-0.35168654,-0.20724054,0.45999262,0.50147307,0.47899950,2.35724831,0.13,1.95676434,3.27672648,-0.12239692,-0.04338063,0.08899955,0.73709822,1.42900443,-0.68188673,-1.20498753,6.39219379,0.01163700,2.52839303,1.45768929,0.55106312,3.68246126,0.18764149,-1.95149446,2.23922110,3.43623066,-0.56719589,1.44989026,0.22887081,3.85419965,1.47652650,-0.04468810,3.38116527,1.95101166,3.64366651,0.79309428,1.92233717,0.02766221,0.00350784,0.95278478,-0.04778463,-0.62248862,-0.57470399,32.02630615,0.00000006,-3.05543470,-3.90572596,-0.85029125,1.50923884,2.06,2.87,
51.75,73.71,21.00,0.00,6.98,139.00,1.69623613,1.37466216,1.95497608,2.32979560,1.83891749,31.29643059,0.00000003,3.20,-0.50243992,1.52122617,0.18583155,1.37024665,-0.15603429,0.20748214,1.20526266,0.18490912,0.50206053,3.29108095,0.07,-0.11740626,2.56547427,-0.28116384,2.18752861,0.46211529,1.01334620,3.46994114,1.28591430,-0.93461472,4.96536112,0.02611305,0.43437985,2.74829936,2.99315929,2.36590457,2.04541206,2.58601403,0.30016720,2.04586697,-0.35682726,0.72559583,0.39454729,1.96066356,2.44846082,1.21463335,2.44231534,0.22434108,1.16384637,3.31943679,0.71422470,-0.63723546,2.35437036,0.12529339,-0.17373280,-0.53904837,-0.36531556,9.79912281,0.00202163,-1.66452086,-2.01262307,-0.34810221,0.32439655,0.00,0.00,
52.28,73.13,19.00,0.78,5.10,147.00,2.19720531,1.67551708,2.49866366,2.30548429,2.16921759,46.99716949,0.00000000,3.08,0.73616689,1.56428039,0.54083937,1.44413769,0.68874627,-0.02016856,2.10553169,0.67418325,0.96671462,13.08842087,0.00,2.88008046,1.87739813,0.98043019,2.03492808,1.16163170,1.34997523,3.34506488,-0.35820279,-0.61673576,2.32744741,0.12747110,2.25747585,3.34873295,3.09327555,1.71210086,2.60346031,1.58111238,2.49975419,2.59901714,0.18364282,0.20584863,0.65015322,1.19187188,2.46143222,0.41928750,3.42430735,1.81710863,0.87664664,3.76243496,3.68153334,-0.12428316,0.09742649,0.75501436,-0.03425717,-0.37996957,-0.34571239,9.36264038,0.00253474,-1.14989102,-1.78795302,-0.63806200,1.65204179,0.00,0.00,
52.28,72.33,0.00,0.63,3.98,151.00,0.55377817,0.77786380,1.12485313,1.15735745,0.90346313,7.53918791,0.00615984,3.20,-0.85986459,1.03579664,0.72606462,0.75742501,-0.02158072,-0.02028598,0.21611883,-0.11028216,0.21542396,0.61715066,0.43,1.32455564,2.14260340,-0.08908200,0.58523738,0.82056862,0.38125736,1.55356073,-0.55563420,-0.37109092,0.77280360,0.37959220,-0.71809220,1.69319487,2.18666959,1.41013288,1.70102823,0.56604993,0.94220161,0.84935540,-0.03240534,0.00599971,0.93827705,-1.02074111,0.92656773,1.65446115,1.59603512,-0.75785756,1.00434220,-0.24232945,1.35335481,-0.55281597,1.77043748,0.18367420,0.04577263,-0.31735057,-0.36312321,11.84768391,0.00070999,2.27786803,1.53567207,-0.74219608,1.94423068,1.99,3.02,
52.53,71.64,10.00,0.44,2.99,159.00,2.66634798,1.57765794,1.93245256,2.12525082,2.07542729,29.78004456,0.00000006,3.70,-0.27979693,1.33998632,1.56890452,0.91484410,1.05501032,0.73223561,1.02937675,1.70521843,1.00822234,9.92472076,0.00,1.52060902,1.86336732,1.26664436,-0.05886659,0.73522830,2.61452961,2.10155892,2.43290114,-0.57339478,1.37764561,0.24082160,0.72617221,2.89610076,0.91505986,2.42020702,3.08431172,0.02883516,2.71507359,2.41836047,-0.20983875,0.18724665,0.66532466,0.51585335,1.90925050,5.86934185,3.27951908,2.18929958,3.19035435,1.27980340,3.26392269,0.61320895,1.64481485,0.20000539,0.02413690,-0.37933987,-0.40347677,16.92166710,0.00005797,-3.66117072,-3.04595757,0.61521316,0.98928750,2.00,2.89,
53.19,71.64,6.00,0.26,2.39,169.00,1.87369061,2.20965195,2.47139597,2.62674880,2.29537177,43.67889786,0.00000000,3.38,1.08655858,0.93162662,1.64879417,0.79973722,1.26384878,-0.19056039,0.48425642,0.79740363,0.85270810,8.39060593,0.00,1.19237864,0.94937599,2.72483706,1.59050202,2.51479626,2.50829339,2.77002239,3.54645205,-0.41364735,0.86093837,0.35373181,5.09812927,3.99040270,1.46874475,0.86996430,2.75591993,1.91292107,1.38400388,2.19837260,-0.19399558,0.19358891,0.66005477,1.31601787,1.51649070,4.54175854,3.69427085,2.78323913,-0.52658796,1.14331436,0.08600070,-0.71352923,2.69144559,0.10124723,-0.04290550,-0.48025978,-0.43735430,20.87285233,0.00000882,-1.04674613,-0.24106185,0.80568427,1.69282031,2.01,2.78,
53.33,70.59,1.00,0.00,3.42,157.00,0.55449879,0.05439723,0.00104739,0.26120937,0.21778820,0.27340508,0.60118788,4.05,0.45992607,-0.53012717,-1.53406143,0.75915873,0.40598220,0.69077975,-0.15680136,0.73422098,0.10363473,0.09004563,0.76,0.70427209,-2.45055819,-1.92930329,0.52585715,1.47416782,1.70970619,0.22570865,0.75129777,-0.20502096,0.14796454,0.70058152,2.01568389,0.65986246,-2.27917266,1.45509875,-0.98546678,-0.21283257,0.32783347,-0.47689220,-0.29135260,0.30134168,0.58318241,-0.66799951,0.15699689,0.16408418,0.73773086,1.36780453,1.17810941,-0.34929478,1.89481831,0.28811297,0.29780677,0.58539959,-0.10272479,-0.56566417,-0.46293935,22.90867805,0.00000341,-0.67760766,-1.15554464,-0.47793704,0.56663996,2.01,2.78,
51.75,72.45,0.00,0.87,5.02,137.00,4.13981342,2.99741554,3.80080819,2.70934057,3.41184449,59.43527222,0.00000000,4.30,3.05868864,1.35933447,2.69726276,1.80020738,2.01030874,2.95439172,2.50861001,2.11290479,2.31271362,38.32793045,0.00,3.31727529,2.47354388,3.18142152,3.23436689,2.96446609,0.91899860,2.84315276,5.16909885,0.33908665,0.35676920,0.55046039,3.71372819,3.11157322,4.38235712,1.44342244,4.09663248,4.72244501,4.49287701,4.29442310,1.10286045,3.80484390,0.05142310,5.93934679,2.46814609,4.67135048,4.80864763,3.22950196,7.72308493,3.93368530,0.36680934,1.39736235,6.35686111,0.01186926,-0.38941357,-0.52302986,-0.13361628,1.57206535,0.21144783,1.24388695,1.79588938,0.55200249,0.84261656,0.00,0.00,
53.19,73.35,20.00,0.76,3.83,157.00,2.43782687,1.37946892,2.27406049,2.05851245,2.03746724,31.33980560,0.00000003,3.54,1.33026469,1.26437926,1.50845671,0.14626423,1.07074547,1.84324694,-0.34309241,1.13211918,0.99404800,10.56846523,0.00,3.51616931,2.12503028,0.68422043,0.77219874,0.71811414,2.95221639,-0.25340977,0.49040899,-0.72944325,2.45623088,0.11742051,2.42255640,2.58321714,2.51577401,2.57087040,1.08732498,2.79928279,1.48183954,2.99533725,0.23696280,0.25886607,0.61102837,1.42627633,1.77858841,4.27911186,0.35505298,4.39175749,3.05618906,0.81956863,3.46409297,0.39330295,0.73946887,0.39006634,-0.16874066,-0.30357397,-0.13483332,1.69490528,0.19453176,3.60147452,1.83181202,-1.76966250,11.82723236,1.93,2.92,
52.97,72.45,14.00,0.60,3.02,148.00,1.79568434,2.39432907,1.72909927,1.83326221,1.93809366,25.89621925,0.00000044,3.70,1.38777971,0.97082716,1.93787432,0.53490293,0.78361112,0.95562816,0.08596253,1.85872126,1.06441343,11.13245296,0.00,2.06764579,3.97135878,-0.35101348,1.58531511,2.70325851,3.14516664,3.79771328,2.25174212,0.56197512,1.33309340,0.24857051,5.47670698,2.24583960,1.86516285,-0.59631997,1.45462394,1.73941886,-1.92097926,3.78060865,-0.07317957,0.02343061,0.87837784,-0.50640613,-0.41775206,7.18346405,2.88981962,1.38941669,1.05295694,0.99217910,2.16892004,0.06905744,0.02139376,0.88374500,-0.06001338,-0.23898670,-0.17897332,3.40979671,0.06636585,-3.18293834,-2.85277963,0.33015859,0.31963992,1.93,2.92,
53.38,71.76,9.00,0.40,2.25,164.00,2.83766103,0.98967212,2.37319517,3.22765994,2.35704708,39.20800400,0.00000000,3.66,-0.51047480,0.53474098,-0.40297079,0.52831060,1.66350806,0.37979770,0.65798128,0.80225885,0.45664397,1.99938011,0.16,0.41501212,-0.67796648,-0.95442706,1.21469486,1.56096494,2.94873762,1.63730288,2.02000284,-2.24951696,21.83349419,0.00000344,3.29977560,2.66329575,1.61244786,1.87988603,2.91956329,1.47582364,1.66264999,3.50283790,-0.84853321,3.10799217,0.07825758,0.33137983,3.36291695,3.09248757,3.10247588,4.93975067,2.40407205,3.38236547,1.35168242,-0.44133306,0.86548561,0.35246442,-0.06889974,-0.31827059,-0.24937084,7.35675383,0.00729446,0.75115561,0.45725626,-0.29389936,0.20645067,1.94,2.80,
53.77,71.76,5.00,0.00,2.15,183.00,1.27001894,0.57283449,1.15140188,0.60428208,0.89963436,7.18073320,0.00750624,3.27,1.10799623,0.67158306,0.84149748,0.36904782,0.95541263,0.84041536,0.16414668,0.58627510,0.69204682,6.09857845,0.01,1.00008249,-0.23321854,-0.61392099,-0.00157034,-0.69218761,2.08178830,1.12214386,1.76881659,-0.05554350,0.01668060,0.89726591,2.35531807,2.42680693,1.47339559,1.41153598,1.79079366,-0.68690854,-0.60626954,0.74645001,0.52460879,1.50924253,0.21958465,1.10897994,0.37657297,2.83567047,0.54538339,2.45216393,2.05915499,0.99022377,-0.36594653,0.65123993,2.35892391,0.12492918,-0.08816770,-0.40422994,-0.31606224,12.11857414,0.00061929,2.07062316,1.93494272,-0.13568035,0.05764177,1.95,2.69,
53.87,71.16,2.00,0.00,2.96,178.00,1.59898591,0.69179940,0.62786627,0.36383465,0.82062155,3.58497596,0.05863096,4.22,0.53204787,0.35891443,1.38913620,0.36699966,0.02342942,0.98105568,0.90403020,2.10635066,0.83274549,5.33231926,0.02,1.07915628,-0.24031936,-1.04727650,-0.22793850,1.33659840,1.41361201,0.05700333,3.57218766,0.33282849,0.36019737,0.54855186,0.98562741,1.44711161,1.46773636,0.99513513,-0.90739202,-1.82470620,1.52333415,1.23532557,0.25972095,0.22076671,0.63857328,0.06489295,0.11430908,4.85042953,0.92003489,0.35837293,4.03059340,1.56605041,1.32987714,1.28187609,5.53068733,0.01890635,-0.04247088,-0.41066822,-0.36819735,15.84511471,0.00009777,2.08422518,1.61452878,-0.46969625,0.29347938,1.96,2.58,
52.49,72.45,0.00,0.86,3.78,137.00,4.55201960,5.00583696,5.71844006,5.02701330,5.07582760,44.31631088,0.00000000,7.42,4.80028439,2.34281659,2.26831603,4.00993586,1.51394045,1.34073150,2.81466961,1.51705945,2.57596922,16.05333519,0.00,8.55473137,3.79673982,3.58992553,6.65968323,5.56628942,3.35815930,5.39691162,3.51737738,0.03584142,0.00133776,0.97083187,9.14000702,6.18546772,6.61321068,2.89470077,6.31785059,4.98111010,4.46121454,4.72377491,0.65408868,0.45067999,0.50218920,5.18558979,4.38342381,3.08100748,9.01761627,1.51965249,3.69670677,6.07288218,3.52927232,-0.46030077,0.22816588,0.63300631,-0.62984550,-0.56298858,0.06685696,0.43034637,0.51261266,-2.38410687,-1.43698752,0.94711924,0.53832138,0.00,0.00,
53.79,72.93,20.00,0.75,2.25,146.00,1.42274570,1.19935703,1.17306292,1.46410573,1.31481791,9.19322777,0.00250009,4.22,0.67568046,1.63367486,0.39407909,0.38221785,0.63571614,0.55467689,-0.03689199,-0.11441577,0.51559216,2.02869797,0.15,2.54053783,0.86390227,0.42898202,-0.26694003,2.74634480,3.26786780,0.89086562,-0.39094549,-0.30238053,0.29624644,0.58638370,0.71550411,1.90212405,2.36998129,4.03508568,0.25501716,-0.06064523,-0.93000078,1.17686284,-0.27202117,0.24340153,0.62188373,1.65984666,3.83304644,-0.00617569,-0.49268538,1.27014768,0.80710191,2.61840558,1.38945222,-0.07055736,0.01655009,0.89766639,-0.27501670,-0.18736105,0.08765565,0.73750228,0.39154429,3.10407186,3.19369316,0.08962147,0.02003218,1.88,2.83,
53.87,72.93,16.00,0.60,2.14,144.00,1.68547606,0.36806476,2.15761566,1.64642096,1.46439433,19.31816101,0.00001241,3.24,-0.42716262,0.02320449,1.36640525,0.50443190,1.04099238,0.90625113,1.15491390,-0.06155986,0.56343460,4.01500320,0.05,-1.83421087,-1.25885689,0.24460393,0.19652760,1.40798497,1.17204487,2.43228984,0.76011562,-1.26790345,8.89153004,0.00294431,1.91336226,1.00857985,3.40084577,2.18370724,2.31553006,2.76143503,2.77947974,0.71601075,0.50447655,1.40692198,0.23588964,1.19554198,2.12081933,3.17620134,1.71520889,1.91584015,1.84326863,0.49549118,0.76515508,0.06229093,0.02185439,0.88250913,-0.05922791,-0.02812138,0.03110653,0.09966335,0.75258050,0.90339684,2.59588480,1.69248807,12.35370350,1.88,2.83,
54.02,72.28,12.00,0.40,1.75,163.00,2.57588243,1.11749482,3.20293379,2.35076714,2.31176949,58.38778687,0.00000000,2.94,1.15501058,0.40549460,2.05133438,0.72036576,1.11989248,1.58344722,1.19223297,0.66814351,1.11199021,18.23222160,0.00,0.80871242,-0.50344437,1.74978137,1.77885783,1.88182724,1.62389326,1.47234023,0.31350937,-1.23360550,10.10671902,0.00152917,3.09026837,1.81666589,4.02698088,2.40912580,2.95546293,3.37527609,3.95332503,4.02589464,0.88103658,5.20554543,0.02275411,3.06569290,2.73128414,3.78689528,1.77974069,2.29114079,3.69480705,1.47714674,1.77310002,0.24558656,0.41194320,0.52115277,-0.01573024,-0.10141358,-0.08568334,0.80956537,0.36938773,0.90669310,0.63204598,-0.27464709,0.26340395,1.89,2.72,
54.39,71.77,6.00,0.00,2.43,187.00,1.77492869,0.73509037,1.52148759,1.45817423,1.37242019,17.45331764,0.00003237,3.20,0.23222360,-0.21616277,-0.57029408,1.21691883,1.39626193,1.59125566,0.01825918,1.40996146,0.63480300,5.38518953,0.02,1.30259430,-0.61212599,-0.54475689,1.70806360,1.66230762,1.26492941,0.19940908,1.26198661,-0.71362603,2.86874127,0.09067097,0.84800965,0.32372472,0.33051470,2.26603484,1.37371087,2.32326937,2.36619854,2.78162575,0.09541223,0.05179467,0.82002244,0.82846159,1.28774893,0.87218487,1.93101788,3.20128107,3.84574699,-0.25461638,2.36856747,0.28789529,0.48539141,0.48617515,-0.02967563,-0.23482330,-0.20514768,4.98190069,0.02678200,-1.61473155,-1.31066132,0.30407014,0.36926037,1.90,2.61,
54.39,71.40,2.00,0.00,3.04,183.00,1.87689686,1.13552117,0.96074760,1.89793897,1.46777618,14.24392319,0.00017130,3.78,-0.39233750,0.87290156,0.62643415,0.50125480,0.29983884,0.85390449,0.21122606,0.08543176,0.38233176,1.36721528,0.24,0.03340228,1.72375071,2.71234417,1.45490575,1.53268123,1.66836441,0.70727760,-0.88139987,-0.79098630,2.51664782,0.11301070,-0.67081970,0.27984059,1.40411639,1.75807869,0.48890898,1.93091094,1.83601832,0.76212984,-0.92158633,3.43900084,0.06401008,2.17146134,3.14351535,0.21699052,1.18670988,1.60005307,2.02316093,0.92624801,3.83582854,-0.01526962,0.00092213,0.97578158,0.01321657,-0.27171719,-0.28493378,9.97155857,0.00184944,-1.92267978,-3.26420403,-1.34152412,4.08603334,1.91,2.51,
54.44,74.11,21.00,0.86,2.83,127.00,1.37878847,0.38278854,1.13690948,0.72611082,0.90614933,0.49545315,0.48169038,12.52,-1.01246524,-0.09753367,1.27171433,0.67441195,-0.85176724,1.08546257,2.43022442,1.64785326,0.64348757,0.36051473,0.55,-1.17138422,-0.59138072,-1.78642452,2.04946685,-3.05728936,2.45618582,0.81428522,3.56696057,-0.37681919,0.05178693,0.82003566,2.89719319,5.24764252,4.80562735,-7.72495937,-0.07708853,-2.46332932,4.59239149,0.09697948,0.30476210,0.03458196,0.85251742,-4.29450417,-4.03372240,2.80898094,7.70153809,1.75902104,4.59614420,1.73278821,1.00632334,0.62924659,0.14979692,0.69882351,-0.72070062,-0.50293112,0.21776947,4.37578249,0.03778206,2.67301440,5.61829329,2.94527888,2.19272733,0.00,0.00,
54.77,73.57,20.00,0.75,1.43,153.00,0.21042487,-0.29360625,-0.19259955,0.30452994,0.00718724,0.00034309,0.98522616,3.58,-0.78859437,-0.22462988,-0.16763240,-0.33730993,-0.23269424,0.52225196,-0.80301350,0.13482136,-0.23710012,0.60090637,0.44,-0.74475127,-1.14432418,0.63353747,-1.72635186,-1.28716910,3.83185887,-1.08736265,-1.05637145,-0.70478314,2.28084350,0.13134123,1.29179335,-1.33603966,-0.12424707,-1.27021372,0.34411839,-1.45653200,-0.17083590,1.15866172,-0.47727171,1.03624213,0.30897812,-2.62789226,1.86765409,-0.71433592,2.25867772,0.52391297,-0.42802227,-0.74793494,0.99416256,-0.09301905,0.04059948,0.84035977,-0.30855700,-0.02743744,0.28111956,6.66239786,0.01060050,3.39532685,4.01309967,0.61777270,0.71326363,1.83,2.75,
54.77,73.19,16.00,0.60,1.12,152.00,2.19972515,1.42817974,1.93592918,2.07383084,1.90941620,33.66737366,0.00000001,3.20,1.48417568,0.50811625,0.83889455,0.03617071,1.38808835,0.79540002,0.61550444,0.91435105,0.82258761,8.76955605,0.00,1.81524086,0.48642173,1.51082647,0.63459200,3.80378342,1.24439275,1.85275221,0.72006321,-0.62392449,2.18847156,0.13940674,2.37840486,1.34165907,1.38774264,3.49065161,1.42446601,2.14051437,2.30034447,1.30117261,-0.14246435,0.11466353,0.73497714,3.72570252,2.34957480,2.42886806,-0.54822016,2.45378757,2.38996816,1.09608138,4.13993645,0.15314370,0.13732645,0.71104307,-0.01556540,0.20566820,0.22123359,4.14565229,0.04312964,-0.64844459,0.33661026,0.98505485,3.36356354,1.83,2.75,
54.66,72.75,11.00,0.42,1.30,169.00,2.56761074,1.27351081,2.69182134,2.10769343,2.16015911,43.58449936,0.00000000,3.18,1.68330705,1.06807601,0.87093675,0.88327992,0.82015961,1.62319255,0.84682304,1.23273253,1.12856340,16.44263840,0.00,2.90434337,1.52592027,1.31005323,0.13652532,1.14859772,0.60173398,0.77122569,1.93046975,-0.82586753,3.86602664,0.04958845,2.21450448,3.34444118,1.11582279,4.87757158,2.56293654,2.88891530,2.90016484,1.89562368,0.56313747,1.82627046,0.17691758,3.51852036,1.22328544,3.20347857,0.92220080,1.96687376,4.88484764,2.26985240,3.13848662,0.46903881,1.29751015,0.25497992,0.07112678,0.13095887,0.05983208,0.32965800,0.56653964,-0.12902610,1.09124982,1.22027588,4.10108900,1.85,2.65,
54.66,72.10,6.00,0.25,2.13,181.00,1.48555589,1.52562320,0.95677531,1.54719698,1.37878788,18.42067337,0.00001967,3.12,1.05758810,0.40724549,0.75067997,-0.31848320,-0.47939575,0.90065211,2.07830858,0.20379257,0.57504851,4.62030220,0.03,1.48114038,1.50013900,2.04445553,1.77677953,-0.31523520,0.19362241,3.59872508,1.44448030,0.00545919,0.00018106,0.98926718,1.05106688,1.74274421,0.60162735,0.03877310,-0.98844981,2.13340569,1.16400075,2.29968739,-0.57045388,1.94418669,0.16356819,2.61374116,0.16428845,1.35357368,-0.25427842,2.04540300,2.96913576,3.56460857,-0.45824972,-0.12662126,0.09894891,0.75316955,0.05881548,-0.05153390,-0.11034938,1.27510321,0.26023516,-1.54163682,-1.37575448,0.16588236,0.10079405,1.86,2.55,
54.39,71.40,2.00,0.15,3.04,180.00,0.84824848,-0.24807101,-0.41921645,-0.11115604,0.01745125,0.00224125,0.96225148,3.59,1.27991688,-0.20048063,0.06554301,-0.20467365,-0.58077914,0.19113666,0.88134217,-0.21256213,0.15243040,0.24492379,0.62,0.25816008,-1.03287208,0.16956608,-1.32246888,-0.09576908,-0.67795336,2.14392281,-1.34965539,-0.11632848,0.06042567,0.80588200,0.96021789,-0.97058374,0.20146003,0.61730909,-1.98736072,-0.71037829,-0.28802204,-0.93578094,-0.30731618,0.42435330,0.51494364,2.18820786,1.10142541,-0.52256048,0.05243475,0.38020134,1.67703855,0.54771709,1.58203483,0.95045716,4.12800455,0.04248042,0.07751533,-0.14147604,-0.21899137,5.58762836,0.01909708,-4.01687717,-4.22236013,-0.20548297,0.09820113,1.91,2.51,
53.55,73.86,0.00,0.00,4.02,118.00,-0.03449121,0.47815391,2.06794119,2.56830359,1.26997685,1.77420723,0.18320595,9.27,2.86012864,0.85933024,1.17216349,0.12954454,-0.60766053,-5.51197290,-1.10769761,-1.92828512,-0.51680613,0.43035838,0.51,4.30741692,-2.48111773,3.29204011,0.97264838,5.95748901,-3.92889524,2.98634410,-5.83221531,-1.96269536,2.61634493,0.10612782,8.67547035,3.95830655,5.91281891,3.93763590,-0.36277401,-0.70997721,-6.80606031,2.04871845,-0.47377229,0.15488598,0.69400497,1.34934056,4.35053587,-3.64331770,-1.09017491,-1.83358157,-7.71981382,4.92099762,3.38692689,-2.58943605,4.68117094,0.03076470,-0.70761746,-0.52992457,0.17769285,2.59573317,0.10881182,-9.34762573,-11.06566334,-1.71803701,1.57062471,1.74,2.91,
55.04,74.17,20.00,0.84,1.87,135.00,3.43784428,-0.55836999,3.40776396,2.69817877,2.24635434,7.76423502,0.00544335,7.84,-2.73373055,1.61595106,1.27870142,1.29319882,1.27853453,1.34733605,1.48300350,0.16779180,0.71634835,1.11489356,0.29,-4.65510178,-5.66551352,-0.74762321,2.06848145,-0.90347522,2.94554782,2.80266547,-0.52517802,-3.28173399,10.15683556,0.00148862,1.96397245,5.44431543,3.32556033,0.69394982,5.53668928,4.69924164,3.23435330,1.63338017,0.65391511,0.40244502,0.52599487,-0.99741763,7.14073372,6.21771860,4.91033792,2.32526588,1.80869091,1.76953900,3.48783302,0.83109438,0.66672295,0.41441846,-0.56975269,-0.25991637,0.30983633,7.83555031,0.00565155,-1.10123920,2.00015235,3.10139155,6.04042292,1.76,2.79,
55.33,73.86,19.00,0.73,0.89,147.00,3.43646908,1.25861990,3.85976815,3.04321671,2.89951849,51.79022980,0.00000000,3.92,0.84970111,0.61884195,0.89558303,1.59890687,1.74998617,2.20357180,1.08761287,1.65001929,1.33177781,14.74646568,0.00,0.31653830,-0.35613039,0.24027485,2.62887788,0.90142226,2.11707020,0.90237606,3.31233859,-1.78492296,11.96644783,0.00056780,4.97333336,3.93802071,3.76086020,2.26295853,3.81955385,4.72975206,4.16838837,3.16405606,0.79579514,2.38605189,0.12278362,2.00295401,2.07316446,3.69741321,4.37559700,4.91809225,5.12217951,2.50984812,2.58999181,0.35928756,0.49835825,0.48041008,-0.20434353,0.17939664,0.38374016,10.54027176,0.00138066,1.86969745,4.45396185,2.58426428,12.68287659,1.83,2.75,
55.12,73.19,16.00,0.58,0.92,155.00,4.49053478,3.05862761,3.43702865,3.85944772,3.71140981,114.19950104,0.00000000,3.38,2.23269939,1.74907064,1.06501305,1.57019162,2.60307145,1.70569050,1.23504865,1.83511662,1.74948776,33.37255859,0.00,4.95812798,2.44954705,1.49425495,2.39762235,4.09159946,2.59806824,2.79278493,4.20740414,-0.77191681,3.01088166,0.08305898,2.36869073,3.70659971,2.64785051,4.14610481,3.63945675,4.08373547,3.54094505,3.48555398,-0.42088318,0.89726794,0.34377656,5.82902241,4.28170395,4.74688005,3.82607150,5.79689932,4.92061329,3.22281885,3.06615853,0.61278147,1.94844139,0.16310857,0.10268480,0.41792637,0.31524158,6.88700628,0.00938845,1.34255850,2.06415796,0.72159958,1.43837762,1.83,2.75,
