x,y,z,d,scale_xy_dist,t1,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,theta all,theta F,theta p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
60.51,74.35,8.00,0.51,7.61,95.00,2.50127816,-1.18564200,1.28490806,0.48195818,0.77062559,2.26718283,0.13249754,4.98,-1.64951324,-0.25083441,-0.90704459,1.86276114,1.50392330,2.93214846,0.90688479,0.84986150,0.65602338,2.35095453,0.13,-4.95275068,-1.96737838,-4.34314394,2.34044576,-1.63366961,0.81536639,-2.34524202,2.35585856,-1.68038654,6.74427795,0.00956258,-0.89427620,-0.97417021,-0.28517866,1.36297250,2.36060095,4.04876804,4.77595425,0.06909544,0.79416651,1.50017297,0.22097400,1.18230498,2.20360231,4.37131357,2.90792513,3.41341805,5.23209953,0.44483781,-0.26200852,2.00823927,9.67666531,0.00192667,0.30726016,-0.21362826,-0.52088839,8.69777393,0.00358619,8.44082260,8.80572891,0.36490610,0.25102443,0.00,0.00,
60.17,73.55,10.00,0.48,8.41,132.00,2.12414193,-0.21183708,1.50486147,0.11432558,0.88287300,3.02132678,0.08252480,4.94,-0.84855366,-0.38303357,0.41137820,1.69919574,1.53194213,3.93268037,1.09802365,1.43318772,1.10935259,6.97829008,0.01,-2.47746563,-2.98601341,0.05023476,1.63206947,-0.60902059,1.76842606,-2.77788305,3.70560169,-0.36078903,0.31280980,0.57610404,-2.61613989,-0.05482073,-0.85762030,3.14130902,0.68228203,3.01425815,7.05335426,2.20752406,1.40496707,4.84613848,0.02796820,1.87984693,1.32925737,3.23794365,1.43481338,3.90198469,7.64337921,-1.09929430,-1.93441331,1.95169187,9.50755310,0.00211041,0.23892036,-0.21721034,-0.45613071,8.24850368,0.00454201,7.40066910,7.90706635,0.50639760,0.55778384,0.00,0.00,
60.53,72.95,4.00,0.40,10.14,142.00,2.02660370,0.44611639,1.39847350,0.84266669,1.17846501,10.16554928,0.00148128,3.60,-0.54520565,0.79993135,1.07215500,1.22157478,1.58195126,1.91893196,-0.18241253,1.07717884,0.86801314,7.95666170,0.00,0.22571388,-1.56081784,1.23156011,1.72079253,2.24887419,1.74847281,-2.83644223,1.33016348,-0.42276293,0.81081676,0.36812636,-2.94370890,1.88761723,1.07694161,1.69177759,1.05007505,3.15201020,2.96925569,2.40214086,0.58412188,1.56747985,0.21090756,2.28083539,2.74950910,2.67327523,1.76702273,2.35052204,2.61696672,0.54792768,0.92457187,1.19152892,6.47121429,0.01113432,0.03706524,-0.39926529,-0.43633053,9.69802952,0.00213013,4.66975641,4.38992691,-0.27982983,0.15666837,0.00,0.00,
60.06,72.14,5.00,0.27,10.80,150.00,0.80988801,0.53797710,1.20967877,0.29300115,0.71263623,4.26359844,0.03922882,3.36,0.42731303,0.82543671,0.56875765,1.23747897,0.01904143,0.96695769,1.00180674,0.59411764,0.70511377,6.01377916,0.01,1.33307135,0.85936069,0.36705369,0.54146695,0.50058627,0.51305997,0.54410136,-0.35251555,0.24275094,0.29859528,0.58490354,-0.16699164,0.82229930,1.53829372,0.76134610,1.43932950,2.48088479,0.27016926,2.65467262,0.96197295,4.77091360,0.02920896,0.62608653,1.23779631,0.07758426,2.42475033,-1.44037175,0.59078014,2.61246371,0.44280595,0.52328914,1.44798303,0.22917696,-0.16007172,-0.61939907,-0.45932737,12.32611465,0.00055787,-4.81986189,-4.88226509,-0.06240326,0.00962658,0.00,0.00,
60.06,72.14,2.00,0.17,10.80,156.00,1.11084104,-0.03036587,0.26013881,0.30874681,0.41234022,1.24589300,0.26464200,3.59,-0.81902385,0.67210430,-1.10839915,1.09406900,1.46024525,0.61560452,-0.01354635,0.47773510,0.29734862,0.94361573,0.33,-1.33546686,-2.56364131,-1.55519021,0.17404941,2.19524384,0.77487111,1.01415348,1.70868206,-0.30995435,0.43410364,0.51015534,-0.98810029,0.33850777,-0.35228544,0.10627617,0.32768619,2.09067845,-1.02602303,1.91513789,-0.00452832,0.00006816,0.99341474,0.47180334,4.15428305,-0.41094172,3.25739574,1.87653291,0.23485331,0.36096138,-2.40411925,0.75239962,2.66420674,0.10298837,-0.27834553,-0.74073470,-0.46238914,13.31462288,0.00034016,-2.75871420,-3.33899021,-0.58027601,0.71012086,0.00,0.00,
59.26,83.20,14.00,0.65,12.67,72.00,0.25580090,-0.09813190,1.13681495,0.65003210,0.48612902,1.61237049,0.20449343,3.72,0.38190120,-0.21393138,0.17348589,-0.06775976,0.27704090,-1.10744143,0.37446204,1.00450051,0.10278225,0.10361601,0.75,0.76656950,-0.93961531,-0.62989533,0.19730651,-1.08234215,-0.88736081,0.18458726,1.54431605,-0.72322869,2.16444445,0.14159478,2.31245446,0.24597509,1.57081497,1.36832142,0.81418902,-1.41669500,1.87087500,2.30364752,0.50113350,1.05557883,0.30450933,-0.64128542,0.57245797,0.59717512,-0.60578430,1.91670811,0.04698078,-0.10422240,-0.06747505,-0.41647258,0.73709846,0.39082679,-0.07426774,-0.12523676,-0.05096902,0.09035935,0.76404947,0.70041138,2.44217253,1.74176109,5.97138500,1.49,3.54,
59.83,83.20,19.00,0.66,11.88,75.00,0.98587966,0.86473954,1.82169044,1.29510593,1.24185395,9.24860954,0.00242637,3.97,0.05011183,0.78939897,0.70947540,1.41688490,0.72958606,-0.21289870,0.51047540,0.45123821,0.55553401,2.64571452,0.10,1.66136324,0.73160362,1.80218828,2.99265981,1.09588099,-0.71720773,-0.56506002,-0.05658252,-0.40548798,0.60072982,0.43850886,-0.12148794,1.71646631,2.76181865,2.28098106,2.42372441,1.16933513,1.55655789,2.56791782,0.55193293,1.11866879,0.29049685,0.97269469,1.55042374,-0.82701766,0.79019791,0.51514912,1.06527412,2.53707385,1.29405260,-0.34539601,0.44583431,0.50449571,-0.13801783,-0.18039764,-0.04237980,0.06807768,0.79443909,-2.89001560,-1.27068734,1.61932814,6.33236504,1.48,2.99,
60.11,78.24,18.00,0.65,3.47,101.00,1.56144905,1.69077730,1.49804652,2.16724443,1.72937930,18.57480049,0.00001817,3.90,1.48674774,0.99724227,0.45396480,-1.12343752,1.26277828,-0.06664492,-0.03423124,0.95530546,0.49146560,2.14766121,0.14,2.98217869,1.80961967,2.29568863,-0.54501587,2.69074035,0.99996489,1.19363034,2.51876616,-0.46593478,0.81975240,0.36550152,4.51789713,3.11436939,2.24602461,-0.06009715,2.14269972,0.05738451,-0.90129036,0.41035327,-0.71230352,1.96404624,0.16143543,0.89396888,1.24325132,-0.46674260,0.32101396,2.53094006,2.14679766,3.16087508,2.78491879,-0.66921240,1.74209476,0.18721843,-0.31289455,-0.33417025,-0.02127568,0.02090681,0.88518636,-0.69370496,-0.93859893,-0.24489397,0.17422016,1.49,2.69,
60.11,77.46,0.00,0.58,3.16,118.00,0.31636053,1.77437472,1.04399729,0.74918026,0.97097820,3.99740362,0.04587644,4.72,2.11113214,-0.01993080,0.39475742,-0.50100666,1.12233186,0.45304745,0.55505234,1.25479388,0.67127222,2.75309181,0.10,4.63967896,0.90811884,1.09859979,0.01299233,2.01476336,1.45533931,1.16191745,3.35390449,1.03839576,2.78112197,0.09573873,0.15550523,1.74844432,1.88685560,1.54516172,-0.28571260,-0.43370169,1.30477381,2.43895173,0.31794688,0.26230055,0.60867313,2.86187434,-1.58915317,-1.24467373,-1.78261316,3.06723714,1.43509746,0.81369030,-0.98312616,-0.52938145,0.75071365,0.38648763,-0.52863938,-0.53826147,-0.00962209,0.00523411,0.94240172,-3.12011862,-2.59060645,0.52951223,0.41623425,1.49,2.69,
60.46,76.90,11.00,0.47,3.86,125.00,0.03693091,0.11849564,0.40513659,1.38456821,0.48628283,0.82028657,0.36534345,5.22,0.32929161,-0.35690665,-0.59896326,0.16822252,-0.98550570,-1.11267531,-1.08192837,-0.40402102,-0.50531077,1.27311516,0.26,2.52458644,0.24002016,-0.72492754,-0.74528295,0.46979329,1.93250060,-1.70303571,-0.76665688,-1.31310225,3.63178277,0.05701317,0.44959486,0.17362557,1.77561855,2.89955974,0.08776740,-2.68257093,-0.47836429,0.90097326,-0.96039909,1.96865904,0.16094460,0.70006871,0.32922825,-1.29933143,0.04489786,-1.04217374,-0.66111749,1.52523267,0.94927001,-1.35230792,3.94361091,0.04736103,-0.66875833,-0.71556723,-0.04680889,0.13838422,0.71030719,1.00864923,1.00349450,-0.00515480,0.00004789,1.47,2.49,
60.72,76.27,7.00,0.36,4.97,118.00,1.06053913,0.80829006,1.78478169,2.37268758,1.50657463,5.78466463,0.01637142,6.09,3.17770553,1.07154715,1.04666901,-1.26302433,1.29456091,-4.30792379,-0.76105881,-0.37340641,-0.01436634,0.00078093,0.98,4.28763866,1.58213925,3.31703854,-3.27041101,4.51011944,-3.25776529,2.04028702,-1.66535485,-1.48136568,3.47826004,0.06251426,6.26948929,2.57540584,4.40314150,2.31056237,2.33906841,0.33637363,-5.50841093,1.34161437,-0.57219893,0.52684748,0.46812914,4.19528008,2.68091941,-2.15942955,0.11341925,1.41825926,-6.22976875,5.28920460,3.30434799,-1.33303428,2.92634034,0.08749888,-0.63046557,-0.77515811,-0.14469253,1.32766211,0.25066926,-4.22984457,-5.86903858,-1.63919413,4.60632944,0.00,0.00,
60.06,75.15,0.00,0.30,5.47,103.00,-0.76196909,1.13066649,1.41042125,1.85022831,0.90733677,2.18712258,0.13952572,5.97,1.84412265,2.35064363,0.47149068,-1.38324964,-1.26980007,-2.02796745,-1.27937841,-2.04342532,-0.41719550,0.67392445,0.41,5.50132656,3.43841410,3.43234968,-1.02438283,1.35148144,-0.50384587,3.02203369,-6.19399595,-0.71975344,0.86804491,0.35175383,4.82749033,2.66190100,2.43771338,0.43118390,2.09398723,2.21891356,-4.43451786,0.97976953,-0.43693697,0.31572643,0.57433103,-0.84396583,4.04350471,-3.72982883,-1.27942419,-3.51280975,-5.18551445,0.73827165,3.74910378,-2.55183959,11.11231804,0.00089353,-0.41742623,-0.66512460,-0.24769832,3.35306144,0.06864633,-5.90667248,-6.44041157,-0.53373909,0.40636691,0.00,0.00,
60.83,75.15,2.00,0.28,6.83,117.00,-0.06301572,2.34560943,0.12168073,1.96573865,1.09250331,4.87608337,0.02748764,4.81,0.29945409,1.03614628,1.40677905,-0.83894587,-0.25140727,-1.68034840,-0.97632998,-0.68846571,-0.21163973,0.25911760,0.61,2.98256135,4.04431772,3.03966784,2.14953542,1.56036580,1.14070737,4.43163204,-0.96983492,0.39226675,0.38471118,0.53525393,-0.09593000,2.44369245,4.33698463,-2.00759315,0.44360825,-1.14553583,-4.21227551,0.31436363,-1.82921469,8.59302521,0.00346230,1.16598237,-0.21436135,-1.21452367,-0.42396408,0.49416575,-2.14937758,0.02017893,2.11085820,-2.01967764,10.39989090,0.00130690,-0.20346740,-0.48145840,-0.27799100,3.47748280,0.06375137,-2.63018727,-3.12253714,-0.49234965,0.47886401,0.00,0.00,
60.51,74.35,3.00,0.27,7.61,132.00,0.16718434,1.81355619,-0.38786530,0.38577497,0.49466255,0.93718046,0.33326909,4.97,1.67375457,-1.37736154,1.53274226,0.44569230,-0.35997951,0.44166371,0.03962616,0.64277369,0.37986395,0.79408640,0.37,4.07622433,1.29770494,3.39856982,0.10969976,0.40975896,1.68272412,1.98866332,1.40796971,1.41097236,4.63012648,0.03168797,0.38933963,-1.74719691,2.80014563,-1.52717161,-0.86995596,0.00916701,-2.03419685,-0.33053526,-0.73472548,1.27179730,0.25973856,0.70383072,-2.69710922,-1.68459809,2.71630621,0.39378271,-0.03701916,0.92902476,1.54041028,-0.24464129,0.14395867,0.70446880,-0.19919771,-0.44109234,-0.24189462,2.52014923,0.11406270,-2.40690279,-2.18943810,0.21746469,0.10345349,0.00,0.00,
60.17,73.55,4.00,0.26,8.41,138.00,-0.03602387,1.36538863,-0.68407351,0.26515776,0.22761226,0.19783434,0.65658361,4.98,1.93268168,1.89669478,0.87995064,-1.15728080,-0.42596850,-0.52075922,-1.51755226,-0.58167320,0.06326165,0.02225634,0.88,6.41678238,3.46403027,2.74429440,-1.18991828,1.13866127,-0.67029124,0.98805791,-1.82779586,1.10830331,2.92111301,0.08778173,0.25886816,-0.21249825,1.85949492,-0.63233835,-0.43813744,0.03374758,-5.69315672,-0.80675507,-0.91522199,1.98932672,0.15876628,0.08745516,3.36287451,-2.72499204,-1.52696371,-1.30812037,-0.96596760,0.86618006,1.78360093,-0.30827731,0.22885709,0.63249195,-0.38329881,-0.60106421,-0.21776541,2.28550577,0.13224901,-10.68693352,-10.41905594,0.26787782,0.13454835,0.00,0.00,
60.53,72.95,2.00,0.20,10.14,144.00,0.88887554,2.01776886,0.66620123,1.42196465,1.24870253,7.20897341,0.00738999,4.52,1.19353724,0.35614476,1.37498271,-0.69592416,1.06373167,-0.00581263,0.81570685,-0.33905691,0.47041371,1.46555853,0.23,3.41887712,2.27656841,2.30247355,0.83579546,3.49169016,0.55695301,3.65496922,-0.01164143,0.63550752,1.13796008,0.28637769,2.10702205,0.61067355,2.03401971,-0.60331929,0.07207526,1.07622480,0.61339372,-0.79421753,-0.77889377,1.71652114,0.19048490,0.51366198,0.41411686,1.18950474,-0.10749813,2.41858172,0.50042486,0.17428999,2.06959057,-0.53467059,0.82221085,0.36478391,-0.55747139,-0.81702584,-0.25955445,3.70526099,0.05573475,-3.70751762,-5.71815634,-2.01063848,6.62703133,0.00,0.00,
60.53,72.95,1.00,0.00,10.14,158.00,0.23995283,0.84924912,0.16096160,1.06639802,0.57914042,1.56134701,0.21179920,4.51,1.32961249,0.05218380,-1.12204099,0.10530688,-0.79842943,0.69387931,0.16885330,-1.31454420,-0.11064735,0.08260550,0.77,3.27232075,2.09668326,-0.30010810,-0.69037116,-1.12526846,2.51761079,1.08384681,-0.41026390,-0.26936036,0.20639114,0.64972336,-0.90247452,0.57002473,-1.48330069,2.49351597,1.80088580,-1.31101966,-0.16269600,0.26746869,-0.91515851,2.39870858,0.12179664,3.45558214,-0.74655604,-0.73047626,-0.16817307,-1.37119520,2.12453604,1.76167178,-2.08697200,-0.86280829,2.19121552,0.13915929,-0.60576540,-0.96484631,-0.35908094,7.57996130,0.00647472,1.38795567,1.69696081,0.30900511,0.16262314,0.00,0.00,
60.11,82.64,18.00,0.51,10.47,93.00,2.84900999,2.06838202,3.89953518,3.29095507,3.02697062,43.91783142,0.00000000,4.44,2.59460378,-0.42227471,1.36026931,1.25594914,0.90285063,0.85322511,1.70616615,2.28859615,1.31742322,11.58458900,0.00,4.50012207,-0.51815611,1.45606434,1.63002348,1.47166491,2.13259411,2.29289389,3.85547376,-1.20599186,4.24979782,0.03954957,3.67343187,2.99621391,3.37063742,3.05393529,3.53895473,3.15931201,5.34820747,6.25337601,0.64456004,1.22073412,0.26952000,4.78962612,0.50304031,3.91606998,3.81529617,2.97383642,2.80373645,2.46525741,1.86002827,-0.42804053,0.54984117,0.45858134,0.11765191,0.11210363,-0.00554827,0.00114028,0.97309758,0.78767329,0.02416066,-0.76351267,1.31041515,1.49,3.54,
60.38,82.64,18.00,0.50,10.12,112.00,1.31824994,1.26064587,0.75115496,0.91089594,1.06023669,5.25741959,0.02208769,4.50,1.30600190,-1.13677025,-0.82521063,-0.22125705,1.31447339,1.41283119,2.04842830,1.76104486,0.70744270,3.43968439,0.06,1.70368469,0.38101965,-1.35989869,0.15938208,1.57529712,0.99369359,1.63348401,5.39081144,0.38769159,0.43310836,0.51064056,1.72140908,0.12872532,0.20253822,-2.31998825,1.66037953,-0.37010255,3.25585771,1.40621388,-0.17959993,0.09332035,0.76007028,1.70031941,-2.47150493,0.34308678,2.64559364,2.26813364,5.14945841,2.53633928,-1.46240819,0.30630738,0.28135347,0.59594990,0.06949399,0.06975015,0.00025615,0.00000000,1.00000000,0.08179217,0.40003061,0.31823844,0.20193924,1.48,2.99,
60.62,78.25,13.00,0.46,3.63,124.00,2.44265366,1.53431511,1.68491149,0.72775269,1.59740829,14.25163937,0.00017061,4.12,0.65314686,0.88762194,0.61716855,1.57985592,3.18632555,2.05279183,1.93693256,1.33298850,1.53085399,18.99794769,0.00,1.05562055,-0.85246187,1.25722480,2.62243009,3.91334176,1.04777408,1.30295277,2.61511374,0.84910083,2.45500541,0.11751190,1.13553989,-0.25295830,1.38788140,1.92925465,1.79575980,1.89414501,4.81229019,0.80252373,0.94619501,3.08756733,0.07924198,1.00806034,4.26308107,0.46973881,1.83500826,4.85028982,4.61556721,0.52944505,1.02853179,1.63214552,9.44223309,0.00218607,-0.09291118,-0.08507744,0.00783374,0.00276218,0.95814051,3.62400889,3.46458149,-0.15942727,0.04680361,1.46,2.72,
60.61,77.64,8.00,0.39,3.60,127.00,1.40982783,-0.05394655,2.47642446,0.65322936,1.12138379,4.02006245,0.04526686,5.44,1.52373028,0.67596895,1.99145806,1.96664667,1.22219968,0.62020516,-0.60255456,-0.11401232,0.91045523,3.79358006,0.05,0.99987459,-2.19968820,0.72484863,2.34643674,1.12111068,-1.13672948,-2.32350874,0.47881374,-0.67702395,0.89163804,0.34529416,4.01840258,1.16697836,3.32216096,4.25324631,2.21953344,2.41369104,1.64966154,0.87959093,1.81815553,6.46798706,0.01115441,0.95590168,3.57206655,3.28003168,0.86651790,1.54889572,1.66030216,-0.32124582,-1.00744545,0.78001231,1.21481788,0.27068277,-0.34706661,-0.35782614,-0.01075953,0.00565479,0.94013601,1.05131137,2.27554488,1.22423351,2.27404618,1.46,2.72,
60.46,76.81,4.00,0.29,3.93,125.00,2.35924697,0.59000909,1.20089293,1.52329552,1.41836107,7.17922401,0.00751250,5.15,1.94285059,0.06756695,0.16099019,-0.72411609,1.65993035,0.57774138,-0.24865539,1.77681732,0.65164065,2.17710590,0.14,2.58369303,1.90175009,-0.92604089,-1.09843242,-1.67278850,-0.58818752,0.63850522,3.60725665,-0.91515899,1.82881176,0.17661695,-0.63125807,0.96210510,0.57755655,1.30442381,3.34841084,-1.02110755,1.45831919,3.32535577,-0.29601252,0.19216639,0.66122772,6.10463810,-0.52969086,3.69561124,-0.00560901,4.81312513,5.60423756,-0.51111662,-0.08552965,0.80254173,1.47700322,0.22457143,-0.59520894,-0.66317254,-0.06796359,0.23886095,0.62559365,-6.38486052,-6.52805042,-0.14318950,0.01700173,0.00,0.00,
60.72,76.27,2.00,0.20,4.97,130.00,3.04867029,1.48899376,1.54267406,0.82066947,1.72525191,7.11559296,0.00778157,6.29,0.47755212,0.20051196,1.04925859,0.64348000,2.85713053,4.33926725,1.46428871,2.19972014,1.65390122,9.51782703,0.00,0.11099435,0.05281678,-0.32953647,2.41700172,-1.42800772,3.73858190,1.98354459,4.76600790,0.63321906,0.58485967,0.44461973,0.45075074,-0.13216707,1.48127925,-0.40228984,3.58692026,2.53150821,4.16174746,0.22884190,0.69771409,0.71452999,0.39817487,1.45172048,1.29413497,4.14542341,1.55842960,6.60467148,8.11117935,-0.85945183,1.73895609,2.17129660,7.16254425,0.00758321,-0.74901009,-0.87078410,-0.12177403,0.82194239,0.36576120,2.79240608,1.05519915,-1.73720682,3.11081433,0.00,0.00,
59.98,75.09,0.00,0.15,5.43,123.00,1.81353462,0.12783101,1.34802890,1.19937253,1.12219179,3.37841535,0.06639132,5.94,-1.68385661,0.02813350,0.17011097,1.09392118,-1.12083590,1.94661129,1.09765923,2.89969277,0.55392957,1.20173347,0.27,-2.32166386,-0.56034315,-0.41397509,2.10377240,-2.19631457,0.77921426,-1.70587158,4.78047132,-1.08836627,1.95098519,0.16283448,-0.60378957,0.40398788,-0.38451332,-0.10959418,0.41667262,0.35276523,7.63998747,3.18693781,0.14761628,0.03644834,0.84863683,-1.21242690,1.52868569,4.03235435,3.36029840,-0.31614101,6.94339705,-1.52226007,1.81946540,0.67811823,0.78468239,0.37595601,-0.77447945,-0.90319145,-0.12871198,0.87981695,0.34944263,2.64426827,3.51377845,0.86951023,0.45780104,0.00,0.00,
60.65,81.87,19.00,0.37,8.42,107.00,2.82786775,1.04220593,2.70154190,2.55669260,2.28207707,32.28005981,0.00000002,3.91,0.37783173,0.20040882,-0.14317477,1.22996271,1.74387968,1.86441255,1.36637866,0.72549427,0.92064917,7.31838703,0.01,0.76403958,-0.77796000,0.27555913,0.86062956,0.58374494,1.75407696,1.85085309,3.08540583,-1.50955236,8.59029961,0.00346743,3.50178719,2.39426613,1.09771860,3.37017894,4.70531607,3.88317275,1.96249545,0.68799430,0.10574623,0.04277309,0.83620118,1.32040298,2.07318997,2.16743064,3.12591052,3.36824059,4.52083111,4.23708200,1.63881600,0.20856835,0.16877440,0.68130382,0.22177386,0.16479151,-0.05698235,0.12468428,0.72439996,-1.00934196,-1.48035324,-0.47101122,0.43480939,1.47,3.37,
60.83,79.70,14.00,0.34,4.87,131.00,0.99641651,-0.35648555,2.30772257,1.45403445,1.10042202,6.22613525,0.01276942,4.29,0.32179302,-0.11157477,-0.60326511,1.32034266,-0.21093376,0.81170148,-0.07057612,0.52742559,0.24811412,0.44381115,0.51,0.42128322,-2.33592153,-0.47772297,1.65996718,-1.53172934,1.17941296,-1.64706397,-0.27544212,-1.84275496,10.63899040,0.00115008,2.28998852,2.08687449,1.19969273,3.05629110,3.29782724,2.38862944,2.66898298,1.48107231,0.83296174,2.17724371,0.14042444,0.78752327,1.40791786,-0.34606737,1.30641639,-0.31450492,1.30955863,1.22537875,2.91574740,-0.44460085,0.63330072,0.42636275,0.21581553,0.16100286,-0.05481267,0.12386654,0.72526821,6.56142282,6.21696949,-0.34445322,0.25810772,1.46,3.00,
60.86,78.59,6.00,0.28,3.87,134.00,1.74088180,1.73352420,2.45497823,1.90107894,1.95761573,18.28827286,0.00002106,4.45,1.20251262,-0.70040786,1.78401220,1.87881577,0.81030959,0.23964220,0.34096417,2.87492585,1.05384684,7.67858648,0.01,2.17333508,-2.63109112,3.33266282,2.55506945,2.38223004,1.43321216,1.52008784,3.55334496,-0.14008848,0.05753195,0.81049632,2.87587214,1.04703557,3.42748260,4.29567194,1.16385901,1.39478028,1.87579858,3.92485070,0.60658097,1.07811499,0.29940614,1.48813462,1.43899155,1.23379993,1.69604123,1.95721078,1.28170574,0.87429100,4.28640270,-0.13657314,0.05544662,0.81389817,0.13983260,0.08350670,-0.05632591,0.14437418,0.70439503,-0.14578620,-0.42209578,-0.27630958,0.15518835,0.00,0.00,
60.99,77.64,2.00,0.21,4.03,134.00,-0.06761360,1.72714400,0.34557807,-0.09334162,0.47794172,0.81104517,0.36805698,5.16,0.57641393,-0.05966636,3.39382458,-0.52512819,0.33373386,0.41624072,0.54087579,0.99785948,0.70926923,2.59337926,0.11,0.85372174,1.15098584,5.71492815,0.61839306,-0.52571249,0.83791471,2.70134640,1.84302044,1.80718517,7.08905125,0.00789784,1.59654915,0.35021994,1.63199604,-0.25188896,0.03747530,-0.40867564,-0.61165565,0.25599247,0.44084647,0.42116442,0.51652669,-1.35586429,-1.73677814,2.16898489,-1.66710126,1.32439816,0.46396419,-0.64399588,1.25307035,0.04648595,0.00474996,0.94506909,-0.07130081,-0.15693787,-0.08563706,0.33360410,0.56422836,-5.72072077,-4.73685551,0.98386496,1.28015697,0.00,0.00,
60.46,76.44,0.00,0.00,4.33,133.00,-1.36305368,-1.24852419,1.08492398,-0.80320871,-0.58246565,1.24263370,0.26526739,5.08,0.91969144,-0.58893394,0.87308639,0.61403543,-0.46730548,0.01962475,-1.65634954,-1.01268816,-0.16235492,0.13744141,0.71,2.98062611,-1.79059637,-0.66805106,0.87184620,-3.90558481,-1.50365794,-2.33869743,-4.09110785,-0.46470401,0.48784757,0.48507440,-0.16164830,-0.59673321,3.55153179,1.05153108,3.16540194,0.77518785,-1.06949282,1.51377678,1.93628073,8.46286297,0.00371638,-1.05286586,-0.70552123,-1.69878709,-1.37072611,-1.90921569,-0.87549692,-2.65719843,-0.57581437,-0.53728718,0.65626109,0.41810304,-0.39729762,-0.53166455,-0.13436694,0.84824449,0.35821736,1.18957925,1.99055552,0.80097634,0.76720530,0.00,0.00,
60.65,80.76,15.00,0.25,6.54,125.00,0.95924139,1.22819686,1.66090178,0.98980099,1.20953524,10.87924576,0.00101136,3.57,0.45280641,1.22963524,1.09705496,-1.13441765,1.22658837,0.60135901,2.13383365,0.48989069,0.76209384,6.30807066,0.01,1.39996123,0.62736124,2.06567717,-0.99402845,1.84965575,0.37456745,3.04748893,1.69957566,0.26505342,0.31899494,0.57235687,0.63300341,2.09983325,2.77791643,1.64620852,1.93981457,1.26864922,0.96517640,1.69305086,0.67865908,2.09249377,0.14838198,1.26936305,2.07030964,-0.71622574,-2.32734752,1.27788496,1.97581553,4.07914209,-0.09455174,-0.11779539,0.06623749,0.79695633,0.12100699,-0.02197278,-0.14297977,0.68304026,0.40957843,-3.23702717,-3.22880507,0.00822207,0.00013413,1.45,3.29,
60.83,79.10,6.00,0.20,4.21,134.00,0.61799723,1.12601590,1.93741632,1.17308056,1.21362746,6.19927454,0.01296324,4.74,-0.02143570,0.16618122,1.25631905,-0.27671015,1.37886918,0.41971797,0.90550888,1.09216261,0.61507660,2.28372025,0.13,-0.11440028,0.31000385,1.73861444,1.73146284,1.86974669,2.00476313,0.97733891,0.57143402,-0.06210571,0.00986432,0.92090751,0.03386875,0.97841722,3.99680734,3.20583010,2.71196747,1.31251717,2.15873742,0.67199010,0.76871252,1.52721179,0.21686268,2.06359816,0.39536345,-0.57808340,-3.74714112,1.28839314,-0.22820112,1.95000255,4.62454557,-0.56059831,0.84190136,0.35910609,0.17543910,0.02273400,-0.15270512,0.86443013,0.35368165,-3.05813050,-3.63719201,-0.57906139,0.33296818,0.00,0.00,
61.32,78.78,3.00,0.00,4.17,135.00,0.96501315,-0.45003456,0.79662317,1.19844460,0.62751162,1.29191768,0.25600321,5.37,0.22654913,-1.76370323,-0.95015132,0.78157657,1.01892745,0.73914510,-2.30083370,1.13475633,-0.13921674,0.09256183,0.76,-0.28836948,-3.54914665,0.05072717,2.19261265,-0.70880175,0.80633146,-4.10011578,2.16661692,-1.67382967,5.65766382,0.01759274,-0.22455832,-0.38499892,-0.10109738,1.52175355,2.78948998,1.39066708,-0.16721244,1.64296544,-0.37147045,0.27706379,0.59876545,2.86307263,-0.19286020,-0.39651230,0.53683674,2.23754334,2.01519537,-0.28302208,1.08682871,-0.26771632,0.14650264,0.70199307,0.23576228,0.05591760,-0.17984468,1.39318204,0.23934405,2.31495786,1.85250795,-0.46245006,0.28672045,0.00,0.00,
61.15,77.99,1.00,0.00,4.06,129.00,1.87055588,1.02624428,1.81051874,1.32783985,1.50878966,6.77784920,0.00938450,5.64,1.87659347,-0.11609249,-0.39486256,2.74259996,2.23052120,0.33089191,1.23323774,-0.67967206,0.90290213,3.53609586,0.06,1.91743231,-1.36412013,1.08330858,3.14761925,1.77722788,-1.06604755,2.37200809,0.63976586,-0.22798574,0.09405023,0.75916280,2.49416423,1.67892992,0.84006560,3.38094950,2.59890032,3.38654208,1.72249019,-1.58499730,0.42592821,0.33135861,0.56500802,3.75750566,1.02397168,-1.20719087,3.55426669,4.38849020,1.01891482,1.64113033,0.31725389,0.45149153,0.38076192,0.53735610,0.11833426,-0.11084192,-0.22917618,2.24184179,0.13598030,5.11347914,5.15668726,0.04320810,0.00151505,0.00,0.00,
