x,y,z,d,scale_xy_dist,t1,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,theta all,theta F,theta p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
102.91,39.90,0.00,0.25,17.48,88.00,4.22253370,1.09306610,3.69560504,4.15738440,3.29214716,22.98953819,0.00000192,6.52,-1.27233958,-0.47683552,1.25690818,-0.31811273,3.00568891,2.47881436,1.72122180,2.39106989,1.09830189,3.56215930,0.06,-1.36542177,-0.78646171,0.06196902,-0.27052107,1.10785031,4.02047539,4.77271748,2.01150513,-3.04587340,11.57945919,0.00069835,1.92069685,0.01365728,4.23124218,4.38509321,7.58428240,6.69521856,1.86148071,3.67414141,-0.32092857,0.13276182,0.71567709,1.10829699,4.41677761,5.39347982,1.64382362,6.37875319,3.17075133,4.59918356,6.80645800,0.08155403,0.00859271,0.92616646,-0.76101828,-2.75089979,-1.98988163,74.15858459,0.00000000,10.73967648,10.56372452,-0.17595215,0.02591812,2.18,3.60,
100.73,39.28,0.00,0.00,20.80,56.00,1.31169188,1.21678150,3.45996714,1.24464071,1.80827034,2.80930758,0.09408743,10.24,0.27384356,2.46833515,-0.41217682,-1.19786811,2.60151029,4.43166590,4.65457439,-1.32478404,1.43688750,2.56783128,0.11,4.63079739,0.93306321,1.48965967,-3.36903167,6.12216568,4.74258518,2.99264789,-6.43532896,0.04484231,0.00103806,0.97430510,-3.52200508,3.25788641,2.09010696,4.16611099,-1.00350261,11.80077934,10.25355053,1.96910155,2.53298473,3.38871455,0.06599621,1.04795241,5.23905277,-2.25904560,-3.83355212,4.55890465,0.04293502,2.89484572,1.40945780,0.02711290,0.00038676,0.98431437,-0.56876367,-2.69821262,-2.12944889,86.93164062,0.00000000,-11.82188034,-18.49476624,-6.67288542,12.83719063,1.51,2.57,
102.40,40.60,19.00,0.74,16.71,49.00,-1.43700099,0.04336061,-1.60521543,-0.17766517,-0.79413027,0.68542790,0.40795682,9.10,-3.00994253,-6.59063244,-2.46128869,0.29750696,0.87597150,-0.22798757,1.78499401,2.07999969,-0.90642238,1.31581271,0.25,-4.26243925,-8.29193115,-5.17386627,3.22208071,5.09625387,6.86643982,-0.04557715,2.44317484,0.13057183,0.01112644,0.91601857,-0.69502097,-2.79052591,3.48708987,-0.90471673,-4.97218704,-5.20710039,-3.07303858,0.49499714,-1.62930381,1.74551392,0.18680103,-4.98218536,-8.87378693,-5.02973843,-1.06252420,1.12897265,-2.62708712,6.56209850,3.12316775,-1.24525464,1.04938638,0.30594301,-0.32904771,-2.72319865,-2.39415097,103.54572296,0.00000000,13.32730198,13.22499943,-0.10230334,0.00324669,0.00,0.00,
102.91,39.90,15.00,0.60,17.48,57.00,2.17963290,3.40568757,1.49113750,3.19524193,2.56792498,15.28035164,0.00010007,6.23,-0.43578526,0.26126367,4.86693382,1.74682403,0.61816460,-2.84283733,1.70709658,0.34585935,0.78343993,2.06113577,0.15,1.79869270,6.39377880,5.17363739,5.86351538,3.69679117,-3.06758857,4.88782215,1.89084876,0.24140207,0.08056757,0.77659959,1.82298541,0.11980902,7.75795555,-1.23276961,2.12418771,-2.77062726,2.11510897,2.16733479,-1.75490391,4.38786793,0.03649422,0.24393521,-0.69647694,6.10336685,6.19748163,1.02419686,1.76110721,2.57425976,1.32317185,-1.00469637,1.43593800,0.23113537,0.17013960,-2.40286589,-2.57300544,112.54322052,0.00000000,-4.53956032,-7.53162384,-2.99206352,8.96923637,2.14,3.55,
103.50,39.44,8.00,0.43,17.81,85.00,1.31249356,0.66582692,0.96164316,2.03063631,1.24265003,3.04304719,0.08144588,6.76,2.29280829,-1.70872676,0.26375312,0.15454206,-1.68887794,-2.36135435,-0.45463312,3.43191719,-0.00882142,0.00022531,0.99,2.24234915,2.75820279,0.39850804,1.34604025,-5.78846931,-2.26144624,1.84260714,5.01659203,-1.30457962,1.99490297,0.15819910,4.93910217,-3.10322618,4.57393265,-0.48859707,-3.77311945,-3.42593956,0.81006533,7.31550217,-1.34485483,2.22854495,0.13585642,3.50687265,-1.79380071,-0.69459486,3.11862826,5.60347557,1.11204159,-1.21654880,1.64240015,-0.72632134,0.63673097,0.42512230,0.36582166,-2.10309792,-2.46891952,100.20464325,0.00000000,10.07228851,7.75911951,-2.31316972,4.07132006,2.14,3.39,
103.50,39.44,2.00,0.23,17.81,106.00,2.01128721,2.04666781,2.45032787,2.13083053,2.15977836,7.86609077,0.00515222,7.31,-0.11143591,-0.35303488,2.13428617,1.25524247,0.95193446,2.13987803,3.36438537,-0.22067715,1.14507234,3.17293000,0.08,3.61482930,-2.43738341,-0.05883999,5.02177191,0.17061405,4.63468456,3.86698675,1.30387449,-0.10589882,0.01110138,0.91611285,-4.84043360,4.76381588,5.78606176,0.65034837,5.84613466,-0.23486665,7.56780767,1.07164907,0.60716087,0.38515127,0.53502732,4.99595165,-1.07053530,4.08664703,1.41301906,0.71627092,4.68560219,2.00387526,0.13135090,-0.03568986,0.00126428,0.97164422,-0.22638001,-2.39632702,-2.16994691,73.84683228,0.00000000,-2.61239028,-3.67033052,-1.05794013,0.60171944,2.14,3.39,
100.73,39.28,0.00,0.00,20.80,44.00,1.22971773,3.41944528,4.83022070,2.52903175,3.00210381,10.65054131,0.00114443,8.73,2.41045189,0.90415424,2.87445617,2.48410964,-2.14065886,-0.29667792,6.43858719,2.18599820,1.85755253,5.87071371,0.02,7.42663002,4.93767262,4.92815399,3.18156910,-4.57521486,0.66264462,7.63078260,3.82638288,0.97943693,0.67228222,0.41248936,1.89361846,0.56972218,5.57727814,6.09260702,1.12958717,3.49846172,15.74844933,5.41969681,2.49984932,4.55626059,0.03308716,3.03553152,0.77603620,2.90242052,1.91814554,1.23840415,-0.90082788,0.31484449,1.38079417,-1.30285656,1.21042824,0.27156214,-0.16769569,-3.20453882,-3.03684306,129.92790222,0.00000000,-6.84650278,-9.97312641,-3.12662363,3.28940439,0.00,0.00,
104.24,40.14,19.00,0.74,15.99,63.00,13.47550869,11.34879875,12.95992470,13.47055340,12.81369686,92.46908569,0.00000000,12.64,-0.47712833,6.72660017,7.19313431,5.76972294,7.97203445,9.49504375,5.95305729,5.36837101,6.00010443,27.29328156,0.00,9.96568489,10.58503151,13.89127350,3.62956834,15.71953392,17.46991730,10.76518154,10.05869102,-2.14958501,1.53086162,0.21632853,6.37112665,11.70331287,11.44084072,21.58947945,14.18566895,17.81180573,15.00441837,6.53526163,-0.21829690,0.01645461,0.89796160,2.00996184,16.72597885,17.15670586,12.57662868,14.61239719,14.41580868,11.66769409,17.38562775,0.00430818,0.00000000,1.00000000,0.81352866,-2.44766927,-3.26119804,133.54586792,0.00000000,2.83442545,-8.89488220,-11.72930813,21.03254509,2.14,3.55,
104.24,39.78,16.00,0.55,16.65,89.00,3.95586634,4.46059895,4.89663887,3.15268445,4.11644697,33.37789536,0.00000001,6.76,2.71508336,2.16160274,3.67612672,0.52002406,3.52933097,4.03786135,5.35010052,1.51274216,2.93785906,24.28968239,0.00,3.50629854,5.87707901,3.69677782,0.49703014,5.77581024,5.96775103,8.99467564,3.04245901,1.41478193,2.32365179,0.12779651,6.18958902,3.83750057,7.14708948,3.57065582,6.20959759,9.10615540,2.89616394,0.93552375,1.78502107,3.81751466,0.05105057,3.04862785,2.31359267,5.00249386,2.29958725,3.60641146,2.20799994,8.81005478,4.41835117,0.82014662,0.80689871,0.36929583,1.11225772,-1.88930297,-3.00156069,119.27147675,0.00000000,17.71685600,13.25177383,-4.46508265,12.53759193,2.14,3.39,
104.24,39.78,20.00,0.78,16.65,74.00,20.24372864,17.51013565,17.53660011,16.38650131,17.91924095,130.46000671,0.00000000,14.89,11.99200439,4.96796751,8.22547531,9.11609745,13.98958683,7.85304165,15.25299358,12.84401512,10.53014755,60.17290878,0.00,20.45389938,24.45104790,17.63535309,17.32305336,17.11646080,14.79679966,17.28278351,11.31321907,1.18463755,0.33367199,0.56365946,22.19865799,6.27253866,23.28225708,19.08704567,15.82675457,7.49731779,25.69302559,21.22485542,1.05112565,0.27545464,0.59983432,17.99301529,9.68066216,9.89535904,14.24832058,30.85547256,24.74521065,25.21819115,28.01817703,3.96008849,3.97715545,0.04644384,0.67747492,-3.02704167,-3.70451665,147.57633972,0.00000000,16.38824272,-4.73281622,-21.12105942,56.59065247,0.00,0.00,
95.52,47.75,3.00,0.00,17.72,60.00,-1.97345114,-0.82980883,-0.37914759,-1.76861942,-1.23775673,5.70812607,0.01710421,4.92,-0.69577348,-0.66625547,-1.96373081,1.02522099,1.39926171,-1.15230656,0.44161946,-0.09392901,-0.21323666,0.24196316,0.62,0.88576508,-2.43889260,-1.22071254,-0.75499016,-1.26144159,0.00629442,-1.45517921,-0.41718832,0.93963677,1.92018950,0.16620312,-1.59931743,-0.06735368,-2.94151568,-0.20487680,4.16411591,-0.85915411,3.67955446,-4.07238340,1.62074566,6.05392313,0.01407546,-4.14416456,-2.05516577,-3.66335750,1.45799422,-0.39403594,-5.45845652,-3.06880879,1.56719708,-0.28318223,0.18541080,0.66687427,-10.65154839,-9.41503811,1.23651028,0.10350759,0.74793023,33.78120804,33.86697769,0.08576920,0.00062301,0.00,0.00,
96.32,47.42,2.00,0.00,16.52,65.00,3.20886278,-9.35904980,-1.37419653,4.57605076,-0.73708320,0.03418774,0.85335225,37.80,-1.24706745,4.64669132,2.03785348,9.37278652,-20.19809914,-12.02282047,-21.74983215,-0.38979357,-4.94378519,2.24548006,0.13,-14.65114689,13.83819962,4.92903519,15.76294136,-74.87735748,-20.94797897,-16.29300690,8.87411118,-14.74922752,8.48432732,0.00367702,5.55417442,-18.49364281,0.49897704,1.68849146,15.80590153,1.72385561,0.65388131,-13.88424683,-5.49905920,1.14994562,0.28386815,14.23848343,18.77679443,6.69551229,20.79886436,5.80643463,-14.71399117,-36.54440308,14.91154385,-1.72697234,0.11652136,0.73292368,-1.92760491,-1.72491252,0.20269242,0.00578806,0.93941708,-523.81896973,-479.58511353,44.23385239,0.88454449,1.98,6.78,
95.52,46.21,0.00,0.40,18.99,50.00,1.35833526,1.26389682,0.42790934,0.86989158,0.98000824,4.40113592,0.03621042,4.43,1.09864521,2.00809073,-1.08459592,0.82399982,-1.28859890,0.14453933,-0.17760359,2.66956234,0.52425486,1.84537661,0.17,-0.27660990,4.89072037,0.29857808,4.40607119,0.09126529,-1.73221898,-0.98422527,2.55199695,0.36430576,0.36528388,0.54574926,0.92442161,0.25172725,0.11727416,-2.17695022,-1.56077302,-1.13992655,0.73858154,5.75911140,-0.52908093,0.79322302,0.37338204,4.21720028,2.36611891,-2.68935442,1.11257064,-1.82546461,4.47986460,0.96990407,1.37299693,0.49555331,0.70098621,0.40269037,-15.50091457,-14.65066242,0.85025209,0.04524651,0.83172543,29.83069801,30.51896286,0.68826503,0.04686542,1.46,5.91,
96.32,47.42,5.00,0.35,16.52,67.00,-1.74336779,-10.41215706,3.10524654,2.42955923,-1.65517974,0.21733072,0.64120107,33.69,2.82186246,-1.16909945,6.27004671,9.10376930,-17.65586090,-14.90171909,-15.35041237,-3.31796050,-4.27492142,2.11214066,0.15,-8.35112572,1.39591527,4.55782366,7.65112925,-72.32579041,-26.06303024,-3.72509074,8.60280991,-13.23050594,8.60534382,0.00344285,12.14355469,-12.22597408,20.39281273,16.87821579,10.56055069,0.07863335,-1.58316815,-19.10782051,0.58869565,0.01678417,0.89695049,10.39373016,4.64205742,-1.31075072,10.25203323,11.18520164,-19.49549294,-31.75381279,6.89136696,-4.46111345,0.97353858,0.32408303,-4.23464537,-4.59756231,-0.36291713,0.01646797,0.89799332,-485.18121338,-441.35458374,43.82662201,0.99640542,0.00,0.00,
96.44,46.60,4.00,0.28,16.99,69.00,4.95978832,3.47834539,5.51779556,4.01704025,4.49324226,12.18486500,0.00050665,12.21,2.22731042,7.10409069,6.02401447,2.44153166,1.50507939,4.79462147,-2.22288823,-0.71866769,2.64438653,6.09666872,0.01,2.36683512,10.64883041,-0.26383680,6.78126478,3.18493247,6.18025684,-3.72543502,1.52384889,-0.66988999,0.15944837,0.68976628,7.74649906,9.79573059,8.44404888,3.42272878,-1.57843566,13.80585861,-2.56799388,3.84815407,1.22826636,0.55611402,0.45603859,2.02581191,6.95253325,16.15698433,2.85015035,8.86385822,0.75883090,4.72951174,-0.91552126,0.95802361,0.34084585,0.55949793,2.37333202,1.04150867,-1.33182335,0.71579081,0.39834039,23.23439598,18.73421860,-4.50017834,0.29528484,2.01,6.38,
97.28,46.18,1.00,0.00,15.90,73.00,-2.94766784,-0.94596308,-2.05476713,-5.15452147,-2.77572989,8.94386864,0.00286455,8.81,-2.29281950,1.69909704,-1.43945181,0.25868839,2.29731345,1.84735060,1.66127884,0.08049205,0.51399362,0.43146092,0.51,-3.22214460,-0.24227002,-5.19332790,-3.43571305,3.15372586,-0.86251545,2.60291290,1.28255725,4.37015820,13.05308247,0.00032075,-2.41289234,-1.64210153,-7.33148336,-1.34929168,4.30398035,-1.43773270,-4.52920341,-1.85532892,3.21995473,7.30496264,0.00701510,-10.42215347,0.15548648,-0.01151282,-2.20885062,-6.53947067,1.19096160,-0.25852382,-6.80827570,2.20984173,3.50155878,0.06165810,2.11507988,0.65447694,-1.46060300,3.37844396,0.06724562,-5.12097549,-7.07166862,-1.95069265,2.47836471,2.06,6.45,
95.52,46.21,0.00,0.59,18.99,55.00,1.38396645,1.49825108,2.31711149,0.93815893,1.53437197,7.58740950,0.00600361,5.29,2.39631081,1.14484882,1.89323807,0.76202983,2.51614857,0.61272627,1.01270401,0.08283412,1.30260503,7.84383154,0.01,3.69703436,-1.02140129,3.79256964,-1.31139517,3.51686621,3.75093460,-1.59784508,1.09521496,0.51447320,0.50670469,0.47676627,1.25538015,5.01024818,1.58766162,3.85970712,3.14071989,2.82439256,2.73360705,-1.76260257,1.44131601,4.07288837,0.04389376,4.62305593,0.65155011,2.04083490,1.07028663,2.64079762,-3.67348719,2.70017815,1.97540390,0.41632080,0.34325430,0.55811397,-20.42485619,-19.97053337,0.45432276,0.01242892,0.91132151,19.90381432,28.46786499,8.56405163,3.81132054,1.47,5.69,
96.44,46.60,14.00,0.55,16.99,63.00,5.50789976,-6.48153639,6.88920212,8.99378586,3.72733784,0.96830893,0.32538296,35.94,5.02756691,5.00457144,6.45862436,8.91032314,-17.62593651,-15.56495285,-8.99776077,-2.73518443,-2.44034362,0.59976715,0.44,-11.95919800,11.46399975,2.04211402,13.46735001,-72.64453888,-20.46687889,13.11566925,10.21184826,-15.72653770,10.70169163,0.00111397,23.30925560,-6.40983295,17.83981895,15.72064495,19.08446312,1.36645591,-2.02500582,-12.17718601,-2.35023952,0.23377214,0.62886669,19.37971878,17.52593994,12.93501091,14.18943214,13.99112511,-19.28226280,-19.08934975,9.74671173,-3.81202388,0.62234402,0.43039989,-7.00908232,-7.92135429,-0.91227233,0.09758096,0.75501356,-793.48699951,-737.39361572,56.09338379,1.86025429,1.50,5.52,
96.44,46.60,9.00,0.46,16.99,62.00,8.92968655,4.54825783,4.51457071,8.82997322,6.70562220,29.33889961,0.00000008,11.75,2.95049310,1.65316021,9.14346504,-3.78195906,1.71645200,5.44047308,3.40449119,-5.37934923,1.89340329,3.33605242,0.07,7.14438534,9.41368771,9.27311134,3.47727776,9.88185692,7.55820513,2.58686018,-13.58016777,-4.41710091,7.73058844,0.00555060,5.02439880,1.67831850,6.01738405,-0.54823881,3.28520489,10.69907856,6.86011791,4.41890478,-4.19228983,6.92761898,0.00864302,9.60429192,7.07769299,23.39870453,-2.20605707,6.41969156,11.48559666,12.65318012,4.66587353,0.36017564,0.05333102,0.81742139,1.75536716,-0.23001429,-1.98538148,1.47094595,0.22634588,48.17332458,41.22891235,-6.94441271,0.64985752,0.00,0.00,
97.28,46.18,7.00,0.38,15.90,56.00,1.88757491,0.55699402,2.66848135,0.50604808,1.40477455,1.97673821,0.16010075,9.48,-1.47149634,6.16545439,2.11745501,-2.82867241,7.11958694,2.09732080,1.60465479,-1.94154143,1.60784519,3.87392735,0.05,0.62694293,3.05506992,0.84191757,-9.92989922,6.25217056,4.96994066,2.09407115,-0.69084114,0.18753584,0.02111642,0.88449706,5.56180716,6.56584215,-1.58834124,-0.89932317,9.52589703,6.71434307,0.93056095,-4.46974659,2.32109928,3.32304955,0.06866991,-11.91952610,10.38803005,6.92610312,3.05534601,7.91488600,-3.62510705,2.43150473,-1.27476251,1.21331918,0.94646990,0.33089921,2.30312562,0.31573182,-1.98739374,5.97095585,0.01523855,6.21783495,3.08625150,-3.13158345,4.86151981,0.00,0.00,
97.28,45.44,0.00,0.29,16.68,58.00,0.40963650,4.21949244,1.52793920,0.62658387,1.69591308,2.47193527,0.11626816,10.24,-1.25804806,1.96359146,-3.07655144,0.97703195,5.30737925,4.59800959,4.11074257,0.54348689,1.64570534,3.38011289,0.07,-1.73522186,7.47222519,-6.22845411,3.28382134,13.02255440,8.19416714,3.86508965,7.40948725,3.71618271,7.16067553,0.00759686,4.55882645,0.88341546,-1.77228463,0.10332224,1.19490969,3.93726873,1.11381185,2.27227378,0.87169808,0.39270195,0.53105261,-7.16877604,0.50614744,1.04891694,-0.21898375,3.23033667,3.98035359,7.64325047,-7.02734327,-0.23109965,0.02846723,0.86605562,1.16041052,-0.41117460,-1.57158506,19.47863579,0.00001516,1.27077711,-3.98089576,-5.25167274,14.96630096,2.07,6.02,
97.84,45.44,2.00,0.23,15.72,69.00,5.52933598,6.06132317,5.70797014,6.17923450,5.86946583,41.35609436,0.00000000,8.66,2.64196563,5.66748619,-0.20930849,2.30644059,4.73329592,2.84016204,1.47399211,1.84128892,2.66191530,11.91127872,0.00,6.41668606,10.05247498,0.32285494,7.96935749,4.73375320,5.74034595,10.24164009,4.06891966,0.01545845,0.00018089,0.98927236,5.94204044,10.62168980,3.82839608,2.97198391,8.90577888,10.09069538,0.44512737,2.73089719,-0.44501677,0.14513077,0.70332890,5.28652239,6.29002619,5.87691021,4.55725574,9.80484200,1.09774756,3.99857402,7.74467707,-0.69183260,0.34919387,0.55472859,0.48193949,-0.74699068,-1.22893012,33.25999069,0.00000002,0.07738174,-3.87975192,-3.95713377,8.55408764,2.07,5.76,
96.44,46.60,18.00,0.69,16.99,50.00,10.00719833,6.43108702,9.75197506,18.15674019,11.08675003,4.97737503,0.02594170,47.16,-5.22412586,-3.33077383,8.84875774,9.81881428,-1.39869511,-6.14449835,-8.57569027,3.90743399,-0.26234707,0.00404108,0.95,8.37122822,-9.43966007,21.07979965,26.46077919,-24.72814751,-10.36403561,13.67966461,20.23272133,-12.04090214,3.46203136,0.06314195,0.74036562,-7.86101151,17.82968712,23.88977623,33.77398300,-3.77517629,24.99950027,-5.94264412,-7.46548223,1.36695969,0.24266621,4.91491222,23.04338264,15.60465813,10.26169586,15.33301353,18.26638222,-31.42972374,24.06503487,-8.07860756,1.61594248,0.20400995,-10.56088543,-11.53436661,-0.97348100,0.10466291,0.74657568,-347.00534058,-320.53015137,26.47519302,1.69450188,1.50,5.52,
96.41,45.82,18.00,0.65,17.79,54.00,2.77927852,-2.90124464,8.02618504,3.79150796,2.92393160,1.46784163,0.22602404,22.90,-3.25659251,10.93032932,1.22660971,-5.85721588,8.87730598,4.36949158,1.89503860,-9.47325706,1.08896363,0.29535729,0.59,-9.37089157,18.07682228,-6.85088110,-26.20411682,9.78946304,9.59473801,12.66260433,-22.47447968,-6.28272629,4.13750553,0.04225629,12.77712345,19.95135880,0.31977969,5.60800552,13.21130276,23.91717148,-3.76363349,-7.66243744,4.28887939,1.93893600,0.16415215,-13.43537712,6.67265463,15.94973850,7.07595634,13.24437714,-12.00278759,4.25306320,2.05854487,-1.20407951,0.15335046,0.69545309,0.44673681,-1.78923082,-2.23596764,1.74744773,0.18741104,42.34963989,40.05255508,-2.29708481,0.04698301,0.00,0.00,
97.28,46.18,13.00,0.58,15.90,74.00,3.71353769,3.50158811,3.83776784,5.19178247,4.06116915,10.88919163,0.00100763,11.68,-3.04331040,4.17447805,0.63566703,-1.70934725,2.42943287,4.95720005,4.30397320,-2.47401118,1.15926039,1.28330755,0.26,-2.33390927,6.92276859,-6.86040592,-2.78176975,8.50261688,13.75415802,10.79713821,3.81548548,-1.49925411,0.89796048,0.34360137,4.35659409,9.98019028,6.18840551,-0.28163043,10.61561775,9.29209805,-1.86399555,-6.72725248,-1.22572649,0.61230832,0.43414027,-4.59129095,5.15985584,10.29105568,6.19433641,-1.91454887,0.50854915,11.79164505,2.01773572,-1.51608777,0.93922782,0.33275513,2.00479078,-0.20241600,-2.20720673,7.04271269,0.00847117,-20.87026024,-24.16331100,-3.29305172,2.85814810,0.00,0.00,
97.84,45.44,8.00,0.51,15.72,63.00,1.64945269,2.26938868,2.84095025,1.67332935,2.10828018,3.94833660,0.04723909,10.07,-2.21482873,2.95038748,-0.80643809,-2.36047316,7.68290091,2.52931738,5.68484497,-1.06966686,1.54950547,3.17841458,0.07,5.82511282,0.40712711,1.80916667,-7.53811979,9.37890625,5.76250887,7.02810097,-1.35431182,0.82426673,0.36190772,0.54761077,-0.42174402,5.43512487,2.78476858,-1.58723021,8.20979404,4.99650049,5.78831387,-1.00208962,1.47011554,1.16522229,0.28069459,-11.13000870,6.37321377,-4.45823765,4.15937901,8.17368031,0.46636611,6.45324659,0.20685530,-0.21629766,0.02612052,0.87164516,1.21492350,-0.43281448,-1.64773798,20.71777153,0.00000833,3.34985495,1.35236967,-1.99748528,1.95541990,2.07,6.02,
97.84,44.78,0.00,0.44,16.50,68.00,2.82356071,4.35105085,3.63663483,4.50051117,3.82793951,15.67544460,0.00008150,9.17,2.28183675,0.35905939,5.58784008,2.70441890,0.78630513,-2.98204875,0.62179476,1.54841924,1.36345315,2.85296106,0.09,8.28689671,5.10766602,5.03933907,8.42918015,7.54477644,-3.95730805,0.37110519,2.59225678,-0.10113021,0.00650477,0.93573776,2.60398102,4.31005239,7.80183268,5.40323973,6.52730799,-5.94485807,1.89431071,5.57066870,-0.98339009,0.63308090,0.42645198,4.16574574,-2.10130191,10.24928761,1.14500177,-3.89646387,6.64944792,5.03547049,2.67984533,-1.49675727,1.48594928,0.22318782,0.64686513,-0.55951542,-1.20638061,27.42764091,0.00000035,0.89220417,-2.17992067,-3.07212472,3.88061762,2.07,5.76,
98.32,44.78,4.00,0.38,15.71,63.00,-0.57719094,3.23380661,2.85805845,3.12074995,2.15885592,3.80711961,0.05136411,10.50,1.61899030,-0.89685017,-0.61569113,2.94517946,-1.25300801,1.08206737,-4.10355663,1.91736090,0.08681155,0.00875015,0.93,10.91255379,1.63941360,1.60623276,5.94294024,8.70919514,0.66234028,-7.20292377,2.06008792,0.09965163,0.00479604,0.94480433,0.55666834,3.38149977,3.70645952,7.71543169,-5.28338194,1.18619859,3.43125176,6.71633196,-0.44894707,0.09995593,0.75196097,-1.03468227,-3.37326860,-0.50087100,-0.75691170,-2.89196467,6.09074640,-4.39629984,2.11642408,-3.58449960,6.39176846,0.01164706,0.37872270,-0.74478716,-1.12350988,23.78945541,0.00000192,13.97271061,13.76546097,-0.20724985,0.01208868,2.07,5.52,
98.78,44.15,3.00,0.32,15.79,79.00,3.11143279,3.95246506,4.26757908,2.67077732,3.50056362,13.53165817,0.00024936,9.03,0.49817052,4.68319178,0.74454367,0.30407116,4.92112160,5.10743618,1.98772323,1.33967602,2.44824171,9.55645084,0.00,5.49794436,5.63127995,6.36801529,-5.39215612,8.55001259,7.27474308,3.19479036,2.40363479,1.35713673,1.21184325,0.27128235,5.40758419,8.26492882,6.38472176,5.67086172,-0.97938740,6.34082794,1.63821542,0.51087421,1.41834617,1.34705842,0.24612237,-6.94563484,5.66110134,-5.91994286,3.98160481,9.62525463,6.80097294,4.71744156,3.78036547,0.32707956,0.07445016,0.78503123,-0.32522953,-1.59215140,-1.26692188,29.76789474,0.00000012,-3.02583146,-7.36557865,-4.33974743,9.22145653,2.07,5.52,
99.47,44.25,4.00,0.30,14.56,82.00,4.07090139,3.70133877,6.36785126,5.42662525,4.89167929,30.25784492,0.00000005,8.44,2.46405911,3.52331972,1.75023460,0.00458687,7.52544928,2.98906231,-0.17574617,-1.15013230,2.11635423,8.06845284,0.00,6.00822353,1.00172257,3.81970954,-3.56679869,10.93755817,10.28143883,1.43793571,1.09467816,-1.70000803,2.19975066,0.13840770,6.08853531,10.29589367,7.87825871,6.21663380,6.59414959,8.66594601,5.17820692,0.18354219,0.96794188,0.71873492,0.39680040,3.39148712,7.23493052,3.08530879,5.17115164,13.18783283,-1.98330796,0.83699191,2.05481553,-1.49318433,1.75335610,0.18581514,-1.26439774,-2.71685290,-1.45245504,42.81841660,0.00000000,-10.39382553,-14.03283691,-3.63901138,6.85234833,2.06,5.26,
99.34,43.50,4.00,0.30,15.82,78.00,1.64092159,1.92397916,4.36100340,3.22633004,2.78805852,9.68153667,0.00192363,8.50,-1.38783956,5.31871176,-2.85858035,0.84244704,3.14161134,2.30714583,1.47794998,-0.79038173,1.00638306,1.82796061,0.18,3.91046429,3.94703388,-2.22942495,-2.64295316,8.48343182,5.79555130,1.34209251,-1.48447561,-1.18049872,1.03244555,0.30987719,0.90393025,9.56626892,1.96667445,7.68896484,-0.43736482,8.77136230,2.58504725,2.90613341,1.10597992,0.93108511,0.33485850,-5.16400623,7.83789492,-2.14654279,1.03182483,5.96372461,-1.62784421,4.82389402,0.32035232,-1.73918486,2.33857369,0.12658108,-1.89643466,-3.44895339,-1.55251884,49.01817322,0.00000000,-6.59127712,-10.43847179,-3.84719443,5.30865288,2.06,4.99,
100.22,43.38,4.00,0.30,14.72,79.00,5.97361803,2.36271143,4.20074272,5.20213890,4.43480253,26.99867630,0.00000026,8.10,-0.06944191,4.20561218,1.76248884,0.18462825,6.73510838,0.02014326,1.90954626,-0.43322062,1.78935814,6.20933819,0.01,4.67901802,3.88720250,0.72269869,-1.92362607,4.26586676,4.66357231,2.50439930,1.53283048,-2.74283624,6.05830050,0.01404087,2.54415441,8.64904213,-0.33733797,5.30693197,12.71611691,3.16014338,4.69156408,-2.38460374,-0.75533170,0.48541933,0.48617031,0.46833840,7.58402157,12.60235691,4.88027859,12.08103371,-0.59416258,5.62235641,6.10254717,0.72625691,0.45155251,0.50178317,-1.84960413,-3.38754678,-1.53794253,49.26752472,0.00000000,1.41713643,-1.26284659,-2.67998290,3.08337951,2.06,4.64,
100.60,42.65,3.00,0.28,15.31,87.00,7.77902365,5.97182417,10.00815773,7.80260324,7.89040232,82.60690308,0.00000000,8.24,1.51426303,8.34990120,3.82638478,1.50676143,8.10222530,3.87715435,3.84532142,2.39794898,4.17749500,31.78215027,0.00,5.33031225,5.52287006,3.96831107,2.61084199,7.34799337,8.33718967,9.44781876,6.74574041,-1.73074782,2.32948446,0.12731988,10.37939548,15.99403858,11.93835449,8.12772274,12.75971794,11.24641514,6.73661709,2.90756845,2.21571231,3.99831939,0.04586692,-0.43184981,14.46565247,7.51524258,5.26465082,15.74058533,3.58315182,6.97953081,7.66937733,-0.14825609,0.01839642,0.89214355,-1.21536350,-2.69605756,-1.48069406,50.08969879,0.00000000,-2.84746957,-6.52182198,-3.67435217,4.63404703,2.06,4.64,
