x,y,z,d,scale_xy_dist,t1,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,theta all,theta F,theta p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
97.48,41.13,7.00,0.44,22.09,73.00,4.71547699,0.51094520,0.53704745,1.98782313,1.93782318,2.88727450,0.08964861,10.82,-1.61992455,1.72299719,3.87519860,1.78488350,-2.16033840,-1.77383661,5.91180420,0.81340742,1.06927395,1.26229441,0.26,-13.46586609,7.55684757,-5.29355049,7.50811672,-6.84122133,-0.16263136,9.02957535,5.67793751,-1.51530278,1.08724117,0.29738292,4.32122421,-0.56588185,4.50856447,-3.47086430,3.87768531,-0.17821120,0.08277140,-3.42287803,-1.45095754,0.97864807,0.32281733,6.99745369,1.50593758,13.76867104,5.76902533,0.12864733,-2.32013941,11.20440102,3.09372306,2.75715256,3.62003398,0.05742901,0.85099483,-1.17640030,-2.02739525,26.39130211,0.00000056,9.53818798,6.52221918,-3.01596904,1.85559201,2.41,5.67,
97.84,40.69,8.00,0.47,22.23,72.00,5.52691698,-0.88836938,1.91098285,3.49054599,2.51001906,3.80406117,0.05145756,12.21,-3.84508920,6.53913116,-4.52200890,-0.59114027,2.66859365,0.97346705,6.56589317,-2.66993308,0.63986421,0.35932726,0.55,-19.18785095,9.01251507,-11.72350979,3.88627434,-9.30999756,4.25733948,12.14361191,5.48310089,-4.36337185,7.26272202,0.00718053,5.73507500,6.97434521,-0.41940522,-0.31276953,11.64038658,3.70048094,-0.98795265,-9.94185448,-1.42520595,0.75550675,0.38498633,5.02032185,9.95366764,2.91066027,-0.70066923,11.19342422,-0.13330227,14.24508476,0.48377377,1.93407118,1.39401829,0.23806149,2.07159591,0.15474753,-1.91684842,20.88542938,0.00000768,14.99580193,12.23959827,-2.75620413,1.53686178,2.42,5.40,
98.41,40.60,11.00,0.49,21.57,69.00,8.56314659,1.87305331,5.12357759,4.13537025,4.92378712,17.47235680,0.00003218,11.18,-2.31533265,9.29785252,-0.15017503,0.43795192,9.02549839,5.10278559,8.13820457,-2.28381276,3.40662146,12.36617279,0.00,-14.47016048,12.66191673,-10.32319736,-1.85003138,-1.52660120,12.42422676,15.94750023,6.26305103,-2.11953807,2.08117056,0.14949810,6.34087658,11.89858723,5.67170238,4.26233053,14.54503155,9.10394669,1.54870117,-11.03901958,1.20610213,0.66013247,0.41674311,4.95328522,11.66174889,10.35798645,4.89213181,20.82001686,0.21780388,13.84719944,1.92489207,4.29614162,8.34639072,0.00396382,2.68954086,0.43334046,-2.25620031,33.29311371,0.00000002,6.20506859,-0.87793499,-7.08300352,7.58058882,2.43,5.15,
95.61,42.84,17.00,0.67,22.63,65.00,7.79811525,8.44757748,13.46939373,7.33346224,9.26213741,17.76543236,0.00002767,20.85,1.80286384,14.54664993,3.95612335,4.76639175,13.31024551,7.80588913,5.82934237,-1.62375104,6.29921913,11.84483051,0.00,19.74660683,3.29604411,11.05064964,-7.94892931,19.37883377,18.41777420,-2.03252125,8.15651226,1.19189203,0.17539217,0.67547035,11.51014805,29.03977203,7.54273319,17.24358177,6.93357611,21.62955093,23.70819283,-8.84061146,6.41126633,5.27905369,0.02182819,-16.18206787,21.90208626,6.82838392,15.51997280,24.96081161,-4.00429010,5.31637430,5.31707525,0.01735965,0.00006433,0.99360257,-1.17573392,-5.75565767,-4.57992411,70.52808380,0.00000000,-4.25323534,-14.14255905,-9.88932323,6.91902924,1.19,3.72,
96.49,42.20,21.00,0.67,22.07,58.00,5.14462090,3.89322805,11.14718723,6.33489895,6.62998390,10.69392490,0.00111823,19.24,-1.82000792,14.78051281,-6.22389650,1.07587302,11.24524593,9.30381966,-1.25290048,1.29316497,3.55022645,4.50988579,0.03,14.57703114,-3.35577750,-0.48748493,-11.91673374,19.12114143,17.37449265,-4.62121916,3.97077632,-2.26413393,0.75210029,0.38605945,-0.22188285,33.53955078,4.18717384,18.02146721,1.13171363,26.31721497,9.06908417,-4.32381725,4.97480059,3.80299973,0.05149277,-11.75591660,22.93982124,-9.67091846,4.76137972,20.97982597,-4.47943783,0.88162470,11.90834618,-1.63168097,0.41092587,0.52167459,-2.06987691,-6.06042624,-3.99054956,129.28393555,0.00000000,-4.90882397,-14.80979538,-9.90097046,9.24343014,0.00,0.00,
96.49,42.20,16.00,0.67,22.07,47.00,8.12215042,10.26170158,11.88436317,10.83380413,10.27550507,29.52044487,0.00000007,17.95,6.51066637,7.05776072,0.98100328,4.05527210,12.21722698,7.78495932,-6.64383554,5.00260496,4.62070751,8.53231621,0.00,33.28140259,-4.47453976,20.32112885,1.24252546,24.80002594,14.86803913,-12.49411488,2.69263506,-0.71907753,0.09046801,0.76365736,3.92003846,20.00587082,5.73375082,23.42314339,6.70304298,8.83772850,11.62409878,12.49643040,0.99674541,0.16916336,0.68096121,0.02904822,18.41174698,-4.12624407,1.15283871,19.52617264,14.91199112,-4.33262777,14.86128616,-2.78875065,1.35760105,0.24428405,-2.03575850,-5.46424770,-3.42848945,135.76390076,0.00000000,-22.57098198,-30.60177803,-8.03079605,8.03074741,0.00,0.00,
96.99,41.70,16.00,0.68,21.99,60.00,-6.87501097,9.89381313,9.83529091,3.92627215,4.19509125,1.74675202,0.18664201,30.12,6.16907215,-4.72013569,-2.82907939,0.44859430,5.83961105,6.83261585,-8.62482357,11.73612595,1.85649753,0.48363596,0.49,47.25056458,-12.89356899,27.10192680,-11.55055714,42.58262634,13.34116840,-25.81974983,-2.10572672,5.93660545,2.20087671,0.13830692,-1.02069795,5.61328220,1.91738665,17.27403259,-20.73361397,19.85100365,20.70035172,32.61903763,5.73059797,2.00898218,0.15674056,-19.65106392,-2.41326475,-25.64617729,-0.86459512,-1.19581902,-3.53714609,-17.37757111,10.91959095,-11.00153255,7.36217070,0.00679725,-1.42925537,-4.22767162,-2.79841614,72.28997040,0.00000000,-32.98882675,-36.41450500,-3.42568016,0.46736050,0.00,0.00,
97.48,41.13,16.00,0.69,22.09,54.00,-2.68118811,8.48975468,-3.44595861,1.45348334,0.95402277,0.08770989,0.76718151,30.57,14.34427452,-27.32155800,22.55668831,2.73700166,-6.90584993,-0.52192867,-11.82028770,6.17582417,-0.09447955,0.00130036,0.97,37.22840500,-12.11497116,38.97595215,12.94702530,30.29829979,-13.48561478,-11.98375416,-21.68478203,6.76297426,2.75042582,0.09760142,-4.09446383,-37.58871460,13.73562241,-1.46209800,-15.78869057,-13.99645424,-7.29649544,37.10712433,-5.50798178,1.85031974,0.17411070,17.34987259,-33.45019913,16.10788918,1.19891572,-32.89544678,26.72774696,-15.69869900,6.41469812,-3.25659204,0.65744442,0.41769301,-0.30363673,-2.46776438,-2.16412759,26.89468575,0.00000045,0.15352039,9.66081905,9.50729847,3.06097007,2.42,5.65,
97.84,40.69,14.00,0.71,22.23,57.00,-4.37510252,2.82166600,-6.54053783,-6.94858456,-3.76063967,1.97103882,0.16070375,25.42,5.55572557,-21.08770943,20.67028809,2.29882669,-7.77537203,-5.98584461,3.70294833,8.85537148,0.77927917,0.12909795,0.72,-6.14235497,1.89411318,21.94758224,19.38799095,-7.24127436,-18.65251160,6.72377634,-1.96513140,9.38870811,7.37467957,0.00675054,1.43305635,-42.65732193,7.08132982,-17.93336678,2.12659788,-21.80482674,-0.39167571,22.57429504,0.35520294,0.01125588,0.91553330,13.11367512,-33.35397339,18.39051247,-1.29792404,-25.89119530,10.80002117,-5.33754826,-3.17004275,3.26363754,0.94935566,0.33016353,0.90107083,-0.97456509,-1.87563586,16.09661102,0.00007965,12.97918415,23.84443665,10.86525345,4.22652960,2.43,5.38,
98.41,40.69,16.00,0.72,21.43,44.00,12.20165348,13.68682480,-0.45663655,8.66991615,8.52543926,4.35895061,0.03711288,38.75,9.75567532,-21.83310127,30.73600197,6.58767891,-7.45518970,-7.70413065,13.14696598,12.47017384,4.46300936,1.78085375,0.18,-7.46246719,28.94189644,17.90876007,30.05151558,-0.41326281,-13.95690441,52.00418472,2.62553716,5.31940985,1.01801705,0.31328003,20.69200897,-45.82141113,28.51356125,-16.50521469,9.75086975,-30.56077194,-5.86783552,36.97600937,-9.91213131,3.75691819,0.05292377,31.09349632,-32.73685455,54.29509735,25.69585037,-16.46793175,31.61587906,8.32721996,10.04763508,4.48783255,0.77324986,0.37946474,1.86773753,-0.21793541,-2.08567286,22.01749420,0.00000446,55.60360718,59.49542999,3.89182115,0.21677727,2.43,5.11,
97.48,41.13,21.00,0.00,22.09,28.00,3.70889878,4.77682304,10.89375019,6.05633402,6.35895157,10.90980816,0.00099662,18.27,3.10952187,13.76845169,-9.57504082,0.20260994,15.83243847,5.99382210,-3.16720176,1.10077703,3.40817237,4.70487690,0.03,20.34649849,-3.85025144,2.99270916,-8.77374268,14.32136345,15.87651062,-7.87992287,7.42421961,-1.16851401,0.22244458,0.63730588,2.39188814,30.99444199,-2.68683863,18.55310822,16.95638275,15.19058418,13.56475735,-7.75051403,5.29307461,4.77210045,0.02919997,-3.83632755,22.06435966,-16.05556297,-3.39717269,24.88739967,-4.80164099,-5.48445702,10.81160831,-2.74079299,1.31474078,0.25186422,-1.36766207,-3.96944356,-2.60178137,67.48384857,0.00000000,-19.73874855,-27.61752701,-7.87877893,7.31132460,0.00,0.00,
98.41,40.69,21.00,0.00,21.43,21.00,-5.34826946,9.44853401,3.04189014,3.70637298,2.71213198,1.21643353,0.27037461,23.33,14.04267788,-6.73934412,2.14795494,3.46347713,-0.81421638,-3.37603140,-14.61821079,6.07830429,0.02307645,0.00020046,0.99,45.68323135,-3.50442815,32.23929214,13.92832088,27.85901833,-8.20092487,-25.53241730,-14.90659428,5.44159079,3.21241164,0.07344103,-4.45532417,2.80363560,2.87012243,3.12916207,-11.96058273,-6.63950634,4.84517336,29.93181229,-1.07703984,0.11828867,0.73098400,12.42884350,-15.16260147,-19.87779617,-4.44994974,-14.32517910,7.63543987,-18.81557274,9.91470909,-8.82482243,8.05908966,0.00463670,-0.65903205,-2.99749923,-2.33846712,46.18436813,0.00000000,-26.00209618,-22.39297104,3.60912633,0.84155691,1.13,2.35,
94.40,45.37,1.00,0.18,21.79,62.00,1.00513899,1.69026315,1.10124087,1.63676012,1.35835075,8.12947083,0.00446089,4.52,0.16492993,-0.70410013,2.04515553,-1.45228100,3.25211143,0.97851479,-0.64563179,0.45590553,0.51182556,1.69090307,0.19,1.88075137,2.28698444,3.09288764,-2.00649190,5.06492424,1.74916565,0.55553710,1.46649790,0.08584674,0.01928482,0.88958629,2.55998969,-2.89699841,1.28129506,2.91206932,3.49270391,2.11672854,-0.72719997,0.46724877,-0.52140576,0.73387867,0.39187287,-1.70646310,1.02917528,4.19998598,-2.79368067,3.97991180,1.77834654,0.48355538,1.11728561,-0.57490200,0.90379405,0.34203954,-25.34533882,-23.75772095,1.58761811,0.16355640,0.68625028,36.40010834,28.26134682,-8.13876057,1.85541821,0.00,0.00,
94.72,44.81,4.00,0.28,21.80,65.00,2.98685551,2.28515172,5.76733589,6.69663382,4.43399429,14.27536488,0.00016896,11.14,-2.58486700,5.29793882,-0.25987530,-3.36368752,0.25871065,7.74072552,0.54318154,-4.63655901,0.37444592,0.14786159,0.70,3.53339028,6.28075552,0.82384080,-4.50852394,9.54879284,14.15003967,-0.74603647,-9.36913681,-4.48362923,8.86300755,0.00299355,4.05231380,14.22125340,-0.45455325,-0.03481188,-2.21680045,22.11462593,7.41726398,1.52960134,-0.78238404,0.28236181,0.59529768,-7.29520512,6.96192265,9.53552437,3.06945610,4.58916903,-1.04613507,4.76233006,2.95491934,-3.76794624,6.35109997,0.01191495,-0.91333371,-1.66775715,-0.75442344,0.20338650,0.65239362,29.93090630,31.98753357,2.05662775,0.06934473,2.23,6.68,
95.23,44.17,3.00,0.23,21.63,87.00,2.47972965,3.93464231,3.24576139,3.59383345,3.31349182,9.55525684,0.00205895,10.17,-3.19815731,4.70422459,0.31061947,-1.47237241,4.72274256,4.74639893,4.74873209,-2.87410307,1.46101069,2.74376559,0.10,0.30610073,5.17726803,-2.30922127,-0.53053796,9.96366692,6.53284073,12.12302113,3.18020082,0.57923687,0.17400572,0.67668252,2.55084634,8.60558319,1.08811331,-0.30127186,10.46187210,10.38498783,-2.17730308,-3.83777618,-0.15462184,0.01288044,0.90966756,-8.52209473,6.75033045,7.27292538,1.68307674,0.77863717,3.84397864,9.91885185,-3.49395370,-1.14641869,0.71714574,0.39732267,0.98966634,-0.73834091,-1.72800720,3.93747616,0.04831940,-16.32263374,-17.30678177,-0.98414689,0.39767650,2.23,6.47,
95.81,43.43,1.00,0.00,21.55,93.00,0.09349483,3.54174161,0.09743049,1.25181651,1.24612081,1.49236679,0.22218910,9.68,2.19894505,-0.58685529,1.17010319,1.13597190,-1.39191186,-0.45556316,0.50473231,1.42359138,0.49987668,0.34080967,0.56,4.96442986,-1.73639321,7.34342432,3.49178600,8.77227020,0.79116982,2.62224722,1.33071971,2.27495050,2.92903852,0.08736800,1.89300025,0.68113005,-1.98834205,1.30305207,-8.60815430,0.77153665,3.38654900,2.52564096,-1.31931055,1.01644456,0.31365383,3.00857234,0.83329308,0.68375212,0.59385145,-2.98749042,-1.04558647,-2.52693748,2.63526225,-1.14946663,0.76884949,0.38082360,0.39534903,-2.08369923,-2.47904825,81.93602753,0.00000000,14.52686977,10.85015106,-3.67671919,6.33431578,2.27,6.23,
94.72,44.81,9.00,0.45,21.80,67.00,3.19736648,3.04038858,2.52416420,3.10780120,2.96743011,8.09574318,0.00454385,9.90,1.24247456,4.13896751,3.62063622,-0.43149453,3.08071685,3.34177446,1.12902951,-4.73625326,1.42323136,2.71749568,0.10,4.90678978,8.66094017,0.29961914,6.18634653,8.93215847,4.80282974,1.60146880,-11.53791142,-0.10219600,0.00585942,0.93900224,1.31934142,5.48642874,2.26292706,-6.91097975,6.15714598,3.83266473,3.60159731,5.19619703,-0.43183812,0.10473172,0.74630408,1.08471954,3.95836186,12.36326122,2.73815727,1.09699774,5.95740509,3.03971553,-3.65965319,0.16780590,0.01602104,0.89930764,-0.29362500,-1.12814212,-0.83451712,0.25249836,0.61576548,51.72929764,56.37588120,4.64658451,0.43000704,0.00,0.00,
95.23,44.17,10.00,0.41,21.63,61.00,1.99418926,3.87382650,2.55769706,-0.18116410,2.06113720,2.91369843,0.08819633,11.46,-0.26714030,7.45119381,-1.65419650,2.45606065,9.20510006,5.30376768,2.36703229,-2.14155126,2.84003329,8.23865414,0.00,4.47731686,1.13803291,-1.08496904,-0.60565627,15.26138783,7.44715261,1.55323064,4.23119259,4.18022203,7.12569666,0.00774519,6.17478180,11.65846920,-6.59859562,0.85943997,0.30054390,12.33395672,1.13605261,-5.51891518,2.75874448,3.25395608,0.07160902,-13.58909416,9.98065376,3.85307741,6.50412273,11.94646931,-2.93537021,3.64845467,-5.01573706,1.93031549,1.63552642,0.20129314,2.00408697,0.02844509,-1.97564185,4.88125086,0.02806059,21.90973091,22.26001358,0.35028240,0.04036512,2.26,6.42,
95.81,43.43,6.00,0.32,21.55,67.00,4.69897032,1.84926844,3.12415695,0.24639077,2.47969675,6.15269327,0.01331425,9.49,4.51303339,4.23367453,-1.03990757,4.27203083,0.20067981,2.09962130,7.76850748,2.96370602,3.12641835,14.24509430,0.00,-0.14548041,2.73562813,-4.72405958,3.90071607,-3.56980610,3.64748383,6.99251747,7.08674955,1.70376992,1.72561681,0.18932988,3.85189462,3.83960986,5.35774088,5.34177589,1.68329930,0.19889331,6.41994524,-1.52857196,2.86315489,4.95454741,0.02628648,10.80950546,6.30477762,-3.10578609,3.89167094,1.87392354,2.52423453,10.09754467,4.10374260,4.37445116,11.80976391,0.00061810,1.65833604,-0.96317679,-2.62151289,37.91526413,0.00000000,3.77239442,-3.50164747,-7.27404165,22.62621307,2.27,6.23,
95.61,42.72,0.00,0.00,22.79,79.00,6.48166895,4.71260309,4.40827084,5.28386641,5.22160244,35.55895996,0.00000000,8.31,1.28464520,4.13988304,0.91402334,2.41479421,6.34676266,1.03097415,3.51860571,1.71122432,2.67011404,13.06550598,0.00,0.65552855,7.75264645,0.07888944,6.03153610,5.65760088,4.06689262,10.16437912,4.29596567,-0.46236250,0.16455714,0.68509824,8.14448166,6.33873653,6.44605541,3.28005457,7.72496748,1.45369816,3.75522232,-1.61629748,-0.91705680,0.66770971,0.41408267,2.07575369,6.84263802,4.70440531,5.84333229,13.14167023,4.67279053,4.99580765,9.08804607,1.14898860,1.05510592,0.30462941,1.03926313,-1.81728864,-2.85655165,97.43412018,0.00000000,-4.09177685,-9.21964359,-5.12786627,13.77140617,2.27,6.23,
96.53,42.72,3.00,0.00,21.29,80.00,3.90845060,2.07221723,2.88407350,2.19692087,2.76541567,11.97442341,0.00056628,7.58,-1.23383296,5.31756544,2.11838388,-0.26343575,3.20725322,2.22331858,2.26959991,1.92240036,1.94515657,8.57699394,0.00,-0.16823928,4.16800022,-0.42531925,-0.57810289,-1.22410345,4.56270790,3.32092190,8.10111237,-0.07717218,0.00545662,0.94113226,2.02345562,7.88392401,1.27166688,1.74104536,6.39154005,5.53163719,1.00343788,-2.49287844,0.79520923,0.60537499,0.43675337,-2.37921000,7.12113428,8.20019531,1.68358731,7.81647778,0.01085831,5.39043236,3.20840788,1.66839969,2.69892859,0.10078951,0.47690243,-2.30694151,-2.78384399,95.99114227,0.00000000,-5.20600224,-9.10970879,-3.90370703,5.35160780,2.33,6.07,
96.49,41.13,0.00,0.00,23.57,89.00,1.04944050,3.68630219,2.90109944,1.84458029,2.37035561,8.54357910,0.00355963,7.70,1.17853034,3.01878309,4.05286264,0.14840548,1.78982627,2.14179945,0.08108035,0.21361971,1.57811344,5.40700960,0.02,6.23067999,4.77538681,2.42671633,-1.31195176,1.73411465,7.55761099,1.33497083,7.98498154,1.88574517,3.20694184,0.07368597,4.00862122,5.37631226,5.59639454,4.63945055,5.16364479,3.74488378,1.14741302,-6.08045340,1.07784951,1.08639526,0.29757081,-3.09806967,2.15951920,7.53361273,0.33245865,2.37086844,-2.13646197,0.58071244,1.39174891,-0.78975284,0.58183473,0.44580795,-0.08811489,-2.68093276,-2.59281778,90.60835266,0.00000000,-4.95904541,-9.35287857,-4.39383268,9.23634911,2.34,5.83,
